Date,DC_PL_pair,LE_QS_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_QS_pair_DC_PL_pair_pair,sharpe,CAGR
1991-02-03,1.0,1.0787948067112174,-0.465981230151563,0.4973018688875893,,False,False,0.0,False,False,0.0,0.0,-0.0005610894748867573,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-04,1.0,1.0787948067112174,-0.46672151698579406,0.4965032512953441,,False,False,0.0,False,False,0.0,0.0,-0.0005311734747236742,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-05,1.0,1.0787948067112174,-0.46742342564011385,0.49574603588427824,,False,False,0.0,False,False,0.0,0.0,-0.0005033826927695761,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-06,1.0,1.0787948067112174,-0.46808955423864135,0.49502741981158493,,False,False,0.0,False,False,0.0,0.0,-0.0004774944621272329,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-07,1.0,1.0787948067112174,-0.4687222412570964,0.49434488034180213,,False,False,0.0,False,False,0.0,0.0,-0.0004533172709151021,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-08,1.0,1.0892121475831746,-0.4693127448051937,0.48881885734258057,,False,False,0.0,False,False,0.0,0.0,-0.0036567575145253733,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-09,1.0,1.0827097699390704,-0.46987137064436146,0.4912656763886877,,False,False,0.0,False,False,0.0,0.0,0.0016217693253311766,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-10,1.0,1.0841119701577056,-0.47039883637285973,0.49003499073992685,,False,False,0.0,False,False,0.0,0.0,-0.0008150424951660991,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-11,1.0,1.0853876667164748,-0.47089600570447077,0.48889528310231667,,False,False,0.0,False,False,0.0,0.0,-0.0007542214810565944,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-12,1.0,1.0471694831130571,-0.47140420376962455,0.5063599036012401,,False,False,0.0,False,False,0.0,0.0,0.011692656444501893,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-13,1.0,1.0611665818991285,-0.47190525166482394,0.4992299171105907,,False,False,0.0,False,False,0.0,0.0,-0.004750885276792085,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-14,1.0,1.1651504211821175,-0.4722918595644235,0.4497089409076265,,False,False,0.0,False,False,0.0,0.0,-0.03194301864319374,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-15,1.0,1.153222886649919,-0.47258937936497575,0.45499911172862895,,False,False,0.0,False,False,0.0,0.0,0.0034240568152173654,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-16,1.0,1.1276835335886293,-0.472835199990703,0.46679153086939784,,False,False,0.0,False,False,0.0,0.0,0.00769133446507488,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-17,1.0,1.1379247901815093,-0.4730245028590469,0.4617336918334063,,False,False,0.0,False,False,0.0,0.0,-0.0032880126211824886,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-18,1.0,1.1473187854963298,-0.4731541198239319,0.4571413898910215,,False,False,0.0,False,False,0.0,0.0,-0.0029764891690628923,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-19,1.0,1.1456289604217669,-0.4732333811858017,0.4578501334752323,,False,False,0.0,False,False,0.0,0.0,0.000459581522908636,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-20,1.0,1.1571410628629388,-0.47325634008501977,0.4523756556273958,,False,False,0.0,False,False,0.0,0.0,-0.0035373428104452666,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-21,1.0,1.179183135040388,-0.47320635541178346,0.44200304630449705,,False,False,0.0,False,False,0.0,0.0,-0.006657656998812064,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-22,1.0,1.179183135040388,-0.4730933232200477,0.4421363319587085,,False,False,0.0,False,False,0.0,0.0,8.555668698470028e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-23,1.0,1.179183135040388,-0.4729262373394469,0.4423333568112163,,False,False,0.0,False,False,0.0,0.0,0.00012648717449870528,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-24,1.0,1.179183135040388,-0.4727132242431169,0.44258453826195143,,False,False,0.0,False,False,0.0,0.0,0.0001612809535451709,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-25,1.0,1.179183135040388,-0.4724615882695086,0.44288126315819976,,False,False,0.0,False,False,0.0,0.0,0.00019056022461726393,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-26,1.0,1.179183135040388,-0.4721778632862908,0.4432158268733999,,False,False,0.0,False,False,0.0,0.0,0.00021490693506229783,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-27,1.0,1.179183135040388,-0.47186786779408413,0.4435813683297485,,False,False,0.0,False,False,0.0,0.0,0.0002348606274112245,0.0,1.0,1.0,1.0691484615976543,0.017
1991-02-28,1.0,1.179183135040388,-0.4715367612131052,0.4439718036259397,,False,False,0.0,False,False,0.0,0.0,0.0002509178799593851,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-01,1.0,1.179183135040388,-0.4711890996969938,0.4443817602224409,,False,False,0.0,False,False,0.0,0.0,0.00026353290673671124,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-02,1.0,1.179183135040388,-0.4708288902959292,0.44480651307325925,,False,False,0.0,False,False,0.0,0.0,0.0002731189748342493,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-03,1.0,1.179183135040388,-0.4704596426654874,0.4452419236517299,,False,False,0.0,False,False,0.0,0.0,0.00028005037252695807,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-04,1.0,1.179183135040388,-0.4700844178066699,0.4456843824770954,,False,False,0.0,False,False,0.0,0.0,0.0002846647234174191,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-05,1.0,1.179183135040388,-0.46970587354212345,0.4461307554897148,,False,False,0.0,False,False,0.0,0.0,0.0002872654917371015,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-06,1.0,1.1853569468524912,-0.46931920775147595,0.44368921680048046,,False,False,0.0,False,False,0.0,0.0,-0.0015687989285886423,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-07,1.0,1.181898743317748,-0.46893140987985704,0.4457705559607772,,False,False,0.0,False,False,0.0,0.0,0.0013391453676798383,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-08,1.0,1.1859817691947778,-0.46853981820747165,0.44432031746410316,,False,False,0.0,False,False,0.0,0.0,-0.0009322217889418018,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-09,1.0,1.2082275888727805,-0.46812121013671393,0.43440303897630994,,False,False,0.0,False,False,0.0,0.0,-0.006334502898695368,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-10,1.0,1.2082275888727805,-0.46768131661472606,0.43493453046574204,,False,False,0.0,False,False,0.0,0.0,0.00033959696880301476,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-11,1.0,1.2082275888727805,-0.467225218848758,0.4354856003698079,,False,False,0.0,False,False,0.0,0.0,0.00035223063731218776,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-12,1.0,1.2082275888727805,-0.46675739718077597,0.4360508354157363,,False,False,0.0,False,False,0.0,0.0,0.00036141522929786435,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-13,1.0,1.2082275888727805,-0.46628178063007575,0.43662548845401683,,False,False,0.0,False,False,0.0,0.0,0.000367572218963878,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-14,1.0,1.2082275888727805,-0.46580179573343367,0.437205419448382,,False,False,0.0,False,False,0.0,0.0,0.00037108587499737447,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-15,1.0,1.2082275888727805,-0.4653204137150731,0.43778703848375256,,False,False,0.0,False,False,0.0,0.0,0.00037230457671153053,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-16,1.0,1.2082275888727805,-0.4648401953338566,0.43836725158062206,,False,False,0.0,False,False,0.0,0.0,0.0003715426033789167,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-17,1.0,1.2082275888727805,-0.46436333299801613,0.43894340981087887,,False,False,0.0,False,False,0.0,0.0,0.0003690822189777282,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-18,1.0,1.2082275888727805,-0.46389168992193075,0.43951326198750607,,False,False,0.0,False,False,0.0,0.0,0.000365175917709486,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-19,1.0,1.2082275888727805,-0.46342683623655706,0.44007491103496377,,False,False,0.0,False,False,0.0,0.0,0.0003600487301799468,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-20,1.0,1.2082275888727805,-0.46297008206488455,0.4406267740265112,,False,False,0.0,False,False,0.0,0.0,0.0003539005174357124,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-21,1.0,1.2082275888727805,-0.4625225076443203,0.4411675457895107,,False,False,0.0,False,False,0.0,0.0,0.00034690820141628376,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-22,1.0,1.2155375438760805,-0.4620765281871885,0.4383286318445585,,False,False,0.0,False,False,0.0,0.0,-0.001817868985012728,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-23,1.0,1.2125812991713234,-0.46163752452328094,0.4402269707673263,,False,False,0.0,False,False,0.0,0.0,0.001217061000023631,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-24,1.0,1.2122993159000175,-0.46120697750053097,0.44087909668779157,,False,False,0.0,False,False,0.0,0.0,0.00041826513843787333,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-25,1.0,1.2120466143149615,-0.46078607749402956,0.44150579484988994,,False,False,0.0,False,False,0.0,0.0,0.0004021177364839861,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-26,1.0,1.2115753762918655,-0.4603760444306502,0.4422197207331744,,False,False,0.0,False,False,0.0,0.0,0.0004582969066860066,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-27,1.0,1.2102334702164048,-0.4599788619817677,0.4433181856376126,,False,False,0.0,False,False,0.0,0.0,0.0007056451063431614,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-28,1.0,1.2162741580110739,-0.45958772157115724,0.44101533091381284,,False,False,0.0,False,False,0.0,0.0,-0.0014771503334600475,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-29,1.0,1.2162741580110739,-0.45920367187216915,0.44148244063808406,,False,False,0.0,False,False,0.0,0.0,0.000299714123504943,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-30,1.0,1.2162741580110739,-0.4588275760660195,0.4419398762480402,,False,False,0.0,False,False,0.0,0.0,0.00029359304110459995,0.0,1.0,1.0,1.0691484615976543,0.017
1991-03-31,1.0,1.2162741580110739,-0.45846013366244365,0.442386786948067,,False,False,0.0,False,False,0.0,0.0,0.0002869202034766514,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-01,1.0,1.2162741580110739,-0.4581019002362488,0.4428224970068835,,False,False,0.0,False,False,0.0,0.0,0.0002798075736253501,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-02,1.0,1.2162741580110739,-0.4577533052116035,0.4432464841269709,,False,False,0.0,False,False,0.0,0.0,0.0002723534045462724,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-03,1.0,1.2162741580110739,-0.4574146678337632,0.4436583600185746,,False,False,0.0,False,False,0.0,0.0,0.00026464362388238673,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-04,1.0,1.2162741580110739,-0.4570862114701552,0.44405785300566536,,False,False,0.0,False,False,0.0,0.0,0.00025675311120176137,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-05,1.0,1.2162741580110739,-0.45676807638092204,0.44444479249345614,,False,False,0.0,False,False,0.0,0.0,0.0002487468692358545,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-06,1.0,1.2165185145622752,-0.4564600573309862,0.44470788909869763,,False,False,0.0,False,False,0.0,0.0,0.00016916218078738917,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-07,1.0,1.2170462315277155,-0.4561616125427959,0.44483022848718434,,False,False,0.0,False,False,0.0,0.0,7.866625929058958e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-08,1.0,1.2175250128916173,-0.45587228707490807,0.44496408780219154,,False,False,0.0,False,False,0.0,0.0,8.608117276083418e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-09,1.0,1.2091499458878094,-0.45560148301423653,0.44910949146693013,,False,False,0.0,False,False,0.0,0.0,0.002672918327844803,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-10,1.0,1.2134057350363006,-0.45534312776867986,0.44748403735611686,,False,False,0.0,False,False,0.0,0.0,-0.0010469806107791504,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-11,1.0,1.2020832224960134,-0.45510913116034946,0.4529209490274063,,False,False,0.0,False,False,0.0,0.0,0.0035143076030093377,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-12,1.0,1.2036797942452857,-0.45489531931775756,0.45245169564045806,,False,False,0.0,False,False,0.0,0.0,-0.0003032237414666395,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-13,1.0,1.2122082965212535,-0.4546905288176139,0.4488203686176523,,False,False,0.0,False,False,0.0,0.0,-0.002341009996095478,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-14,1.0,1.2122082965212535,-0.4544944555902832,0.44905805021054834,,False,False,0.0,False,False,0.0,0.0,0.0001532498317737306,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-15,1.0,1.2122082965212535,-0.4543067968949711,0.44928553163791995,,False,False,0.0,False,False,0.0,0.0,0.0001466945927265939,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-16,1.0,1.2122082965212535,-0.45412725262974857,0.4495031766858155,,False,False,0.0,False,False,0.0,0.0,0.00014037116659829655,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-17,1.0,1.2122082965212535,-0.453955526434516,0.44971134460440654,,False,False,0.0,False,False,0.0,0.0,0.0001342768766748789,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-18,1.0,1.2122082965212535,-0.4537913266121582,0.44991038899135594,,False,False,0.0,False,False,0.0,0.0,0.0001284083097749944,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-19,1.0,1.2122082965212535,-0.45363436689030384,0.4501006568684075,,False,False,0.0,False,False,0.0,0.0,0.0001227614411830935,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-20,1.0,1.2122082965212535,-0.45348436704356915,0.45028248792709613,,False,False,0.0,False,False,0.0,0.0,0.00011733174418698622,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-21,1.0,1.2122082965212535,-0.45334105339390685,0.45045621392222157,,False,False,0.0,False,False,0.0,0.0,0.00011211428595069072,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-22,1.0,1.2122082965212535,-0.45320415920466395,0.4506221581941674,,False,False,0.0,False,False,0.0,0.0,0.00010710381126427923,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-23,1.0,1.2122082965212535,-0.45307342498215875,0.45078063530332746,,False,False,0.0,False,False,0.0,0.0,0.00010229481555124307,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-24,1.0,1.2138372087299438,-0.45294686606599066,0.4501962403914822,,False,False,0.0,False,False,0.0,0.0,-0.0003770767158242492,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-25,1.0,1.203727206731185,-0.4528352153098611,0.4549099311655461,,False,False,0.0,False,False,0.0,0.0,0.0030507546900613454,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-26,1.0,1.2096837492325836,-0.4527305753171361,0.45233918025814224,,False,False,0.0,False,False,0.0,0.0,-0.0016610557524048928,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-27,1.0,1.2243554424145342,-0.4526169384217184,0.445835988114365,,False,False,0.0,False,False,0.0,0.0,-0.004184366703927901,-0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-28,1.0,1.2243554424145342,-0.4524960607013898,0.445983985409116,,False,False,0.0,False,False,0.0,0.0,9.523537297006204e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-29,1.0,1.2243554424145342,-0.4523695001694857,0.4461389404851477,,False,False,0.0,False,False,0.0,0.0,9.972260716802654e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-04-30,1.0,1.2243554424145342,-0.4522386335258655,0.44629916777249456,,False,False,0.0,False,False,0.0,0.0,0.00010312621582184975,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-01,1.0,1.2243554424145342,-0.45210467225262485,0.44646318398645957,,False,False,0.0,False,False,0.0,0.0,0.00010557600713053966,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-02,1.0,1.2243554424145342,-0.45196867789497863,0.4466296894183813,,False,False,0.0,False,False,0.0,0.0,0.00010718978648395565,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-03,1.0,1.2243554424145342,-0.45183157642827476,0.4467975503453032,,False,False,0.0,False,False,0.0,0.0,0.0001080740807221947,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-04,1.0,1.2243554424145342,-0.4516941716583712,0.44696578262314834,,False,False,0.0,False,False,0.0,0.0,0.00010832490099881924,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-05,1.0,1.2243554424145342,-0.45155715763743265,0.4471335364853716,,False,False,0.0,False,False,0.0,0.0,0.00010802851768950557,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-06,1.0,1.2243554424145342,-0.45142113010289525,0.4473000825376007,,False,False,0.0,False,False,0.0,0.0,0.00010726222778532008,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-07,1.0,1.2243554424145342,-0.4512865969658305,0.447464798916151,,False,False,0.0,False,False,0.0,0.0,0.00010609510073286605,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-08,1.0,1.2243554424145342,-0.4511539878877724,0.44762715956258503,,False,False,0.0,False,False,0.0,0.0,0.00010458869300257587,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-09,1.0,1.2243554424145342,-0.45102366299352853,0.4477867235561346,,False,False,0.0,False,False,0.0,0.0,0.00010279772501051672,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-10,1.0,1.2243554424145342,-0.4508959207725974,0.4479431254395577,,False,False,0.0,False,False,0.0,0.0,0.00010077071658049594,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-11,1.0,1.2243554424145342,-0.450771005224375,0.448096066470866,,False,False,0.0,False,False,0.0,0.0,9.855057906867541e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-12,1.0,1.2243554424145342,-0.4506491123030092,0.44824530673253205,,False,False,0.0,False,False,0.0,0.0,9.617516371213504e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-13,1.0,1.2243554424145342,-0.45053039571705117,0.4483906580306547,,False,False,0.0,False,False,0.0,0.0,9.367776681350061e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-14,1.0,1.2243554424145342,-0.4504149721373738,0.4485319775186156,,False,False,0.0,False,False,0.0,0.0,9.108759311384272e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-15,1.0,1.2243554424145342,-0.45030292586447057,0.44866916198264695,,False,False,0.0,False,False,0.0,0.0,8.843017921738191e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-16,1.0,1.2243554424145342,-0.45019431300346907,0.4488021427301303,,False,False,0.0,False,False,0.0,0.0,8.572777925145266e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-17,1.0,1.2243554424145342,-0.4500891651921598,0.4489308810251649,,False,False,0.0,False,False,0.0,0.0,8.299971513819955e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-18,1.0,1.2243554424145342,-0.44998749292419643,0.4490553640197884,,False,False,0.0,False,False,0.0,0.0,8.026269393224156e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-19,1.0,1.2243554424145342,-0.4498892885064634,0.44917560113310895,,False,False,0.0,False,False,0.0,0.0,7.753109469285745e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-20,1.0,1.2243554424145342,-0.4497945286865066,0.44929162083439533,,False,False,0.0,False,False,0.0,0.0,7.481722730408679e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-21,1.0,1.2243554424145342,-0.4497031769829276,0.4494034677898461,,False,False,0.0,False,False,0.0,0.0,7.213156557968257e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-22,1.0,1.2243554424145342,-0.4496151857487943,0.44951120033624203,,False,False,0.0,False,False,0.0,0.0,6.94829568709678e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-23,1.0,1.2243554424145342,-0.4495304979954294,0.44961488824798024,,False,False,0.0,False,False,0.0,0.0,6.687881027252055e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-24,1.0,1.2243554424145342,-0.44944904900142923,0.4497146107670634,,False,False,0.0,False,False,0.0,0.0,6.432526538389889e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-25,1.0,1.2243554424145342,-0.44937076772942836,0.4498104548684768,,False,False,0.0,False,False,0.0,0.0,6.182734344609295e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-26,1.0,1.2243554424145342,-0.4492955780709723,0.44990251373602075,,False,False,0.0,False,False,0.0,0.0,5.93890825317125e-05,0.0,1.0,1.0,1.0691484615976543,0.017
1991-05-27,1.0,1.2243554424145342,-0.44922339993787913,0.4499908854260968,,False,False,0.0,False,False,0.0,0.0,5.701365833601642e-05,0.0,1.0,1.0,1.0691484615976543,0.017
