Date,HO_QS_pair,LE_QS_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_QS_pair_HO_QS_pair_pair,sharpe,CAGR
1991-01-04,1.1199118205483158,1.0400495222957091,-0.25710714570906845,0.852507656474786,,False,False,0.0,False,False,0.0,0.0,,,,,1.0926697934679002,0.0114
1991-01-05,1.1199118205483158,1.0277899938250867,-0.3432640671563192,0.7671084470853484,,False,False,0.0,False,False,0.0,0.0,-0.05798759307754061,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-06,1.1202558825958446,1.0336562451406412,-0.38792348470815374,0.7192763499905415,,False,False,0.0,False,False,0.0,0.0,-0.03144292896210432,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-07,1.1206142467494262,1.03902656667481,-0.41568622168448344,0.6887052190185734,,False,False,0.0,False,False,0.0,0.0,-0.0196912545367167,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-08,1.1354793742400773,1.0787948067112174,-0.4348414016514468,0.6663747283954699,,False,False,0.0,False,False,0.0,0.0,-0.013916685161756141,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-09,1.1559133659050205,1.0787948067112174,-0.44925439068193906,0.6712600623451322,,False,False,0.0,False,False,0.0,0.0,0.002977833233230204,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-10,1.1559133659050205,1.0787948067112174,-0.46054876888204554,0.659075745797825,,False,False,0.0,False,False,0.0,0.0,-0.007372142960692307,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-11,1.2415546106252364,1.0787948067112174,-0.47052568561692704,0.7339539445574605,,False,False,0.0,False,False,0.0,0.0,0.04280820562780552,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-12,1.2415546106252364,1.0787948067112174,-0.47935036526321395,0.724433925984156,,False,False,0.0,False,False,0.0,0.0,-0.005413175814164668,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-13,1.2415546106252364,1.0787948067112174,-0.4871962274789408,0.7159698505716582,,False,False,0.0,False,False,0.0,0.0,-0.004789704509410884,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-14,1.2415546106252364,1.0787948067112174,-0.4942165208490837,0.7083963945423588,,False,False,0.0,False,False,0.0,0.0,-0.004267426208524821,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-15,1.2415546106252364,1.0787948067112174,-0.5005393733269514,0.701575334125634,,False,False,0.0,False,False,0.0,0.0,-0.0038287570424681084,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-16,1.2415546106252364,1.0787948067112174,-0.5062698546508169,0.6953933206334924,,False,False,0.0,False,False,0.0,0.0,-0.0034580514107460233,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-17,1.2415546106252364,1.0787948067112174,-0.5114936979176994,0.6897578656461061,,False,False,0.0,False,False,0.0,0.0,-0.003142415438990814,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-18,1.2415546106252364,1.0787948067112174,-0.5162809629089274,0.6845933890352188,,False,False,0.0,False,False,0.0,0.0,-0.00287152135020469,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-19,1.2415546106252364,1.0787948067112174,-0.5206891627596626,0.6798378459293006,,False,False,0.0,False,False,0.0,0.0,-0.002637175508356974,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-20,1.242053126294875,1.0787948067112174,-0.5247676492799923,0.6759365115215659,,False,False,0.0,False,False,0.0,0.0,-0.002157615139289986,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-21,1.2425807347527074,1.0787948067112174,-0.5285572822755584,0.6723758835844399,,False,False,0.0,False,False,0.0,0.0,-0.001964174894581929,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-22,1.254792364622824,1.0787948067112174,-0.5321313294876379,0.6807318498832247,,False,False,0.0,False,False,0.0,0.0,0.004568965821732929,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-23,1.267785108742439,1.0787948067112174,-0.5355490847272586,0.6900375373997266,,False,False,0.0,False,False,0.0,0.0,0.005042277287700266,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-24,1.291972689115939,1.0787948067112174,-0.538891628881341,0.7106191984985997,,False,False,0.0,False,False,0.0,0.0,0.010986693786451774,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-25,1.2556242993852644,1.0787948067112174,-0.5420402439706538,0.6708740991612419,,False,False,0.0,False,False,0.0,0.0,-0.02159620193922255,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-26,1.250817097785156,1.0787948067112174,-0.5449978256569739,0.6628762737975071,,False,False,0.0,False,False,0.0,0.0,-0.004349580371092985,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-27,1.2514810744120215,1.0787948067112174,-0.5477838116764471,0.6605347431749948,,False,False,0.0,False,False,0.0,0.0,-0.0012708943730064786,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-28,1.2521620730849392,1.0787948067112174,-0.5504148851237703,0.6583773534768644,,False,False,0.0,False,False,0.0,0.0,-0.0011687171627428245,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-29,1.2504181925332314,1.0787948067112174,-0.5528988849494102,0.6539537468133848,,False,False,0.0,False,False,0.0,0.0,-0.002395174751149219,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-30,1.2433819714412402,1.0787948067112174,-0.5552291301041216,0.6444036693501269,,False,False,0.0,False,False,0.0,0.0,-0.005183610176823626,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-01-31,1.2635930019213075,1.0787948067112174,-0.5574718497343149,0.6621952655402324,,False,False,0.0,False,False,0.0,0.0,0.009539777235730618,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-01,1.2518051051286043,1.0787948067112174,-0.5595996287675292,0.6481119317766686,,False,False,0.0,False,False,0.0,0.0,-0.007590054880081397,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-02,1.301857596466709,1.0787948067112174,-0.5617460971192303,0.6958488242041881,,False,False,0.0,False,False,0.0,0.0,0.025021088064629812,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-03,1.301857596466709,1.0787948067112174,-0.5638966423853945,0.6935288271394529,,False,False,0.0,False,False,0.0,0.0,-0.0012145396419322618,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-04,1.301857596466709,1.0787948067112174,-0.5660393395916145,0.691217296521028,,False,False,0.0,False,False,0.0,0.0,-0.001208644790020927,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-05,1.301857596466709,1.0787948067112174,-0.5681644653539464,0.6889247218850162,,False,False,0.0,False,False,0.0,0.0,-0.0011972979136232055,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-06,1.301857596466709,1.0787948067112174,-0.5702641097938042,0.6866596363673575,,False,False,0.0,False,False,0.0,0.0,-0.0011815440141526438,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-07,1.301857596466709,1.0787948067112174,-0.572331864375408,0.68442895346317,,False,False,0.0,False,False,0.0,0.0,-0.001162246077897786,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-08,1.301857596466709,1.0892121475831746,-0.5743506945036766,0.6762678430404715,,False,False,0.0,False,False,0.0,0.0,-0.00423415478671923,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-09,1.301857596466709,1.0827097699390704,-0.5763255935705277,0.6778642456419647,,False,False,0.0,False,False,0.0,0.0,0.0008289336221675882,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-10,1.301857596466709,1.0841119701577056,-0.5782521705599754,0.6749674965929645,,False,False,0.0,False,False,0.0,0.0,-0.001501880756356247,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-11,1.301857596466709,1.0853876667164748,-0.5801270805031622,0.6721948181603412,,False,False,0.0,False,False,0.0,0.0,-0.0014354901293490343,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-12,1.301857596466709,1.0471694831130571,-0.5819921450625016,0.6924131827457498,,False,False,0.0,False,False,0.0,0.0,0.01057832015957718,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-13,1.301857596466709,1.0611665818991285,-0.5838248472470062,0.6823221788858226,,False,False,0.0,False,False,0.0,0.0,-0.005251920760693086,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-14,1.301857596466709,1.1651504211821175,-0.5855047484789391,0.6196564921723433,,False,False,0.0,False,False,0.0,0.0,-0.03158459308156611,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-15,1.301857596466709,1.153222886649919,-0.5870568483328955,0.6248502032046435,,False,False,0.0,False,False,0.0,0.0,0.0026245908939002494,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-16,1.301857596466709,1.1276835335886293,-0.5885204683709393,0.638192755104933,,False,False,0.0,False,False,0.0,0.0,0.006788297932141867,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-17,1.301857596466709,1.1379247901815093,-0.5898887674120001,0.6306085445789795,,False,False,0.0,False,False,0.0,0.0,-0.0038437914809514623,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-18,1.301857596466709,1.1473187854963298,-0.5911569487265345,0.6236121240160654,,False,False,0.0,False,False,0.0,0.0,-0.003533361809665569,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-19,1.301857596466709,1.1456289604217669,-0.592334502949046,0.6232620356312494,,False,False,0.0,False,False,0.0,0.0,-0.0001767718582614111,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-20,1.301857596466709,1.1571410628629388,-0.5934140001334267,0.6151938896345674,,False,False,0.0,False,False,0.0,0.0,-0.004057359598460076,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-21,1.301857596466709,1.179183135040388,-0.5943758896001405,0.6009795715755957,,False,False,0.0,False,False,0.0,0.0,-0.007097451060132788,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-22,1.301857596466709,1.179183135040388,-0.5952308177027862,0.5999714547752838,,False,False,0.0,False,False,0.0,0.0,-0.0005031166316899131,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-23,1.301857596466709,1.179183135040388,-0.5959887440310577,0.5990777208313829,,False,False,0.0,False,False,0.0,0.0,-0.0004458332024312369,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-24,1.301857596466709,1.179183135040388,-0.5966589267158312,0.5982874527121019,,False,False,0.0,False,False,0.0,0.0,-0.00039406461944809044,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-25,1.301857596466709,1.179183135040388,-0.5972499256273146,0.5975905567628536,,False,False,0.0,False,False,0.0,0.0,-0.00034738417378626213,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-26,1.301857596466709,1.179183135040388,-0.5977696187357061,0.5969777434140415,,False,False,0.0,False,False,0.0,0.0,-0.0003053779401778725,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-27,1.301857596466709,1.179183135040388,-0.5982252278266847,0.5964404968577884,,False,False,0.0,False,False,0.0,0.0,-0.00026764974285953345,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-02-28,1.301857596466709,1.179183135040388,-0.5986233505500511,0.5959710372567185,,False,False,0.0,False,False,0.0,0.0,-0.00023382441420266153,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-01,1.301857596466709,1.179183135040388,-0.5989699964381727,0.5955622782716143,,False,False,0.0,False,False,0.0,0.0,-0.00020354973075992758,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-02,1.301857596466709,1.179183135040388,-0.5992706250743765,0.5952077820538927,,False,False,0.0,False,False,0.0,0.0,-0.00017649734116062936,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-03,1.301857596466709,1.179183135040388,-0.5995301850343302,0.5949017133265835,,False,False,0.0,False,False,0.0,0.0,-0.0001523629398231186,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-04,1.301857596466709,1.179183135040388,-0.5997531525800804,0.5946387937569735,,False,False,0.0,False,False,0.0,0.0,-0.00013086588928015567,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-05,1.301857596466709,1.179183135040388,-0.5999435693702906,0.5944142574893292,,False,False,0.0,False,False,0.0,0.0,-0.00011174845125658928,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-06,1.301857596466709,1.1853569468524912,-0.6000965671965496,0.5905289617579461,,False,False,0.0,False,False,0.0,0.0,-0.0019299236559523385,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-07,1.301857596466709,1.181898743317748,-0.6002213885379236,0.5924566916413033,,False,False,0.0,False,False,0.0,0.0,0.0009584694767573424,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-08,1.301857596466709,1.1859817691947778,-0.6003157178298707,0.5898940993594058,,False,False,0.0,False,False,0.0,0.0,-0.0012725024532092575,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-09,1.301857596466709,1.2082275888727805,-0.6003523074689271,0.5764953755393171,,False,False,0.0,False,False,0.0,0.0,-0.006609408464303702,-0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-10,1.301857596466709,1.2082275888727805,-0.6003387424630618,0.5765117651536467,,False,False,0.0,False,False,0.0,0.0,8.084839491191534e-06,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-11,1.301857596466709,1.2082275888727805,-0.6002818910950729,0.576580454544916,,False,False,0.0,False,False,0.0,0.0,3.38849657936238e-05,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-12,1.301857596466709,1.2082275888727805,-0.6001879447466126,0.5766939631149995,,False,False,0.0,False,False,0.0,0.0,5.5997721392236474e-05,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-13,1.301857596466709,1.2082275888727805,-0.6000624616894003,0.5768455752066597,,False,False,0.0,False,False,0.0,0.0,7.480110725138211e-05,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-14,1.301857596466709,1.2082275888727805,-0.5999104127838848,0.5770292848891614,,False,False,0.0,False,False,0.0,0.0,9.064536432237656e-05,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-15,1.301857596466709,1.2082275888727805,-0.5997362275436964,0.5772397403019315,,False,False,0.0,False,False,0.0,0.0,0.00010385292972426908,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-16,1.301857596466709,1.2082275888727805,-0.5995438394398787,0.5774721889167349,,False,False,0.0,False,False,0.0,0.0,0.00011471902153030839,0.0,1.0,1.0,1.0926697934679002,0.0114
1991-03-17,1.301857596466709,1.2082275888727805,-0.5993367296482123,0.5777224246809519,,False,False,0.0,False,False,0.0,0.0,0.0001235126640816458,0.0,1.0,1.0,1.0926697934679002,0.0114
