Date,NG_CC_pair,LE_QS_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_QS_pair_NG_CC_pair_pair,sharpe,CAGR
1991-01-04,1.0,1.0400495222957091,-0.2295780265835458,0.7612274831221916,,False,False,0.0,False,False,0.0,0.0,,,,,1.0326244825899369,0.0192
1991-01-05,1.0,1.0277899938250867,-0.3065099062783844,0.6849721853188113,,False,False,0.0,False,False,0.0,0.0,-0.05798759307754061,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-06,1.0,1.0336562451406412,-0.3463723878257611,0.6419700181796258,,False,False,0.0,False,False,0.0,0.0,-0.03166510880823348,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-07,1.0,1.03902656667481,-0.3711382253827161,0.6143775239188147,,False,False,0.0,False,False,0.0,0.0,-0.01991342861213406,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-08,1.0,1.0787948067112174,-0.3879383331173815,0.5814941409087626,,False,False,0.0,False,False,0.0,0.0,-0.023181704043942954,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-09,1.0,1.0787948067112174,-0.40015023715000014,0.5683200022583178,,False,False,0.0,False,False,0.0,0.0,-0.009201873792485448,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-10,1.0,1.0787948067112174,-0.4094770877228347,0.5582582442973723,,False,False,0.0,False,False,0.0,0.0,-0.006978890582274901,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-11,1.0,1.0787948067112174,-0.41686909448335113,0.550283785792953,,False,False,0.0,False,False,0.0,0.0,-0.005500703121252628,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-12,1.0,1.0787948067112174,-0.42289808689968283,0.543779740084513,,False,False,0.0,False,False,0.0,0.0,-0.0044663886964582235,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-13,1.0,1.0787948067112174,-0.42792894378124424,0.5383524778073772,,False,False,0.0,False,False,0.0,0.0,-0.0037131129049460584,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-14,1.0,1.0787948067112174,-0.43220558636244794,0.5337388580006146,,False,False,0.0,False,False,0.0,0.0,-0.0031465198623973987,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-15,1.0,1.0787948067112174,-0.4358973660227917,0.5297561852755136,,False,False,0.0,False,False,0.0,0.0,-0.0027088518823983796,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-16,1.0,1.0787948067112174,-0.4391256063450269,0.5262735763810706,,False,False,0.0,False,False,0.0,0.0,-0.0023631312017131085,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-17,1.0,1.0787948067112174,-0.4419795479699383,0.5231947589774592,,False,False,0.0,False,False,0.0,0.0,-0.002084782284141756,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-18,1.0,1.0787948067112174,-0.4445263274055072,0.5204473065485286,,False,False,0.0,False,False,0.0,0.0,-0.0018569480094158689,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-19,1.0,1.0787948067112174,-0.4468174436018529,0.5179756622943388,,False,False,0.0,False,False,0.0,0.0,-0.0016677487618159874,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-20,1.0,1.0787948067112174,-0.4488930762785878,0.515736480542037,,False,False,0.0,False,False,0.0,0.0,-0.0015086146920322346,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-21,1.0,1.0787948067112174,-0.45078504607584224,0.5136954333503045,,False,False,0.0,False,False,0.0,0.0,-0.0013732361707891679,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-22,1.0,1.0787948067112174,-0.4525188908344704,0.511824970629053,,False,False,0.0,False,False,0.0,0.0,-0.0012568835549150574,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-23,1.0,1.0787948067112174,-0.4541153518180561,0.5101027168108436,,False,False,0.0,False,False,0.0,0.0,-0.0011559547343578077,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-24,1.0,1.0787948067112174,-0.45559145699768694,0.5085103022088984,,False,False,0.0,False,False,0.0,0.0,-0.0010676671815458237,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-25,1.0,1.0787948067112174,-0.45696132354990676,0.5070324972864763,,False,False,0.0,False,False,0.0,0.0,-0.0009898439984367675,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-26,1.0,1.0787948067112174,-0.45823676109001044,0.5056565618919279,,False,False,0.0,False,False,0.0,0.0,-0.00092076249639802,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-27,1.0,1.0787948067112174,-0.4594277311439854,0.5043717495827511,,False,False,0.0,False,False,0.0,0.0,-0.0008590452265249257,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-28,1.0,1.0787948067112174,-0.4605427013371967,0.5031689255286769,,False,False,0.0,False,False,0.0,0.0,-0.0008035803602614749,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-29,1.0,1.0787948067112174,-0.46158892141795554,0.5020402687388773,,False,False,0.0,False,False,0.0,0.0,-0.0007534627041338127,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-30,1.0,1.0787948067112174,-0.46257264051810143,0.5009790376823773,,False,False,0.0,False,False,0.0,0.0,-0.0007079494437884731,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-01-31,1.0,1.0787948067112174,-0.4634992797256615,0.4999793841175665,,False,False,0.0,False,False,0.0,0.0,-0.0006664265505595876,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-01,1.0,1.0787948067112174,-0.46437357031134635,0.49903620397417314,,False,False,0.0,False,False,0.0,0.0,-0.0006283830068990629,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-02,1.0,1.0787948067112174,-0.4651996652978448,0.4981450169928885,,False,False,0.0,False,False,0.0,0.0,-0.0005933908342470326,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-03,1.0,1.0787948067112174,-0.465981230151563,0.4973018688875893,,False,False,0.0,False,False,0.0,0.0,-0.0005610894748867573,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-04,1.0,1.0787948067112174,-0.46672151698579406,0.4965032512953441,,False,False,0.0,False,False,0.0,0.0,-0.0005311734747236742,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-05,1.0,1.0787948067112174,-0.46742342564011385,0.49574603588427824,,False,False,0.0,False,False,0.0,0.0,-0.0005033826927695761,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-06,1.0,1.0787948067112174,-0.46808955423864135,0.49502741981158493,,False,False,0.0,False,False,0.0,0.0,-0.0004774944621272329,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-07,1.0,1.0787948067112174,-0.4687222412570964,0.49434488034180213,,False,False,0.0,False,False,0.0,0.0,-0.0004533172709151021,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-08,1.0,1.0892121475831746,-0.4693127448051937,0.48881885734258057,,False,False,0.0,False,False,0.0,0.0,-0.0036567575145253733,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-09,1.0,1.0827097699390704,-0.46987137064436146,0.4912656763886877,,False,False,0.0,False,False,0.0,0.0,0.0016217693253311766,0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-10,1.0,1.0841119701577056,-0.47039883637285973,0.49003499073992685,,False,False,0.0,False,False,0.0,0.0,-0.0008150424951660991,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-11,1.0,1.0853876667164748,-0.47089600570447077,0.48889528310231667,,False,False,0.0,False,False,0.0,0.0,-0.0007542214810565944,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-12,1.0,1.0471694831130571,-0.47140420376962455,0.5063599036012401,,False,False,0.0,False,False,0.0,0.0,0.011692656444501893,0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-13,1.0,1.0611665818991285,-0.47190525166482394,0.4992299171105907,,False,False,0.0,False,False,0.0,0.0,-0.004750885276792085,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-14,1.0,1.1651504211821175,-0.4722918595644235,0.4497089409076265,,False,False,0.0,False,False,0.0,0.0,-0.03194301864319374,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-15,1.0,1.153222886649919,-0.47258937936497575,0.45499911172862895,,False,False,0.0,False,False,0.0,0.0,0.0034240568152173654,0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-16,1.0,1.1276835335886293,-0.472835199990703,0.46679153086939784,,False,False,0.0,False,False,0.0,0.0,0.00769133446507488,0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-17,1.0,1.1379247901815093,-0.4730245028590469,0.4617336918334063,,False,False,0.0,False,False,0.0,0.0,-0.0032880126211824886,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-18,1.0,1.1473187854963298,-0.4731541198239319,0.4571413898910215,,False,False,0.0,False,False,0.0,0.0,-0.0029764891690628923,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-19,1.0,1.1456289604217669,-0.4732333811858017,0.4578501334752323,,False,False,0.0,False,False,0.0,0.0,0.000459581522908636,0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-20,1.0,1.1571410628629388,-0.47325634008501977,0.4523756556273958,,False,False,0.0,False,False,0.0,0.0,-0.0035373428104452666,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-21,1.0,1.179183135040388,-0.47320635541178346,0.44200304630449705,,False,False,0.0,False,False,0.0,0.0,-0.006657656998812064,-0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-22,1.0,1.179183135040388,-0.4730933232200477,0.4421363319587085,,False,False,0.0,False,False,0.0,0.0,8.555668698470028e-05,0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-23,1.0,1.179183135040388,-0.4729262373394469,0.4423333568112163,,False,False,0.0,False,False,0.0,0.0,0.00012648717449870528,0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-24,1.0,1.179183135040388,-0.4727132242431169,0.44258453826195143,,False,False,0.0,False,False,0.0,0.0,0.0001612809535451709,0.0,1.0,1.0,1.0326244825899369,0.0192
1991-02-25,1.0,1.179183135040388,-0.4724615882695086,0.44288126315819976,,False,False,0.0,False,False,0.0,0.0,0.00019056022461726393,0.0,1.0,1.0,1.0326244825899369,0.0192
