Date,LE_CT_pair,LE_SB_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_SB_pair_LE_CT_pair_pair,sharpe,CAGR
1991-01-04,1.0446861379204386,1.085916935540872,-0.23839698723515196,0.785806812099866,,False,False,0.0,False,False,0.0,0.0,,,,,1.403656447158931,0.0127
1991-01-05,1.0423197051164843,1.0897290241075963,-0.3160951499007725,0.6978616458899711,,False,False,0.0,False,False,0.0,0.0,-0.06341691399382941,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-06,1.042519949666898,1.0911150462618404,-0.3558916004131905,0.6542012696178592,,False,False,0.0,False,False,0.0,0.0,-0.030513836686656835,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-07,1.0427042781070108,1.0923687161202953,-0.38051117318056377,0.627045776390331,,False,False,0.0,False,False,0.0,0.0,-0.018620533658169174,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-08,1.0416848850760057,1.0923687161202953,-0.39742738114795656,0.6075476469803611,,False,False,0.0,False,False,0.0,0.0,-0.013211706955623456,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-09,1.0427954633440015,1.0923687161202953,-0.4098970693040522,0.5950367280068624,,False,False,0.0,False,False,0.0,0.0,-0.00839346800308809,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-10,1.0434197400632712,1.0923687161202953,-0.41954764147339246,0.5851190215956835,,False,False,0.0,False,False,0.0,0.0,-0.006604229405572183,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-11,1.0434197400632712,1.0923687161202953,-0.42728500713126744,0.5766669654058374,,False,False,0.0,False,False,0.0,0.0,-0.005596748786948535,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-12,1.040682840921618,1.0923687161202953,-0.4336376552419445,0.5669906322035598,,False,False,0.0,False,False,0.0,0.0,-0.006389654402045193,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-13,1.0411205567354125,1.0923687161202953,-0.4389736683615981,0.5615994542166373,,False,False,0.0,False,False,0.0,0.0,-0.003545330981900575,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-14,1.0415222417465266,1.0923687161202953,-0.44353927449465935,0.5570138139178684,,False,False,0.0,False,False,0.0,0.0,-0.003004946355400178,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-15,1.0354745986159335,1.0923687161202953,-0.4474708709169055,0.5466714178512031,,False,False,0.0,False,False,0.0,0.0,-0.0067851124031130215,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-16,1.0361886130786917,1.0923687161202953,-0.4509055618835593,0.5436334833524477,,False,False,0.0,False,False,0.0,0.0,-0.0019872097681861646,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-17,1.0395068564480403,1.0923687161202953,-0.4539548384904675,0.5436207923496124,,False,False,0.0,False,False,0.0,0.0,-8.265638499088404e-06,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-18,1.033982859144087,1.0923687161202953,-0.45666344729628017,0.5351379955219813,,False,False,0.0,False,False,0.0,0.0,-0.005534083642695833,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-19,1.0344263882731477,1.0923687161202953,-0.4590919910005424,0.532928659482775,,False,False,0.0,False,False,0.0,0.0,-0.0014384408804194104,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-20,1.0354492498456471,1.0923687161202953,-0.46128935735646603,0.5315511867902082,,False,False,0.0,False,False,0.0,0.0,-0.0008948420418331807,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-21,1.0363762228636533,1.0923687161202953,-0.46329334332447875,0.5302890682292133,,False,False,0.0,False,False,0.0,0.0,-0.0008182486400695474,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-22,1.03753667541854,1.0923687161202953,-0.4651346677739871,0.5294381155592296,,False,False,0.0,False,False,0.0,0.0,-0.0005505520646536791,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-23,1.03753667541854,1.0923687161202953,-0.46683422537223307,0.5275815720076612,,False,False,0.0,False,False,0.0,0.0,-0.0011997114149276775,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-24,1.03753667541854,1.0923687161202953,-0.4684092118480946,0.5258611060531175,,False,False,0.0,False,False,0.0,0.0,-0.0011105424452564855,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-25,1.0344163929723766,1.0923687161202953,-0.469864658901026,0.5211509387783624,,False,False,0.0,False,False,0.0,0.0,-0.0030433692062608792,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-26,1.0401040985173278,1.0923687161202953,-0.4712308700514192,0.5253462380030093,,False,False,0.0,False,False,0.0,0.0,0.00269818114738603,0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-27,1.0398263936626837,1.0923687161202953,-0.47251541015054327,0.52366534172948,,False,False,0.0,False,False,0.0,0.0,-0.0010802762440577241,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-28,1.0395682594001103,1.0923687161202953,-0.4737249155232091,0.5220859816358271,,False,False,0.0,False,False,0.0,0.0,-0.001014328087596391,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-29,1.0384158796568972,1.0923687161202953,-0.47486279679872073,0.519690615984586,,False,False,0.0,False,False,0.0,0.0,-0.0015383099094792043,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-30,1.044919000102829,1.0914044895883417,-0.47595346040807623,0.5254612565783475,,False,False,0.0,False,False,0.0,0.0,0.003688779328425188,0.0,1.0,1.0,1.403656447158931,0.0127
1991-01-31,1.044919000102829,1.0914513135089658,-0.47699896360205246,0.5242978547369535,,False,False,0.0,False,False,0.0,0.0,-0.0007431312731017606,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-01,1.044919000102829,1.0968573482274555,-0.4779952403475746,0.5206264083098431,,False,False,0.0,False,False,0.0,0.0,-0.0023396758257914585,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-02,1.044919000102829,1.0968573482274555,-0.478945199157895,0.5195844390082297,,False,False,0.0,False,False,0.0,0.0,-0.0006635675456254355,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-03,1.044919000102829,1.0968573482274555,-0.4798514887320435,0.518590368629203,,False,False,0.0,False,False,0.0,0.0,-0.0006326630882678195,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-04,1.044919000102829,1.0968573482274555,-0.480716529953273,0.5176415418091778,,False,False,0.0,False,False,0.0,0.0,-0.0006035039800261439,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-05,1.044919000102829,1.0968573482274555,-0.48154254348130004,0.516735522801226,,False,False,0.0,False,False,0.0,0.0,-0.0005759440474892853,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-06,1.044919000102829,1.0968573482274555,-0.48233157354460254,0.5158700693783204,,False,False,0.0,False,False,0.0,0.0,-0.0005498545465603963,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-07,1.0465788738826265,1.0968573482274555,-0.48308944511551394,0.5166986661565509,,False,False,0.0,False,False,0.0,0.0,0.0005256062703416358,0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-08,1.051931883124749,1.0968573482274555,-0.48382987431764707,0.5212395301874716,,False,False,0.0,False,False,0.0,0.0,0.0028691990982139376,0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-09,1.0442306933501777,1.0968573482274555,-0.4845339599360117,0.5127660589286157,,False,False,0.0,False,False,0.0,0.0,-0.005377607656448789,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-10,1.046135267860275,1.0968573482274555,-0.485208270281894,0.5139310111808464,,False,False,0.0,False,False,0.0,0.0,0.0007380872328914252,0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-11,1.047866388189657,1.0968573482274555,-0.4858580809487634,0.514949381905316,,False,False,0.0,False,False,0.0,0.0,0.0006442190169947364,0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-12,1.0515396864528552,1.0968573482274555,-0.48649242036696344,0.5179269003163911,,False,False,0.0,False,False,0.0,0.0,0.001878379816808001,0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-13,1.0515396864528552,1.0968573482274555,-0.4871106155485167,0.5172488283888657,,False,False,0.0,False,False,0.0,0.0,-0.0004275815785425144,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-14,1.0515396864528552,1.0968573482274555,-0.48771217123994137,0.5165890076083585,,False,False,0.0,False,False,0.0,0.0,-0.00041589964549423755,-0.0,1.0,1.0,1.403656447158931,0.0127
1991-02-15,1.0515396864528552,1.0968573482274555,-0.48829674339749557,0.5159478153417759,,False,False,0.0,False,False,0.0,0.0,-0.000403994403316322,-0.0,1.0,1.0,1.403656447158931,0.0127
