Date,LE_QS_pair,LE_HO_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_HO_pair_LE_QS_pair_pair,sharpe,CAGR
1991-01-14,1.0787948067112174,1.0359110338363011,-0.4648965512353884,0.5972033396940353,,False,False,0.0,False,False,0.0,0.0,-0.0035801907350718606,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-15,1.0787948067112174,1.0359110338363011,-0.46958618109251127,0.5923453003804335,,False,False,0.0,False,False,0.0,0.0,-0.0031036939557124443,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-16,1.0787948067112174,1.0684371068491787,-0.4736425157200913,0.5727375675344765,,False,False,0.0,False,False,0.0,0.0,-0.012371964245388774,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-17,1.0787948067112174,1.0389247781003208,-0.4772496688919629,0.5829683003591832,,False,False,0.0,False,False,0.0,0.0,0.006497265558284619,0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-18,1.0787948067112174,1.2485162189116767,-0.48008946412996795,0.4793953242163368,,False,False,0.0,False,False,0.0,0.0,-0.061716916097863506,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-19,1.0787948067112174,1.2485162189116767,-0.48232113609393784,0.47660904557402983,,False,False,0.0,False,False,0.0,0.0,-0.0016575317380814803,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-20,1.0787948067112174,1.2485162189116767,-0.4840685148744425,0.4744274148259877,,False,False,0.0,False,False,0.0,0.0,-0.0012961500382205192,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-21,1.0787948067112174,1.2485162189116767,-0.48542831950242243,0.4727296766934036,,False,False,0.0,False,False,0.0,0.0,-0.0010076434815585234,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-22,1.0787948067112174,1.2485162189116767,-0.4864765019547268,0.471421003901323,,False,False,0.0,False,False,0.0,0.0,-0.0007761221414578785,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-23,1.0787948067112174,1.2485162189116767,-0.4872730601330261,0.4704264880964095,,False,False,0.0,False,False,0.0,0.0,-0.0005894603728500285,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-24,1.0787948067112174,1.2485162189116767,-0.4878656803311422,0.46968659216740694,,False,False,0.0,False,False,0.0,0.0,-0.0004383521563060201,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-25,1.0787948067112174,1.2485162189116767,-0.48829249659477736,0.4691537051397632,,False,False,0.0,False,False,0.0,0.0,-0.0003156098641527731,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-26,1.0787948067112174,1.2485162189116767,-0.48858418757773403,0.46878952421663145,,False,False,0.0,False,False,0.0,0.0,-0.00021564477966305287,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-27,1.0787948067112174,1.2485162189116767,-0.488765576981405,0.4685630566042096,,False,False,0.0,False,False,0.0,0.0,-0.0001340817357238369,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-28,1.0787948067112174,1.2485162189116767,-0.4888568614478657,0.46844908646729866,,False,False,0.0,False,False,0.0,0.0,-6.747226479515573e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-29,1.0787948067112174,1.2485162189116767,-0.4888745579538376,0.46842699209257466,,False,False,0.0,False,False,0.0,0.0,-1.308007556229692e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-30,1.0787948067112174,1.2485162189116767,-0.48883223909489676,0.4684798278743282,,False,False,0.0,False,False,0.0,0.0,3.128025318755654e-05,0.0,1.0,1.0,1.007131051794482,0.0082
1991-01-31,1.0787948067112174,1.2485162189116767,-0.48874110717579944,0.46859360755338175,,False,False,0.0,False,False,0.0,0.0,6.736527419733456e-05,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-01,1.0787948067112174,1.2485162189116767,-0.4886104451439516,0.46875674121933975,,False,False,0.0,False,False,0.0,0.0,9.659550606993092e-05,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-02,1.0787948067112174,1.2485162189116767,-0.4884479729042383,0.46895959044574465,,False,False,0.0,False,False,0.0,0.0,0.00012012650707661847,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-03,1.0787948067112174,1.254988069870393,-0.4882516582805342,0.4660448004747111,,False,False,0.0,False,False,0.0,0.0,-0.0017231526760170084,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-04,1.0787948067112174,1.2609571045904242,-0.4880206076854098,0.46342175426376375,,False,False,0.0,False,False,0.0,0.0,-0.0015482799988012674,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-05,1.0787948067112174,1.2602745254961274,-0.48776277182851574,0.4640798108903589,,False,False,0.0,False,False,0.0,0.0,0.0003885756230115846,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-06,1.0787948067112174,1.2783221536300449,-0.4874609209350584,0.4556627124510285,,False,False,0.0,False,False,0.0,0.0,-0.004945628648637111,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-07,1.0787948067112174,1.2783221536300449,-0.4871237627739515,0.4560937091976487,,False,False,0.0,False,False,0.0,0.0,0.00025330460423090857,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-08,1.0892121475831746,1.2783221536300449,-0.4867851449345388,0.46694391275534153,,False,False,0.0,False,False,0.0,0.0,0.006339659904490328,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-09,1.0827097699390704,1.2783221536300449,-0.4864307913014409,0.46089451321064556,,False,False,0.0,False,False,0.0,0.0,-0.0035490235989805935,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-10,1.0841119701577056,1.2783221536300449,-0.48606858380650564,0.4627597312942673,,False,False,0.0,False,False,0.0,0.0,0.001093671783761601,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-11,1.0853876667164748,1.2783221536300449,-0.4857048592394977,0.46450038502486235,,False,False,0.0,False,False,0.0,0.0,0.0010201484422068393,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-12,1.0471694831130571,1.2783221536300449,-0.4852471402608305,0.4268673137320118,,False,False,0.0,False,False,0.0,0.0,-0.02256894216855878,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-13,1.0611665818991285,1.2783221536300449,-0.4847466480395913,0.4415042028122128,,False,False,0.0,False,False,0.0,0.0,0.008708137127536398,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-14,1.1651504211821175,1.2783221536300449,-0.4844676530752859,0.5458446875388246,,False,False,0.0,False,False,0.0,0.0,0.058471867994324814,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-15,1.153222886649919,1.2783221536300449,-0.48434911521134527,0.5340686825841454,,False,False,0.0,False,False,0.0,0.0,-0.006644187073036492,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-16,1.1276835335886293,1.2783221536300449,-0.4843054306183191,0.5085851725058933,,False,False,0.0,False,False,0.0,0.0,-0.014588833417606787,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-17,1.1379247901815093,1.2783221536300449,-0.4843505110536384,0.5187688017796094,,False,False,0.0,False,False,0.0,0.0,0.005795766135422816,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-18,1.1473187854963298,1.2783221536300449,-0.48449366688518186,0.5279797978235465,,False,False,0.0,False,False,0.0,0.0,0.005213797592169786,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-19,1.1456289604217669,1.2783221536300449,-0.4847155959919859,0.5260062758552208,,False,False,0.0,False,False,0.0,0.0,-0.0011179833617086658,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-20,1.1571410628629388,1.2783221536300449,-0.48503125152076876,0.5371148688410338,,False,False,0.0,False,False,0.0,0.0,0.006250730167786804,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-21,1.179183135040388,1.2783221536300449,-0.4854781433042135,0.5585856693514303,,False,False,0.0,False,False,0.0,0.0,0.011929676595967116,0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-22,1.179183135040388,1.2783221536300449,-0.4860348294850437,0.5578740450738554,,False,False,0.0,False,False,0.0,0.0,-0.0003952387395464251,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-23,1.179183135040388,1.2783221536300449,-0.48668251499082665,0.5570460943432279,,False,False,0.0,False,False,0.0,0.0,-0.00045963551720529965,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-24,1.179183135040388,1.2783221536300449,-0.4874047413552876,0.5561228563816019,,False,False,0.0,False,False,0.0,0.0,-0.0005122715137191686,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-25,1.179183135040388,1.2783221536300449,-0.48818711386853864,0.5551227322655218,,False,False,0.0,False,False,0.0,0.0,-0.0005546250936752536,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-26,1.179183135040388,1.2783221536300449,-0.4890170612611068,0.5540617921272545,,False,False,0.0,False,False,0.0,0.0,-0.000588005046393631,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-27,1.179183135040388,1.2783221536300449,-0.48988362379291966,0.5529540460453323,,False,False,0.0,False,False,0.0,0.0,-0.0006135696142824302,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-02-28,1.179183135040388,1.2783221536300449,-0.4907772661852581,0.5518116831777832,,False,False,0.0,False,False,0.0,0.0,-0.0006323433987718399,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-01,1.179183135040388,1.2783221536300449,-0.49168971231673275,0.550645283073925,,False,False,0.0,False,False,0.0,0.0,-0.0006452323739347812,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-02,1.179183135040388,1.2783221536300449,-0.4926137990166894,0.5494640025734956,,False,False,0.0,False,False,0.0,0.0,-0.0006530372158011972,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-03,1.179183135040388,1.2783221536300449,-0.49354334664208005,0.5482757412511046,,False,False,0.0,False,False,0.0,0.0,-0.0006564651344589413,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-04,1.179183135040388,1.2783221536300449,-0.49447304442597617,0.5470872879777694,,False,False,0.0,False,False,0.0,0.0,-0.0006561403765395094,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-05,1.179183135040388,1.2783221536300449,-0.49539834884526734,0.5459044508397377,,False,False,0.0,False,False,0.0,0.0,-0.0006526135477584834,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-06,1.1853569468524912,1.2783221536300449,-0.4963298856694081,0.5508874584926194,,False,False,0.0,False,False,0.0,0.0,0.002738177419815448,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-07,1.181898743317748,1.2783221536300449,-0.49725413790647094,0.5462477628476966,,False,False,0.0,False,False,0.0,0.0,-0.0025527200627301935,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-08,1.1859817691947778,1.2783221536300449,-0.4981772330841864,0.5491507757091438,,False,False,0.0,False,False,0.0,0.0,0.0015926006888268677,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-09,1.2082275888727805,1.2783221536300449,-0.499146946836676,0.5701569888146594,,False,False,0.0,False,False,0.0,0.0,0.011377475876569634,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-10,1.2082275888727805,1.2783221536300449,-0.5001519620567428,0.5688722555941125,,False,False,0.0,False,False,0.0,0.0,-0.0006953588957462691,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-11,1.2082275888727805,1.2783221536300449,-0.5011824099759408,0.5675550111908398,,False,False,0.0,False,False,0.0,0.0,-0.0007124475550928276,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-12,1.2082275888727805,1.2783221536300449,-0.5022297090176747,0.5662162256243157,,False,False,0.0,False,False,0.0,0.0,-0.0007235744145312884,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-13,1.2082275888727805,1.2783221536300449,-0.5032864209722527,0.564865407322773,,False,False,0.0,False,False,0.0,0.0,-0.0007295451309575275,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-14,1.2082275888727805,1.2672445994129076,-0.5043574820748611,0.5690832935399205,,False,False,0.0,False,False,0.0,0.0,0.0022831819912432724,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-15,1.2082275888727805,1.2675361186941547,-0.5054354509082969,0.5675698991780479,,False,False,0.0,False,False,0.0,0.0,-0.0008185442219785224,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-16,1.2082275888727805,1.2757961535750788,-0.5065057938955688,0.5620294452573221,,False,False,0.0,False,False,0.0,0.0,-0.0029876925366494355,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-17,1.2082275888727805,1.2737584627727054,-0.5075665513798955,0.5617103986322814,,False,False,0.0,False,False,0.0,0.0,-0.0001720164567295377,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-18,1.2082275888727805,1.2719018464595866,-0.5086159248089561,0.5613180549695189,,False,False,0.0,False,False,0.0,0.0,-0.00021149038415846185,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-19,1.2082275888727805,1.2683127389799045,-0.5096542250148597,0.5618266428115032,,False,False,0.0,False,False,0.0,0.0,0.00027422625739032317,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-20,1.2082275888727805,1.24952601575778,-0.5106973677320283,0.5700979417125932,,False,False,0.0,False,False,0.0,0.0,0.00447979336808163,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-21,1.2082275888727805,1.2465795613216435,-0.5117428217735299,0.5702994465968335,,False,False,0.0,False,False,0.0,0.0,0.0001091483675187734,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-22,1.2155375438760805,1.2453346487668868,-0.5128034512080488,0.5769256380794576,,False,False,0.0,False,False,0.0,0.0,0.0035737094891643032,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-23,1.2125812991713234,1.249647564112085,-0.5138610843008281,0.5704360468827988,,False,False,0.0,False,False,0.0,0.0,-0.0034989476974656374,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-24,1.2122993159000175,1.2501132361814278,-0.5149101736130675,0.5686032924218449,,False,False,0.0,False,False,0.0,0.0,-0.0009874779435426286,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-25,1.2120466143149615,1.2505299626066249,-0.5159461189558181,0.5668405334701091,,False,False,0.0,False,False,0.0,0.0,-0.0009491217626603843,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-26,1.2115753762918655,1.2602715493774206,-0.5169550905430882,0.560071583374583,,False,False,0.0,False,False,0.0,0.0,-0.003633205827962462,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-27,1.2102334702164048,1.2625966649256215,-0.5179307120751131,0.5562958804878146,,False,False,0.0,False,False,0.0,0.0,-0.0020254058052374896,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-28,1.2162741580110739,1.2595169405397004,-0.5188899784852095,0.5627234398326718,,False,False,0.0,False,False,0.0,0.0,0.003437519431207868,0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-29,1.2162741580110739,1.2609858614250091,-0.5198291880674115,0.5607769015020259,,False,False,0.0,False,False,0.0,0.0,-0.0010399444694719838,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-30,1.2162741580110739,1.2614599072308927,-0.5207462511819367,0.5593736403042727,,False,False,0.0,False,False,0.0,0.0,-0.0007491352600180497,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-03-31,1.2162741580110739,1.261888184943308,-0.5216395107908259,0.5580234225445234,,False,False,0.0,False,False,0.0,0.0,-0.0007202986551138181,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-01,1.2162741580110739,1.2622755904876972,-0.5225076861526057,0.5567254599384331,,False,False,0.0,False,False,0.0,0.0,-0.0006919430594849033,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-02,1.2162741580110739,1.2622755904876972,-0.5233501919803913,0.5556619853971757,,False,False,0.0,False,False,0.0,0.0,-0.0005666163815596212,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-03,1.2162741580110739,1.2687142300304874,-0.5241598342160527,0.5512651175307466,,False,False,0.0,False,False,0.0,0.0,-0.002337164266366151,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-04,1.2162741580110739,1.2629150554244588,-0.5249434698366064,0.5533151467076683,,False,False,0.0,False,False,0.0,0.0,0.0010908860115903492,0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-05,1.2162741580110739,1.2764321072606244,-0.525686532487774,0.5452709895891739,,False,False,0.0,False,False,0.0,0.0,-0.004262307932082378,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-06,1.2165185145622752,1.2771147189147092,-0.5263907718330834,0.5442571119533701,,False,False,0.0,False,False,0.0,0.0,-0.0005367897162535595,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-07,1.2170462315277155,1.2771147189147092,-0.5270592960560189,0.5439310467937485,,False,False,0.0,False,False,0.0,0.0,-0.0001725065154840161,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-08,1.2175250128916173,1.2771147189147092,-0.5276948725792688,0.5435981240248111,,False,False,0.0,False,False,0.0,0.0,-0.00017601439858336531,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-09,1.2091499458878094,1.2771147189147092,-0.5282795908918311,0.5344763046576111,,False,False,0.0,False,False,0.0,0.0,-0.004842183434572639,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-10,1.2134057350363006,1.2771147189147092,-0.5288274947916977,0.5380323576710317,,False,False,0.0,False,False,0.0,0.0,0.001882725719525329,0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-11,1.2020832224960134,1.2771147189147092,-0.5293147803126642,0.5260875256196043,,False,False,0.0,False,False,0.0,0.0,-0.006360133180888355,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-12,1.2036797942452857,1.2771147189147092,-0.5297512021348867,0.5271267366360606,,False,False,0.0,False,False,0.0,0.0,0.0005527033608796518,0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-13,1.2122082965212535,1.2771147189147092,-0.5301615253194287,0.5351312091335378,,False,False,0.0,False,False,0.0,0.0,0.004236772573191591,0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-14,1.2122082965212535,1.2771147189147092,-0.5305474036203368,0.5346383982757383,,False,False,0.0,False,False,0.0,0.0,-0.00026077708969455524,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-15,1.2122082965212535,1.2771147189147092,-0.5309103847717845,0.5341748297045358,,False,False,0.0,False,False,0.0,0.0,-0.000245243005521125,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-16,1.2122082965212535,1.2771147189147092,-0.5312519163341768,0.5337386547192308,,False,False,0.0,False,False,0.0,0.0,-0.00023069766482377847,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-17,1.2122082965212535,1.2771147189147092,-0.5315733514802561,0.5333281451629963,,False,False,0.0,False,False,0.0,0.0,-0.00021707580980400874,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-18,1.2122082965212535,1.2771147189147092,-0.5318759546542475,0.5329416861955015,,False,False,0.0,False,False,0.0,0.0,-0.00020431620112740104,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-19,1.2122082965212535,1.2771147189147092,-0.5321609070550064,0.5325777692903023,,False,False,0.0,False,False,0.0,0.0,-0.00019236147425996547,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-20,1.2122082965212535,1.2771147189147092,-0.5324293119085086,0.5322349855012665,,False,False,0.0,False,False,0.0,0.0,-0.00018115797536013138,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-21,1.2122082965212535,1.2771147189147092,-0.5326821995064712,0.5319120190276775,,False,False,0.0,False,False,0.0,0.0,-0.00017065558415207862,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-22,1.2122082965212535,1.2771147189147092,-0.5329205319969272,0.5316076410961205,,False,False,0.0,False,False,0.0,0.0,-0.00016080752959458846,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-23,1.2122082965212535,1.2771147189147092,-0.5331452079196435,0.5313207041682338,,False,False,0.0,False,False,0.0,0.0,-0.00015157020284759212,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-24,1.2138372087299438,1.2771147189147092,-0.5333608575844171,0.5326742070159127,,False,False,0.0,False,False,0.0,0.0,0.0007142494445221033,0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-25,1.203727206731185,1.2771147189147092,-0.5335441863356147,0.5223300731705992,,False,False,0.0,False,False,0.0,0.0,-0.005487242206905302,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-26,1.2096837492325836,1.2839701434684652,-0.5337044266578151,0.5244231999669937,,False,False,0.0,False,False,0.0,0.0,0.0011045848672456501,0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-27,1.2243554424145342,1.288667531257338,-0.5338725286249314,0.5363712489453314,,False,False,0.0,False,False,0.0,0.0,0.006247869758143774,0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-28,1.2243554424145342,1.290309244264011,-0.5340445963893532,0.5352727628441091,,False,False,0.0,False,False,0.0,0.0,-0.0005740902141548075,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-29,1.2243554424145342,1.290309244264011,-0.5342192399979293,0.5350474185815117,,False,False,0.0,False,False,0.0,0.0,-0.00011775542908765434,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-04-30,1.2243554424145342,1.290309244264011,-0.5343952466167037,0.5348203156142555,,False,False,0.0,False,False,0.0,0.0,-0.00011866037218074841,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-01,1.2243554424145342,1.290309244264011,-0.5345715637016886,0.5345928120495779,,False,False,0.0,False,False,0.0,0.0,-0.00011885555437405298,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-02,1.2243554424145342,1.290309244264011,-0.5347472831752823,0.5343660795884027,,False,False,0.0,False,False,0.0,0.0,-0.00011843867445118501,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-03,1.2243554424145342,1.290309244264011,-0.5349216266771251,0.5341411225562975,,False,False,0.0,False,False,0.0,0.0,-0.00011749743286349474,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-04,1.2243554424145342,1.290309244264011,-0.535093931915436,0.5339187955144699,,False,False,0.0,False,False,0.0,0.0,-0.00011611027801313757,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-05,1.2243554424145342,1.290309244264011,-0.5352636401133974,0.5336998194578129,,False,False,0.0,False,False,0.0,0.0,-0.00011434714953698832,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-06,1.2243554424145342,1.290309244264011,-0.5354302845225682,0.5334847966361548,,False,False,0.0,False,False,0.0,0.0,-0.00011227020297168467,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-07,1.2243554424145342,1.290309244264011,-0.5355934799596618,0.5332742240550513,,False,False,0.0,False,False,0.0,0.0,-0.00010993450496993825,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-08,1.2243554424145342,1.290309244264011,-0.5357529133127477,0.5330685057257206,,False,False,0.0,False,False,0.0,0.0,-0.00010738869194728587,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-09,1.2243554424145342,1.290309244264011,-0.5359083349567502,0.5328679637417054,,False,False,0.0,False,False,0.0,0.0,-0.00010467558786154599,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-10,1.2243554424145342,1.290309244264011,-0.5360595510150178,0.5326728482638415,,False,False,0.0,False,False,0.0,0.0,-0.00010183277896385374,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-11,1.2243554424145342,1.290309244264011,-0.536206416402922,0.5324833464961664,,False,False,0.0,False,False,0.0,0.0,-9.88931449341588e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-12,1.2243554424145342,1.290309244264011,-0.5363488285902852,0.5322995907343158,,False,False,0.0,False,False,0.0,0.0,-9.588534695908805e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-13,1.2243554424145342,1.290309244264011,-0.5364867220214428,0.5321216655653699,,False,False,0.0,False,False,0.0,0.0,-9.283427411442632e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-14,1.2243554424145342,1.290309244264011,-0.5366200631345414,0.5319496142944983,,False,False,0.0,False,False,0.0,0.0,-8.976144996065448e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-15,1.2243554424145342,1.290309244264011,-0.5367488459249711,0.5317834446695047,,False,False,0.0,False,False,0.0,0.0,-8.668540160277239e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-16,1.2243554424145342,1.290309244264011,-0.5368730880014098,0.5316231339697494,,False,False,0.0,False,False,0.0,0.0,-8.362199366379975e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-17,1.2243554424145342,1.290309244264011,-0.5369928270866591,0.5314686335211525,,False,False,0.0,False,False,0.0,0.0,-8.058472970303344e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-18,1.2243554424145342,1.290309244264011,-0.5371081179191559,0.5313198726942029,,False,False,0.0,False,False,0.0,0.0,-7.75850236118278e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
1991-05-19,1.2243554424145342,1.290309244264011,-0.5372190295146678,0.5311767624372178,,False,False,0.0,False,False,0.0,0.0,-7.463244346681667e-05,-0.0,1.0,1.0,1.007131051794482,0.0082
