Date,DC_PL_pair,LE_HO_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_HO_pair_DC_PL_pair_pair,sharpe,CAGR
1991-01-04,1.0,0.9784215170988224,-0.23140569775409353,0.7735876861381282,,False,False,0.0,False,False,0.0,0.0,,,,,1.0243614958644125,0.0157
1991-01-05,1.0,0.9686901231155088,-0.3111099270936465,0.6986308864211985,,False,False,0.0,False,False,0.0,0.0,-0.057598416110242856,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-06,1.0,0.9747404690934358,-0.3527653583157088,0.656145329155432,,False,False,0.0,False,False,0.0,0.0,-0.0316146962819021,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-07,1.0,0.9802727545455592,-0.3787516361310392,0.6287200903611889,,False,False,0.0,False,False,0.0,0.0,-0.01999973791015925,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-08,1.0,1.0359110338363011,-0.3963114018423176,0.589456645996411,,False,False,0.0,False,False,0.0,0.0,-0.027835687753471214,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-09,1.0,1.0359110338363011,-0.40901781809920873,0.5762939291953806,,False,False,0.0,False,False,0.0,0.0,-0.00924538924919482,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-10,1.0,1.0359110338363011,-0.4186792276081828,0.5662855684826233,,False,False,0.0,False,False,0.0,0.0,-0.0069807211901779164,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-11,1.0,1.0359110338363011,-0.4263044345051377,0.558386532522783,,False,False,0.0,False,False,0.0,0.0,-0.005479302280425701,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-12,1.0,1.0359110338363011,-0.4324995677319155,0.5519689256570781,,False,False,0.0,False,False,0.0,0.0,-0.004431953829870023,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-13,1.0,1.0359110338363011,-0.4376505525953448,0.5466329636019278,,False,False,0.0,False,False,0.0,0.0,-0.0036714483826292034,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-14,1.0,1.0359110338363011,-0.44201477285166063,0.5421120196843184,,False,False,0.0,False,False,0.0,0.0,-0.0031010228348480116,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-15,1.0,1.0359110338363011,-0.4457705076046412,0.5382214126135434,,False,False,0.0,False,False,0.0,0.0,-0.002661557026725325,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-16,1.0,1.0684371068491787,-0.4489774762914372,0.5202958041907311,,False,False,0.0,False,False,0.0,0.0,-0.012114318843982584,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-17,1.0,1.0389247781003208,-0.4518066516938944,0.5306068746446718,,False,False,0.0,False,False,0.0,0.0,0.007017230634890396,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-18,1.0,1.2485162189116767,-0.45394500883399147,0.4332422939767573,,False,False,0.0,False,False,0.0,0.0,-0.06214399348004237,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-19,1.0,1.2485162189116767,-0.45554235267848286,0.431247984279731,,False,False,0.0,False,False,0.0,0.0,-0.0012712714801584749,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-20,1.0,1.2485162189116767,-0.4567141961801781,0.4297849186618382,,False,False,0.0,False,False,0.0,0.0,-0.0009317612824390471,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-21,1.0,1.2485162189116767,-0.45755002987568477,0.4287413667366853,,False,False,0.0,False,False,0.0,0.0,-0.0006641503206799244,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-22,1.0,1.2485162189116767,-0.4581195727312183,0.42803028324418646,,False,False,0.0,False,False,0.0,0.0,-0.00045235190278750066,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-23,1.0,1.2485162189116767,-0.45847746790414795,0.4275834453161136,,False,False,0.0,False,False,0.0,0.0,-0.00028417274464698374,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-24,1.0,1.2485162189116767,-0.45866680631110596,0.42734705324416355,,False,False,0.0,False,False,0.0,0.0,-0.0001503142015138655,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-25,1.0,1.2485162189116767,-0.45872177565684635,0.42727842312446374,,False,False,0.0,False,False,0.0,0.0,-4.363780640446501e-05,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-26,1.0,1.2485162189116767,-0.45866965947088717,0.4273434910279016,,False,False,0.0,False,False,0.0,0.0,4.137451698234042e-05,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-27,1.0,1.2485162189116767,-0.4585323530131985,0.4275149203672872,,False,False,0.0,False,False,0.0,0.0,0.00010901810236932256,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-28,1.0,1.2485162189116767,-0.4583275191998155,0.42777065870547737,,False,False,0.0,False,False,0.0,0.0,0.00016265969058914859,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-29,1.0,1.2485162189116767,-0.4580694752603374,0.42809283074910764,,False,False,0.0,False,False,0.0,0.0,0.00020495615131255475,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-30,1.0,1.2485162189116767,-0.45776987701268584,0.4284668840204582,,False,False,0.0,False,False,0.0,0.0,0.00023801806500106095,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-01-31,1.0,1.2485162189116767,-0.45743825021425144,0.42888092545692924,,False,False,0.0,False,False,0.0,0.0,0.000263532817581935,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-01,1.0,1.2485162189116767,-0.4570824057106479,0.4293252030910889,,False,False,0.0,False,False,0.0,0.0,0.0002828578105626962,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-02,1.0,1.2485162189116767,-0.45670876577602004,0.42979169860950484,,False,False,0.0,False,False,0.0,0.0,0.00029709148652623237,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-03,1.0,1.254988069870393,-0.45631459031589106,0.4273306330457608,,False,False,0.0,False,False,0.0,0.0,-0.0015648969932633315,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-04,1.0,1.2609571045904242,-0.4558983145095695,0.4251317813483586,,False,False,0.0,False,False,0.0,0.0,-0.0013962131379378455,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-05,1.0,1.2602745254961274,-0.455466825309805,0.42598676285345793,,False,False,0.0,False,False,0.0,0.0,0.0005431857146571942,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-06,1.0,1.2783221536300449,-0.4550032346938774,0.4183592851174859,,False,False,0.0,False,False,0.0,0.0,-0.004822509729422735,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-07,1.0,1.2783221536300449,-0.4545152761903689,0.418983053282573,,False,False,0.0,False,False,0.0,0.0,0.00039453603984589066,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-08,1.0,1.2783221536300449,-0.4540095186361708,0.41962957436847015,,False,False,0.0,False,False,0.0,0.0,0.00040909464984374043,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-09,1.0,1.2783221536300449,-0.4534915345722098,0.42029172487265876,,False,False,0.0,False,False,0.0,0.0,0.00041915998960962044,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-10,1.0,1.2783221536300449,-0.45296604320500394,0.4209634721288994,,False,False,0.0,False,False,0.0,0.0,0.0004254159067151587,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-11,1.0,1.2783221536300449,-0.4524370319641117,0.4216397189176513,,False,False,0.0,False,False,0.0,0.0,0.0004284489396097559,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-12,1.0,1.2783221536300449,-0.4519078600373646,0.4223161711146912,,False,False,0.0,False,False,0.0,0.0,0.00042876283869745443,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-13,1.0,1.2783221536300449,-0.4513813467165563,0.42298922475686185,,False,False,0.0,False,False,0.0,0.0,0.0004267907694333033,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-14,1.0,1.2783221536300449,-0.45085984692403447,0.42365586949475587,,False,False,0.0,False,False,0.0,0.0,0.0004229055857748188,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-15,1.0,1.2783221536300449,-0.450345315903425,0.42431360589713085,,False,False,0.0,False,False,0.0,0.0,0.00041742849645501606,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-16,1.0,1.2783221536300449,-0.4498393647343527,0.42496037448521096,,False,False,0.0,False,False,0.0,0.0,0.0004106363913661621,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-17,1.0,1.2783221536300449,-0.4493433080615064,0.42559449471956645,,False,False,0.0,False,False,0.0,0.0,0.0004027680494184664,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-18,1.0,1.2783221536300449,-0.4488582052040033,0.42621461244910186,,False,False,0.0,False,False,0.0,0.0,0.00039402941115143143,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-19,1.0,1.2783221536300449,-0.4483848956242531,0.4268196545704219,,False,False,0.0,False,False,0.0,0.0,0.00038459806790609903,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-20,1.0,1.2783221536300449,-0.4479240295800724,0.427408789844554,,False,False,0.0,False,False,0.0,0.0,0.00037462709337783627,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-21,1.0,1.2783221536300449,-0.44747609465432564,0.4279813949835206,,False,False,0.0,False,False,0.0,0.0,0.000364248321959661,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-22,1.0,1.2783221536300449,-0.44704143874843094,0.4285370252572319,,False,False,0.0,False,False,0.0,0.0,0.00035357516062524847,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-23,1.0,1.2783221536300449,-0.4466202900359724,0.42907538898634046,,False,False,0.0,False,False,0.0,0.0,0.00034270500655098356,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-24,1.0,1.2783221536300449,-0.44621277429734674,0.42959632538297854,,False,False,0.0,False,False,0.0,0.0,0.0003317213306732266,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-25,1.0,1.2783221536300449,-0.4458189299933088,0.4300997852819113,,False,False,0.0,False,False,0.0,0.0,0.00032069547746584206,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-26,1.0,1.2783221536300449,-0.445438721382382,0.43058581437225996,,False,False,0.0,False,False,0.0,0.0,0.00030968822303225723,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-27,1.0,1.2783221536300449,-0.4450720499426354,0.43105453859679144,,False,False,0.0,False,False,0.0,0.0,0.0002987511268315664,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-02-28,1.0,1.2783221536300449,-0.4447187643208814,0.43150615143363846,,False,False,0.0,False,False,0.0,0.0,0.0002879277067358667,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-01,1.0,1.2783221536300449,-0.44437866900073875,0.43194090281572284,,False,False,0.0,False,False,0.0,0.0,0.0002772544624530076,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-02,1.0,1.2783221536300449,-0.44405153185426166,0.4323590894773398,,False,False,0.0,False,False,0.0,0.0,0.00026676176847001567,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-03,1.0,1.2783221536300449,-0.4437370907191641,0.4327610465463475,,False,False,0.0,False,False,0.0,0.0,0.00025647465443729713,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-04,1.0,1.2783221536300449,-0.44343505912439185,0.4331471402250411,,False,False,0.0,False,False,0.0,0.0,0.000246413488212946,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-05,1.0,1.2783221536300449,-0.443145131270376,0.43351776142378395,,False,False,0.0,False,False,0.0,0.0,0.00023659457452880568,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-06,1.0,1.2783221536300449,-0.4428669863562779,0.43387332022939507,,False,False,0.0,False,False,0.0,0.0,0.00022703068034265987,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-07,1.0,1.2783221536300449,-0.442600292334526,0.4342142411056412,,False,False,0.0,False,False,0.0,0.0,0.00021773149634908318,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-08,1.0,1.2783221536300449,-0.4423447091626432,0.4345409587363541,,False,False,0.0,False,False,0.0,0.0,0.00020870404277659969,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-09,1.0,1.2783221536300449,-0.44209989161349417,0.4348539144330287,,False,False,0.0,False,False,0.0,0.0,0.00019995302646857237,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-10,1.0,1.2783221536300449,-0.4418654916974389,0.4351535530385312,,False,False,0.0,False,False,0.0,0.0,0.00019148115528162487,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-11,1.0,1.2783221536300449,-0.4416411607432657,0.43544032026699575,,False,False,0.0,False,False,0.0,0.0,0.00018328941502153735,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-12,1.0,1.2783221536300449,-0.44142655117905255,0.43571466042731033,,False,False,0.0,False,False,0.0,0.0,0.0001753773134443103,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-13,1.0,1.2783221536300449,-0.44122131804912795,0.43597701448395176,,False,False,0.0,False,False,0.0,0.0,0.0001677430952556432,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-14,1.0,1.2672445994129076,-0.4410368061301666,0.4410984892892289,,False,False,0.0,False,False,0.0,0.0,0.0032853100533221206,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-15,1.0,1.2675361186941547,-0.4408705974183577,0.44118059410196164,,False,False,0.0,False,False,0.0,0.0,5.267115127133089e-05,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-16,1.0,1.2757961535750788,-0.4407122124122211,0.43774105457092527,,False,False,0.0,False,False,0.0,0.0,-0.0022016449584749873,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-17,1.0,1.2737584627727054,-0.44056343344491333,0.438828598261342,,False,False,0.0,False,False,0.0,0.0,0.0006966203001192332,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-18,1.0,1.2719018464595866,-0.4404255445923472,0.43982193660502467,,False,False,0.0,False,False,0.0,0.0,0.0006366826755153359,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-19,1.0,1.2683127389799045,-0.4403013852453459,0.4415601441028293,,False,False,0.0,False,False,0.0,0.0,0.0011153510295743572,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-20,1.0,1.24952601575778,-0.44020898577985806,0.4499474198977207,,False,False,0.0,False,False,0.0,0.0,0.005410962119967552,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-21,1.0,1.2465795613216435,-0.4401471220385404,0.4513215936922125,,False,False,0.0,False,False,0.0,0.0,0.0008873203041346455,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-22,1.0,1.2453346487668868,-0.440112866187177,0.4519121983690041,,False,False,0.0,False,False,0.0,0.0,0.0003815059301994258,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-23,1.0,1.249647564112085,-0.44009800309372527,0.45003260246333343,,False,False,0.0,False,False,0.0,0.0,-0.0012126680268616404,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-24,1.0,1.2501132361814278,-0.440099343084009,0.44982598597592904,,False,False,0.0,False,False,0.0,0.0,-0.0001332859959818544,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-25,1.0,1.2505299626066249,-0.4401141437287009,0.449624076300301,,False,False,0.0,False,False,0.0,0.0,-0.00013023272133008346,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-26,1.0,1.2602715493774206,-0.4401306934125717,0.44531580908437973,,False,False,0.0,False,False,0.0,0.0,-0.0027711526502266254,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-27,1.0,1.2625966649256215,-0.44014634502049316,0.44427269269792335,,False,False,0.0,False,False,0.0,0.0,-0.0006705007886409972,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-28,1.0,1.2595169405397004,-0.44016423238884467,0.44560569268659667,,False,False,0.0,False,False,0.0,0.0,0.0008575687535663023,0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-29,1.0,1.2609858614250091,-0.44018248984915653,0.444936103853356,,False,False,0.0,False,False,0.0,0.0,-0.00043058605816766963,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-30,1.0,1.2614599072308927,-0.4402005058223098,0.44470471076239704,,False,False,0.0,False,False,0.0,0.0,-0.00014877759391428128,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-03-31,1.0,1.261888184943308,-0.44021780054428555,0.4444943586914364,,False,False,0.0,False,False,0.0,0.0,-0.00013523067057712054,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-04-01,1.0,1.2622755904876972,-0.4402340049821448,0.4443033614083993,,False,False,0.0,False,False,0.0,0.0,-0.00012277283263270242,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-04-02,1.0,1.2622755904876972,-0.4402491947869702,0.44428418768854394,,False,False,0.0,False,False,0.0,0.0,-1.23246930471787e-05,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-04-03,1.0,1.2687142300304874,-0.44025697032827044,0.4414397168744132,,False,False,0.0,False,False,0.0,0.0,-0.0018250630693773086,-0.0,1.0,1.0,1.0243614958644125,0.0157
1991-04-04,1.0,1.2629150554244588,-0.44026415634374827,0.44398376858973254,,False,False,0.0,False,False,0.0,0.0,0.0016349776203899847,0.0,1.0,1.0,1.0243614958644125,0.0157
