Date,NG_CT_pair,LE_SB_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_SB_pair_NG_CT_pair_pair,sharpe,CAGR
1991-02-01,1.0,1.0968573482274555,-0.45957222462442193,0.495914828379464,,False,False,0.0,False,False,0.0,0.0,-0.0023456819934890385,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-02,1.0,1.0968573482274555,-0.46047260256967254,0.49492724221403395,,False,False,0.0,False,False,0.0,0.0,-0.0006561717101855127,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-03,1.0,1.0968573482274555,-0.4613216541810241,0.49399595371509863,,False,False,0.0,False,False,0.0,0.0,-0.0006183837960015239,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-04,1.0,1.0968573482274555,-0.4621233513184688,0.49311660631883947,,False,False,0.0,False,False,0.0,0.0,-0.0005835537108886787,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-05,1.0,1.0968573482274555,-0.46288122281355204,0.49228532940044534,,False,False,0.0,False,False,0.0,0.0,-0.0005513489618453912,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-06,1.0,1.0968573482274555,-0.4635984185577104,0.49149866797834774,,False,False,0.0,False,False,0.0,0.0,-0.000521485401039281,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-07,1.0,1.0968573482274555,-0.4642777627802415,0.4907535242758887,,False,False,0.0,False,False,0.0,0.0,-0.0004937190276369746,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-08,1.0,1.0968573482274555,-0.4649217985555094,0.49004710890326464,,False,False,0.0,False,False,0.0,0.0,-0.00046783934571029075,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-09,1.0,1.0968573482274555,-0.46553282515382044,0.48937689988894484,,False,False,0.0,False,False,0.0,0.0,-0.00044366395182923464,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-10,1.0,1.0968573482274555,-0.4661129295223102,0.48874060814962794,,False,False,0.0,False,False,0.0,0.0,-0.0004210341009281185,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-11,1.0,1.0968573482274555,-0.46666401292713666,0.4881361482675579,,False,False,0.0,False,False,0.0,0.0,-0.0003998110553257691,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-12,1.0,1.0968573482274555,-0.46718781358863354,0.48756161366298856,,False,False,0.0,False,False,0.0,0.0,-0.00037987306442335486,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-13,1.0,1.0968573482274555,-0.4676859259837758,0.48701525542213364,,False,False,0.0,False,False,0.0,0.0,-0.0003611128551116713,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-14,1.0,1.0968573482274555,-0.4681598173655871,0.48649546417773226,,False,False,0.0,False,False,0.0,0.0,-0.0003434355379179513,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-15,1.0,1.0968573482274555,-0.4686108419496428,0.4860007545484796,,False,False,0.0,False,False,0.0,0.0,-0.00032675685324080205,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-16,1.0,1.0968573482274555,-0.4690402531380334,0.48552975173108226,,False,False,0.0,False,False,0.0,0.0,-0.00031100169708562066,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-17,1.0,1.0968573482274555,-0.4694492140868111,0.48508117990927735,,False,False,0.0,False,False,0.0,0.0,-0.00029610287749811396,-0.0,1.0,1.0,1.4956744926273542,0.0207
