Date,CL_PL_pair,DC_KC_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_KC_pair_CL_PL_pair_pair,sharpe,CAGR
1991-01-04,1.0468987687288898,1.0,-0.24159202355282072,0.805306745176069,,False,False,0.0,False,False,0.0,0.0,,,,,1.418310507134666,0.0163
1991-01-05,1.0468987687288898,1.0,-0.32377898879218653,0.7231197799367033,,False,False,0.0,False,False,0.0,0.0,-0.05996082214685095,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-06,1.0468987687288898,1.0,-0.3665287273316055,0.6803700413972842,,False,False,0.0,False,False,0.0,0.0,-0.030245441424177157,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-07,1.0468987687288898,1.0,-0.3931984174675062,0.6537003512613835,,False,False,0.0,False,False,0.0,0.0,-0.01851936827009644,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-08,1.0468987687288898,1.0,-0.411642241016115,0.6352565277127747,,False,False,0.0,False,False,0.0,0.0,-0.012645392502082102,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-09,1.0468987687288898,1.0,-0.4252780658973501,0.6216207028315397,,False,False,0.0,False,False,0.0,0.0,-0.009262355282676995,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-10,1.0468987687288898,1.0,-0.4358434236058797,0.6110553451230101,,False,False,0.0,False,False,0.0,0.0,-0.007125552751616988,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-11,1.0468987687288898,1.0,-0.4443196064370014,0.6025791622918883,,False,False,0.0,False,False,0.0,0.0,-0.00568406544090418,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-12,1.0468987687288898,1.0,-0.45130475009361903,0.5955940186352707,,False,False,0.0,False,False,0.0,0.0,-0.004662346316011521,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-13,1.0468987687288898,1.0,-0.45718521610857127,0.5897135526203185,,False,False,0.0,False,False,0.0,0.0,-0.003909665998862193,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-14,1.0468987687288898,1.0,-0.46222222938822777,0.584676539340662,,False,False,0.0,False,False,0.0,0.0,-0.003337713335074574,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-15,1.0468987687288898,1.0,-0.4665990459713216,0.5802997227575681,,False,False,0.0,False,False,0.0,0.0,-0.002891855237967953,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-16,1.0611887057753178,1.0,-0.4705201543336617,0.5906685514416561,,False,False,0.0,False,False,0.0,0.0,0.006769451397800374,0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-17,1.0374509453916845,1.0,-0.47395058793408873,0.5635003574575957,,False,False,0.0,False,False,0.0,0.0,-0.017975497169357712,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-18,1.2304797842922055,1.0,-0.47780588912282956,0.7526738951693759,,False,False,0.0,False,False,0.0,0.0,0.11073881883795418,0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-19,1.1953165122575622,1.0,-0.4817759494719762,0.713540562785586,,False,False,0.0,False,False,0.0,0.0,-0.023334033916909268,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-20,1.2040779953603602,1.0,-0.48581571896517156,0.7182622763951887,,False,False,0.0,False,False,0.0,0.0,0.002794089101329809,0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-21,1.213186557019904,1.0,-0.48989638810786984,0.7232901689120342,,False,False,0.0,False,False,0.0,0.0,0.0029522299728439393,0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-22,1.266203088755079,1.0,-0.4941470101282115,0.7720560786268675,,False,False,0.0,False,False,0.0,0.0,0.027702392692095068,0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-23,1.3305197722084825,1.0,-0.4986980146831906,0.831821757525292,,False,False,0.0,False,False,0.0,0.0,0.03267280655519002,0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-24,1.3305197722084825,1.0,-0.5034451800784444,0.8270745921300381,,False,False,0.0,False,False,0.0,0.0,-0.0025884711642576584,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-25,1.3305197722084825,1.0,-0.5083098488215552,0.8222099233869273,,False,False,0.0,False,False,0.0,0.0,-0.0026455244615788635,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-26,1.3305197722084825,1.0,-0.5132322861621184,0.8172874860463641,,False,False,0.0,False,False,0.0,0.0,-0.0026697935431260478,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-27,1.3305197722084825,1.0,-0.5181669234580142,0.8123528487504683,,False,False,0.0,False,False,0.0,0.0,-0.002669266408128052,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-28,1.3305197722084825,1.0,-0.52307890627156,0.8074408659369225,,False,False,0.0,False,False,0.0,0.0,-0.002649971037729489,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-29,1.3305197722084825,1.0,-0.5279415590635758,0.8025782131449067,,False,False,0.0,False,False,0.0,0.0,-0.0026164939297862477,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-30,1.3305197722084825,1.0,-0.5327345025328833,0.7977852696755992,,False,False,0.0,False,False,0.0,0.0,-0.0025723507168515067,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-01-31,1.3305197722084825,1.0,-0.5374422414082048,0.7930775308002777,,False,False,0.0,False,False,0.0,0.0,-0.002520254074228484,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-01,1.3305197722084825,1.0,-0.5420530952070226,0.7884666770014599,,False,False,0.0,False,False,0.0,0.0,-0.002462309413455075,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-02,1.3305197722084825,1.0,-0.5465583816309194,0.7839613905775631,,False,False,0.0,False,False,0.0,0.0,-0.002400159212700669,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-03,1.3305197722084825,1.0,-0.5509517878495582,0.7795679843589243,,False,False,0.0,False,False,0.0,0.0,-0.0023350904217246246,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-04,1.3305197722084825,1.0,-0.5552288827651214,0.7752908894433611,,False,False,0.0,False,False,0.0,0.0,-0.0022681150556742844,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-05,1.3305197722084825,1.0,-0.5593867359364718,0.7711330362720107,,False,False,0.0,False,False,0.0,0.0,-0.0022000311409221935,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-06,1.3305197722084825,1.0,-0.5634236178214124,0.7670961543870701,,False,False,0.0,False,False,0.0,0.0,-0.002131469137985607,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-07,1.3305197722084825,1.0,-0.5673387624659832,0.7631810097424993,,False,False,0.0,False,False,0.0,0.0,-0.002062927543354769,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-08,1.3305197722084825,1.0,-0.5711321784768824,0.7593875937316001,,False,False,0.0,False,False,0.0,0.0,-0.0019948003679284964,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-09,1.3305197722084825,1.0,-0.574804497567722,0.7557152746407605,,False,False,0.0,False,False,0.0,0.0,-0.001927398474418736,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-10,1.3305197722084825,1.0,-0.5783568525261337,0.7521629196823488,,False,False,0.0,False,False,0.0,0.0,-0.0018609662418101712,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-11,1.3305197722084825,1.0,-0.5817907783548467,0.7487289938536358,,False,False,0.0,False,False,0.0,0.0,-0.0017956946520540189,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-12,1.3305197722084825,1.0,-0.5851081317713692,0.7454116404371133,,False,False,0.0,False,False,0.0,0.0,-0.0017317316215902218,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-13,1.3305197722084825,1.0,-0.5883110253331498,0.7422087468753327,,False,False,0.0,False,False,0.0,0.0,-0.0016691901995132086,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-14,1.3305197722084825,1.0,-0.5914017732784304,0.7391179989300521,,False,False,0.0,False,False,0.0,0.0,-0.0016081551052582086,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-15,1.3305197722084825,1.0,-0.5943828468029984,0.7361369254054841,,False,False,0.0,False,False,0.0,0.0,-0.001548687967445807,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-16,1.3305197722084825,1.0,-0.5972568369777538,0.7332629352307287,,False,False,0.0,False,False,0.0,0.0,-0.0014908315419225934,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-17,1.3305197722084825,1.0,-0.6000264238868255,0.730493348321657,,False,False,0.0,False,False,0.0,0.0,-0.001434613123826521,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-18,1.3305197722084825,1.0,-0.6026943508572159,0.7278254213512666,,False,False,0.0,False,False,0.0,0.0,-0.0013800473204487109,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-19,1.3305197722084825,1.0,-0.605263402878278,0.7252563693302045,,False,False,0.0,False,False,0.0,0.0,-0.00132713831493391,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-20,1.3305197722084825,1.0,-0.6077363884875243,0.7227833837209582,,False,False,0.0,False,False,0.0,0.0,-0.0012758817226502903,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-21,1.3305197722084825,1.0,-0.6101161245395257,0.7204036476689568,,False,False,0.0,False,False,0.0,0.0,-0.0012262661202903523,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-22,1.3305197722084825,1.0,-0.612405423385484,0.7181143488229985,,False,False,0.0,False,False,0.0,0.0,-0.0011782743108946316,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-23,1.3305197722084825,1.0,-0.6146070820789746,0.7159126901295079,,False,False,0.0,False,False,0.0,0.0,-0.0011318843748610757,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-24,1.3305197722084825,1.0,-0.6167238732933409,0.7137958989151416,,False,False,0.0,False,False,0.0,0.0,-0.0010870705467474957,-0.0,1.0,1.0,1.418310507134666,0.0163
