Date,SI_CT_pair,CL_CC_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,CL_CC_pair_SI_CT_pair_pair,sharpe,CAGR
1991-01-18,1.0,1.351435683091521,-0.42533885678540173,0.425181891534854,,False,False,0.0,False,False,0.0,0.0,-0.059540451250082824,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-19,1.0,1.3169678575109356,-0.4271792069552041,0.43741871504298424,,False,False,0.0,False,False,0.0,0.0,0.007831159649699045,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-20,1.0,1.3267649588495682,-0.42866570645453983,0.43126136161562134,,False,False,0.0,False,False,0.0,0.0,-0.003925034595759221,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-21,1.0,1.336892377847855,-0.42985233606514334,0.4253336883144152,,False,False,0.0,False,False,0.0,0.0,-0.003764399642779506,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-22,1.0,1.3891869526595342,-0.4307225642378292,0.4016458335447496,,False,False,0.0,False,False,0.0,0.0,-0.014820153922581094,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-23,1.0,1.4471762177324257,-0.43125661649952,0.3758956808621414,,False,False,0.0,False,False,0.0,0.0,-0.01585498688672745,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-24,1.0,1.4221316677798512,-0.4315530095212202,0.38627479883417304,,False,False,0.0,False,False,0.0,0.0,0.00643177535092919,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-25,1.0,1.428051553550682,-0.4316496956339014,0.3835819815603282,,False,False,0.0,False,False,0.0,0.0,-0.0016659163923724543,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-26,1.0,1.4248105875421695,-0.4315897578308663,0.38506634356782077,,False,False,0.0,False,False,0.0,0.0,0.0009191473603763588,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-27,1.0,1.4287222008063882,-0.4313989943725693,0.38365067933436015,,False,False,0.0,False,False,0.0,0.0,-0.0008758405224420353,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-28,1.0,1.432391300527395,-0.43109892768463814,0.3824976463178358,,False,False,0.0,False,False,0.0,0.0,-0.0007128478137293217,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-29,1.0,1.423983850119297,-0.43072257667965574,0.38665800692639973,,False,False,0.0,False,False,0.0,0.0,0.0025787220728309378,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-30,1.0,1.450418756000213,-0.4302535109195086,0.3759522379274023,,False,False,0.0,False,False,0.0,0.0,-0.006592028417523153,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-01-31,1.0,1.4443302021201398,-0.42971883104395575,0.37934411390345313,,False,False,0.0,False,False,0.0,0.0,0.0020929032530282474,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-01,1.0,1.4563254169271007,-0.42911883713647553,0.37506333059594965,,False,False,0.0,False,False,0.0,0.0,-0.0026344308600491275,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-02,1.0,1.4563254169271007,-0.4284685981696313,0.3760102901304413,,False,False,0.0,False,False,0.0,0.0,0.0005831068563653054,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-03,1.0,1.4563254169271007,-0.42778073919839704,0.3770120366335111,,False,False,0.0,False,False,0.0,0.0,0.0006172236182158474,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-04,1.0,1.4563254169271007,-0.42706583487274313,0.37805316997363203,,False,False,0.0,False,False,0.0,0.0,0.000641903495753913,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-05,1.0,1.4563254169271007,-0.42633273624628104,0.3791208001364631,,False,False,0.0,False,False,0.0,0.0,0.0006586734920905597,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-06,1.0,1.4563254169271007,-0.4255888425525819,0.380204151430089,,False,False,0.0,False,False,0.0,0.0,0.0006688196506876981,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-07,1.0,1.4563254169271007,-0.42484032763299795,0.38129423273242824,,False,False,0.0,False,False,0.0,0.0,0.0006734277003159892,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-08,1.0,1.4563254169271007,-0.42409232900064775,0.38238356215254654,,False,False,0.0,False,False,0.0,0.0,0.0006734163888491771,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-09,1.0,1.4563254169271007,-0.42334910609809345,0.3834659365559786,,False,False,0.0,False,False,0.0,0.0,0.000669564859725917,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-10,1.0,1.4563254169271007,-0.4226141731216442,0.3845362381293196,,False,False,0.0,False,False,0.0,0.0,0.0006625351794345358,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-11,1.0,1.4563254169271007,-0.4218904108097594,0.3855902715799313,,False,False,0.0,False,False,0.0,0.0,0.0006528909186165814,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-12,1.0,1.4563254169271007,-0.42118016079405357,0.3866246267301766,,False,False,0.0,False,False,0.0,0.0,0.000641112519369239,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-13,1.0,1.4563254169271007,-0.4204853054592497,0.3876365622153388,,False,False,0.0,False,False,0.0,0.0,0.0006276100421580983,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-14,1.0,1.4563254169271007,-0.4198073357272138,0.38862390676801006,,False,False,0.0,False,False,0.0,0.0,0.0006127337725924019,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-15,1.0,1.4563254169271007,-0.41914740874794065,0.38958497520124147,,False,False,0.0,False,False,0.0,0.0,0.0005967830766801882,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-16,1.0,1.4563254169271007,-0.4185063971287047,0.39051849671488037,,False,False,0.0,False,False,0.0,0.0,0.0005800138191917628,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-17,1.0,1.4563254169271007,-0.4178849310463827,0.39142355356632397,,False,False,0.0,False,False,0.0,0.0,0.0005626446001059946,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-18,1.0,1.4563254169271007,-0.4172834343548135,0.3922995284864538,,False,False,0.0,False,False,0.0,0.0,0.0005448620160602014,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-19,1.0,1.4563254169271007,-0.4167021556088848,0.39314605949846926,,False,False,0.0,False,False,0.0,0.0,0.0005268251150140407,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-20,1.0,1.4563254169271007,-0.4161411947716568,0.39396300102362514,,False,False,0.0,False,False,0.0,0.0,0.0005086691811437503,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-21,1.0,1.4563254169271007,-0.41560052624363236,0.39475039034311965,-0.5165992539058162,False,False,0.0,False,False,0.0,0.0,0.0004905089618198487,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-22,1.0,1.4563254169271007,-0.41508001874891803,0.3955084186373732,-0.4914958953376678,False,False,0.0,False,False,0.0,0.0,0.0004724414282122757,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-23,1.0,1.4563254169271007,-0.4145794525271894,0.39623740594893175,-0.45462213972273247,False,False,0.0,False,False,0.0,0.0,0.00045454814463353045,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-24,1.0,1.4563254169271007,-0.41409853420959697,0.39693777951830744,-0.4128006144064649,False,False,0.0,False,False,0.0,0.0,0.00043689730843088516,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-25,1.0,1.4563254169271007,-0.4136369096982224,0.39761005502729874,-0.36798075797208263,False,False,0.0,False,False,0.0,0.0,0.00041954551144087875,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-26,1.0,1.4563254169271007,-0.41319417532015995,0.39825482035501847,-0.32066428464125446,False,False,0.0,False,False,0.0,0.0,0.0004025392652423282,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-27,1.0,1.4563254169271007,-0.41276988748691806,0.39887272151066155,-0.27071230907379473,False,False,0.0,False,False,0.0,0.0,0.0003859163252943106,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-02-28,1.0,1.4563254169271007,-0.41236357105614146,0.39946445045611667,-0.2175510593177428,False,False,0.0,False,False,0.0,0.0,0.0003697068432024182,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-01,1.0,1.4563254169271007,-0.41197472656443757,0.4000307345726172,-0.16015078266545646,False,False,0.0,False,False,0.0,0.0,0.000353934371576343,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-02,1.0,1.4563254169271007,-0.4116028364763866,0.40057232756014904,-0.09682761453316839,False,False,0.0,False,False,0.0,0.0,0.00033861674201603306,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-03,1.0,1.4563254169271007,-0.4112473705748308,0.4010900015874357,-0.02476015786449467,False,False,0.0,False,False,0.0,0.0,0.00032376683353071777,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-04,1.0,1.4563254169271007,-0.4109077906006294,0.40158454053494463,0.061171147645152205,False,True,0.0,False,False,0.0,0.0,0.0003093932460303263,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-05,1.0,1.4563254169271007,-0.4105835542357129,0.4020567341942646,0.17160166091405693,False,False,0.0,False,False,0.0,0.0,0.00029550089131721836,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-06,1.0,1.4563254169271007,-0.4102741185110396,0.4025073733050115,0.32354670882708486,False,False,0.0,False,False,0.0,0.0,0.00028209151217133176,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-07,1.0,1.4563254169271007,-0.4099789427105999,0.40293724532565367,0.7243423100716558,False,False,0.0,False,False,0.0,0.0,0.00026916413859379417,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-08,1.0,1.4563254169271007,-0.40969749083364393,0.40334713084770646,0.827628752595156,False,False,0.0,False,False,0.0,0.0,0.00025671548899067084,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-09,0.97681287061617,1.4563254169271007,-0.40937280319189334,0.3806328523291199,-0.8977948684885858,False,False,0.0,False,True,0.0,0.0,-0.014440166054675697,-0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-10,0.9775493704483442,1.4563254169271007,-0.4090146620008729,0.3818909222806258,-0.8074045910268819,False,False,0.0,False,False,0.0,0.0,0.0007996845277648161,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-11,0.9787839847999408,1.4563254169271007,-0.4086328052607495,0.38368164430848894,-0.6321363216906032,False,False,0.0,False,False,0.0,0.0,0.0011377708790573455,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-12,0.9872899071071322,1.4563254169271007,-0.40825334170732025,0.39274018903333685,0.41778114797932764,False,True,0.0,False,False,0.0,0.0,0.005726588574876425,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-13,1.0058780312261504,1.4563254169271007,-0.40792304880423563,0.4118093271021479,2.4228215583223447,False,False,0.0,True,False,-1.0,-1.0,0.011918608068310299,0.0,1.0,1.0,1.5118570055522935,0.0163
1991-03-14,0.9978220954105724,1.4563254169271007,-0.4076169455006618,0.4041991773077699,1.5079675765646947,False,False,0.0,False,False,-1.0,-1.0,-0.004781911866108002,0.004781911866108002,1.004781911866108,1.004781911866108,1.5118570055522935,0.0163
1991-03-15,1.0084249982236932,1.4563254169271007,-0.4073588453303292,0.4151779579590593,2.4602973738310703,False,False,0.0,True,False,-1.0,-1.0,0.006854574711594084,-0.006854574711594084,0.9979273371545139,0.9979273371545139,1.5118570055522935,0.0163
1991-03-16,1.0044415233943909,1.4563254169271007,-0.40713346052576593,0.41152271674923147,1.9583828938585506,False,False,0.0,False,False,-1.0,-1.0,-0.0022883009807419907,0.0022883009807419907,1.0002156381352558,1.0002156381352558,1.5118570055522935,0.0163
1991-03-17,1.0060106162023292,1.4563254169271007,-0.4069410226631642,0.41337206170765595,2.0008735841927505,False,False,0.0,True,False,-1.0,-1.0,0.0011568172631761207,-0.0011568172631761207,0.9990588208720798,0.9990588208720798,1.5118570055522935,0.0163
1991-03-18,1.007551766325884,1.4563254169271007,-0.40678149082353793,0.4151455421040675,2.0275246489191217,False,False,0.0,False,False,-1.0,-1.0,0.001108454351232349,-0.001108454351232349,0.9979503665208475,0.9979503665208475,1.5118570055522935,0.0163
1991-03-19,1.0168438102981503,1.4563254169271007,-0.40667344531032795,0.42459493550340643,2.6069887127240152,False,False,0.0,False,False,-1.0,-1.0,0.005872497890818143,-0.005872497890818143,0.9920778686300293,0.9920778686300293,1.5118570055522935,0.0163
1991-03-20,0.9996751489087542,1.4563254169271007,-0.40656838521284766,0.4075792758042758,1.1398412411908356,False,False,0.0,False,False,-1.0,-1.0,-0.010689765967475444,0.010689765967475444,1.0027676345975047,1.0027676345975047,1.5118570055522935,0.0163
1991-03-21,1.012658535064711,1.4563254169271007,-0.406497875237969,0.42066534742879524,2.1038310694166014,False,False,0.0,True,False,-1.0,-1.0,0.008155085268282158,-0.008155085268282158,0.9946125493292226,0.9946125493292226,1.5118570055522935,0.0163
1991-03-22,1.0137074957203305,1.4563254169271007,-0.4064598177841878,0.4217697321216598,2.075897421782234,False,False,0.0,False,False,-1.0,-1.0,0.000687813629103204,-0.000687813629103204,0.9939247357001194,0.9939247357001194,1.5118570055522935,0.0163
1991-03-23,1.0077393035358764,1.4563254169271007,-0.4064352603572641,0.41583730354220894,1.5380494534420324,False,False,0.0,False,False,-1.0,-1.0,-0.0037085992755758446,0.0037085992755758446,0.9976333349756952,0.9976333349756952,1.5118570055522935,0.0163
1991-03-24,1.009069555626898,1.4563254169271007,-0.4064255963295346,0.417181629602443,1.5802217240474308,False,False,0.0,False,False,-1.0,-1.0,0.0008397012885360349,-0.0008397012885360349,0.9967936336871592,0.9967936336871592,1.5118570055522935,0.0163
1991-03-25,1.010375913116644,1.4563254169271007,-0.4064318820545279,0.41847883303111755,1.6151492868784723,False,False,0.0,False,False,-1.0,-1.0,0.0008096020055122324,-0.0008096020055122324,0.995984031681647,0.995984031681647,1.5118570055522935,0.0163
1991-03-26,1.0167764549375762,1.4563254169271007,-0.4064672654503655,0.42482784511335414,2.010766438415523,False,False,0.0,True,False,-1.0,-1.0,0.0039466110283901635,-0.0039466110283901635,0.9920374206532568,0.9920374206532568,1.5118570055522935,0.0163
1991-03-27,1.0247909591598687,1.4563254169271007,-0.4065467439594083,0.43272660276282815,2.4401485156806144,False,False,0.0,False,False,-1.0,-1.0,0.004885259412808599,-0.004885259412808599,0.9871521612404482,0.9871521612404482,1.5118570055522935,0.0163
1991-03-28,1.0388238954300164,1.4563254169271007,-0.40669747352608365,0.4465400277339441,3.087012278112687,False,False,0.0,False,False,-1.0,-1.0,0.008468738414095891,-0.008468738414095891,0.9786834228263523,0.9786834228263523,1.5118570055522935,0.0163
1991-03-29,1.0388238954300164,1.4563254169271007,-0.4069083675677801,0.4462328973807431,2.7742266647118607,False,False,0.0,False,False,-1.0,-1.0,-0.00018826011361582328,0.00018826011361582328,0.9788716829399682,0.9788716829399682,1.5118570055522935,0.0163
1991-03-30,1.0388238954300164,1.4563254169271007,-0.40716963252884003,0.4458524105773991,2.5233125474590774,False,False,0.0,False,False,-1.0,-1.0,-0.0002331706584915774,0.0002331706584915774,0.9791048535984597,0.9791048535984597,1.5118570055522935,0.0163
1991-03-31,1.0388238954300164,1.4563254169271007,-0.4074726312149625,0.44541114588950337,2.314554662353909,False,False,0.0,False,False,-1.0,-1.0,-0.0002703435738043391,0.0002703435738043391,0.9793751971722641,0.9793751971722641,1.5118570055522935,0.0163
1991-04-01,1.0388238954300164,1.4563254169271007,-0.40780975999016883,0.44492017668539297,2.136085090955371,False,False,0.0,False,False,-1.0,-1.0,-0.0003007049062244181,0.0003007049062244181,0.9796759020784884,0.9796759020784884,1.5118570055522935,0.0163
1991-04-02,1.0388238954300164,1.4563254169271007,-0.4081743384504874,0.44438923180716683,1.9802746449553872,False,False,0.0,False,False,-1.0,-1.0,-0.0003250831751550921,0.0003250831751550921,0.9800009852536435,0.9800009852536435,1.5118570055522935,0.0163
1991-04-03,1.0388238954300164,1.4563254169271007,-0.4085605103274713,0.44382683988741267,1.84196375928612,False,False,0.0,False,False,-1.0,-1.0,-0.00034421881995047436,0.00034421881995047436,0.980345204073594,0.980345204073594,1.5118570055522935,0.0163
1991-04-04,1.0388238954300164,1.4563254169271007,-0.40896315449941156,0.4432404589458385,1.7175187468627797,False,False,0.0,False,False,-1.0,-1.0,-0.0003587728286114506,0.0003587728286114506,0.9807039769022055,0.9807039769022055,1.5118570055522935,0.0163
1991-04-05,1.0388238954300164,1.4563254169271007,-0.4093778051001638,0.442636592736819,1.6042939875436943,False,False,0.0,False,False,-1.0,-1.0,-0.00036933460132425664,0.00036933460132425664,0.9810733115035297,0.9810733115035297,1.5118570055522935,0.0163
1991-04-06,1.0388238954300164,1.4563254169271007,-0.4098005798162026,0.44202089517221754,1.5003087082325761,False,False,0.0,False,False,-1.0,-1.0,-0.0003764291026423441,0.0003764291026423441,0.9814497406061721,0.9814497406061721,1.5118570055522935,0.0163
1991-04-07,1.0388238954300164,1.4563254169271007,-0.4102281155530467,0.44139826401200677,1.4040440235167158,False,False,0.0,False,False,-1.0,-1.0,-0.00038052335538954956,0.00038052335538954956,0.9818302639615616,0.9818302639615616,1.5118570055522935,0.0163
1991-04-08,1.0388238954300164,1.4563254169271007,-0.41065751073361606,0.44077292489663766,1.3143107056856704,False,False,0.0,False,False,-1.0,-1.0,-0.00038203232780476324,0.00038203232780476324,0.9822122962893663,0.9822122962893663,1.5118570055522935,0.0163
1991-04-09,1.0388238954300164,1.4563254169271007,-0.4110862735643316,0.4401485066884331,1.2301602774233864,False,False,0.0,False,False,-1.0,-1.0,-0.00038132426330828555,0.00038132426330828555,0.9825936205526746,0.9825936205526746,1.5118570055522935,0.0163
1991-04-10,1.0388238954300164,1.4563254169271007,-0.4115122756706916,0.43952810899327643,1.1508235755998175,False,False,0.0,False,False,-1.0,-1.0,-0.00037872549974472006,0.00037872549974472006,0.9829723460524195,0.9829723460524195,1.5118570055522935,0.0163
1991-04-11,1.0388238954300164,1.4563254169271007,-0.41193371056340006,0.4389143626474452,1.0756672627024073,False,False,0.0,False,False,-1.0,-1.0,-0.0003745248221979907,0.0003745248221979907,0.9833468708746174,0.9833468708746174,1.5118570055522935,0.0163
1991-04-12,1.0388238954300164,1.4684633596530356,-0.41233772042292377,0.4333210611860956,0.7666436852397899,False,False,0.0,False,False,-1.0,-1.0,-0.0034015754657584062,0.0034015754657584062,0.9867484463403758,0.9867484463403758,1.5118570055522935,0.0163
1991-04-13,1.0388238954300164,1.459453472908807,-0.4127330988611209,0.4364591409127395,0.884927380242582,False,False,0.0,False,False,-1.0,-1.0,0.0019120773999653888,-0.0019120773999653888,0.9848363689404104,0.9848363689404104,1.5118570055522935,0.0163
1991-04-14,1.0388238954300164,1.462820201275653,-0.41311586812169554,0.4345096580740716,0.7547028277628915,False,False,0.0,False,False,-1.0,-1.0,-0.0011864388025384955,0.0011864388025384955,0.9860228077429489,0.9860228077429489,1.5118570055522935,0.0163
1991-04-15,1.0388238954300164,1.4660499095296462,-0.4134827851799804,0.43263749562484,0.630598078780281,False,False,0.0,False,False,-1.0,-1.0,-0.0011380855515946405,0.0011380855515946405,0.9871608932945436,0.9871608932945436,1.5118570055522935,0.0163
1991-04-16,1.0388238954300164,1.4517373477720514,-0.41384773072639347,0.43802568844379985,0.8661216201570934,False,False,0.0,False,False,-1.0,-1.0,0.003286240659368726,-0.003286240659368726,0.9838746526351748,0.9838746526351748,1.5118570055522935,0.0163
1991-04-17,1.0388238954300164,1.4657040321142636,-0.41419590482679697,0.43173528764016433,0.5183208753130344,False,False,0.0,False,False,-1.0,-1.0,-0.0038218318357322915,0.0038218318357322915,0.9876964844709071,0.9876964844709071,1.5118570055522935,0.0163
1991-04-18,1.0388238954300164,1.4638618242823225,-0.4145296283167255,0.43200979750322155,0.5039608983576811,False,False,0.0,False,False,-1.0,-1.0,0.00016681060121689548,-0.00016681060121689548,0.9875296738696903,0.9875296738696903,1.5118570055522935,0.0163
1991-04-19,1.0388238954300164,1.4796205148145738,-0.41483414434809185,0.4250267852070295,0.11687406302483297,False,False,0.0,False,False,-1.0,-1.0,-0.004225416639571766,0.004225416639571766,0.991755090509262,0.991755090509262,1.5118570055522935,0.0163
1991-04-20,1.0388238954300164,1.4671067933892306,-0.4151239742279883,0.42979269274139886,0.3408765772917119,False,False,0.0,False,False,-1.0,-1.0,0.0028921884817485503,-0.0028921884817485503,0.9888629020275135,0.9888629020275135,1.5118570055522935,0.0163
1991-04-21,1.0388238954300164,1.469884785323464,-0.4153970204430348,0.42823813521209964,0.2317888659885371,False,False,0.0,False,False,-1.0,-1.0,-0.0009424932878112411,0.0009424932878112411,0.9898053953153246,0.9898053953153246,1.5118570055522935,0.0163
1991-04-22,1.0388238954300164,1.4725201225694848,-0.4156516865119258,0.4267684230612624,0.1263737377046793,False,False,0.0,False,False,-1.0,-1.0,-0.0008902601725508936,0.0008902601725508936,0.9906956554878755,0.9906956554878755,1.5118570055522935,0.0163
1991-04-23,1.0388238954300164,1.4603307489467918,-0.41590111359697174,0.4314707107231459,0.35727216382647475,False,False,0.0,False,False,-1.0,-1.0,0.0028564895712753476,-0.0028564895712753476,0.9878391659166003,0.9878391659166003,1.5118570055522935,0.0163
1991-04-24,1.0388238954300164,1.4846090605323792,-0.41612108337783954,0.42104676476872627,-0.2498182173508825,False,False,0.0,False,True,0.0,0.0,-0.006292369611175835,0.006292369611175835,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-04-25,1.0388238954300164,1.4803690916000594,-0.4163187064314799,0.4225185501739347,-0.19226449108052784,False,False,0.0,False,False,0.0,0.0,0.0008892268766868795,0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-04-26,1.0388238954300164,1.4657891522757986,-0.41651050036579346,0.42830732218487133,0.11462107140376732,False,True,0.0,False,False,0.0,0.0,0.0035097495761966537,0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-04-27,1.0388238954300164,1.4614202704656398,-0.4167006182808325,0.42984916515884286,0.15890227660899617,False,False,0.0,False,False,0.0,0.0,0.000935698664826491,0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-04-28,1.0388238954300164,1.4646723128674746,-0.41688511685499197,0.42822380712598795,-0.005926692181559363,False,False,0.0,False,True,0.0,0.0,-0.000985409481663619,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-04-29,1.0388238954300164,1.4678227502971213,-0.4170607469941068,0.4266526427361548,-0.2009704817030481,False,False,0.0,False,False,0.0,0.0,-0.0009516468849824211,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-04-30,1.0388238954300164,1.4646345884137228,-0.4172310216555326,0.42773290975412837,-0.18953386223542754,False,False,0.0,False,False,0.0,0.0,0.0006547410598839557,0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-05-01,1.0388238954300164,1.4859200481061476,-0.4173747411536831,0.41863839997664465,-1.013950909826224,False,False,0.0,False,False,0.0,0.0,-0.005481891680336469,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-05-02,1.0388238954300164,1.4859200481061476,-0.4174948457721802,0.4184599341161497,-1.1058519701536498,False,False,0.0,False,False,0.0,0.0,-0.00010756217854993503,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-05-03,1.0388238954300164,1.4859200481061476,-0.417594012679701,0.4183125800201559,-1.134330226810917,False,False,0.0,False,False,0.0,0.0,-8.880309116032875e-05,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-05-04,1.0388238954300164,1.4859200481061476,-0.41767467114832696,0.41819272798457496,-1.1811647990991394,False,False,0.0,False,False,0.0,0.0,-7.222373070668281e-05,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-05-05,1.0388238954300164,1.4859200481061476,-0.41773901873642666,0.41809711261337035,-1.2159489963645589,False,False,0.0,False,False,0.0,0.0,-5.761521624975916e-05,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-05-06,1.0388238954300164,1.4859200481061476,-0.4177890378408547,0.4180227882233125,-1.2387421161432495,False,False,0.0,False,False,0.0,0.0,-4.4783845711983965e-05,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
1991-05-07,1.0388238954300164,1.4859200481061476,-0.4178265121760583,0.41796710435734397,-1.216044128604958,False,False,0.0,False,False,0.0,0.0,-3.355095134949471e-05,-0.0,0.994131535527776,0.994131535527776,1.5118570055522935,0.0163
