Date,NG_SB_pair,DC_HO_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_HO_pair_NG_SB_pair_pair,sharpe,CAGR
1998-04-26,1.928421735560668,2.494864340190257,-0.5292693728656204,0.6079664508433711,-0.0075258191859888445,False,False,0.0,False,True,0.0,0.0,-0.00023874506294365068,0.00023874506294365068,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-04-27,1.928421735560668,2.494569256862849,-0.5295977692584429,0.6073034218654114,-0.03691338859253358,False,False,0.0,False,False,0.0,0.0,-0.0002040377923981848,-0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-04-28,1.928421735560668,2.4919882128103583,-0.5298987895593918,0.607920197996187,-0.01593219819734173,False,False,0.0,False,False,0.0,0.0,0.00018984016516410967,0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-04-29,1.928421735560668,2.482321040033072,-0.5301875920824973,0.612325920569813,0.1542970329322237,False,True,0.0,False,False,0.0,0.0,0.00135789759339632,0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-04-30,1.928421735560668,2.4921839631255964,-0.5304507939463415,0.6064407736603554,-0.08065046591449905,False,False,0.0,False,True,0.0,0.0,-0.0018105900890541197,-0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-05-01,1.9338198782722515,2.4688059223861267,-0.5307375839973326,0.6235317876667323,0.5885974841914012,False,True,0.0,False,False,0.0,0.0,0.00526832465822313,0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-05-02,1.9318474115350168,2.4318776141728886,-0.5310782060914606,0.640330210766098,1.2401623389926388,False,False,0.0,False,False,0.0,0.0,0.0052114560776786506,0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-05-03,1.9340197314498184,2.4346497441318995,-0.5314575304507649,0.6401067909208924,1.2186619873677753,False,False,0.0,False,False,0.0,0.0,-6.921453075680689e-05,-0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-05-04,1.9361899161013583,2.4378040545978688,-0.531864836558038,0.6396076610421406,1.1880432265537877,False,False,0.0,False,False,0.0,0.0,-0.0001543968619887591,-0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-05-05,1.9435151522699927,2.445595795234271,-0.5323017927145622,0.6417201262115948,1.2578417934827937,False,False,0.0,False,False,0.0,0.0,0.00065092858721513,0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-05-06,1.9474178443997912,2.462847666661773,-0.5327552552972473,0.6353228069891685,1.0007598828665458,False,False,0.0,False,False,0.0,0.0,-0.0019626611258775047,-0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-05-07,1.9871032344284618,2.4713192874126624,-0.5333116853540478,0.6691197802104503,2.265554561388183,False,False,0.0,True,False,-1.0,-1.0,0.010225744860907882,0.0,1.8138980876761728,1.8138980876761728,1.2950782170422233,0.0243
1998-05-08,1.998687527808635,2.476203112329665,-0.5339776388520308,0.6764504365687904,2.4905625006664502,False,False,0.0,False,False,-1.0,-1.0,0.00220741425935786,-0.00220741425935786,1.8116906734168148,1.8116906734168148,1.2950782170422233,0.0243
1998-05-09,2.0090917703722613,2.484884807279582,-0.5347542930255544,0.6802889520055273,2.5706574333548633,False,False,0.0,False,False,-1.0,-1.0,0.0011499810238725925,-0.0011499810238725925,1.8105406923929424,1.8105406923929424,1.2950782170422233,0.0243
1998-05-10,2.0102235776856934,2.485727837420584,-0.5356228251470815,0.6788110108597349,2.460684581841166,False,False,0.0,False,False,-1.0,-1.0,-0.00044228069181611863,0.00044228069181611863,1.8109829730847584,1.8109829730847584,1.2950782170422233,0.0243
1998-05-11,2.011212718829104,2.4863144766313,-0.5365655790759316,0.6771419519105586,2.3485332710698152,False,False,0.0,False,False,-1.0,-1.0,-0.0004989290014694601,0.0004989290014694601,1.8114819020862278,1.8114819020862278,1.2950782170422233,0.0243
1998-05-12,2.024220895033803,2.4879979683939077,-0.5375988012224407,0.6866761697813704,2.61972186904295,False,False,0.0,False,False,-1.0,-1.0,0.0028360745357375572,-0.0028360745357375572,1.8086458275504902,1.8086458275504902,1.2950782170422233,0.0243
1998-05-13,2.037481746647172,2.48506298927219,-0.5387380958604312,0.6986836437134414,2.9460575208500863,False,False,0.0,False,False,-1.0,-1.0,0.003556421406703449,-0.003556421406703449,1.8050894061437868,1.8050894061437868,1.2950782170422233,0.0243
1998-05-14,2.0189510856276844,2.491852254850745,-0.5399044088129559,0.6735890671232618,2.0526383503252537,False,False,0.0,False,False,-1.0,-1.0,-0.00745904908771956,0.00745904908771956,1.8125484552315063,1.8125484552315063,1.2950782170422233,0.0243
1998-05-15,2.024908748528075,2.492057346535309,-0.5411005321367665,0.6764551922024811,2.1089426248360783,False,False,0.0,False,False,-1.0,-1.0,0.0008496345249057283,-0.0008496345249057283,1.8116988207066007,1.8116988207066007,1.2950782170422233,0.0243
1998-05-16,2.0096846033059297,2.5047009098457917,-0.5422635484317901,0.6514766001726173,1.2643067288022398,False,False,0.0,False,False,-1.0,-1.0,-0.0074166830563735684,0.0074166830563735684,1.8191155037629743,1.8191155037629743,1.2950782170422233,0.0243
1998-05-17,2.010117940477608,2.5047009098457917,-0.5433883100285727,0.6490927459494749,1.172586179184278,False,False,0.0,False,False,-1.0,-1.0,-0.0007071352736075408,0.0007071352736075408,1.8198226390365817,1.8198226390365817,1.2950782170422233,0.0243
1998-05-18,2.0105215192514603,2.5047009098457917,-0.5444711656641076,0.6467840952277712,1.088593979408952,False,False,0.0,False,False,-1.0,-1.0,-0.0006841948885709312,0.0006841948885709312,1.820506833925153,1.820506833925153,1.2950782170422233,0.0243
1998-05-19,1.994684815169614,2.5047009098457917,-0.5454609810246338,0.6284681997118355,0.48464792554550407,False,False,0.0,False,False,-1.0,-1.0,-0.005449697319006648,0.005449697319006648,1.8259565312441595,1.8259565312441595,1.2950782170422233,0.0243
1998-05-20,1.986229532331461,2.5047009098457917,-0.5463376242525866,0.617817187783019,0.13516085162637656,False,False,0.0,False,False,-1.0,-1.0,-0.0031750071452404625,0.0031750071452404625,1.8291315383894,1.8291315383894,1.2950782170422233,0.0243
1998-05-21,1.9986016531708382,2.5047009098457917,-0.5471488438024428,0.6281574462777868,0.4737124206127498,False,False,0.0,False,False,-1.0,-1.0,0.0030691949365663253,-0.0030691949365663253,1.8260623434528336,1.8260623434528336,1.2950782170422233,0.0243
1998-05-22,1.9958991198662712,2.5047009098457917,-0.547889770082603,0.623599114245174,0.32067728201913126,False,False,0.0,False,False,-1.0,-1.0,-0.001353343986737489,0.001353343986737489,1.827415687439571,1.827415687439571,1.2950782170422233,0.0243
1998-05-23,1.98819980113778,2.5047009098457917,-0.5485418703630256,0.6142664793509973,0.011904935197651848,False,False,0.0,False,False,-1.0,-1.0,-0.0027758076652416013,0.0027758076652416013,1.8301914951048126,1.8301914951048126,1.2950782170422233,0.0243
1998-05-24,1.9887096279120589,2.5047009098457917,-0.5491157888297747,0.6133388120194323,-0.0212362073641164,False,False,0.0,False,True,0.0,0.0,-0.0002757565840238504,0.0002757565840238504,1.8304672516888365,1.8304672516888365,1.2950782170422233,0.0243
1998-05-25,1.9892320009915028,2.5047009098457917,-0.5496212863173584,0.6125950650818008,-0.0482630444303456,False,False,0.0,False,False,0.0,0.0,-0.00022096729004433385,-0.0,1.8304672516888365,1.8304672516888365,1.2950782170422233,0.0243
1998-05-26,1.9897632963554472,2.5047009098457917,-0.5500672236335676,0.6120094208441018,-0.07003230568219442,False,False,0.0,False,False,0.0,0.0,-0.00017390979995340897,-0.0,1.8304672516888365,1.8304672516888365,1.2950782170422233,0.0243
1998-05-27,1.9570787602457176,2.5047009098457917,-0.5503603399225069,0.5785907160987753,-1.1636505687947933,False,False,0.0,False,False,0.0,0.0,-0.010018898347746137,-0.0,1.8304672516888365,1.8304672516888365,1.2950782170422233,0.0243
1998-05-28,1.9299163932559156,2.5047009098457917,-0.5504420014537293,0.551223811397421,-2.030932469196898,True,False,1.0,False,False,0.0,1.0,-0.008271423098708104,-0.0,1.8304672516888365,1.8304672516888365,1.2950782170422233,0.0243
1998-05-29,1.926130604938976,2.5047009098457917,-0.5503368476504851,0.5477014019071411,-2.1159757556849037,False,False,1.0,False,False,0.0,1.0,-0.0010659239641490688,-0.0010659239641490688,1.8294013277246874,1.8294013277246874,1.2950782170422233,0.0243
1998-05-30,1.935945268870633,2.5047009098457917,-0.5501080749015625,0.5580890731511723,-1.764468623581423,False,False,1.0,False,False,0.0,1.0,0.003134669157168742,0.003134669157168742,1.8325359968818562,1.8325359968818562,1.2950782170422233,0.0243
1998-05-31,1.9373475863149932,2.5047009098457917,-0.5497835628631972,0.5603041961932822,-1.6774720779830437,False,False,1.0,False,False,0.0,1.0,0.0006683348638884441,0.0006683348638884441,1.8332043317457445,1.8332043317457445,1.2950782170422233,0.0243
1998-06-01,1.938892000750556,2.5047009098457917,-0.549387570334964,0.5628404534746028,-1.5847844656013288,False,False,1.0,False,False,0.0,1.0,0.0007650981817866789,0.0007650981817866789,1.8339694299275313,1.8339694299275313,1.2950782170422233,0.0243
1998-06-02,1.921167275395012,2.5047009098457917,-0.5488832538450705,0.5463788900901452,-2.077492278990164,True,False,1.0,False,False,0.0,1.0,-0.004994473554587218,-0.004994473554587218,1.828974956372944,1.828974956372944,1.2950782170422233,0.0243
1998-06-03,1.9391557531787404,2.5047009098457917,-0.5483474314410592,0.5657094427367164,-1.465239374838108,False,False,1.0,False,False,0.0,1.0,0.005835458734648743,0.005835458734648743,1.8348104151075928,1.8348104151075928,1.2950782170422233,0.0243
1998-06-04,1.9364844322287056,2.5047009098457917,-0.547782348196998,0.5644534863022204,-1.4949907013355692,False,False,1.0,False,False,0.0,1.0,-0.0003796132980939526,-0.0003796132980939526,1.8344308018094988,1.8344308018094988,1.2950782170422233,0.0243
1998-06-05,1.9195320929845017,2.5047009098457917,-0.5471481018928595,0.5490897443530587,-1.9457261617334385,False,False,1.0,False,False,0.0,1.0,-0.004669866657570578,-0.004669866657570578,1.8297609351519282,1.8297609351519282,1.2950782170422233,0.0243
1998-06-06,1.9155400908322129,2.5047009098457917,-0.5464505812483791,0.546844822793636,-1.9853234438347944,False,False,1.0,False,False,0.0,1.0,-0.0006835446653843199,-0.0006835446653843199,1.8290773904865438,1.8290773904865438,1.2950782170422233,0.0243
1998-06-07,1.9173735711604596,2.5047009098457917,-0.5457121883522248,0.5505277564807041,-1.8485209528922477,False,False,1.0,False,False,0.0,1.0,0.0011214030655037524,0.0011214030655037524,1.8301987935520476,1.8301987935520476,1.2950782170422233,0.0243
1998-06-08,1.9192020396284968,2.5047009098457917,-0.5449516549368111,0.5542611336862961,-1.7126063112097067,False,False,1.0,False,False,0.0,1.0,0.0011367888875322139,0.0011367888875322139,1.8313355824395798,1.8313355824395798,1.2950782170422233,0.0243
1998-06-09,1.8945214698836776,2.5047009098457917,-0.5441078722081312,0.5316939873097137,-2.3371980408265007,True,False,1.0,False,False,0.0,1.0,-0.0069280714795863976,-0.0069280714795863976,1.8244075109599933,1.8244075109599933,1.2950782170422233,0.0243
1998-06-10,1.858844998357508,2.5047009098457917,-0.5430997596077123,0.4985425363310403,-3.1972289758277213,False,False,1.0,False,False,0.0,1.0,-0.010298208263724329,-0.010298208263724329,1.8141093026962691,1.8141093026962691,1.2950782170422233,0.0243
1998-06-11,1.8386423599309958,2.5047009098457917,-0.5419066150626626,0.4813283681320917,-3.5359403656576665,False,False,1.0,False,False,0.0,1.0,-0.005386233823134337,-0.005386233823134337,1.8087230688731348,1.8087230688731348,1.2950782170422233,0.0243
1998-06-12,1.8819892762161752,2.5047009098457917,-0.5406947296863301,0.5277106948219996,-2.217431329231684,False,False,1.0,False,False,0.0,1.0,0.014332041947898742,0.014332041947898742,1.8230551108210336,1.8230551108210336,1.2950782170422233,0.0243
1998-06-13,1.8608257857331327,2.5047009098457917,-0.5394171291268668,0.5097472116226645,-2.6348273178070545,False,False,1.0,False,False,0.0,1.0,-0.005592782719162245,-0.005592782719162245,1.8174623281018714,1.8174623281018714,1.2950782170422233,0.0243
1998-06-14,1.8632793484234944,2.5047009098457917,-0.5381028096115235,0.5154927515989347,-2.4267639681160347,False,False,1.0,False,False,0.0,1.0,0.0017892936720196855,0.0017892936720196855,1.819251621773891,1.819251621773891,1.2950782170422233,0.0243
1998-06-15,1.865846265020564,2.5047009098457917,-0.536776247364993,0.5213823098618564,-2.2306342897396676,False,False,1.0,False,False,0.0,1.0,0.0018345760562020743,0.0018345760562020743,1.821086197830093,1.821086197830093,1.2950782170422233,0.0243
1998-06-16,1.8891850072978351,2.5047009098457917,-0.535516250419024,0.547876967636099,-1.5303626229274034,False,False,1.0,False,False,0.0,1.0,0.008201428509242112,0.008201428509242112,1.8292876263393352,1.8292876263393352,1.2950782170422233,0.0243
1998-06-17,1.8832226893932185,2.5047009098457917,-0.5343047397857745,0.54494912151687,-1.586551219339091,False,False,1.0,False,False,0.0,1.0,-0.0009088466617405207,-0.0009088466617405207,1.8283787796775948,1.8283787796775948,1.2950782170422233,0.0243
1998-06-18,1.9400839856015164,2.5047009098457917,-0.5333025092444346,0.6043207054739375,-0.07746589425979143,False,False,1.0,False,False,0.0,1.0,0.01812403910835363,0.01812403910835363,1.8465028187859482,1.8465028187859482,1.2950782170422233,0.0243
1998-06-19,1.9411124676899183,2.5047009098457917,-0.5324841844104787,0.6073988465184978,-0.00045333462543114677,False,False,1.0,False,False,0.0,1.0,0.0009399403085953378,0.0009399403085953378,1.8474427590945437,1.8474427590945437,1.2950782170422233,0.0243
1998-06-20,1.9535008583618163,2.5047009098457917,-0.5318589951811388,0.6213531492219495,0.35088295953262294,False,True,0.0,False,False,0.0,0.0,0.004247046638363435,0.004247046638363435,1.851689805732907,1.851689805732907,1.2950782170422233,0.0243
1998-06-21,1.9560887150889423,2.5047009098457917,-0.5314056982977104,0.6250763790654286,0.4406932799196894,False,False,0.0,False,False,0.0,0.0,0.0011326788515427608,0.0,1.851689805732907,1.851689805732907,1.2950782170422233,0.0243
1998-06-22,1.958539383993271,2.5047009098457917,-0.5311049778353887,0.6282802627853439,0.5167437833189332,False,False,0.0,False,False,0.0,0.0,0.0009741806057283249,0.0,1.851689805732907,1.851689805732907,1.2950782170422233,0.0243
1998-06-23,1.9597031682817188,2.5047009098457917,-0.5309360840151328,0.6298670755790539,0.5514077372914676,False,False,0.0,False,False,0.0,0.0,0.00048238147284952336,0.0,1.851689805732907,1.851689805732907,1.2950782170422233,0.0243
1998-06-24,1.96454439283717,2.5047009098457917,-0.5308909710070238,0.6348212947269618,0.6706666932809943,False,False,0.0,False,False,0.0,0.0,0.001503890974707458,0.0,1.851689805732907,1.851689805732907,1.2950782170422233,0.0243
1998-06-25,1.961754928211384,2.5047009098457917,-0.530940953865359,0.6319066379904268,0.590633194869982,False,False,0.0,False,False,0.0,0.0,-0.0008854824057205624,-0.0,1.851689805732907,1.851689805732907,1.2950782170422233,0.0243
1998-06-26,1.966149328827755,2.5047009098457917,-0.5310813340073398,0.635949428337454,0.6861293592832305,False,False,0.0,False,False,0.0,0.0,0.0012264447926421999,0.0,1.851689805732907,1.851689805732907,1.2950782170422233,0.0243
1998-06-27,2.0353854770781954,2.5047009098457917,-0.5314855767037611,0.7041730695383697,2.364025977969069,False,False,0.0,True,False,-1.0,-1.0,0.020264861898900755,0.0,1.851689805732907,1.851689805732907,1.2950782170422233,0.0243
1998-06-28,2.0353854770781954,2.5047009098457917,-0.5321050842326617,0.702621388467076,2.276863727559292,False,False,0.0,False,False,-1.0,-1.0,-0.00046069244878562944,0.00046069244878562944,1.8521504981816928,1.8521504981816928,1.2950782170422233,0.0243
1998-06-29,2.0353854770781954,2.5047009098457917,-0.5328979470417177,0.7006355042678507,2.1841713439285715,False,False,0.0,False,False,-1.0,-1.0,-0.0005892594611563684,0.0005892594611563684,1.852739757642849,1.852739757642849,1.2950782170422233,0.0243
1998-06-30,2.0353854770781954,2.5047009098457917,-0.5338281152812093,0.6983057110320863,2.0880297922888107,False,False,0.0,False,False,-1.0,-1.0,-0.000690827945673971,0.000690827945673971,1.853430585588523,1.853430585588523,1.2950782170422233,0.0243
1998-07-01,2.0353854770781954,2.5047009098457917,-0.5348646683930822,0.6957094555096746,1.990275453581569,False,False,0.0,False,False,-1.0,-1.0,-0.0007692468784502818,0.0007692468784502818,1.8541998324669733,1.8541998324669733,1.2950782170422233,0.0243
1998-07-02,2.0353854770781954,2.5257805806847955,-0.5359745027579023,0.6816314862700965,1.632928452940702,False,False,0.0,False,False,-1.0,-1.0,-0.004153847716499569,0.004153847716499569,1.8583536801834728,1.8583536801834728,1.2950782170422233,0.0243
1998-07-03,2.0353854770781954,2.530834765547139,-0.5371357059495817,0.6759837586442887,1.482210060173203,False,False,0.0,False,False,-1.0,-1.0,-0.0016636470272051408,0.0016636470272051408,1.860017327210678,1.860017327210678,1.2950782170422233,0.0243
1998-07-04,2.0353854770781954,2.5363938550703704,-0.5383283178913306,0.6699728395682554,1.3278146627211438,False,False,0.0,False,False,-1.0,-1.0,-0.001767502472507493,0.001767502472507493,1.8617848296831854,1.8617848296831854,1.2950782170422233,0.0243
1998-07-05,2.0353854770781954,2.5419375107746784,-0.5395342247293893,0.6639231928918257,1.177578549567612,False,False,0.0,False,False,-1.0,-1.0,-0.001775731438666981,0.001775731438666981,1.8635605611218522,1.8635605611218522,1.2950782170422233,0.0243
1998-07-06,2.0353854770781954,2.54723283146014,-0.5407370856259083,0.6580022193838089,1.0330222243313023,False,False,0.0,False,False,-1.0,-1.0,-0.0017349471845801321,0.0017349471845801321,1.8652955083064324,1.8652955083064324,1.2950782170422233,0.0243
1998-07-07,2.0353854770781954,2.5335495887179493,-0.5419329475393725,0.6623714807271122,1.1254338484306503,False,False,0.0,False,False,-1.0,-1.0,0.0012819099924655433,-0.0012819099924655433,1.8640135983139667,1.8640135983139667,1.2950782170422233,0.0243
1998-07-08,2.0353854770781954,2.5337137188126717,-0.5431121003321447,0.659294897613476,1.046832485265944,False,False,0.0,False,False,-1.0,-1.0,-0.0009018334183338332,0.0009018334183338332,1.8649154317323007,1.8649154317323007,1.2950782170422233,0.0243
1998-07-09,2.0353854770781954,2.5427131776486966,-0.544261201756199,0.6514853472897923,0.8619091791643779,False,False,0.0,False,False,-1.0,-1.0,-0.0022839713383405514,0.0022839713383405514,1.8671994030706411,1.8671994030706411,1.2950782170422233,0.0243
1998-07-10,2.0353854770781954,2.5495704895412503,-0.545369456510331,0.6449276048623052,0.7075940625084391,False,False,0.0,False,False,-1.0,-1.0,-0.0019141979824729726,0.0019141979824729726,1.8691136010531142,1.8691136010531142,1.2950782170422233,0.0243
1998-07-11,2.0353854770781954,2.5489206215166518,-0.546432874951131,0.6425714538406277,0.6501865150728924,False,False,0.0,False,False,-1.0,-1.0,-0.0006872852707260447,0.0006872852707260447,1.8698008863238402,1.8698008863238402,1.2950782170422233,0.0243
1998-07-12,2.0353854770781954,2.553793795270132,-0.5474443110170485,0.6373255923469245,0.5275831223829175,False,False,0.0,False,False,-1.0,-1.0,-0.0015278709695087669,0.0015278709695087669,1.871328757293349,1.871328757293349,1.2950782170422233,0.0243
1998-07-13,2.0353854770781954,2.55828923347672,-0.5483978975595599,0.632425040090304,0.4136864342475791,False,False,0.0,False,False,-1.0,-1.0,-0.001425264467013824,0.001425264467013824,1.8727540217603629,1.8727540217603629,1.2950782170422233,0.0243
1998-07-14,2.0353854770781954,2.564386699774063,-0.5492869981119552,0.6268012047610765,0.28403239729049157,False,False,0.0,False,False,-1.0,-1.0,-0.0016329514306026999,0.0016329514306026999,1.8743869731909655,1.8743869731909655,1.2950782170422233,0.0243
1998-07-15,2.0353854770781954,2.5848187928541257,-0.5500890641321399,0.6135049263659018,-0.019379967866282977,False,False,0.0,False,True,0.0,0.0,-0.0038458939197317746,0.0038458939197317746,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-16,2.0353854770781954,2.5848187928541257,-0.5508064430647076,0.611650631819403,-0.0610410803596137,False,False,0.0,False,False,0.0,0.0,-0.0005360595682447971,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-17,2.0353854770781954,2.5848187928541257,-0.5514433709189753,0.6100042887319996,-0.09784344347417792,False,False,0.0,False,False,0.0,0.0,-0.00047571629253471287,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-18,2.0353854770781954,2.5848187928541257,-0.5520052368378975,0.6085519671457054,-0.13012546827191557,False,False,0.0,False,False,0.0,0.0,-0.00041947710174977074,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-19,2.0353854770781954,2.5848187928541257,-0.5524980444535722,0.6072781487594479,-0.15826013504960182,False,False,0.0,False,False,0.0,0.0,-0.0003677843315489488,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-20,2.0353854770781954,2.5848187928541257,-0.5529280257683266,0.6061667249764946,-0.18263231625763532,False,False,0.0,False,False,0.0,0.0,-0.0003207938654558366,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-21,2.0353854770781954,2.5848187928541257,-0.5533013718185584,0.6052016930896174,-0.2036229106981144,False,False,0.0,False,False,0.0,0.0,-0.00027846273272293126,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-22,2.0353854770781954,2.5848187928541257,-0.5536240516043311,0.604367624315278,-0.2215981563116483,False,False,0.0,False,False,0.0,0.0,-0.00024061503955962526,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-23,2.0353854770781954,2.5848187928541257,-0.553901696799122,0.6036499617980369,-0.23690282700645374,False,False,0.0,False,False,0.0,0.0,-0.00020699090652529802,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-24,2.0353854770781954,2.5848187928541257,-0.554139534711592,0.6030351938922311,-0.24985629649062588,False,False,0.0,False,False,0.0,0.0,-0.00017728222341799582,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-25,2.0353854770781954,2.5848187928541257,-0.5543423559884447,0.6025109376442317,-0.2607506782106483,False,False,0.0,False,False,0.0,0.0,-0.0001511582884511269,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-26,2.0353854770781954,2.5848187928541257,-0.5545145067607108,0.6020659590928741,-0.2698504331462313,False,False,0.0,False,False,0.0,0.0,-0.00012828376930032438,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-27,2.0353854770781954,2.5848187928541257,-0.55465989747569,0.6016901504404892,-0.2773929832704828,False,False,0.0,False,False,0.0,0.0,-0.00010833090194448594,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-28,2.0353854770781954,2.5848187928541257,-0.5547820226425261,0.6013744790141708,-0.2835899840729367,False,False,0.0,False,False,0.0,0.0,-9.098741771951752e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-29,2.0353854770781954,2.5848187928541257,-0.5548839872559668,0.6011109189651433,-0.28862900004856046,False,False,0.0,False,False,0.0,0.0,-7.596134674703739e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-30,2.0353854770781954,2.5848187928541257,-0.5549685368401245,0.6008923736110845,-0.29267539716083346,False,False,0.0,False,False,0.0,0.0,-6.298357391644145e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-07-31,2.0353854770781954,2.5848187928541257,-0.5550380889471656,0.600712594017722,-0.2958743199948569,False,False,0.0,False,False,0.0,0.0,-5.180880973865725e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-01,2.0353854770781954,2.5848187928541257,-0.5550947646165777,0.6005660976823279,-0.2983526619952469,False,False,0.0,False,False,0.0,0.0,-4.2215471839015994e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-02,2.0353854770781954,2.5848187928541257,-0.5551404187989277,0.6004480898938171,-0.30022096762087946,False,False,0.0,False,False,0.0,0.0,-3.4004844254127865e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-03,2.0353854770781954,2.5848187928541257,-0.5551766691137391,0.6003543893988459,-0.30157522772035317,False,False,0.0,False,False,0.0,0.0,-2.6999783231442353e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-04,2.0353854770781954,2.5848187928541257,-0.5552049225758025,0.6002813593191414,-0.3043081212683385,False,False,0.0,False,False,0.0,0.0,-2.1043163423724225e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-05,2.0353854770781954,2.5848187928541257,-0.5552264001125657,0.6002258437784913,-0.30628300133885294,False,False,0.0,False,False,0.0,0.0,-1.599620200414029e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-06,2.0353854770781954,2.5848187928541257,-0.5552421588263728,0.6001851103588915,-0.3075355264516646,False,False,0.0,False,False,0.0,0.0,-1.1736756107778197e-05,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-07,2.0353854770781954,2.5848187928541257,-0.5552531120439879,0.600156798276158,-0.3069291183638017,False,False,0.0,False,False,0.0,0.0,-8.15765782710349e-06,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-08,2.0353854770781954,2.5848187928541257,-0.5552600472533252,0.6001388720167304,-0.3047937566776345,False,False,0.0,False,False,0.0,0.0,-5.165128138988685e-06,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-09,2.0353854770781954,2.5848187928541257,-0.5552636420621709,0.6001295800872692,-0.30124638971297396,False,False,0.0,False,False,0.0,0.0,-2.6772946149439864e-06,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-10,2.0353854770781954,2.5848187928541257,-0.5552644783323764,0.6001274184803265,-0.29706390250136844,False,False,0.0,False,False,0.0,0.0,-6.228259746512027e-07,-0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-11,2.0353854770781954,2.5848187928541257,-0.5552630546503611,0.6001310984403547,-0.2925727251342861,False,False,0.0,False,False,0.0,0.0,1.0603116950313896e-06,0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-12,2.0353854770781954,2.5848187928541257,-0.5552597972943635,0.6001395181153522,-0.2878753986143468,False,False,0.0,False,False,0.0,0.0,2.425977852327911e-06,0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-13,2.0353854770781954,2.5848187928541257,-0.5552550698533532,0.6001517376937178,-0.2830206321294779,False,False,0.0,False,False,0.0,0.0,3.5208640313089744e-06,0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-14,2.0353854770781954,2.5848187928541257,-0.5552491816437886,0.6001669576484567,-0.2780502615510623,False,False,0.0,False,False,0.0,0.0,4.385390771830894e-06,0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
1998-08-15,2.0353854770781954,2.5848187928541257,-0.5552423950598414,0.6001844997381824,-0.27553775705638917,False,False,0.0,False,False,0.0,0.0,5.054503023077416e-06,0.0,1.8782328671106974,1.8782328671106974,1.2950782170422233,0.0243
