Date,NG_SB_pair,LE_HO_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_HO_pair_NG_SB_pair_pair,sharpe,CAGR
1991-01-04,1.0,0.9784215170988224,-0.23140569775409353,0.7735876861381282,,False,False,0.0,False,False,0.0,0.0,,,,,1.248812719945138,0.02
1991-01-05,1.0,0.9686901231155088,-0.3111099270936465,0.6986308864211985,,False,False,0.0,False,False,0.0,0.0,-0.057598416110242856,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-06,1.0,0.9747404690934358,-0.3527653583157088,0.656145329155432,,False,False,0.0,False,False,0.0,0.0,-0.0316146962819021,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-07,1.0,0.9802727545455592,-0.3787516361310392,0.6287200903611889,,False,False,0.0,False,False,0.0,0.0,-0.01999973791015925,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-08,1.0,1.0359110338363011,-0.3963114018423176,0.589456645996411,,False,False,0.0,False,False,0.0,0.0,-0.027835687753471214,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-09,1.0,1.0359110338363011,-0.40901781809920873,0.5762939291953806,,False,False,0.0,False,False,0.0,0.0,-0.00924538924919482,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-10,1.0,1.0359110338363011,-0.4186792276081828,0.5662855684826233,,False,False,0.0,False,False,0.0,0.0,-0.0069807211901779164,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-11,1.0,1.0359110338363011,-0.4263044345051377,0.558386532522783,,False,False,0.0,False,False,0.0,0.0,-0.005479302280425701,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-12,1.0,1.0359110338363011,-0.4324995677319155,0.5519689256570781,,False,False,0.0,False,False,0.0,0.0,-0.004431953829870023,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-13,1.0,1.0359110338363011,-0.4376505525953448,0.5466329636019278,,False,False,0.0,False,False,0.0,0.0,-0.0036714483826292034,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-14,1.0,1.0359110338363011,-0.44201477285166063,0.5421120196843184,,False,False,0.0,False,False,0.0,0.0,-0.0031010228348480116,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-15,1.0,1.0359110338363011,-0.4457705076046412,0.5382214126135434,,False,False,0.0,False,False,0.0,0.0,-0.002661557026725325,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-16,1.0,1.0684371068491787,-0.4489774762914372,0.5202958041907311,,False,False,0.0,False,False,0.0,0.0,-0.012114318843982584,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-17,1.0,1.0389247781003208,-0.4518066516938944,0.5306068746446718,,False,False,0.0,False,False,0.0,0.0,0.007017230634890396,0.0,1.0,1.0,1.248812719945138,0.02
1991-01-18,1.0,1.2485162189116767,-0.45394500883399147,0.4332422939767573,,False,False,0.0,False,False,0.0,0.0,-0.06214399348004237,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-19,1.0,1.2485162189116767,-0.45554235267848286,0.431247984279731,,False,False,0.0,False,False,0.0,0.0,-0.0012712714801584749,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-20,1.0,1.2485162189116767,-0.4567141961801781,0.4297849186618382,,False,False,0.0,False,False,0.0,0.0,-0.0009317612824390471,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-21,1.0,1.2485162189116767,-0.45755002987568477,0.4287413667366853,,False,False,0.0,False,False,0.0,0.0,-0.0006641503206799244,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-22,1.0,1.2485162189116767,-0.4581195727312183,0.42803028324418646,,False,False,0.0,False,False,0.0,0.0,-0.00045235190278750066,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-23,1.0,1.2485162189116767,-0.45847746790414795,0.4275834453161136,,False,False,0.0,False,False,0.0,0.0,-0.00028417274464698374,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-24,1.0,1.2485162189116767,-0.45866680631110596,0.42734705324416355,,False,False,0.0,False,False,0.0,0.0,-0.0001503142015138655,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-25,1.0,1.2485162189116767,-0.45872177565684635,0.42727842312446374,,False,False,0.0,False,False,0.0,0.0,-4.363780640446501e-05,-0.0,1.0,1.0,1.248812719945138,0.02
1991-01-26,1.0,1.2485162189116767,-0.45866965947088717,0.4273434910279016,,False,False,0.0,False,False,0.0,0.0,4.137451698234042e-05,0.0,1.0,1.0,1.248812719945138,0.02
1991-01-27,1.0,1.2485162189116767,-0.4585323530131985,0.4275149203672872,,False,False,0.0,False,False,0.0,0.0,0.00010901810236932256,0.0,1.0,1.0,1.248812719945138,0.02
1991-01-28,1.0,1.2485162189116767,-0.4583275191998155,0.42777065870547737,,False,False,0.0,False,False,0.0,0.0,0.00016265969058914859,0.0,1.0,1.0,1.248812719945138,0.02
1991-01-29,1.0,1.2485162189116767,-0.4580694752603374,0.42809283074910764,,False,False,0.0,False,False,0.0,0.0,0.00020495615131255475,0.0,1.0,1.0,1.248812719945138,0.02
1991-01-30,1.0,1.2485162189116767,-0.45776987701268584,0.4284668840204582,,False,False,0.0,False,False,0.0,0.0,0.00023801806500106095,0.0,1.0,1.0,1.248812719945138,0.02
1991-01-31,1.0,1.2485162189116767,-0.45743825021425144,0.42888092545692924,,False,False,0.0,False,False,0.0,0.0,0.000263532817581935,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-01,1.0,1.2485162189116767,-0.4570824057106479,0.4293252030910889,,False,False,0.0,False,False,0.0,0.0,0.0002828578105626962,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-02,1.0,1.2485162189116767,-0.45670876577602004,0.42979169860950484,,False,False,0.0,False,False,0.0,0.0,0.00029709148652623237,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-03,1.0,1.254988069870393,-0.45631459031589106,0.4273306330457608,,False,False,0.0,False,False,0.0,0.0,-0.0015648969932633315,-0.0,1.0,1.0,1.248812719945138,0.02
1991-02-04,1.0,1.2609571045904242,-0.4558983145095695,0.4251317813483586,,False,False,0.0,False,False,0.0,0.0,-0.0013962131379378455,-0.0,1.0,1.0,1.248812719945138,0.02
1991-02-05,1.0,1.2602745254961274,-0.455466825309805,0.42598676285345793,,False,False,0.0,False,False,0.0,0.0,0.0005431857146571942,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-06,1.0,1.2783221536300449,-0.4550032346938774,0.4183592851174859,,False,False,0.0,False,False,0.0,0.0,-0.004822509729422735,-0.0,1.0,1.0,1.248812719945138,0.02
1991-02-07,1.0,1.2783221536300449,-0.4545152761903689,0.418983053282573,,False,False,0.0,False,False,0.0,0.0,0.00039453603984589066,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-08,1.0,1.2783221536300449,-0.4540095186361708,0.41962957436847015,,False,False,0.0,False,False,0.0,0.0,0.00040909464984374043,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-09,1.0,1.2783221536300449,-0.4534915345722098,0.42029172487265876,,False,False,0.0,False,False,0.0,0.0,0.00041915998960962044,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-10,1.0,1.2783221536300449,-0.45296604320500394,0.4209634721288994,,False,False,0.0,False,False,0.0,0.0,0.0004254159067151587,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-11,1.0,1.2783221536300449,-0.4524370319641117,0.4216397189176513,,False,False,0.0,False,False,0.0,0.0,0.0004284489396097559,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-12,1.0,1.2783221536300449,-0.4519078600373646,0.4223161711146912,,False,False,0.0,False,False,0.0,0.0,0.00042876283869745443,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-13,1.0,1.2783221536300449,-0.4513813467165563,0.42298922475686185,,False,False,0.0,False,False,0.0,0.0,0.0004267907694333033,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-14,1.0,1.2783221536300449,-0.45085984692403447,0.42365586949475587,,False,False,0.0,False,False,0.0,0.0,0.0004229055857748188,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-15,1.0,1.2783221536300449,-0.450345315903425,0.42431360589713085,,False,False,0.0,False,False,0.0,0.0,0.00041742849645501606,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-16,1.0,1.2783221536300449,-0.4498393647343527,0.42496037448521096,,False,False,0.0,False,False,0.0,0.0,0.0004106363913661621,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-17,1.0,1.2783221536300449,-0.4493433080615064,0.42559449471956645,,False,False,0.0,False,False,0.0,0.0,0.0004027680494184664,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-18,1.0,1.2783221536300449,-0.4488582052040033,0.42621461244910186,,False,False,0.0,False,False,0.0,0.0,0.00039402941115143143,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-19,1.0,1.2783221536300449,-0.4483848956242531,0.4268196545704219,,False,False,0.0,False,False,0.0,0.0,0.00038459806790609903,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-20,1.0,1.2783221536300449,-0.4479240295800724,0.427408789844554,,False,False,0.0,False,False,0.0,0.0,0.00037462709337783627,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-21,1.0,1.2783221536300449,-0.44747609465432564,0.4279813949835206,,False,False,0.0,False,False,0.0,0.0,0.000364248321959661,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-22,1.0,1.2783221536300449,-0.44704143874843094,0.4285370252572319,,False,False,0.0,False,False,0.0,0.0,0.00035357516062524847,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-23,1.0,1.2783221536300449,-0.4466202900359724,0.42907538898634046,,False,False,0.0,False,False,0.0,0.0,0.00034270500655098356,0.0,1.0,1.0,1.248812719945138,0.02
1991-02-24,1.0,1.2783221536300449,-0.44621277429734674,0.42959632538297854,,False,False,0.0,False,False,0.0,0.0,0.0003317213306732266,0.0,1.0,1.0,1.248812719945138,0.02
