Date,SB,NG,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,NG_SB_pair,sharpe,CAGR
1990-08-28,11.44,1.5019999999999998,-4.205671922684319,5.123080772128153,,False,False,0.0,False,False,0.0,0.0,-0.010530371962592357,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-08-29,11.47,1.5,-4.236213990813678,5.1156790137794825,,False,False,0.0,False,False,0.0,0.0,-0.0004152617288699429,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-08-30,11.05,1.505,-4.261057199895329,4.6371089141575315,,False,False,0.0,False,False,0.0,0.0,-0.02740497534282498,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-08-31,10.83,1.537,-4.280109835994787,4.251471182076013,,False,False,0.0,False,False,0.0,0.0,-0.02215222987047945,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-01,10.33,1.5,-4.293417948910018,3.8898730766349736,,False,False,0.0,False,False,0.0,0.0,-0.021562037490440347,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-02,10.33,1.5,-4.302396347881295,3.8764054781780573,,False,False,0.0,False,False,0.0,0.0,-0.0008024263479081231,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-03,10.33,1.5,-4.308069227913694,3.8678961581294597,,False,False,0.0,False,False,0.0,0.0,-0.0005067453208203608,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-04,10.33,1.5,-4.311192391304126,3.8632114130438104,,False,False,0.0,False,False,0.0,0.0,-0.0002789071887996092,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-05,10.52,1.51,-4.312800933298973,4.00767059071855,,False,False,0.0,False,False,0.0,0.0,0.008481469222643083,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-06,10.77,1.514,-4.313933086773367,4.238705306625122,,False,False,0.0,False,False,0.0,0.0,0.013353608501625125,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-07,11.24,1.53,-4.315878314363841,4.636706179023323,,False,False,0.0,False,False,0.0,0.0,0.022305347678033997,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-08,11.16,1.51,-4.318472295932269,4.639106833142274,,False,False,0.0,False,False,0.0,0.0,0.00013577674477732713,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-09,11.16,1.51,-4.3215684932606235,4.634431575176459,,False,False,0.0,False,False,0.0,0.0,-0.000264354407701896,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-10,11.16,1.51,-4.32505006344601,4.629174404196524,,False,False,0.0,False,False,0.0,0.0,-0.0002971693407673172,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-11,11.2,1.525,-4.328758485976344,4.598643308886075,,False,False,0.0,False,False,0.0,0.0,-0.0017150993511460663,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-12,11.33,1.525,-4.332979862658078,4.722205709446431,,False,False,0.0,False,False,0.0,0.0,0.006888383184627488,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-13,11.0,1.543,-4.33651730056684,4.308753805225367,,False,False,0.0,False,False,0.0,0.0,-0.02337042284467125,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-14,11.0,1.54,-4.339500042139859,4.3171699351046176,,False,False,0.0,False,False,0.0,0.0,0.00047594925972618515,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-15,10.98,1.52,-4.342174672489949,4.379894497815278,,False,False,0.0,False,False,0.0,0.0,0.0035679286852326104,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-16,10.98,1.52,-4.3445776935487315,4.376241905805928,,False,False,0.0,False,False,0.0,0.0,-0.0002077253332184882,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-17,10.98,1.52,-4.346740475028342,4.372954477956921,,False,False,0.0,False,False,0.0,0.0,-0.00018692325808145475,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-18,11.15,1.537,-4.348937181388934,4.465683552205209,,False,False,0.0,False,False,0.0,0.0,0.005199474536617507,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-19,10.92,1.56,-4.350316040612788,4.133506976644051,,False,False,0.0,False,False,0.0,0.0,-0.018760156238900445,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-20,11.05,1.555,-4.351379519126721,4.2836048477579505,,False,False,0.0,False,False,0.0,0.0,0.008424704876115817,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-21,11.14,1.846,-4.349158851074825,3.111452760915874,,False,False,0.0,False,False,0.0,0.0,-0.06114976123240531,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-22,10.9,1.872,-4.343138535719646,2.7696446611328227,,False,False,0.0,False,False,0.0,0.0,-0.01796120428108613,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-23,10.9,1.872,-4.333846654273647,2.7870390631997317,,False,False,0.0,False,False,0.0,0.0,0.0009148707623567205,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-24,10.9,1.872,-4.321792084208756,2.8096052183612095,,False,False,0.0,False,False,0.0,0.0,0.0011882931040115212,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-25,10.96,1.936,-4.3068014848829534,2.622032325266604,,False,False,0.0,False,False,0.0,0.0,-0.009719826266482592,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-26,11.08,1.93,-4.2898080082390635,2.800670544098608,,False,False,0.0,False,False,0.0,0.0,0.009227500324271266,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-27,10.82,1.945,-4.270324485991335,2.514218874746854,,False,False,0.0,False,False,0.0,0.0,-0.014977253345931646,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-28,10.52,1.94,-4.248107526237599,2.278671399099057,,False,False,0.0,False,False,0.0,0.0,-0.012554946435749002,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-29,9.78,1.935,-4.221752243629595,1.6109094085767328,,False,False,0.0,False,False,0.0,0.0,-0.03720310993590981,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-09-30,9.78,1.935,-4.192094616302979,1.668296917453734,,False,False,0.0,False,False,0.0,0.0,0.0032074928033533046,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-01,9.78,1.935,-4.159874601505944,1.7306426460859967,,False,False,0.0,False,False,0.0,0.0,0.0034968017856558432,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-02,10.13,1.909,-4.127076607238384,2.251410756781926,,False,False,0.0,False,False,0.0,0.0,0.028917762722143674,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-03,10.1,1.88,-4.094349480239153,2.4026229771503926,,False,False,0.0,False,False,0.0,0.0,0.008496320563099222,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-04,9.82,1.915,-4.060659183481159,2.04383766363358,,False,False,0.0,False,False,0.0,0.0,-0.020389975192221445,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-05,9.82,1.898,-4.026635268082641,2.1774462611791474,,False,False,0.0,False,False,0.0,0.0,0.007651148826448179,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-06,9.94,1.935,-3.992401981277161,2.214702166228693,,False,False,0.0,False,False,0.0,0.0,0.002108988220867824,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-07,9.94,1.935,-3.958243304813449,2.280799205185975,,False,False,0.0,False,False,0.0,0.0,0.0037556841204265824,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-08,9.94,1.935,-3.9243952765577137,2.346295139860823,,False,False,0.0,False,False,0.0,0.0,0.003735430429409439,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-09,10.15,1.93,-3.8916950983054353,2.6390284602705103,,False,False,0.0,False,False,0.0,0.0,0.01657515384989806,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-10,10.15,1.94,-3.860061103262709,2.6614814596703447,,False,False,0.0,False,False,0.0,0.0,0.0012729526773179174,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-11,10.15,1.94,-3.8295488795534824,2.720675173666245,,False,False,0.0,False,False,0.0,0.0,0.003367234781806198,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-12,10.15,1.96,-3.7999423333132034,2.7021130267061215,,False,False,0.0,False,False,0.0,0.0,-0.0010547940777374482,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-13,10.15,1.95,-3.7714370456998596,2.7956977608852744,,False,False,0.0,False,False,0.0,0.0,0.0053463847287800225,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-14,10.15,1.95,-3.7440584630546385,2.8490859970434554,,False,False,0.0,False,False,0.0,0.0,0.0030593375309245084,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-15,10.15,1.95,-3.717818379766604,2.900254159455123,,False,False,0.0,False,False,0.0,0.0,0.002940741944197584,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-16,10.15,1.9,-3.693315282565571,3.1327009631254157,,False,False,0.0,False,False,0.0,0.0,0.01354009172735951,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-17,10.15,1.91,-3.670302861237638,3.139721535036112,,False,False,0.0,False,False,0.0,0.0,0.000409117598238879,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-18,9.49,1.9,-3.6470292244036617,2.560644473633043,,False,False,0.0,False,False,0.0,0.0,-0.03526795314670911,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-19,9.63,1.89,-3.6241763850915785,2.7803066321769174,,False,False,0.0,False,False,0.0,0.0,0.013329262483291651,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-20,9.66,1.9,-3.6017855509789105,2.8166074531400707,,False,False,0.0,False,False,0.0,0.0,0.0021995974985191836,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-21,9.66,1.9,-3.57992519351043,2.858142132330183,,False,False,0.0,False,False,0.0,0.0,0.0025230857612787666,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-22,9.66,1.9,-3.5586494754881715,2.898565996572475,,False,False,0.0,False,False,0.0,0.0,0.0024616525106062135,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-23,9.92,1.97,-3.537912501924318,2.950312371209093,,False,False,0.0,False,False,0.0,0.0,0.003063785179094082,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-24,9.78,2.52,-3.5110904835667016,0.9320519814119113,,False,False,0.0,False,False,0.0,0.0,-0.10834582465998081,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-25,9.83,2.44,-3.4802710974617788,1.33813852219326,,False,False,0.0,False,False,0.0,0.0,0.022164043826728038,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-26,9.6,2.446,-3.4455691861518507,1.1721377706725722,,False,False,0.0,False,False,0.0,0.0,-0.009208010878330354,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-27,9.33,2.448,-3.4070827748769017,0.9894613671013452,,False,False,0.0,False,False,0.0,0.0,-0.010337908049453778,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-28,9.33,2.448,-3.3657932301323683,1.0905381726359629,,False,False,0.0,False,False,0.0,0.0,0.005752982449194476,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-29,9.33,2.448,-3.322585474388864,1.196310758696061,,False,False,0.0,False,False,0.0,0.0,0.0060567148555261754,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-30,9.39,2.434,-3.2786005274808105,1.4098863161117068,,False,False,0.0,False,False,0.0,0.0,0.012295576258303272,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-10-31,9.47,2.408,-3.2350097765483876,1.6800964580714837,,False,False,0.0,False,False,0.0,0.0,0.01565536802122738,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-01,9.42,2.36,-3.1926393848003456,1.8853710518711848,,False,False,0.0,False,False,0.0,0.0,0.012107289072955862,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-02,9.73,2.35,-3.152727571625543,2.3210902066799743,,False,False,0.0,False,False,0.0,0.0,0.025422804604445334,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-03,9.71,2.358,-3.1150419123087265,2.3647311707760235,,False,False,0.0,False,False,0.0,0.0,0.0025587966119461516,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-04,9.71,2.358,-3.0795272142793264,2.448474828729349,,False,False,0.0,False,False,0.0,0.0,0.004934362534198561,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-05,9.71,2.358,-3.0461139018808066,2.5272634193650587,,False,False,0.0,False,False,0.0,0.0,0.004664051337071647,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-06,9.55,2.385,-3.0139462261988688,2.3617382505156996,,False,False,0.0,False,False,0.0,0.0,-0.009889029776610993,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-07,9.9,2.383,-2.984149693752087,2.7887712797887776,,False,False,0.0,False,False,0.0,0.0,0.025103009094558554,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-08,9.66,2.45,-2.9551465128587777,2.419891043495994,,False,False,0.0,False,False,0.0,0.0,-0.0218270921946228,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-09,9.81,2.435,-2.9276779510348443,2.6811041892301546,,False,False,0.0,False,False,0.0,0.0,0.015420907516774478,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-10,10.17,2.4290000000000003,-2.9028524237217357,3.1189714627799034,,False,False,0.0,False,False,0.0,0.0,0.02542631368407404,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-11,10.17,2.4290000000000003,-2.880434863313454,3.1734237170116186,,False,False,0.0,False,False,0.0,0.0,0.003171992675422176,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-12,10.17,2.4290000000000003,-2.8602054086044104,3.222561062499886,,False,False,0.0,False,False,0.0,0.0,0.0028706014765222517,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-13,10.15,2.41,-2.8420836965250453,3.3005782913746406,,False,False,0.0,False,False,0.0,0.0,0.004589404875765241,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-14,10.32,2.411,-2.8263342282287502,3.5057081757404838,,False,False,0.0,False,False,0.0,0.0,0.011971891600177535,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-15,10.2,2.428,-2.812171762974348,3.3720469594982827,,False,False,0.0,False,False,0.0,0.0,-0.007849517550599426,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-16,10.06,2.4,-2.79929015402966,3.3417036303288166,,False,False,0.0,False,False,0.0,0.0,-0.0018084868988436395,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-17,10.07,2.335,-2.7881669168297827,3.559630249202458,,False,False,0.0,False,False,0.0,0.0,0.013143652533029841,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-18,10.07,2.335,-2.7785645201303,3.5820518454957497,,False,False,0.0,False,False,0.0,0.0,0.0013541289104225343,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-19,10.07,2.335,-2.7702806763220575,3.601394620787996,,False,False,0.0,False,False,0.0,0.0,0.0011695529851966258,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-20,9.85,2.35,-2.7624066351774195,3.358344407333064,,False,False,0.0,False,False,0.0,0.0,-0.014873047108152076,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-21,9.77,2.38,-2.754461813542636,3.214380883768526,,False,False,0.0,False,False,0.0,0.0,-0.008818258134014928,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-22,9.83,2.38,-2.746686594161852,3.292885905894792,,False,False,0.0,False,False,0.0,0.0,0.004796509737446042,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-23,9.83,2.38,-2.7391127784037117,3.3109115873991666,,False,False,0.0,False,False,0.0,0.0,0.0011025496375982285,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-24,9.83,2.605,-2.729915061116155,2.7185712657924164,,False,False,0.0,False,False,0.0,0.0,-0.034964012238868365,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-25,9.83,2.605,-2.7194252250668174,2.7458972887009407,,False,False,0.0,False,False,0.0,0.0,0.0016155762664412509,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-26,9.83,2.605,-2.707945926022052,2.775800862712555,,False,False,0.0,False,False,0.0,0.0,0.001771098159199895,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-27,10.0,2.6180000000000003,-2.6961232284866123,2.9415493878220484,,False,False,0.0,False,False,0.0,0.0,0.009716505260516822,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-28,9.98,2.54,-2.6847427582677814,3.160753393999835,,False,False,0.0,False,False,0.0,0.0,0.013048442666440402,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-29,9.98,2.505,-2.674126089844654,3.2813141449391416,,False,False,0.0,False,False,0.0,0.0,0.007228432263008565,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-11-30,9.97,2.49,-2.6643249230299157,3.3358309416555096,,False,False,0.0,False,False,0.0,0.0,0.0032833197810022514,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-01,9.82,2.445,-2.6552197616015762,3.327987682884147,,False,False,0.0,False,False,0.0,0.0,-0.000480827173182861,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-02,9.82,2.445,-2.6467551961904348,3.3486835453143877,,False,False,0.0,False,False,0.0,0.0,0.001270361575002644,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-03,9.82,2.445,-2.638881879815814,3.3679338038503355,,False,False,0.0,False,False,0.0,0.0,0.0011830248417071209,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-04,9.76,2.475,-2.63115169911319,3.247899544694854,,False,False,0.0,False,False,0.0,0.0,-0.0073766911337096045,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-05,9.71,2.44,-2.6237381671351936,3.308078872190128,,False,False,0.0,False,False,0.0,0.0,0.003735080814875769,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-06,9.87,2.402,-2.617376305891158,3.5830621132494374,,False,False,0.0,False,False,0.0,0.0,0.017019514649790672,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-07,9.54,2.351,-2.611410172596167,3.4005746842264104,,False,False,0.0,False,False,0.0,0.0,-0.01163865545757239,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-08,9.6,2.35,-2.6059776612045815,3.475952496169233,,False,False,0.0,False,False,0.0,0.0,0.004793791924404889,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-09,9.6,2.35,-2.6010199216832004,3.4876031840444783,,False,False,0.0,False,False,0.0,0.0,0.000741496540070461,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-10,9.6,2.35,-2.5964867790282646,3.4982560692835776,,False,False,0.0,False,False,0.0,0.0,0.0006784523608399709,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-11,9.73,2.355,-2.5926434359543205,3.624324708327576,,False,False,0.0,False,False,0.0,0.0,0.007961052289970513,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-12,9.89,2.285,-2.590312235655146,3.971136541527992,,False,False,0.0,False,False,0.0,0.0,0.021937809388476857,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-13,9.84,2.204,-2.5896561259345035,4.132397898440354,,False,False,0.0,False,False,0.0,0.0,0.01037210470521275,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-14,9.69,2.22,-2.589875711478092,3.940475920518635,,False,False,0.0,False,False,0.0,0.0,-0.012430563075242557,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-15,9.67,2.262,-2.5904866749676048,3.810319141223278,,False,False,0.0,False,False,0.0,0.0,-0.008381162528642532,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-16,9.67,2.262,-2.5914179243487454,3.808212655123138,,False,False,0.0,False,False,0.0,0.0,-0.00013562419143183177,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-17,9.67,2.262,-2.5926091268029303,3.8055181551717716,,False,False,0.0,False,False,0.0,0.0,-0.00017345283726109996,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-18,9.7,2.175,-2.594638433858327,4.056661406358139,,False,False,0.0,False,False,0.0,0.0,0.016368227139981064,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-19,9.7,2.046,-2.5981340422981862,4.38421774945791,,False,False,0.0,False,False,0.0,0.0,0.021814137794116322,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-20,9.67,2.046,-2.602721089654818,4.344832650566243,,False,False,0.0,False,False,0.0,0.0,-0.002626519462829121,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-21,9.67,1.92,-2.60887456199125,4.6609608409767995,,False,False,0.0,False,False,0.0,0.0,0.021536027459687832,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-22,9.67,1.962,-2.6160269653714527,4.53735509394121,,False,False,0.0,False,False,0.0,0.0,-0.008350247392950497,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-23,9.67,1.962,-2.6239561929200876,4.5217979494907885,,False,False,0.0,False,False,0.0,0.0,-0.0010498672104344174,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-24,9.67,1.962,-2.632482729545865,4.5050688846310125,,False,False,0.0,False,False,0.0,0.0,-0.0011276806565313053,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-25,9.67,1.962,-2.6414599350204124,4.4874556074899505,,False,False,0.0,False,False,0.0,0.0,-0.0011858760812688855,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-26,9.67,1.962,-2.650766870154233,4.469195400757394,,False,False,0.0,False,False,0.0,0.0,-0.0012279232512735828,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-27,9.9,1.999,-2.6606378967497943,4.581384844397161,,False,False,0.0,False,False,0.0,0.0,0.007371856275533929,0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-28,9.7,1.96,-2.6706731343625263,4.465480656649448,,False,False,0.0,False,False,0.0,0.0,-0.007760824776682093,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-29,9.37,1.95,-2.680114184082342,4.143777341039432,,False,False,0.0,False,False,0.0,0.0,-0.02204017595007865,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-30,9.37,1.95,-2.6890106755305028,4.126429182715519,,False,False,0.0,False,False,0.0,0.0,-0.0011871265784947212,-0.0,1.0,1.0,1.0893190768461476,0.0498
1990-12-31,9.37,1.95,-2.6974051743535097,4.110059910010656,,False,False,0.0,False,False,0.0,0.0,-0.001118888567155789,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-01,9.37,1.95,-2.705334501103153,4.094597722848851,,False,False,0.0,False,False,0.0,0.0,-0.0010557707374093598,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-02,9.37,1.95,-2.7128307816118804,4.0799799758568325,,False,False,0.0,False,False,0.0,0.0,-0.000997116441037955,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-03,9.12,1.832,-2.719967079387395,4.137020310562291,,False,False,0.0,False,False,0.0,0.0,0.004044559090457918,0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-04,9.11,1.7819999999999998,-2.726997854209081,4.250489823799417,,False,False,0.0,False,False,0.0,0.0,0.008122655111446957,0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-05,9.2,1.743,-2.7342855121409824,4.434140352338266,,False,False,0.0,False,False,0.0,0.0,0.013149962349048621,0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-06,9.2,1.743,-2.7417499194298456,4.421129890433778,,False,False,0.0,False,False,0.0,0.0,-0.0009307234277529267,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-07,9.2,1.743,-2.7493272169958507,4.407922660776231,,False,False,0.0,False,False,0.0,0.0,-0.000943907708437482,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-08,9.32,1.785,-2.7570239492566277,4.39871225057692,,False,False,0.0,False,False,0.0,0.0,-0.0006467399831651084,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-09,9.1,1.786,-2.7643355157268465,4.1628967689118515,,False,False,0.0,False,False,0.0,0.0,-0.016799440581359043,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-10,9.15,1.7280000000000002,-2.771652281748463,4.360584857138656,,False,False,0.0,False,False,0.0,0.0,0.014181949974281733,0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-11,8.97,1.6980000000000002,-2.7787143163749435,4.251743090795346,,False,False,0.0,False,False,0.0,0.0,-0.007951470159076282,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-12,9.14,1.695,-2.78588604586761,4.417923152254402,,False,False,0.0,False,False,0.0,0.0,0.011988107069690808,0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-13,9.14,1.695,-2.7931207051345104,4.405660404797005,,False,False,0.0,False,False,0.0,0.0,-0.0008838436866311737,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-14,9.14,1.695,-2.800379541472109,4.393356677204776,,False,False,0.0,False,False,0.0,0.0,-0.0008860116376743451,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-15,9.03,1.7280000000000002,-2.8072724102732614,4.179033275047803,,False,False,0.0,False,False,0.0,0.0,-0.015440091918937367,-0.0,1.0,1.0,1.0893190768461476,0.0498
1991-01-16,9.16,1.72,-2.814115941655664,4.319720580352258,,False,False,0.0,False,False,0.0,0.0,0.010048892674743135,0.0,1.0,1.0,1.0893190768461476,0.0498
