Date,HO,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_HO_pair,sharpe,CAGR
1990-09-04,0.7589,76.32,-0.01037087858845994,-0.03260545387126257,0.846794076870472,False,False,0.0,False,False,0.0,0.0,0.003155274083738695,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-05,0.8239,77.02,-0.010380334789658871,0.024406614500473767,1.7570949339688153,False,False,0.0,False,False,0.0,0.0,0.03511907149615091,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-06,0.8337,77.27,-0.010405917553409307,0.02963475064806287,1.4947072944168445,False,False,0.0,False,False,0.0,0.0,0.003192237806766185,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-07,0.8824,77.82,-0.010479411755022525,0.0668921772241472,1.5982426213061678,False,False,0.0,False,False,0.0,0.0,0.021943138535738302,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-08,0.8398,77.97,-0.010502311654607379,0.020934760290262644,0.40061517759202203,False,False,0.0,False,False,0.0,0.0,-0.027707469737490244,-0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-09,0.8398,77.97,-0.010517069218279287,0.019784113050763996,0.18306959659511113,False,False,0.0,False,False,0.0,0.0,-0.0006932378756860515,-0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-10,0.8398,77.97,-0.010529512610474832,0.018813901761277396,-0.07941940275815607,False,False,0.0,False,True,0.0,0.0,-0.0005841879881554386,-0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-11,0.8589,78.55,-0.010554836420034377,0.029817599206299783,-0.013229695789868072,False,False,0.0,False,False,0.0,0.0,0.006518846073186768,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-12,0.8303,78.95,-0.010543465856550832,-0.002106629374688196,-1.36093139752322,False,False,0.0,False,False,0.0,0.0,-0.019200157151592075,-0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-13,0.8259,78.85,-0.010525184764959505,-0.0040108187170569964,-1.0776651480464323,False,False,0.0,False,False,0.0,0.0,-0.0011500041676525525,-0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-14,0.8348,78.7,-0.010519106204477291,0.006946341707637083,-0.46456097410001934,False,False,0.0,False,False,0.0,0.0,0.006590164085013163,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-15,0.8279,78.62,-0.010508420057714324,0.0017280150624997548,-0.655902995749015,False,False,0.0,False,False,0.0,0.0,-0.003154836483936039,-0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-16,0.8279,78.62,-0.010498135866816295,0.0025365581509028123,-0.41749024468459206,False,False,0.0,False,False,0.0,0.0,0.0004890588323290693,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-17,0.8279,78.62,-0.010488792647775254,0.0032711220319094902,-0.19277844102268754,False,False,0.0,False,False,0.0,0.0,0.00044450895279353903,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-18,0.8531,79.37,-0.010499002746258234,0.01979415202948387,2.015392831446603,False,True,0.0,True,False,-1.0,-1.0,0.009797777929588426,0.0,1.0,1.0,1.2566998313432272,0.039
1990-09-19,0.8643,79.47,-0.010521442313007001,0.028160979385333573,1.7360041641212265,False,False,0.0,False,False,-1.0,-1.0,0.004920392471836658,-0.004920392471836658,0.9950796075281634,0.9950796075281634,1.2566998313432272,0.039
1990-09-20,0.8853,79.67,-0.010563529079686558,0.04370363822137191,1.7735338848509574,False,False,0.0,False,False,-1.0,-1.0,0.009000342568346184,-0.009000342568346184,0.9860792649598171,0.9860792649598171,1.2566998313432272,0.039
1990-09-21,0.9186,79.4,-0.010642791956716623,0.07356231863670004,1.833927992533063,False,False,0.0,False,False,-1.0,-1.0,0.01693016696731453,-0.01693016696731453,0.9691490979925026,0.9691490979925026,1.2566998313432272,0.039
1990-09-22,0.9721,79.57,-0.01077451499415926,0.11477184191474765,1.8087790648935886,False,False,0.0,False,False,-1.0,-1.0,0.022525904117043347,-0.022525904117043347,0.9466231938754592,0.9466231938754592,1.2566998313432272,0.039
1990-09-23,0.9721,79.57,-0.010900792922954662,0.10472390712049762,1.1434737318379598,False,False,0.0,False,False,-1.0,-1.0,-0.005462389445095246,0.005462389445095246,0.9520855833205545,0.9520855833205545,1.2566998313432272,0.039
1990-09-24,0.9721,79.57,-0.011015583948351945,0.0955899852296358,0.7032759916655806,False,False,0.0,False,False,-1.0,-1.0,-0.004940967439255403,0.004940967439255403,0.9570265507598099,0.9570265507598099,1.2566998313432272,0.039
1990-09-25,1.0392,79.25,-0.011194247279411193,0.15205590310666284,1.5138974239205356,False,False,0.0,False,False,-1.0,-1.0,0.029312477437489506,-0.029312477437489506,0.9277140733223204,0.9277140733223204,1.2566998313432272,0.039
1990-09-26,1.012,78.55,-0.011344459262585694,0.1208927249238938,0.5784373621416162,False,False,0.0,False,False,-1.0,-1.0,-0.016374893097669863,0.016374893097669863,0.9440889664199903,0.9440889664199903,1.2566998313432272,0.039
1990-09-27,1.0257,78.47,-0.011494444678758193,0.12373092605784464,0.4693299957027278,False,False,0.0,False,False,-1.0,-1.0,0.001472348740931247,-0.001472348740931247,0.942616617679059,0.942616617679059,1.2566998313432272,0.039
1990-09-28,1.0437,79.0,-0.011644471869635027,0.12378672229883292,0.24782911499451907,False,False,0.0,False,False,-1.0,-1.0,2.841508642353614e-05,-2.841508642353614e-05,0.9425882025926355,0.9425882025926355,1.2566998313432272,0.039
1990-09-29,1.0498,79.05,-0.011787694682270953,0.1179827353664813,-0.1037108462648277,False,False,0.0,False,True,0.0,0.0,-0.0029289141934403843,0.0029289141934403843,0.9455171167860759,0.9455171167860759,1.2566998313432272,0.039
1990-09-30,1.0498,79.05,-0.011918076373833466,0.10767606264846463,-0.7240583113270791,False,False,0.0,False,False,0.0,0.0,-0.005174230062077786,-0.0,0.9455171167860759,0.9455171167860759,1.2566998313432272,0.039
1990-10-01,1.0498,79.05,-0.012036035618361413,0.09835138436853041,-1.3326097478264363,False,False,0.0,False,False,0.0,0.0,-0.004659430221263103,-0.0,0.9455171167860759,0.9455171167860759,1.2566998313432272,0.039
1990-10-02,1.05,80.17,-0.012128519850774455,0.077656563563412,-1.8954711366268842,False,False,0.0,False,False,0.0,0.0,-0.010233089213364834,-0.0,0.9455171167860759,0.9455171167860759,1.2566998313432272,0.039
1990-10-03,0.9203,79.92,-0.012076348591102326,-0.04484177940089784,-2.1819767300590582,True,False,1.0,False,False,0.0,1.0,-0.06497063144704149,-0.0,0.9455171167860759,0.9455171167860759,1.2566998313432272,0.039
1990-10-04,0.9941,79.92,-0.012090418275902725,0.02783377138985421,-0.7333104902791945,False,False,1.0,False,False,0.0,1.0,0.037072435614378715,0.037072435614378715,0.9825895524004546,0.9825895524004546,1.2566998313432272,0.039
1990-10-05,0.9992,79.75,-0.012118212416873202,0.03277255975436211,-0.4631066859347334,False,False,1.0,False,False,0.0,1.0,0.0025125760168929635,0.0025125760168929635,0.9851021284173476,0.9851021284173476,1.2566998313432272,0.039
1990-10-06,1.0270000000000001,79.77,-0.012174227521469457,0.05586187061238157,0.09808269292276418,False,True,0.0,False,False,0.0,0.0,0.011555412770735615,0.011555412770735615,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-07,1.0270000000000001,79.77,-0.012228629732043908,0.05152220627485771,0.19207338518187883,False,False,0.0,False,False,0.0,0.0,-0.002167147296775227,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-08,1.0270000000000001,79.77,-0.012278249921112351,0.04756400379286796,0.3099987372769464,False,False,0.0,False,False,0.0,0.0,-0.0019727529258207776,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-09,1.0296,79.52,-0.012329125686475956,0.04918792541143213,0.5058111463106245,False,False,0.0,False,False,0.0,0.0,0.000807916349903806,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-10,1.0615,79.57,-0.012408793328880327,0.07413231482099258,1.6862364770294176,False,False,0.0,False,False,0.0,0.0,0.012174719524350877,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-11,1.0105,79.2,-0.012436129553823196,0.025558539337202757,-1.4275215229060843,False,False,0.0,False,True,0.0,0.0,-0.024342370568794222,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-12,1.0485,78.52,-0.012504343401019403,0.0666589561519565,0.886240561807234,False,True,0.0,False,False,0.0,0.0,0.020243109865354134,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-13,1.0536,79.0,-0.012570515082020351,0.06052930852039229,0.4406328908930459,False,False,0.0,False,False,0.0,0.0,-0.002994935949922102,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-14,1.0536,79.0,-0.012630963952329299,0.055753847765985465,0.0989232601414938,False,False,0.0,False,False,0.0,0.0,-0.002327850891531504,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-15,1.0536,79.0,-0.012685755679993657,0.05142530128050127,-0.2141248902014718,False,False,0.0,False,True,0.0,0.0,-0.0021055548977134326,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-16,1.0207,78.97,-0.012701085942039319,0.017695243157154872,-1.550122377223688,False,False,0.0,False,False,0.0,0.0,-0.016667479783942504,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-17,1.04,78.87,-0.012732451722960508,0.035791532610104815,-0.48295818167952964,False,False,0.0,False,False,0.0,0.0,0.008852467711405096,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-18,0.9825,79.02,-0.012700342936514107,-0.021081098843344637,-1.9150599683949525,False,False,0.0,False,False,0.0,0.0,-0.028635603796124426,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-19,0.9651,79.3,-0.012641767502300085,-0.037392162932396666,-1.5595347348894584,False,False,0.0,False,False,0.0,0.0,-0.008289860264915301,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-20,0.884,79.3,-0.012499663862280894,-0.10722334427887481,-1.8139999338276853,False,False,0.0,False,False,0.0,0.0,-0.037238860938632365,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-21,0.884,79.3,-0.012360188219624748,-0.09616292581624253,-1.1831802823791975,False,False,0.0,False,False,0.0,0.0,0.0059331822929529435,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-22,0.884,79.3,-0.012232683258012867,-0.08605178236042033,-0.7776178370406184,False,False,0.0,False,False,0.0,0.0,0.005453538866616529,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-23,0.7598,76.75,-0.012018681390649152,-0.16263379673232237,-1.4536713619653003,False,False,0.0,False,False,0.0,0.0,-0.045524001788966435,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-24,0.8106,77.32,-0.011858510201120252,-0.10630000875061774,-0.3849064744373426,False,False,0.0,False,False,0.0,0.0,0.032610007349549594,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-25,0.8512,77.62,-0.011756504099411707,-0.061339848196336866,0.8229780855408839,False,True,0.0,False,False,0.0,0.0,0.025491378788237238,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-26,0.9167,77.87,-0.01173562661446381,0.0028467555317029936,1.800960006628208,False,False,0.0,False,False,0.0,0.0,0.03506404630512866,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-27,0.8825,77.87,-0.011689293356866456,-0.02774527369919111,0.9029369368179249,False,False,0.0,False,False,0.0,0.0,-0.017064348002864802,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-28,0.8825,77.87,-0.011643895549263076,-0.024210146421115852,0.7448254231308492,False,False,0.0,False,False,0.0,0.0,0.0019758032812112244,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-29,0.8825,77.87,-0.011602328639359841,-0.02097333114695099,0.6208977425312436,False,False,0.0,False,False,0.0,0.0,0.001812353643649416,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-30,0.9136,77.32,-0.011604430992678395,0.016345395646106597,1.167339583122051,False,False,0.0,False,False,0.0,0.0,0.02060835072199117,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-10-31,0.9117,77.05,-0.011612607187740875,0.016948616184565557,1.1011321134826988,False,False,0.0,False,False,0.0,0.0,0.00033392569756562614,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-01,0.8954,77.45,-0.01159850070726383,-0.0029038797775836622,0.1464225185983959,False,False,0.0,False,False,0.0,0.0,-0.011067878140850595,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-02,0.9037,77.0,-0.011597429341439803,0.010697940709135101,0.7739818712480105,False,False,0.0,False,False,0.0,0.0,0.007570437411357577,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-03,0.8742,77.1,-0.011565210892453038,-0.017477759808129156,-0.8001201675473445,False,False,0.0,False,True,0.0,0.0,-0.015955634732228396,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-04,0.8742,77.1,-0.011532072969391568,-0.014922825940089868,-0.8004261853636767,False,False,0.0,False,False,0.0,0.0,0.0014489314324375986,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-05,0.8742,77.1,-0.011501534524518598,-0.012568311840383872,-0.7976020225650384,False,False,0.0,False,False,0.0,0.0,0.0013370564841370133,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-06,0.8446,77.2,-0.01144091296065184,-0.03863848056232211,-1.618062925611737,False,False,0.0,False,False,0.0,0.0,-0.01508831352885123,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-07,0.8638,77.57,-0.01139785310431309,-0.020331465301566376,-0.43265267991889145,False,False,0.0,False,False,0.0,0.0,0.010473531499472874,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-08,0.9271,77.6,-0.011427701883071927,0.0403103338736186,1.8701366088281486,False,True,0.0,False,False,0.0,0.0,0.03343191171306877,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-09,0.943,77.35,-0.01148348355291766,0.05475254718181899,1.616731930547524,False,False,0.0,False,False,0.0,0.0,0.007886543834354382,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-10,0.9024,78.3,-0.011482509817653941,0.0033194812776964344,0.04766475641688938,False,False,0.0,False,False,0.0,0.0,-0.028550442466400556,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-11,0.9024,78.3,-0.011475134084627988,0.003897001173628567,-0.01493696396863686,False,False,0.0,False,True,0.0,0.0,0.0003206835106102305,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-12,0.9024,78.3,-0.011467649029012834,0.004483081028295088,-0.07264459079427654,False,False,0.0,False,False,0.0,0.0,0.00032554260224431774,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-13,0.8652,78.65,-0.011416795533042208,-0.03273096867376979,-1.3060471652131453,False,False,0.0,False,False,0.0,0.0,-0.021106798282862306,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-14,0.8827,78.9,-0.011380942491292144,-0.015256362562950154,-0.7826765955571211,False,False,0.0,False,False,0.0,0.0,0.009813575756788878,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-15,0.8664,79.12,-0.011329818668598347,-0.030015253059501368,-0.9607432091853679,False,False,0.0,False,False,0.0,0.0,-0.008372341044210972,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-16,0.8667,78.97,-0.011283446221587279,-0.024353748118747354,-0.6834214958529259,False,False,0.0,False,False,0.0,0.0,0.003220874907428468,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-17,0.8442,79.05,-0.01121666045958004,-0.04247700932980225,-1.2659307802853514,False,False,0.0,False,False,0.0,0.0,-0.010470565564951519,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-18,0.8442,79.05,-0.011153235116861112,-0.037463235987870935,-0.7605014899687528,False,False,0.0,False,False,0.0,0.0,0.002905081490458582,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-19,0.8442,79.05,-0.011095561514034678,-0.03290413768444134,-0.24349619790659455,False,False,0.0,False,False,0.0,0.0,0.0026486303051375094,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-20,0.8676,79.32,-0.011065076708454505,-0.010081884514611228,1.4884849763534571,False,True,0.0,False,False,0.0,0.0,0.013076542747807937,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-21,0.8445,79.12,-0.011018087417512108,-0.027251076473557956,0.1890039257796568,False,False,0.0,False,False,0.0,0.0,-0.01000389290023047,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-22,0.8524,79.15,-0.01098123631160574,-0.016764854063594292,0.925754783101781,False,False,0.0,False,False,0.0,0.0,0.006091099260775397,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-23,0.8524,79.15,-0.010948633914873517,-0.01418437436223885,0.9388781142607611,False,False,0.0,False,False,0.0,0.0,0.0015011653042587008,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-24,0.8866,79.35,-0.0109531486410425,0.017467655333277765,1.895512117284133,False,False,0.0,False,False,0.0,0.0,0.01802782171876254,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-25,0.8866,79.35,-0.010961436777297882,0.016809991721413176,1.3302889013418084,False,False,0.0,False,False,0.0,0.0,-0.0003744405335744061,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-26,0.8866,79.35,-0.010969446400290695,0.016174428136933483,0.9935423287004387,False,False,0.0,False,False,0.0,0.0,-0.0003617269974083365,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-27,0.9238,79.75,-0.011011413576573039,0.0456397672683001,1.5673932572945428,False,False,0.0,False,False,0.0,0.0,0.01635182541553558,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-28,0.9149,79.1,-0.011051780505317636,0.0407041620293751,1.0636797501110613,False,False,0.0,False,False,0.0,0.0,-0.002758714840298029,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-29,0.9271,78.75,-0.011105577890969281,0.0525357410861691,1.1974319833116707,False,False,0.0,False,False,0.0,0.0,0.006567027679134234,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-11-30,0.9352,79.12,-0.011160605314828983,0.05217290749073089,1.0380274489480341,False,False,0.0,False,False,0.0,0.0,-0.00019955350843302644,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-01,0.8587,78.55,-0.011137070840329265,-0.016116914507863678,-1.8088431993678626,False,False,0.0,False,True,0.0,0.0,-0.03939380194509477,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-02,0.8587,78.55,-0.011106717194050273,-0.013732635592648923,-1.2979573089991614,False,False,0.0,False,False,0.0,0.0,0.001377294186588137,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-03,0.8587,78.55,-0.011078113262747703,-0.011485796788831992,-0.991193666187255,False,False,0.0,False,False,0.0,0.0,0.0012995877506716321,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-04,0.8467,78.7,-0.011037628618710195,-0.021961372292492398,-0.9700468867345285,False,False,0.0,False,False,0.0,0.0,-0.006106920485017298,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-05,0.8690000000000001,78.6,-0.01102393320802547,0.002518849849198257,-0.11617144140850631,False,False,0.0,False,False,0.0,0.0,0.014105726322388164,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-06,0.8114,79.07,-0.010947980603676345,-0.05425682633268847,-1.4118844405688782,False,False,0.0,False,False,0.0,0.0,-0.033854354420440956,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-07,0.7971,79.27,-0.010854024308662438,-0.06329850694767136,-1.5713525750155632,False,False,0.0,False,False,0.0,0.0,-0.005455015842900152,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-08,0.7917,79.92,-0.010752866604873648,-0.06766909906150198,-1.2327610243311522,False,False,0.0,False,False,0.0,0.0,-0.0026471285280034273,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-09,0.7917,79.92,-0.010659541276033751,-0.06021053878061744,-0.7280405816628701,False,False,0.0,False,False,0.0,0.0,0.004537912178646648,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-10,0.7917,79.92,-0.01057503597988895,-0.05345687551272493,-0.30814175865463905,False,False,0.0,False,False,0.0,0.0,0.004125994990109937,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-11,0.8097,80.7,-0.010509014216624046,-0.03837744728156056,0.3919475297101638,False,True,0.0,False,False,0.0,0.0,0.009096171657957926,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-12,0.7768,80.72,-0.010415930739831745,-0.06397392931921841,-0.6775373533508836,False,False,0.0,False,True,0.0,0.0,-0.015823995165667966,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-13,0.7463,80.85,-0.0102944413559259,-0.08600558362660893,-1.6744348162725822,False,False,0.0,False,False,0.0,0.0,-0.013956402115831937,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-14,0.7457,80.92,-0.010178913150436338,-0.07797765213330843,-0.8944505483324652,False,False,0.0,False,False,0.0,0.0,0.005115359889563777,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-15,0.7524,80.97,-0.010080470973737881,-0.06381573474355628,-0.026495823520585708,False,False,0.0,False,False,0.0,0.0,0.00902828976917498,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-16,0.7524,80.97,-0.0099923609201728,-0.0566814637063916,0.394193249210208,False,True,0.0,False,False,0.0,0.0,0.004568911769359406,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-17,0.7524,80.97,-0.009912934900986919,-0.050250338932910865,0.7555646129773855,False,False,0.0,False,False,0.0,0.0,0.004135637678387845,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-18,0.7473,81.1,-0.009834589340525257,-0.05028519551659827,1.0186261485335013,False,False,0.0,False,False,0.0,0.0,-2.256257215006061e-05,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-19,0.7567,80.95,-0.009774408160586603,-0.03453834059948546,1.4414398344931776,False,False,0.0,False,False,0.0,0.0,0.0101727920964955,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-20,0.7784,80.5,-0.00974852971833696,-0.006356642326125317,1.8424994583180996,False,False,0.0,False,False,0.0,0.0,0.01802871030981457,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-21,0.7888,80.35,-0.009740927577063498,0.006116469182947948,1.6008175966041223,False,False,0.0,False,False,0.0,0.0,0.0079371570013134,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-22,0.7894,76.57,-0.00977508589407801,0.04092167309044681,1.7169656464216656,False,False,0.0,False,False,0.0,0.0,0.022631962033980758,0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
1990-12-23,0.7894,76.57,-0.009811188663121409,0.038157284064793795,1.192430807970292,False,False,0.0,False,False,0.0,0.0,-0.0017943089575930423,-0.0,0.9966575411880831,0.9966575411880831,1.2566998313432272,0.039
