Date,PA,CL,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,CL_PA_pair,sharpe,CAGR
1990-09-05,108.95,29.12,-3.7874942478634956,-1.341832497784992,,False,False,0.0,False,False,0.0,0.0,-0.02545011973598977,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-06,108.65,29.77,-3.7672507811628124,-3.5010557552169246,,False,False,0.0,False,False,0.0,0.0,-0.00977904408131851,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-07,106.75,31.43,-3.7282924736389016,-10.430232446470683,,False,False,0.0,False,False,0.0,0.0,-0.03094346223621297,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-08,105.85,30.04,-3.6936222124851024,-5.106411263052479,,False,False,0.0,False,False,0.0,0.0,0.024555644606647636,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-09,105.85,30.04,-3.6627934160943463,-4.18031421947417,,False,False,0.0,False,False,0.0,0.0,0.004289863329718871,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-10,105.85,30.04,-3.635376306984657,-3.356704261819104,,False,False,0.0,False,False,0.0,0.0,0.0038297339321836173,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-11,102.85,31.3,-3.5961269844274693,-9.708774612579802,,False,False,0.0,False,False,0.0,0.0,-0.02948844754437287,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-12,103.5,30.76,-3.560183829416817,-6.011254592861292,,False,False,0.0,False,False,0.0,0.0,0.017358331731277574,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-13,103.65,30.97,-3.5265988483060116,-5.568766332037171,,False,False,0.0,False,False,0.0,0.0,0.0020786903990128737,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-14,104.45,31.07,-3.496902899176513,-4.198773077414259,,False,False,0.0,False,False,0.0,0.0,0.006428911977476391,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-15,104.15,31.76,-3.4653128287829214,-5.908335442145585,,False,False,0.0,False,False,0.0,0.0,-0.00798083959339226,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-16,104.15,31.76,-3.435119287197204,-4.949388561383202,,False,False,0.0,False,False,0.0,0.0,0.004496832967407796,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-17,104.15,31.76,-3.4073913341682744,-4.068748773184396,,False,False,0.0,False,False,0.0,0.0,0.004146748489531072,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-18,104.7,33.63,-3.3712821327349425,-8.676218123876126,,False,False,0.0,False,False,0.0,0.0,-0.021127793715106067,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-19,104.75,33.41,-3.3362501084775094,-6.71411612423357,,False,False,0.0,False,False,0.0,0.0,0.009074809891298495,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-20,103.75,33.18,-3.303555158636368,-5.861960163554684,,False,False,0.0,False,False,0.0,0.0,0.003993945125108793,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-21,102.2,34.71,-3.2614970921338435,-11.006564067965712,,False,False,0.0,False,False,0.0,0.0,-0.023883227174023292,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-22,100.1,35.43,-3.2109423810477495,-13.663688560521777,,False,False,0.0,False,False,0.0,0.0,-0.01242438354281035,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-23,100.1,35.43,-3.161183598237169,-11.900734885542903,-1.5271569304039454,False,False,0.0,False,False,0.0,0.0,0.008311869715728362,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-24,100.1,35.43,-3.115275059868804,-10.274195371151734,-1.2216976414290852,False,False,0.0,False,False,0.0,0.0,0.007727975923713201,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-25,100.75,38.25,-3.0590802984109526,-16.259821414218933,-1.9660164256182666,False,False,0.0,False,False,0.0,0.0,-0.027487283945193203,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-26,101.4,37.53,-3.009184238928826,-11.534684486998827,-1.209499199352053,False,False,0.0,False,False,0.0,0.0,0.02204560096528252,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-27,99.75,38.67,-2.9559582817535257,-14.556906755408846,-1.550007639914766,False,False,0.0,False,False,0.0,0.0,-0.014118779506906298,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-28,97.3,39.54,-2.896867442837046,-17.242138689776795,-1.804592650461326,False,False,0.0,False,False,0.0,0.0,-0.012675627006863926,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-29,96.45,39.51,-2.8392913159743327,-15.730399894145876,-1.502506034029521,False,False,0.0,False,False,0.0,0.0,0.007246013986446554,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-09-30,96.45,39.51,-2.786696482437329,-13.652378021098855,-1.1730904767825867,False,False,0.0,False,False,0.0,0.0,0.010060508104316067,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-01,96.45,39.51,-2.7396933854993115,-11.795285661077784,-0.8845922685632167,False,False,0.0,False,False,0.0,0.0,0.009072472548761739,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-02,96.25,37.09,-2.7091697790688527,-4.233107105663763,0.12131995656236129,False,True,0.0,False,False,0.0,0.0,0.038438769491666885,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-03,99.5,33.95,-2.706270621928894,7.622112385514043,1.6020745778858143,False,False,0.0,False,False,0.0,0.0,0.06194665245265488,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-04,99.85,37.32,-2.6966177923854913,-0.7877760118265371,0.5922111463240749,False,False,0.0,False,False,0.0,0.0,-0.04194713794842281,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-05,98.8,36.93,-2.6855517073624777,-0.3774245528963007,0.6807809948813134,False,False,0.0,False,False,0.0,0.0,0.002072718441796869,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-06,101.55,37.99,-2.6746280550159542,-0.059119810056103006,0.8299279197107442,False,False,0.0,False,False,0.0,0.0,0.0015667755557210387,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-07,101.55,37.99,-2.664511885193823,0.32519348148665017,0.9607808485553023,False,False,0.0,False,False,0.0,0.0,0.0018952714005310387,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-08,101.55,37.99,-2.655339068329214,0.6736687941731532,1.0539939659113693,False,False,0.0,False,False,0.0,0.0,0.0017214920144562307,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-09,100.0,38.95,-2.6399775610117375,-2.82712600140718,0.5492123246929301,False,False,0.0,False,False,0.0,0.0,-0.017259993101494942,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-10,100.1,40.4,-2.6174442750867573,-5.644748713504995,0.13640794815544546,False,False,0.0,False,False,0.0,0.0,-0.013688096148711505,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-11,98.75,38.69,-2.5998430711409424,-1.8379284224430563,0.8510879698534126,False,False,0.0,False,False,0.0,0.0,0.01909732042059958,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-12,94.3,40.42,-2.5695698394082567,-9.56201290888174,-0.4931180753587183,False,False,0.0,False,True,0.0,0.0,-0.03897863355874544,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-13,94.6,39.69,-2.5415456086737476,-6.27394520826104,0.11359303261456993,False,True,0.0,False,False,0.0,0.0,0.016821002395575234,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-14,94.6,39.69,-2.5161616178628896,-5.2664546129780945,0.2721132521950839,False,False,0.0,False,False,0.0,0.0,0.0051807937635723654,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-15,94.6,39.69,-2.493333546837437,-4.36040847397787,0.43275469175384756,False,False,0.0,False,False,0.0,0.0,0.0046809476490747995,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-16,88.6,37.95,-2.469989089383303,-5.136085942096358,0.2970097872260559,False,False,0.0,False,False,0.0,0.0,-0.004254108363194855,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-17,87.85,38.89,-2.442783148019798,-7.149836626489957,-0.05129634304426058,False,False,0.0,False,True,0.0,0.0,-0.011013139095700248,-0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-18,88.85,36.72,-2.426967455154476,-0.2682449532723723,1.1444839438351333,False,True,0.0,False,False,0.0,0.0,0.03866752563090358,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-19,90.5,36.8,-2.4178645364934988,1.522585057039251,1.3908847841087202,False,False,0.0,False,False,0.0,0.0,0.009978024315097039,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-20,93.45,33.79,-2.4287340502079786,11.383076443472405,2.7042889193245845,False,False,0.0,True,False,-1.0,-1.0,0.05617971866546218,0.0,1.0,1.0,1.9125688880975822,0.0575
1990-10-21,93.45,33.79,-2.4449063250373007,10.836615276989619,2.348366324355202,False,False,0.0,False,False,-1.0,-1.0,-0.0031037751963163673,0.0031037751963163673,1.0031037751963163,1.0031037751963163,1.9125688880975822,0.0575
1990-10-22,93.45,33.79,-2.4618056979812413,10.26558546521386,2.065379581574395,False,False,0.0,False,False,-1.0,-1.0,-0.003232834401380491,0.003232834401380491,1.0063366095976969,1.0063366095976969,1.9125688880975822,0.0575
1990-10-23,95.5,28.38,-2.504822234067021,24.413144997177938,3.2327227784185952,False,False,0.0,False,False,-1.0,-1.0,0.08492602571628122,-0.08492602571628122,0.9214105838814156,0.9214105838814156,1.9125688880975822,0.0575
1990-10-24,96.15,29.37,-2.551075049541359,21.22492579497029,2.5288722997297812,False,False,0.0,False,False,-1.0,-1.0,-0.018636374802249903,0.018636374802249903,0.9400469586836655,0.9400469586836655,1.9125688880975822,0.0575
1990-10-25,95.5,31.08,-2.5875041900394504,15.080369773573892,1.761719606957823,False,False,0.0,False,False,-1.0,-1.0,-0.03492819995976425,0.03492819995976425,0.9749751586434298,0.9749751586434298,1.9125688880975822,0.0575
1990-10-26,94.75,34.25,-2.6030888970381634,5.594205276442906,0.7986077566090101,False,False,0.0,False,False,-1.0,-1.0,-0.05158165087397255,0.05158165087397255,1.0265568095174022,1.0265568095174022,1.9125688880975822,0.0575
1990-10-27,94.5,33.01,-2.6164072634360633,8.132396233975555,0.9946885853241851,False,False,0.0,False,False,-1.0,-1.0,0.014033419499581175,-0.014033419499581175,1.0125233900178212,1.0125233900178212,1.9125688880975822,0.0575
1990-10-28,94.5,33.01,-2.6282695952031085,7.740820662345399,0.9071783983152605,False,False,0.0,False,False,-1.0,-1.0,-0.0021603075389672725,0.0021603075389672725,1.0146836975567883,1.0146836975567883,1.9125688880975822,0.0575
1990-10-29,94.5,33.01,-2.639002021086186,7.386543283945002,0.8264276074900461,False,False,0.0,False,False,-1.0,-1.0,-0.0019507220709657806,0.0019507220709657806,1.0166344196277541,1.0166344196277541,1.9125688880975822,0.0575
1990-10-30,95.35,34.68,-2.64240054729001,3.711549019982442,0.4377552692003079,False,False,0.0,False,False,-1.0,-1.0,-0.019653589538293395,0.019653589538293395,1.0362880091660476,1.0362880091660476,1.9125688880975822,0.0575
1990-10-31,96.85,34.54,-2.646577624820411,5.437208838703,0.5688873473486057,False,False,0.0,False,False,-1.0,-1.0,0.00916622880217511,-0.00916622880217511,1.0271217803638726,1.0271217803638726,1.9125688880975822,0.0575
1990-11-01,95.85,35.23,-2.6456972165992023,2.6420870592100982,0.25303565000690803,False,False,0.0,False,False,-1.0,-1.0,-0.014784473900165672,0.014784473900165672,1.0419062542640383,1.0419062542640383,1.9125688880975822,0.0575
1990-11-02,95.5,35.17,-2.6429215862878106,2.5484478102576986,0.2089344476946096,False,False,0.0,False,False,-1.0,-1.0,-0.0004968876502440214,0.0004968876502440214,1.0424031419142823,1.0424031419142823,1.9125688880975822,0.0575
1990-11-03,92.95,34.0,-2.640685640082203,3.1666882372050935,0.23145399102760872,False,False,0.0,False,False,-1.0,-1.0,0.003383293505619431,-0.003383293505619431,1.0390198484086628,1.0390198484086628,1.9125688880975822,0.0575
1990-11-04,92.95,34.0,-2.6387537188856856,3.232373557886689,0.18966795350221677,False,False,0.0,False,False,-1.0,-1.0,0.0003595892822443319,-0.0003595892822443319,1.0386602591264185,1.0386602591264185,1.9125688880975822,0.0575
1990-11-05,92.95,34.0,-2.637034357139253,3.2908318572653883,0.14606485349367002,False,False,0.0,False,False,-1.0,-1.0,0.0003201279539973927,-0.0003201279539973927,1.038340131172421,1.038340131172421,1.9125688880975822,0.0575
1990-11-06,94.0,31.96,-2.6469895826822025,9.402212937476804,0.8451236742678268,False,False,0.0,False,False,-1.0,-1.0,0.03421868311320092,-0.03421868311320092,1.0041214480592202,1.0041214480592202,1.9125688880975822,0.0575
1990-11-07,95.1,32.63,-2.658954066419543,8.33832881273031,0.670950690123826,False,False,0.0,False,False,-1.0,-1.0,-0.005849963424403887,0.005849963424403887,1.009971411483624,1.009971411483624,1.9125688880975822,0.0575
1990-11-08,94.7,35.31,-2.6573696566405283,0.8682774240229492,-0.33606183041138044,False,False,0.0,False,True,0.0,0.0,-0.039622251823944264,0.039622251823944264,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-09,93.5,35.53,-2.648320555564045,-0.5948293391905253,-0.5021886424049923,False,False,0.0,False,False,0.0,0.0,-0.0077992915282757,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-10,92.4,33.89,-2.6432746487016807,2.8194221555000496,-0.059305235627650346,False,False,0.0,False,False,0.0,0.0,0.018761625746721213,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-11,92.4,33.89,-2.6398088285144503,2.9368788016452783,-0.05575310252288355,False,False,0.0,False,False,0.0,0.0,0.0006458519207812389,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-12,92.4,33.89,-2.6370585232582644,3.03008664677742,-0.05460767881411688,False,False,0.0,False,False,0.0,0.0,0.000512779279104438,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-13,92.5,31.87,-2.644443516338128,8.22158513430385,0.6155389037049523,False,True,0.0,False,False,0.0,0.0,0.029367264614690473,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-14,94.25,33.12,-2.6519048948734474,6.418909881791436,0.3522058085501294,False,False,0.0,False,False,0.0,0.0,-0.009900397956438548,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-15,92.25,31.16,-2.6647271586071253,9.217101737801983,0.6883970697171576,False,False,0.0,False,False,0.0,0.0,0.015963861185275784,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-16,92.25,31.12,-2.6788358260966,8.884629091873805,0.6024516834387478,False,False,0.0,False,False,0.0,0.0,-0.0018931864802546924,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-17,92.5,29.78,-2.699614574243274,12.1054779790353,0.9920493314934193,False,False,0.0,False,False,0.0,0.0,0.018628981702329146,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-18,92.5,29.78,-2.721616237664523,11.450268442350492,0.8652415540721059,False,False,0.0,False,False,0.0,0.0,-0.0037753416891178606,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-19,92.5,29.78,-2.7429480534719395,10.81500696760564,0.7319349196346614,False,False,0.0,False,False,0.0,0.0,-0.0036470505505988536,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-20,92.9,31.5,-2.7550394462208727,6.1162574440425175,-0.018668989286337725,False,False,0.0,False,True,0.0,0.0,-0.026150109390669155,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-21,92.3,31.5,-2.76219386048944,5.290893394582639,-0.19602225458757633,False,False,0.0,False,False,0.0,0.0,-0.00460302360033588,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-22,91.85,29.63,-2.775963444852085,9.598203129032726,0.4623879276555393,False,True,0.0,False,False,0.0,0.0,0.024740179664213227,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-23,91.85,29.63,-2.791308209346259,9.143537757070348,0.3378803402963954,False,False,0.0,False,False,0.0,0.0,-0.002604689428968957,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-24,93.55,31.9,-2.7978079062047834,4.2999277920674075,-0.6048055493147315,False,False,0.0,False,True,0.0,0.0,-0.026496761770933,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-25,93.55,31.9,-2.800860382698956,4.2025537919032985,-0.645531273701029,False,False,0.0,False,False,0.0,0.0,-0.0005323967183955046,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-26,93.55,31.9,-2.802546582271876,4.148764025527157,-0.6196035694116656,False,False,0.0,False,False,0.0,0.0,-0.0002940114948643833,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-27,93.3,32.95,-2.797750792714808,1.1141113800470634,-1.1442627075978413,False,False,0.0,False,False,0.0,0.0,-0.016360558035214613,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-28,93.15,32.86,-2.791226211109058,1.4303067029563579,-1.0274588957478628,False,False,0.0,False,False,0.0,0.0,0.0017103686238135326,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-29,92.45,33.28,-2.7810622436286474,-0.10375146796138779,-1.4045001159829313,False,False,0.0,False,False,0.0,0.0,-0.008292038181633366,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-11-30,93.0,32.91,-2.7732187509112265,1.7333709075115422,-1.047971686687568,False,False,0.0,False,False,0.0,0.0,0.009969913622020122,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-12-01,90.85,28.85,-2.7834525514032635,10.547393892015833,1.4441586112621894,False,True,0.0,False,False,0.0,0.0,0.0514980354955467,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-12-02,90.85,28.85,-2.799379831683398,10.087891855933947,1.248472017768631,False,False,0.0,False,False,0.0,0.0,-0.0026775618635028987,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-12-03,90.85,28.85,-2.816509337027992,9.59370562674242,1.0874645079159289,False,False,0.0,False,False,0.0,0.0,-0.0028714012522967625,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-12-04,91.45,29.15,-2.8327558501448054,8.875166968278933,0.8735924680772603,False,False,0.0,False,False,0.0,0.0,-0.004128943243017004,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-12-05,92.7,30.66,-2.8421887416003053,5.558493182534647,-0.029328447097503943,False,False,0.0,False,True,0.0,0.0,-0.018442204163194798,-0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-12-06,93.15,27.29,-2.867493255037119,14.896109070037028,2.2915416122689005,False,True,0.0,True,False,-1.0,-1.0,0.054477269079718886,0.0,1.0495936633075682,1.0495936633075682,1.9125688880975822,0.0575
1990-12-07,93.0,26.4,-2.9018461421812085,16.3912618464161,2.380381876352847,False,False,0.0,False,False,-1.0,-1.0,0.00881530511137453,-0.00881530511137453,1.0407783581961938,1.0407783581961938,1.9125688880975822,0.0575
1990-12-08,92.5,26.58,-2.9360706259351437,14.459242762643882,1.783718041191697,False,False,0.0,False,False,-1.0,-1.0,-0.0113287821343684,0.0113287821343684,1.0521071403305622,1.0521071403305622,1.9125688880975822,0.0575
1990-12-09,92.5,26.58,-2.9687347225924645,13.591031073492303,1.4885262005015052,False,False,0.0,False,False,-1.0,-1.0,-0.0050651473758285565,0.0050651473758285565,1.0571722877063907,1.0571722877063907,1.9125688880975822,0.0575
1990-12-10,92.5,26.58,-2.999354542137755,12.777156269978477,1.234877947825772,False,False,0.0,False,False,-1.0,-1.0,-0.004725707611643353,0.004725707611643353,1.061897995318034,1.061897995318034,1.9125688880975822,0.0575
1990-12-11,92.4,26.9,-3.0257793558093615,11.00653532872819,0.8020070607036591,False,False,0.0,False,False,-1.0,-1.0,-0.010188075510200532,0.010188075510200532,1.0720860708282345,1.0720860708282345,1.9125688880975822,0.0575
1990-12-12,92.5,26.41,-3.052428519640595,11.885362796291886,0.942513779853025,False,False,0.0,False,False,-1.0,-1.0,0.005076563609867133,-0.005076563609867133,1.0670095072183674,1.0670095072183674,1.9125688880975822,0.0575
1990-12-13,91.55,25.35,-3.082357731790933,13.412231499099832,1.228716730617009,False,False,0.0,False,False,-1.0,-1.0,0.008998107030913343,-0.008998107030913343,1.058011400187454,1.058011400187454,1.9125688880975822,0.0575
1990-12-14,88.45,26.42,-3.0998321325125335,6.552435059018862,-0.2340378144921008,False,False,0.0,False,True,0.0,0.0,-0.04026941296435687,0.04026941296435687,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-15,87.15,26.55,-3.1083912189760827,4.62221313618501,-0.6866734212272095,False,False,0.0,False,False,0.0,0.0,-0.011375807985891906,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-16,87.15,26.55,-3.113118791282424,4.496696091451639,-0.7763361041046776,False,False,0.0,False,False,0.0,0.0,-0.0007391908275293119,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-17,87.15,26.55,-3.1161420599972316,4.416428307073502,-0.8128118256786767,False,False,0.0,False,False,0.0,0.0,-0.00047248703084265846,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-18,87.8,27.05,-3.1165787868016066,3.49654381701653,-1.0334977474778995,False,False,0.0,False,False,0.0,0.0,-0.005344950708479294,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-19,87.0,27.86,-3.1094706728395654,0.3701470546897099,-1.702228118205455,False,False,0.0,False,False,0.0,0.0,-0.018006101538953493,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-20,87.8,26.93,-3.107085927769808,4.126175965159064,-0.8165856013919052,False,False,0.0,False,False,0.0,0.0,0.02190438646604268,0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-21,87.7,26.39,-3.109745372197943,5.633819627696283,-0.4718924574747695,False,False,0.0,False,False,0.0,0.0,0.008880706741654311,0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-22,85.75,25.92,-3.1132684869915748,5.054080817178374,-0.5749389141695247,False,False,0.0,False,False,0.0,0.0,-0.003483046105090347,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-23,85.75,25.92,-3.116959795194142,4.9584021085678245,-0.5705853176043444,False,False,0.0,False,False,0.0,0.0,-0.0005745033662576113,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-24,85.75,25.92,-3.1205378786854445,4.865658184473276,-0.5535669792254161,False,False,0.0,False,False,0.0,0.0,-0.0005565714911108867,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-25,85.75,25.92,-3.1238963036777854,4.778607808671794,-0.5370285141980544,False,False,0.0,False,False,0.0,0.0,-0.0005221308115132799,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-26,85.75,25.92,-3.1270025608052796,4.69809362392715,-0.5209538729039719,False,False,0.0,False,False,0.0,0.0,-0.00048269343255055887,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-27,85.75,27.22,-3.1217811154413635,0.7751180376860844,-1.3492583018012607,False,False,0.0,False,False,0.0,0.0,-0.022978347040866775,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-28,82.9,27.01,-3.1091905254954395,-1.0792360936318204,-1.6577687648249475,False,False,0.0,False,False,0.0,0.0,-0.011111952419757437,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
1990-12-29,81.6,27.57,-3.088329031329104,-3.545231393743407,-1.9974424377520026,False,False,0.0,False,False,0.0,0.0,-0.01478900043797064,-0.0,1.098280813151811,1.098280813151811,1.9125688880975822,0.0575
