Date,CC,SI,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,SI_CC_pair,sharpe,CAGR
1990-09-30,1281.0,4.761,-223.75555982466798,215.69977967475575,,False,False,0.0,False,False,0.0,0.0,-0.0008318517847828257,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-01,1281.0,4.761,-224.14803297507498,213.8312150056679,,False,False,0.0,False,False,0.0,0.0,-0.0007957539854156422,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-02,1240.0,4.64,-224.48311450572655,198.39834869342894,,False,False,0.0,False,False,0.0,0.0,-0.006764049413884868,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-03,1260.0,4.6789999999999985,-224.80051575498896,208.15838678240698,,False,False,0.0,False,False,0.0,0.0,0.0042217589791517475,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-04,1245.0,4.69,-225.05279148889483,189.50240791708325,,False,False,0.0,False,False,0.0,0.0,-0.008109540705249005,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-05,1267.0,4.668,-225.32427297620322,215.18629374708325,,False,False,0.0,False,False,0.0,0.0,0.0110763041294524,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-06,1241.0,4.667,-225.53727088844536,188.4175567636255,,False,False,0.0,False,False,0.0,0.0,-0.011671146621477255,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-07,1241.0,4.667,-225.70211273693505,187.6482398567241,,False,False,0.0,False,False,0.0,0.0,-0.0003353090490593967,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-08,1241.0,4.667,-225.82740574914837,187.0634973687247,,False,False,0.0,False,False,0.0,0.0,-0.0002547968047608079,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-09,1251.0,4.67,-225.94561636822974,195.83397156036722,,False,False,0.0,False,False,0.0,0.0,0.0038030541094982075,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-10,1214.0,4.593,-226.00350963678483,175.96588023824734,,False,False,0.0,False,False,0.0,0.0,-0.008822286992801765,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-11,1202.0,4.409,-226.093604843195,205.1532962463532,,False,False,0.0,False,False,0.0,0.0,0.01327396582866831,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-12,1203.0,4.235,-226.31514524716872,244.55535987824044,,False,False,0.0,False,False,0.0,0.0,0.01822950396252926,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-13,1221.0,4.306,-226.64142760427941,245.08201273597285,,False,False,0.0,False,False,0.0,0.0,0.00023972349481661453,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-14,1221.0,4.306,-227.04559973376888,243.3416475463912,,False,False,0.0,False,False,0.0,0.0,-0.0007915578096248984,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-15,1221.0,4.306,-227.506083117147,241.35880609756498,,False,False,0.0,False,False,0.0,0.0,-0.00090102896115927,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-16,1168.0,4.132,-227.96791325190623,226.0365824431235,,False,False,0.0,False,False,0.0,0.0,-0.007261843275075857,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-17,1152.0,4.142,-228.37807503500292,206.0580132050178,,False,False,0.0,False,False,0.0,0.0,-0.009522936937177604,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-18,1175.0,4.198,-228.77122227377998,214.61840889467157,,False,False,0.0,False,False,0.0,0.0,0.004008836512083395,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-19,1163.0,4.198,-229.11499532211488,201.17524963776168,,False,False,0.0,False,False,0.0,0.0,-0.006326714358263248,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-20,1199.0,4.258,-229.47561881514991,221.89281508509168,,False,False,0.0,False,False,0.0,0.0,0.009520471046163157,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-21,1199.0,4.258,-229.84535828877043,220.3184644064155,,False,False,0.0,False,False,0.0,0.0,-0.0007229480770920215,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-22,1199.0,4.258,-230.21798352484393,218.7318261512146,,False,False,0.0,False,False,0.0,0.0,-0.0007280601232287822,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-23,1184.0,4.194,-230.5872186218253,216.91720510006473,,False,False,0.0,False,False,0.0,0.0,-0.0008435849403157304,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-24,1185.0,4.2189999999999985,-230.93718818214586,210.67600305952692,,False,False,0.0,False,False,0.0,0.0,-0.0028903499657211783,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-25,1227.0,4.223,-231.37767959165993,249.8920590844201,,False,False,0.0,False,False,0.0,0.0,0.01779225749198243,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-26,1214.0,4.204,-231.86127091704486,239.25521706474342,,False,False,0.0,False,False,0.0,0.0,-0.004859790918798654,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-27,1218.0,4.05,-232.47705517703298,276.46792653301645,,False,False,0.0,False,False,0.0,0.0,0.017231839214376904,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-28,1218.0,4.05,-233.19019546397502,273.57970837090124,,False,False,0.0,False,False,0.0,0.0,-0.0013356414445867583,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-29,1218.0,4.05,-233.97249731702172,270.4113858660621,,False,False,0.0,False,False,0.0,0.0,-0.0014630306440294066,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-30,1174.0,4.127,-234.6377385601879,205.6500529621046,,False,False,0.0,False,False,0.0,0.0,-0.03022911032508918,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-10-31,1148.0,4.217,-235.07808159689503,156.67572990589372,,False,False,0.0,False,False,0.0,0.0,-0.022892426239831593,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-01,1153.0,4.1530000000000005,-235.38723545378713,175.43681116042194,,False,False,0.0,False,False,0.0,0.0,0.008805691073986188,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-02,1161.0,4.23,-235.5621012713111,164.57231162235394,,False,False,0.0,False,False,0.0,0.0,-0.005035858025090031,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-03,1147.0,4.16,-235.63461194777406,166.7600142972599,,False,False,0.0,False,False,0.0,0.0,0.0010284230691457387,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-04,1147.0,4.16,-235.6253096920281,166.798711681163,,False,False,0.0,False,False,0.0,0.0,1.8191688824008865e-05,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-05,1147.0,4.16,-235.55139066952958,167.10621481475687,,False,False,0.0,False,False,0.0,0.0,0.00014457850962551594,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-06,1142.0,4.203,-235.38618701370086,152.6718559814152,,False,False,0.0,False,False,0.0,0.0,-0.006772471369014962,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-07,1151.0,4.234,-235.15501382624225,155.3536714596903,,False,False,0.0,False,False,0.0,0.0,0.001249304760928502,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-08,1158.0,4.267,-234.8720383774834,155.80101224327825,,False,False,0.0,False,False,0.0,0.0,0.0002070831373050925,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-09,1172.0,4.258,-234.59550572522642,173.09233662198596,,False,False,0.0,False,False,0.0,0.0,0.007965020654909736,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-10,1165.0,4.22,-234.33306182617227,176.1144790935531,,False,False,0.0,False,False,0.0,0.0,0.0014031119306170347,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-11,1165.0,4.22,-234.08493008633164,177.16159503568053,,False,False,0.0,False,False,0.0,0.0,0.00048638854626193015,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-12,1165.0,4.22,-233.8511130489268,178.14830293352895,,False,False,0.0,False,False,0.0,0.0,0.0004585389872329753,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-13,1160.0,4.189,-233.63777036695714,181.29137993281654,,False,False,0.0,False,False,0.0,0.0,0.0014696144064677932,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-14,1166.0,4.197,-233.45430367733707,186.19228746621627,,False,False,0.0,False,False,0.0,0.0,0.0022839453436453113,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-15,1179.0,4.163,-233.35375238164042,207.5483288352309,,False,False,0.0,False,False,0.0,0.0,0.009930956205794367,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-16,1243.0,4.106,-233.52963984834864,284.12729878268055,,False,False,0.0,False,False,0.0,0.0,0.03477901783564167,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-17,1312.0,4.14,-234.08696562767489,342.8799623014261,,False,False,0.0,False,False,0.0,0.0,0.025756059544337347,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-18,1312.0,4.14,-234.9387709832025,339.3534881295418,,False,False,0.0,False,False,0.0,0.0,-0.0015435535228586071,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-19,1312.0,4.14,-236.01316199506581,334.90550934042756,,False,False,0.0,False,False,0.0,0.0,-0.0019431171615080943,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-20,1292.0,4.13,-237.20262333929645,312.3531656087057,,False,False,0.0,False,False,0.0,0.0,-0.009927750823892896,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-21,1308.0,4.102,-238.52936997825117,329.5525243492136,,False,False,0.0,False,False,0.0,0.0,0.00752230651421919,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-22,1313.0,4.12,-239.95206104050817,324.39750851310635,,False,False,0.0,False,False,0.0,0.0,-0.002239750719411592,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-23,1313.0,4.12,-241.4340769801614,318.2916028417351,,False,False,0.0,False,False,0.0,0.0,-0.0026458740102909594,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-24,1313.0,4.126,-242.94211075956156,310.62085100604895,,False,False,0.0,False,False,0.0,0.0,-0.003312957119363854,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-25,1313.0,4.126,-244.4530327452985,304.3867868928984,,False,False,0.0,False,False,0.0,0.0,-0.002685229424933917,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-26,1313.0,4.126,-245.94847541264323,298.216590447434,,False,False,0.0,False,False,0.0,0.0,-0.00265067463757309,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-27,1310.0,4.149,-247.39164730035677,283.5720553508197,,False,False,0.0,False,False,0.0,0.0,-0.006267916427790024,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-28,1280.0,4.1,-248.72528912991825,260.2263145673353,,False,False,0.0,False,False,0.0,0.0,-0.010151320945779191,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-29,1284.0,4.124,-249.95264691956717,253.19528410370503,,False,False,0.0,False,False,0.0,0.0,-0.0030374184117332058,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-11-30,1252.0,4.085,-251.01952473440392,226.58524145996012,,False,False,0.0,False,False,0.0,0.0,-0.011684319926337687,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-01,1245.0,4.122,-251.9043518537209,206.65026165896256,,False,False,0.0,False,False,0.0,0.0,-0.008730585361610555,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-02,1245.0,4.122,-252.63445764287025,203.64076559608884,,False,False,0.0,False,False,0.0,0.0,-0.00131628311841308,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-03,1245.0,4.122,-253.23334384148754,201.17215668538847,,False,False,0.0,False,False,0.0,0.0,-0.0010785472214132992,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-04,1217.0,4.138,-253.634225702084,167.4615740447764,,False,False,0.0,False,False,0.0,0.0,-0.014873157346275688,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-05,1197.0,4.151,-253.80993929379287,143.43494199146585,,False,False,0.0,False,False,0.0,0.0,-0.01067582204203023,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-06,1197.0,4.148,-253.80703869360002,144.2084034989473,,False,False,0.0,False,False,0.0,0.0,0.00034379251335295004,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-07,1224.0,4.121,-253.75510363990605,178.27521789994694,,False,False,0.0,False,False,0.0,0.0,0.015009226964283959,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-08,1188.0,4.055,-253.6128358693435,159.5999505498121,,False,False,0.0,False,False,0.0,0.0,-0.008425946098840564,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-09,1188.0,4.055,-253.40099540170525,160.4589636460853,,False,False,0.0,False,False,0.0,0.0,0.0003877215913305166,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-10,1188.0,4.055,-253.13664121307178,161.5309198809939,,False,False,0.0,False,False,0.0,0.0,0.00048406918142700125,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-11,1212.0,4.05,-252.90232166296414,187.74559726499524,,False,False,0.0,False,False,0.0,0.0,0.011722582793773379,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-12,1210.0,4.067,-252.6772039569473,182.36181150709535,,False,False,0.0,False,False,0.0,0.0,-0.002406012636710485,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-13,1233.0,4.026,-252.552592604696,216.22326217349394,,False,False,0.0,False,False,0.0,0.0,0.015051027107299499,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-14,1214.0,4.006,-252.47114901540309,202.60057704429516,,False,False,0.0,False,False,0.0,0.0,-0.006121456215309679,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-15,1220.0,3.937,-252.48791169866269,225.955091642365,,False,False,0.0,False,False,0.0,0.0,0.01054834728505759,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-16,1220.0,3.937,-252.5818762045908,225.58515338252607,,False,False,0.0,False,False,0.0,0.0,-0.00016705914901357077,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-17,1220.0,3.937,-252.73583143625825,224.9790316354513,,False,False,0.0,False,False,0.0,0.0,-0.00027364153916895333,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-18,1169.0,3.956,-252.7861434039033,168.97801669415855,,False,False,0.0,False,False,0.0,0.0,-0.025818555723414426,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-19,1156.0,3.96,-252.7160471504689,155.2444532841431,,False,False,0.0,False,False,0.0,0.0,-0.006367695880475594,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-20,1159.0,4.095,-252.46625746423956,125.15067568393897,,False,False,0.0,False,False,0.0,0.0,-0.013723595719277355,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-21,1166.0,4.199,-252.02148453623485,107.76178643234994,,False,False,0.0,False,False,0.0,0.0,-0.00781790778771734,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-22,1176.0,4.025,-251.57596065651683,163.40675835751972,,False,False,0.0,False,False,0.0,0.0,0.025424994862640504,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-23,1176.0,4.025,-251.13494236570963,165.1818569780187,,False,False,0.0,False,False,0.0,0.0,0.0008117266751984887,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-24,1176.0,4.025,-250.70255932866328,166.92219870213023,,False,False,0.0,False,False,0.0,0.0,0.0007964667084521359,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-25,1176.0,4.025,-250.28200035174964,168.61494858420758,,False,False,0.0,False,False,0.0,0.0,0.0007752869247591969,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-26,1176.0,4.025,-249.8756702792747,170.25042712591926,,False,False,0.0,False,False,0.0,0.0,0.0007496179039270832,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-27,1176.0,4.095,-249.43655200697935,154.55731953141958,,False,False,0.0,False,False,0.0,0.0,-0.007141532170092053,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-28,1149.0,4.093,-248.90427523247467,130.23480147348118,,False,False,0.0,False,False,0.0,0.0,-0.011220088815186711,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-29,1150.0,4.19,-248.23843551610935,109.88095518750174,,False,False,0.0,False,False,0.0,0.0,-0.009293488559076017,-0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-30,1150.0,4.19,-247.47444482878325,113.0820761673981,,False,False,0.0,False,False,0.0,0.0,0.001463759085337027,0.0,1.0,1.0,1.6980607358413309,0.0511
1990-12-31,1150.0,4.19,-246.64209180802936,116.5696353243568,,False,False,0.0,False,False,0.0,0.0,0.0015972843528155227,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-01,1150.0,4.192,-245.76464203650153,119.75462058298558,,False,False,0.0,False,False,0.0,0.0,0.0014608379812186246,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-02,1150.0,4.192,-244.86262980446205,123.53585585969518,,False,False,0.0,False,False,0.0,0.0,0.0017373294602117915,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-03,1146.0,4.114,-243.99721992590108,142.19543722484298,,False,False,0.0,False,False,0.0,0.0,0.008679664044000526,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-04,1141.0,4.214,-243.08609591065013,116.63519183252015,,False,False,0.0,False,False,0.0,0.0,-0.011804128937494891,-0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-05,1150.0,4.155,-242.2173396104067,143.58695391876006,,False,False,0.0,False,False,0.0,0.0,0.012498422848636642,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-06,1150.0,4.155,-241.39265261145005,147.013528399425,,False,False,0.0,False,False,0.0,0.0,0.0015915448266228848,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-07,1150.0,4.155,-240.61283181174412,150.25368382220313,,False,False,0.0,False,False,0.0,0.0,0.0015072268752803555,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-08,1153.0,4.288,-239.79347023401755,124.76559963653267,,False,False,0.0,False,False,0.0,0.0,-0.011685165143839327,-0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-09,1140.0,4.127,-239.02998938766606,153.5232337971022,,False,False,0.0,False,False,0.0,0.0,0.013523606097009014,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-10,1137.0,4.127,-238.31110743576713,153.4900596125891,,False,False,0.0,False,False,0.0,0.0,-1.5644437161669506e-05,-0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-11,1186.0,4.099,-237.78990752851252,211.29916904062713,,False,False,0.0,False,False,0.0,0.0,0.026754795758730836,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-12,1197.0,4.13,-237.4396491110947,216.37424917117892,,False,False,0.0,False,False,0.0,0.0,0.002330556629678065,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-13,1197.0,4.13,-237.22843132758268,217.24657861708351,,False,False,0.0,False,False,0.0,0.0,0.0004007479383449855,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-14,1197.0,4.13,-237.12948595832157,217.65522299213194,,False,False,0.0,False,False,0.0,0.0,0.00018776637753612125,0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-15,1210.0,4.212,-237.10260974420484,211.32380775740933,,False,False,0.0,False,False,0.0,0.0,-0.002866610894326695,-0.0,1.0,1.0,1.6980607358413309,0.0511
1991-01-16,1198.0,4.178,-237.1224468673009,207.30241698841678,,False,False,0.0,False,False,0.0,0.0,-0.0018373441814009,-0.0,1.0,1.0,1.6980607358413309,0.0511
