Date,CT,SB,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,SB_CT_pair,sharpe,CAGR
1990-09-06,73.16,10.77,-5.988650007833059,8.662239415637956,,False,False,0.0,False,False,0.0,0.0,-0.011404181211008335,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-07,72.71,11.24,-6.012490032645716,5.129612033062145,,False,False,0.0,False,False,0.0,0.0,-0.025180822676235975,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-08,72.94,11.16,-6.028670321474456,5.660039212345069,,False,False,0.0,False,False,0.0,0.0,0.0037828221909588723,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-09,72.94,11.16,-6.039425940971603,5.5400064987569095,,False,False,0.0,False,False,0.0,0.0,-0.0008552994096233598,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-10,72.94,11.16,-6.046376509394584,5.462438155156448,,False,False,0.0,False,False,0.0,0.0,-0.0005524119816734289,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-11,72.06,11.2,-6.047804773885809,4.324586532478946,,False,False,0.0,False,False,0.0,0.0,-0.008139405968006677,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-12,71.84,11.33,-6.04308451853246,3.3718524050272265,,False,False,0.0,False,False,0.0,0.0,-0.006790297953344629,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-13,72.54,11.0,-6.041467428787228,6.083858283340504,,False,False,0.0,False,False,0.0,0.0,0.019511375242642636,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-14,72.46,11.0,-6.0416678126709344,6.001654060619714,,False,False,0.0,False,False,0.0,0.0,-0.0005917448999620367,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-15,71.59,10.98,-6.0411195345769375,5.2585075103452255,,False,False,0.0,False,False,0.0,0.0,-0.00538818524118154,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-16,71.59,10.98,-6.040108706273077,5.269606405121607,,False,False,0.0,False,False,0.0,0.0,8.047903052894822e-05,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-17,71.59,10.98,-6.038830882281395,5.2836369125502785,,False,False,0.0,False,False,0.0,0.0,0.00010174675469703131,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-18,71.6,11.15,-6.034842988741938,4.311500675527384,,False,False,0.0,False,False,0.0,0.0,-0.006999400538930015,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-19,72.3,10.92,-6.034523497263289,6.4030034098848745,,False,False,0.0,False,False,0.0,0.0,0.015134212652687202,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-20,73.95,11.05,-6.038743426262968,7.221885139794196,,False,False,0.0,False,False,0.0,0.0,0.005820960358496828,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-21,73.8,11.14,-6.043995913128526,6.469885527748204,,False,False,0.0,False,False,0.0,0.0,-0.005328413534262711,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-22,73.04,10.9,-6.051492875756167,7.07872765425779,,False,False,0.0,False,False,0.0,0.0,0.004380119089810876,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-23,73.04,10.9,-6.060218195766106,6.983621666149446,,False,False,0.0,False,False,0.0,0.0,-0.0006837416563073718,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-24,73.04,10.9,-6.0694895218818115,6.882564211488258,,False,False,0.0,False,False,0.0,0.0,-0.0007260008353510793,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-25,71.14,10.96,-6.073147733879286,4.578300836683027,,False,False,0.0,False,False,0.0,0.0,-0.016733732327241138,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-26,71.82,11.08,-6.072986961524662,4.531304466306736,,False,False,0.0,False,False,0.0,0.0,-0.00033783919974225154,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-27,72.28,10.82,-6.07552709801352,6.542796799493715,,False,False,0.0,False,False,0.0,0.0,0.0145742145655912,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-28,72.34,10.52,-6.084455492562689,8.331528218240521,,False,False,0.0,False,False,0.0,0.0,0.013118822641517135,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-29,71.92,9.78,-6.107430186075442,12.189332780182184,,False,False,0.0,False,False,0.0,0.0,0.02930334227247224,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-09-30,71.92,9.78,-6.13891254924421,11.881435268391634,,False,False,0.0,False,False,0.0,0.0,-0.0023332893353060135,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-01,71.92,9.78,-6.175206244786057,11.526482925992362,,False,False,0.0,False,False,0.0,0.0,-0.002682661229545693,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-02,71.58,10.13,-6.207601618043152,8.69699560922286,,False,False,0.0,False,False,0.0,0.0,-0.021042868479618598,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-03,72.35,10.1,-6.23903879554105,9.335708165035392,,False,False,0.0,False,False,0.0,0.0,0.004718471519736141,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-04,72.03,9.82,-6.272617568440173,10.432895477917505,,False,False,0.0,False,False,0.0,0.0,0.008210814091992823,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-05,71.94,9.82,-6.3065979353527615,10.009208274835878,,False,False,0.0,False,False,0.0,0.0,-0.0031648965216509242,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-06,72.8,9.94,-6.340331789870598,9.777102008686256,,False,False,0.0,False,False,0.0,0.0,-0.0017088890723305377,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-07,72.8,9.94,-6.373078946837568,9.451595268434573,,False,False,0.0,False,False,0.0,0.0,-0.0023908230206109464,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-08,72.8,9.94,-6.404376611916681,9.14049647754819,,False,False,0.0,False,False,0.0,0.0,-0.002279788383043604,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-09,73.76,10.15,-6.433012394999167,8.464924190758452,,False,False,0.0,False,False,0.0,0.0,-0.004858307277589066,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-10,73.43,10.15,-6.458309097470234,7.87816266067712,,False,False,0.0,False,False,0.0,0.0,-0.004221857627689578,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-11,73.83,10.15,-6.481771670221181,8.040017547255005,,False,False,0.0,False,False,0.0,0.0,0.0011592530219137174,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-12,73.8,10.15,-6.503346461399992,7.791033416790086,,False,False,0.0,False,False,0.0,0.0,-0.001780888140080282,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-13,73.5,10.15,-6.522362000829213,7.298025691583476,,False,False,0.0,False,False,0.0,0.0,-0.0035289961193977768,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-14,73.5,10.15,-6.539207594053513,7.127042920356843,,False,False,0.0,False,False,0.0,0.0,-0.0012224147883659613,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-15,73.5,10.15,-6.55419448364249,6.9749259910287265,,False,False,0.0,False,False,0.0,0.0,-0.0010863549289634382,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-16,73.15,10.15,-6.566683830132823,6.498159124151854,,False,False,0.0,False,False,0.0,0.0,-0.00341030464184136,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-17,74.08,10.15,-6.579579391963899,7.297269171566413,,False,False,0.0,False,False,0.0,0.0,0.00567297000927697,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-18,73.88,9.49,-6.602864775353859,11.218813281891876,,False,False,0.0,False,False,0.0,0.0,0.028720594895821183,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-19,73.55,9.63,-6.629281387750389,9.710020235963746,,False,False,0.0,False,False,0.0,0.0,-0.010981827412155113,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-20,73.63,9.66,-6.656852584418674,9.324804034515608,,False,False,0.0,False,False,0.0,0.0,-0.002792733201644422,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-21,73.63,9.66,-6.684534451755255,9.057397196044235,,False,False,0.0,False,False,0.0,0.0,-0.0019348900313454842,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-22,73.63,9.66,-6.711630315421915,8.795651153024295,,False,False,0.0,False,False,0.0,0.0,-0.001890349719617788,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-23,74.53,9.92,-6.7355794128494,7.7130522245339534,,False,False,0.0,False,False,0.0,0.0,-0.007659160282753916,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-24,74.94,9.78,-6.760244414315099,8.824809627998334,,False,False,0.0,False,False,0.0,0.0,0.007881719208859796,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-25,74.38,9.83,-6.782490888538656,7.708114565664999,,False,False,0.0,False,False,0.0,0.0,-0.0079169098583457,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-26,74.58,9.6,-6.80703139464886,9.232498611370943,,False,False,0.0,False,False,0.0,0.0,0.01089409894822734,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-27,74.1,9.33,-6.835922506432024,10.320843014989208,,False,False,0.0,False,False,0.0,0.0,0.007893465752307887,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-28,74.1,9.33,-6.867060927757025,10.030321544026947,,False,False,0.0,False,False,0.0,0.0,-0.0021026427376020433,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-29,74.1,9.33,-6.898996884526121,9.732359067371277,,False,False,0.0,False,False,0.0,0.0,-0.002151856380658951,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-30,75.13,9.39,-6.932321100466239,10.035504866622006,,False,False,0.0,False,False,0.0,0.0,0.002161860514900652,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-10-31,74.97,9.47,-6.963989001370581,9.021024157020591,,False,False,0.0,False,False,0.0,0.0,-0.007199035499177993,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-01,74.95,9.42,-6.994615157771254,9.060725213794782,,False,False,0.0,False,False,0.0,0.0,0.00028188910255649906,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-02,74.8,9.73,-7.017949680729005,6.515349606506774,,False,False,0.0,False,False,0.0,0.0,-0.017789298854126136,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-03,74.86,9.71,-7.036298509392393,6.5375414737998625,,False,False,0.0,False,False,0.0,0.0,0.00015499012603577793,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-04,74.86,9.71,-7.050846495155863,6.39628053203657,,False,False,0.0,False,False,0.0,0.0,-0.0009856075622909554,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-05,74.86,9.71,-7.062488897105912,6.283232809101591,,False,False,0.0,False,False,0.0,0.0,-0.0007881362997014939,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-06,72.86,9.55,-7.069658286948787,5.3447633596390745,,False,False,0.0,False,False,0.0,0.0,-0.006685434496305499,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-07,72.33,9.9,-7.065969385393231,2.376903084607008,,False,False,0.0,False,False,0.0,0.0,-0.020858839450176362,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-08,74.18,9.66,-7.064247984543929,5.939364469305659,,False,False,0.0,False,False,0.0,0.0,0.025013660214505025,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-09,74.05,9.81,-7.060819199191148,4.783363655934821,,False,False,0.0,False,False,0.0,0.0,-0.008066061574286373,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-10,73.37,10.17,-7.048028023197713,1.6915550040792624,,False,False,0.0,False,False,0.0,0.0,-0.02131569664150836,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-11,73.37,10.17,-7.029352987366969,1.8814801184779384,,False,False,0.0,False,False,0.0,0.0,0.0013111076556215908,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-12,73.37,10.17,-7.0072931400131955,2.1058287660658124,,False,False,0.0,False,False,0.0,0.0,0.0015511455258039126,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-13,72.67,10.15,-6.982161694374849,1.8010588020952838,,False,False,0.0,False,False,0.0,0.0,-0.00212325631934491,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-14,73.66,10.32,-6.9551472444758735,1.8828804370089784,,False,False,0.0,False,False,0.0,0.0,0.000562591140140509,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-15,73.58,10.2,-6.929624203386423,2.89783312545849,,False,False,0.0,False,False,0.0,0.0,0.00703547375197942,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-16,73.44,10.06,-6.907934766071565,3.946176253320047,,False,False,0.0,False,False,0.0,0.0,0.007334465001926515,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-17,73.63,10.07,-6.88963931299289,4.251332118161585,,False,False,0.0,False,False,0.0,0.0,0.0021338277557670458,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-18,73.63,10.07,-6.874057812608605,4.408237827031343,,False,False,0.0,False,False,0.0,0.0,0.0010983813323896705,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-19,73.63,10.07,-6.860672882853474,4.543024069665506,,False,False,0.0,False,False,0.0,0.0,0.0009444303437312021,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-20,73.65,9.85,-6.853018974626834,6.147763099925697,,False,False,0.0,False,False,0.0,0.0,0.011368852988112627,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-21,73.26,9.77,-6.849726799162525,6.338169172182134,,False,False,0.0,False,False,0.0,0.0,0.0013582792515408656,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-22,73.78,9.83,-6.84966482137791,6.447794805855139,,False,False,0.0,False,False,0.0,0.0,0.0007768685460069171,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-23,73.78,9.83,-6.851737623738537,6.427419158650181,,False,False,0.0,False,False,0.0,0.0,-0.00014437238434591063,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-24,73.93,9.83,-6.855552614287738,6.539917801551539,,False,False,0.0,False,False,0.0,0.0,0.0007960556005294525,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-25,73.93,9.83,-6.860423795928871,6.492034086019203,,False,False,0.0,False,False,0.0,0.0,-0.00033871687424202114,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-26,73.93,9.83,-6.865871063607922,6.438487444734136,,False,False,0.0,False,False,0.0,0.0,-0.00037863151310972787,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-27,73.85,10.0,-6.8683773697613,5.166226302386988,,False,False,0.0,False,False,0.0,0.0,-0.008926032822552386,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-28,74.03,9.98,-6.869679863365464,5.470594963612669,,False,False,0.0,False,False,0.0,0.0,0.002134581185383366,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-29,73.91,9.98,-6.869844389884605,5.348952988951638,,False,False,0.0,False,False,0.0,0.0,-0.0008538013667548763,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-11-30,73.18,9.97,-6.867558603830787,4.710440719807053,,False,False,0.0,False,False,0.0,0.0,-0.0045076897689569325,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-01,74.18,9.82,-6.868910990933714,6.727294069030933,,False,False,0.0,False,False,0.0,0.0,0.01424002553624077,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-02,74.18,9.82,-6.872629532221296,6.690777993586877,,False,False,0.0,False,False,0.0,0.0,-0.0002577558832249548,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-03,74.18,9.82,-6.877818417041444,6.639823144653022,,False,False,0.0,False,False,0.0,0.0,-0.00035954547944055227,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-04,73.76,9.76,-6.883828147466593,6.573837280726053,,False,False,0.0,False,False,0.0,0.0,-0.0004681636069681039,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-05,73.88,9.71,-6.8914156183803845,6.964354345526459,,False,False,0.0,False,False,0.0,0.0,0.0027736444759007216,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-06,73.63,9.87,-6.89641331185348,5.562400612006158,,False,False,0.0,False,False,0.0,0.0,-0.009893983663629308,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-07,73.77,9.54,-6.905721366503279,7.889418163558716,,False,False,0.0,False,False,0.0,0.0,0.016663142544425344,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-08,74.37,9.6,-6.918140469246981,7.955851495228984,,False,False,0.0,False,False,0.0,0.0,0.00047188076481505833,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-09,74.37,9.6,-6.932324620389507,7.819683644260735,,False,False,0.0,False,False,0.0,0.0,-0.0009662755129253826,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-10,74.37,9.6,-6.947338163522819,7.675553630180943,,False,False,0.0,False,False,0.0,0.0,-0.0010217316821414819,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-11,75.57,9.73,-6.963312558371522,7.816968807045086,,False,False,0.0,False,False,0.0,0.0,0.0009866884316293647,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-12,75.45,9.89,-6.976380216286287,6.453599660928617,,False,False,0.0,False,False,0.0,0.0,-0.009438581667082849,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-13,75.0,9.84,-6.986900381301003,6.248900247998137,,False,False,0.0,False,False,0.0,0.0,-0.0014239850219137545,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-14,75.08,9.69,-6.998335626245462,7.266127781681476,,False,False,0.0,False,False,0.0,0.0,0.007118762462600088,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-15,75.65,9.67,-7.011912773221508,7.8448034829480235,,False,False,0.0,False,False,0.0,0.0,0.004033842728016914,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-16,75.65,9.67,-7.026577838573903,7.70299230099036,,False,False,0.0,False,False,0.0,0.0,-0.000987563628449075,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-17,75.65,9.67,-7.041603606836749,7.557693121888647,,False,False,0.0,False,False,0.0,0.0,-0.0010108309951148999,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-18,75.33,9.7,-7.055140070933308,6.895141311946915,,False,False,0.0,False,False,0.0,0.0,-0.004608579704302873,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-19,74.65,9.7,-7.065604909193091,6.113632380827028,,False,False,0.0,False,False,0.0,0.0,-0.005457984193009458,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-20,75.1,9.67,-7.075458730119295,6.68031407974641,,False,False,0.0,False,False,0.0,0.0,0.003948459720252297,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-21,75.9,9.67,-7.086711497952162,7.37149981480259,,False,False,0.0,False,False,0.0,0.0,0.004785660269059696,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-22,75.45,9.67,-7.097461917660935,6.817543256218769,,False,False,0.0,False,False,0.0,0.0,-0.0038447189970456266,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-23,75.45,9.67,-7.107610535372008,6.719406122952677,,False,False,0.0,False,False,0.0,0.0,-0.0006806542449796052,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-24,75.45,9.67,-7.117105828266802,6.627586640660027,,False,False,0.0,False,False,0.0,0.0,-0.0006364313187438977,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-25,75.45,9.67,-7.12592953605888,6.542261386310628,,False,False,0.0,False,False,0.0,0.0,-0.0005910681004621117,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-26,75.45,9.67,-7.134086054754835,6.463387850520746,,False,False,0.0,False,False,0.0,0.0,-0.0005460771657275811,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-27,76.2,9.9,-7.1393202014982595,5.520730005167238,,False,False,0.0,False,False,0.0,0.0,-0.006417909384943643,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-28,75.57,9.7,-7.14450673105782,6.268284708739145,,False,False,0.0,False,False,0.0,0.0,0.005160114947689879,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-29,76.19,9.37,-7.157140699873949,9.127591642181102,,False,False,0.0,False,False,0.0,0.0,0.019959922253452937,0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-30,76.19,9.37,-7.174421267535551,8.965672723191886,,False,False,0.0,False,False,0.0,0.0,-0.0011290288917695861,-0.0,1.0,1.0,1.4708401057326372,0.0472
1990-12-31,76.19,9.37,-7.194394796045976,8.778520761049208,,False,False,0.0,False,False,0.0,0.0,-0.0013032732192908704,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-01,76.19,9.37,-7.215699175994323,8.578898720933196,,False,False,0.0,False,False,0.0,0.0,-0.001388181580950595,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-02,76.19,9.37,-7.237392583047283,8.375631496846964,,False,False,0.0,False,False,0.0,0.0,-0.0014115351235457964,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-03,74.19,9.12,-7.258301165839182,7.9942933675466605,,False,False,0.0,False,False,0.0,0.0,-0.0027163600800093734,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-04,75.05,9.11,-7.280607045798448,8.723669812776137,,False,False,0.0,False,False,0.0,0.0,0.005159112874577857,0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-05,75.05,9.2,-7.301701437714185,7.874346773029501,,False,False,0.0,False,False,0.0,0.0,-0.005971658561421728,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-06,75.05,9.2,-7.321494053000645,7.69225471239406,,False,False,0.0,False,False,0.0,0.0,-0.0012786668328164906,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-07,75.05,9.2,-7.3399521657965785,7.522440074671479,,False,False,0.0,False,False,0.0,0.0,-0.0011910334123512657,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-08,74.38,9.32,-7.353129175475932,5.8488360845643115,,False,False,0.0,False,False,0.0,0.0,-0.01171079952226464,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-09,74.23,9.1,-7.366162890670779,7.197917694895921,,False,False,0.0,False,False,0.0,0.0,0.009550203340609147,0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-10,73.97,9.15,-7.377204662467466,6.468577338422691,,False,False,0.0,False,False,0.0,0.0,-0.005155389991503309,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-11,74.13,8.97,-7.39044005694634,7.837752689191319,,False,False,0.0,False,False,0.0,0.0,0.009750416169726403,0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-12,74.58,9.14,-7.40281957113693,6.9182291198084584,,False,False,0.0,False,False,0.0,0.0,-0.006464511540406536,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-13,74.58,9.14,-7.414329893886894,6.813024769873792,,False,False,0.0,False,False,0.0,0.0,-0.0007390697959305938,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-14,74.58,9.14,-7.424982729744876,6.715657850131834,,False,False,0.0,False,False,0.0,0.0,-0.0006835436091909974,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-15,74.55,9.03,-7.436814713690729,7.395563135372726,,False,False,0.0,False,False,0.0,0.0,0.004798052201360621,0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-16,74.63,9.16,-7.446911289189103,6.416292591027812,,False,False,0.0,False,False,0.0,0.0,-0.006855538561045528,-0.0,1.0,1.0,1.4708401057326372,0.0472
1991-01-17,74.83,8.95,-7.460102805939837,8.062079886838461,,False,False,0.0,False,False,0.0,0.0,0.011622962360572647,0.0,1.0,1.0,1.4708401057326372,0.0472
