Date,NG,DC,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_NG_pair,sharpe,CAGR
1990-09-08,1.51,13.09,-0.10533414584897244,0.13117603083695073,,False,False,0.0,False,False,0.0,0.0,-0.008302625579173783,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-09,1.51,13.09,-0.10560010546407829,0.12769461947521532,,False,False,0.0,False,False,0.0,0.0,-0.0012036804222601612,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-10,1.51,13.09,-0.10583402608767915,0.12463259851227981,,False,False,0.0,False,False,0.0,0.0,-0.0010575586923311205,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-11,1.525,13.09,-0.1060780346347492,0.13643852663113298,,False,False,0.0,False,False,0.0,0.0,0.004052060760263389,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-12,1.525,13.09,-0.10631991540779959,0.13327230731190332,,False,False,0.0,False,False,0.0,0.0,-0.001085538196509403,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-13,1.543,13.09,-0.10659685866802511,0.14764712003555136,,False,False,0.0,False,False,0.0,0.0,0.004892132875416232,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-14,1.54,13.09,-0.10687825553627926,0.14096363503010445,,False,False,0.0,False,False,0.0,0.0,-0.0022740395747078033,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-15,1.52,13.09,-0.10710388818903263,0.11801010360556297,,False,False,0.0,False,False,0.0,0.0,-0.007855445172094806,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-16,1.52,13.09,-0.10728871074613114,0.11559077633314341,,False,False,0.0,False,False,0.0,0.0,-0.0008272875262600949,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-17,1.52,13.09,-0.10744303675808091,0.11357064883672097,,False,False,0.0,False,False,0.0,0.0,-0.0006903045500208042,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-18,1.537,13.09,-0.10761573113904653,0.12831007938988082,,False,False,0.0,False,False,0.0,0.0,0.005003727802452126,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-19,1.56,13.09,-0.10785016274445182,0.1482413696751257,,False,False,0.0,False,False,0.0,0.0,0.006706900783212657,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-20,1.555,13.09,-0.10810173288124612,0.13994831658448814,,False,False,0.0,False,False,0.0,0.0,-0.0027922251780819756,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-21,1.846,13.09,-0.10906768334664434,0.4183040249924257,,False,False,0.0,False,False,0.0,0.0,0.0850279654961831,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-22,1.872,13.09,-0.11049408945205624,0.42563236907258384,,False,False,0.0,False,False,0.0,0.0,0.0022084183837431,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-23,1.872,13.09,-0.1121502905923762,0.40395269614579554,,False,False,0.0,False,False,0.0,0.0,-0.006490828109461598,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-24,1.872,13.09,-0.11389066276326318,0.3811712244288852,,False,False,0.0,False,False,0.0,0.0,-0.006774496484151604,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-25,1.936,13.09,-0.11578172584607778,0.4204172086748419,,False,False,0.0,False,False,0.0,0.0,0.011370431080081116,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-26,1.93,13.09,-0.1176873788315378,0.38947221109517005,,False,False,0.0,False,False,0.0,0.0,-0.008916510531511098,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-27,1.945,13.09,-0.1195769486695591,0.3797377419154715,,False,False,0.0,False,False,0.0,0.0,-0.002773145840393828,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-28,1.94,13.09,-0.12138372319836283,0.35108706333343065,,False,False,0.0,False,False,0.0,0.0,-0.008118839737968836,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-29,1.935,13.09,-0.1230704206592106,0.32400819357093336,,False,False,0.0,False,False,0.0,0.0,-0.00763647273899559,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-09-30,1.935,13.09,-0.1246308085421989,0.30358271618261634,,False,False,0.0,False,False,0.0,0.0,-0.005727169807357543,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-01,1.935,12.5,-0.1262419962748073,0.35697504656490864,,False,False,0.0,False,False,0.0,0.0,0.015198392009736347,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-02,1.909,12.5,-0.12777478838002695,0.31181514524966314,,False,False,0.0,False,False,0.0,0.0,-0.01288006856057827,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-03,1.88,12.5,-0.12914529379280099,0.26568382758998754,,False,False,0.0,False,False,0.0,0.0,-0.013201815572361062,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-04,1.915,12.5,-0.13046305627782967,0.28421179652712913,,False,False,0.0,False,False,0.0,0.0,0.005225345642188848,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-05,1.898,12.5,-0.13166834732979352,0.25214565837758096,,False,False,0.0,False,False,0.0,0.0,-0.00904837926687131,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-06,1.935,12.5,-0.13286007092713412,0.2742491134108236,,False,False,0.0,False,False,0.0,0.0,0.006147104104369508,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-07,1.935,12.5,-0.13400786105081394,0.25990173686482576,,False,False,0.0,False,False,0.0,0.0,-0.003974234356030494,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-08,1.935,12.5,-0.1350945149451276,0.24631856318590528,,False,False,0.0,False,False,0.0,0.0,-0.003748445859761523,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-09,1.93,12.5,-0.13609908632451015,0.22876142094362306,,False,False,0.0,False,False,0.0,0.0,-0.004835028561203672,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-10,1.94,12.5,-0.13704797990057335,0.22690025124283308,,False,False,0.0,False,False,0.0,0.0,-0.0005094768357812218,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-11,1.94,12.5,-0.137934314894805,0.21582106381493738,,False,False,0.0,False,False,0.0,0.0,-0.0030236480316189846,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-12,1.96,12.5,-0.13880477457630352,0.22494031779620594,,False,False,0.0,False,False,0.0,0.0,0.0024679585082722365,0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-13,1.95,12.5,-0.13961456702996297,0.20481791212546274,,False,False,0.0,False,False,0.0,0.0,-0.005445578916604234,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-14,1.95,12.5,-0.14036279911982888,0.19546501100213898,,False,False,0.0,False,False,0.0,0.0,-0.0025247166381478507,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-15,1.95,12.5,-0.1410507558100251,0.18686555237468627,,False,False,0.0,False,False,0.0,0.0,-0.0023159567068605272,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-16,1.9,12.5,-0.14155824036613554,0.13052199542330567,,False,False,0.0,False,False,0.0,0.0,-0.015354651773660192,-0.0,1.0,1.0,1.5560964551752645,0.0642
1990-10-17,1.91,12.5,-0.14196495467325143,0.1354380665843571,,False,False,0.0,False,False,0.0,0.0,0.0013342349103884234,0.0,1.0,1.0,1.5560964551752645,0.0642
