Date,CT,DC,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_CT_pair,sharpe,CAGR
1990-08-31,72.86,13.43,-4.920881019326974,6.772567910438738,,False,False,0.0,False,False,0.0,0.0,0.0018236996087817718,0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-01,72.19,13.09,-4.939168431234878,7.536285235135452,,False,False,0.0,False,False,0.0,0.0,0.005580945577288601,0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-02,72.19,13.09,-4.9575594383785155,7.2955469516252265,,False,False,0.0,False,False,0.0,0.0,-0.0017561311888903476,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-03,72.19,13.09,-4.975300818178071,7.063312290049055,,False,False,0.0,False,False,0.0,0.0,-0.0016912340768567948,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-04,72.19,13.09,-4.991989471948676,6.844857812191833,,False,False,0.0,False,False,0.0,0.0,-0.0015883538881932874,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-05,72.84,13.09,-5.009095832052183,7.270935558436932,,False,False,0.0,False,False,0.0,0.0,0.003078394814416152,0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-06,73.16,13.09,-5.026643831339217,7.3612322477696495,,False,False,0.0,False,False,0.0,0.0,0.0006498092260987842,0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-07,72.71,13.09,-5.042702600783347,6.701022955745984,,False,False,0.0,False,False,0.0,0.0,-0.004759329300799604,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-08,72.94,13.09,-5.057888584213406,6.732238432646511,,False,False,0.0,False,False,0.0,0.0,0.00022433330259084245,0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-09,72.94,13.09,-5.072030880015495,6.547115780597167,,False,False,0.0,False,False,0.0,0.0,-0.0013286357566375904,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-10,72.94,13.09,-5.085068067447662,6.376458997110106,,False,False,0.0,False,False,0.0,0.0,-0.0012233150661281485,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-11,72.06,13.09,-5.094825774224341,5.368730615403379,,False,False,0.0,False,False,0.0,0.0,-0.007262840809862883,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-12,71.84,13.09,-5.101750887155279,5.0580808871374074,,False,False,0.0,False,False,0.0,0.0,-0.0022409856266168717,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-13,72.54,13.09,-5.108475744254139,5.670052507713336,,False,False,0.0,False,False,0.0,0.0,0.004389727071734162,0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-14,72.46,13.09,-5.114661337618007,5.509083090580276,,False,False,0.0,False,False,0.0,0.0,-0.0011546399715428874,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-15,71.59,13.09,-5.1181814995173065,4.593004171318455,,False,False,0.0,False,False,0.0,0.0,-0.00661013620927507,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-16,71.59,13.09,-5.119989324834724,4.569339737913467,,False,False,0.0,False,False,0.0,0.0,-0.00017072592656469212,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-17,71.59,13.09,-5.120712042265,4.5598793667511615,,False,False,0.0,False,False,0.0,0.0,-6.824673877852628e-05,-0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-18,71.6,13.09,-5.120785476406102,4.56891811384412,,False,False,0.0,False,False,0.0,0.0,6.520000399608168e-05,0.0,1.0,1.0,1.858755449607573,0.0497
1990-09-19,72.3,13.09,-5.122182441475095,5.250631841091007,,False,False,0.0,False,False,0.0,0.0,0.004892119255750663,0.0,1.0,1.0,1.858755449607573,0.0497
