Date,CC,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_CC_pair,sharpe,CAGR
1990-09-02,1274.0,76.32,-15.803565751708554,67.87186182960318,-0.34268827540491753,False,False,0.0,False,False,0.0,0.0,-0.0025907394611670675,-0.0,1.0397232978510351,1.0397232978510351,1.276982975587151,0.037
1990-09-03,1274.0,76.32,-15.87779191575416,62.20692098964264,-0.22205396248572798,False,False,0.0,False,False,0.0,0.0,-0.002278926950032325,-0.0,1.0397232978510351,1.0397232978510351,1.276982975587151,0.037
1990-09-04,1274.0,76.32,-15.943382171390635,57.20107267946696,-0.11549324149784387,False,False,0.0,False,False,0.0,0.0,-0.0020097360149262233,-0.0,1.0397232978510351,1.0397232978510351,1.276982975587151,0.037
1990-09-05,1290.0,77.02,-16.007061973381767,57.136086810136476,-0.18894520979297635,False,False,0.0,False,False,0.0,0.0,-2.5758769226802267e-05,-0.0,1.0397232978510351,1.0397232978510351,1.276982975587151,0.037
1990-09-06,1250.0,77.27,-16.014358044988377,12.570553863748273,-2.0880088384974607,True,False,1.0,False,False,0.0,1.0,-0.017916300305768382,-0.0,1.0397232978510351,1.0397232978510351,1.276982975587151,0.037
1990-09-07,1277.0,77.82,-16.034693230664505,29.180172789688413,-1.0012295233693291,False,False,1.0,False,False,0.0,1.0,0.006578536316507069,0.006578536316507069,1.046301834167542,1.046301834167542,1.276982975587151,0.037
1990-09-08,1230.0,77.97,-15.999428023791468,-17.475403015020675,-1.7643713927101619,False,False,1.0,False,False,0.0,1.0,-0.018831902729662023,-0.018831902729662023,1.0274699314378801,1.0274699314378801,1.276982975587151,0.037
1990-09-09,1230.0,77.97,-15.960823924916106,-14.465441425708832,-1.2055702394236378,False,False,1.0,False,False,0.0,1.0,0.0012164088206370737,0.0012164088206370737,1.0286863402585171,1.0286863402585171,1.276982975587151,0.037
1990-09-10,1230.0,77.97,-15.925354923320157,-11.699923371272689,-0.8506751168609213,False,False,1.0,False,False,0.0,1.0,0.0011188728972666379,0.0011188728972666379,1.0298052131557838,1.0298052131557838,1.276982975587151,0.037
1990-09-11,1235.0,78.55,-15.888818926938495,-13.066726711018646,-0.6720723656231119,False,False,1.0,False,False,0.0,1.0,-0.0005504497019926547,-0.0005504497019926547,1.0292547634537912,1.0292547634537912,1.276982975587151,0.037
1990-09-12,1214.0,78.95,-15.825548302086986,-35.42703844976768,-1.3248215208767096,False,False,1.0,False,False,0.0,1.0,-0.009076912524602456,-0.009076912524602456,1.0201778509291888,1.0201778509291888,1.276982975587151,0.037
1990-09-13,1252.0,78.85,-15.807986537313191,5.540261532855084,0.6747705450097322,False,True,0.0,False,False,0.0,0.0,0.01639702227411398,0.01639702227411398,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-14,1264.0,78.7,-15.812917032448153,19.523429546330362,1.6590576630216431,False,False,0.0,False,False,0.0,0.0,0.0055743666008992694,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-15,1302.0,78.62,-15.862534258592373,54.88755658946752,1.8400927095947075,False,False,0.0,False,False,0.0,0.0,0.013873113810476895,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-16,1302.0,78.62,-15.9129795163615,50.9215504236588,1.2067775229001036,False,False,0.0,False,False,0.0,0.0,-0.0015534211909809675,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-17,1302.0,78.62,-15.959132138189867,47.29303129551249,0.8260210194772244,False,False,0.0,False,False,0.0,0.0,-0.001419215879082506,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-18,1326.0,79.37,-16.013698717463367,54.99273279493241,0.785947880474994,False,False,0.0,False,False,0.0,0.0,0.0029648363316697353,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-19,1291.0,79.47,-16.02519822814063,17.47749680966399,-0.8787876589940994,False,False,0.0,False,True,0.0,0.0,-0.014628546225895246,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-20,1261.0,79.67,-15.99525196885773,-13.341724358895362,-1.7860201132720108,False,False,0.0,False,False,0.0,0.0,-0.012155845057278233,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-21,1254.0,79.4,-15.960332742377437,-13.250419744768578,-1.3325028397824064,False,False,0.0,False,False,0.0,0.0,3.621402039708023e-05,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-22,1260.0,79.57,-15.931374049738348,-7.659433137680253,-0.8648924311069723,False,False,0.0,False,False,0.0,0.0,0.0022119224345615346,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-23,1260.0,79.57,-15.905591971398376,-5.607953164168748,-0.58399655686803,False,False,0.0,False,False,0.0,0.0,0.0008122717427070736,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-24,1260.0,79.57,-15.88238821321016,-3.761630125132342,-0.3187956124166008,False,False,0.0,False,False,0.0,0.0,0.0007315758417901227,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-25,1295.0,79.25,-15.904019214522148,34.606477249119735,1.852236797873094,False,True,0.0,False,False,0.0,0.0,0.015014559218632137,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-26,1288.0,78.55,-15.933255424309479,36.44278642049039,1.4855507991197396,False,False,0.0,False,False,0.0,0.0,0.0007230824182859726,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-27,1274.0,78.47,-15.947399547829294,22.60755748183533,0.6339188313632887,False,False,0.0,False,False,0.0,0.0,-0.005478447114088704,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-28,1307.0,79.0,-15.984705445347464,44.208269817550445,1.2031539737844994,False,False,0.0,False,False,0.0,0.0,0.008405627616437816,0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-29,1281.0,79.05,-15.993049528084821,16.749434804894918,-0.20413504913893388,False,False,0.0,False,True,0.0,0.0,-0.010788263987891771,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-09-30,1281.0,79.05,-15.99743923069766,16.40242881335007,-0.4647989815794123,False,False,0.0,False,False,0.0,0.0,-0.0001363161229695422,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-10-01,1281.0,79.05,-16.001015704329756,16.11970857273286,-0.9205264223641794,False,False,0.0,False,False,0.0,0.0,-0.00011105009201305022,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-10-02,1240.0,80.17,-15.941865580878165,-38.059363619002625,-2.0616171706260906,True,False,1.0,False,False,0.0,1.0,-0.02151620131539246,-0.0,1.0365748732033027,1.0365748732033027,1.276982975587151,0.037
1990-10-03,1260.0,79.92,-15.906136120463886,-11.218398747473884,-0.7836702494518221,False,False,1.0,False,False,0.0,1.0,0.010603970358626697,0.010603970358626697,1.0471788435619294,1.0471788435619294,1.276982975587151,0.037
1990-10-04,1245.0,79.92,-15.860235462331186,-22.550018149508332,-0.9085464608087798,False,False,1.0,False,False,0.0,1.0,-0.004510007490469854,-0.004510007490469854,1.0426688360714595,1.0426688360714595,1.276982975587151,0.037
1990-10-05,1267.0,79.75,-15.843164018185698,3.5076695496904904,0.2856623737523811,False,True,0.0,False,False,0.0,0.0,0.010297477445648599,0.010297477445648599,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-06,1241.0,79.77,-15.802999928792925,-19.605304319811466,-0.5648725103151391,False,False,0.0,False,True,0.0,0.0,-0.009239256820246625,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-07,1241.0,79.77,-15.763675089935381,-16.468361924145256,-0.21693662437921116,False,False,0.0,False,False,0.0,0.0,0.001255546175197655,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-08,1241.0,79.77,-15.727770733445647,-13.604271406959242,0.2589333203987441,False,True,0.0,False,False,0.0,0.0,0.0011476541172817081,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-09,1251.0,79.52,-15.709939878649935,1.7455808497572889,1.273781587484039,False,False,0.0,False,False,0.0,0.0,0.0061393161188506,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-10,1214.0,79.57,-15.655838150031947,-31.735041598042017,-1.3799940255598662,False,False,0.0,False,True,0.0,0.0,-0.01361147517175167,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-11,1202.0,79.2,-15.595716101594846,-33.18071524631182,-1.213646075163405,False,False,0.0,False,False,0.0,0.0,-0.0005931745804593311,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-12,1203.0,78.52,-15.552124056703612,-18.152780932367477,0.047760640132182425,False,True,0.0,False,False,0.0,0.0,0.00619925213961323,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-13,1221.0,79.0,-15.525055325519135,-5.479370716011772,0.8796871434227569,False,False,0.0,False,False,0.0,0.0,0.005178147921487114,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-14,1221.0,79.0,-15.502067855961897,-3.663360620989806,0.8193228954150644,False,False,0.0,False,False,0.0,0.0,0.0007425429534835302,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-15,1221.0,79.0,-15.48144305318366,-2.034001201509227,0.7697065623502779,False,False,0.0,False,False,0.0,0.0,0.0006666680654522692,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-16,1168.0,78.97,-15.407412767018933,-48.72338621148515,-1.5741517626472232,False,False,0.0,False,True,0.0,0.0,-0.019578532789142258,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-17,1152.0,78.87,-15.318350218883753,-56.15828176336163,-1.4413455140807685,False,False,0.0,False,False,0.0,0.0,-0.0031501681939406175,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-18,1175.0,79.02,-15.256846150228462,-30.595982791053075,-0.3174637483768228,False,False,0.0,False,False,0.0,0.0,0.010737772875823668,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-19,1163.0,79.3,-15.186381641678965,-41.28006418514178,-0.6279025718775297,False,False,0.0,False,False,0.0,0.0,-0.004513230840629898,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-20,1199.0,79.3,-15.158778373385804,-3.091125009494135,1.0019686818569702,False,True,0.0,False,False,0.0,0.0,0.015904827092098242,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-21,1199.0,79.3,-15.138246388261603,-1.4629385891450966,1.0416812044463302,False,False,0.0,False,False,0.0,0.0,0.0006785628542803801,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-22,1199.0,79.3,-15.120218598735732,-0.03333487974350646,1.0740804600190923,False,False,0.0,False,False,0.0,0.0,0.0005961567291862863,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-23,1184.0,76.75,-15.128821426433703,22.86295552121328,1.3908949125811831,False,False,0.0,False,False,0.0,0.0,0.009763305924855045,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-24,1185.0,77.32,-15.131643828484533,15.021299181576069,0.8908177193751796,False,False,0.0,False,False,0.0,0.0,-0.003329820493455846,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-25,1227.0,77.62,-15.173264565502388,49.2512044257046,1.5579747805263238,False,False,0.0,False,False,0.0,0.0,0.014234295618371997,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-26,1214.0,77.87,-15.198047599578148,30.528033420849624,0.7355991745383132,False,False,0.0,False,False,0.0,0.0,-0.007809547417386599,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-27,1218.0,77.87,-15.223154527497528,32.572956943767394,0.618929182817408,False,False,0.0,False,False,0.0,0.0,0.0008508365289580064,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-28,1218.0,77.87,-15.246240292957134,30.775268387427786,0.31820628164721126,False,False,0.0,False,False,0.0,0.0,-0.000747409808618738,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-29,1218.0,77.87,-15.26720401187671,29.142823595160507,-0.08420828392024016,False,False,0.0,False,True,0.0,0.0,-0.000678247470714356,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-30,1174.0,77.32,-15.248371187083123,-5.004060185267008,-1.8342533778894952,False,False,0.0,False,False,0.0,0.0,-0.014512037764073775,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-10-31,1148.0,77.05,-15.203281233151493,-23.412819014322622,-1.739614393761129,False,False,0.0,False,False,0.0,0.0,-0.007936818611220212,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-01,1153.0,77.45,-15.157730453940236,-20.966223657671208,-1.2152553885061492,False,False,0.0,False,False,0.0,0.0,0.0010514099138085908,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-02,1161.0,77.0,-15.131639209837143,-4.136219157460118,-0.39233384639336283,False,False,0.0,False,False,0.0,0.0,0.007235175808537565,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-03,1147.0,77.1,-15.093322982492552,-16.695201950175715,-0.6708732036503298,False,False,0.0,False,False,0.0,0.0,-0.005435153360822358,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-04,1147.0,77.1,-15.05673720051421,-13.874438159645479,-0.33688362126734267,False,False,0.0,False,False,0.0,0.0,0.0012222345132344293,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-05,1147.0,77.1,-15.023334257594295,-11.299071260520122,0.3143793881818889,False,True,0.0,False,False,0.0,0.0,0.0011171508856406926,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-06,1142.0,77.2,-14.986075112725592,-14.924998702415678,0.018751087245191058,False,False,0.0,False,False,0.0,0.0,-0.0015772273753785534,-0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-07,1151.0,77.57,-14.955138720219798,-9.070110527449742,0.7196430447594032,False,False,0.0,False,False,0.0,0.0,0.0025334100200143602,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-08,1158.0,77.6,-14.934495165511828,-0.9168248437179045,1.582493883803559,False,False,0.0,False,False,0.0,0.0,0.0035190239012062065,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-09,1172.0,77.35,-14.935707670935482,16.723011653140475,2.0341981110071536,False,False,0.0,True,False,-1.0,-1.0,0.007579603367018435,0.0,1.0529663135171081,1.0529663135171081,1.276982975587151,0.037
1990-11-10,1165.0,78.3,-14.91666055433701,-2.974521404587904,0.20150936583532242,False,False,0.0,False,False,-1.0,-1.0,-0.00844309823232416,0.00844309823232416,1.0614094117494324,1.0614094117494324,1.276982975587151,0.037
1990-11-11,1165.0,78.3,-14.896905220968035,-1.4276788017971285,0.19183603876497246,False,False,0.0,False,False,-1.0,-1.0,0.0006634744096311631,-0.0006634744096311631,1.0607459373398012,1.0607459373398012,1.276982975587151,0.037
1990-11-12,1165.0,78.3,-14.878732584344712,-0.0047613541910322965,0.18352567134022743,False,False,0.0,False,False,-1.0,-1.0,0.0006106929355711279,-0.0006106929355711279,1.06013524440423,1.06013524440423,1.276982975587151,0.037
1990-11-13,1160.0,78.65,-14.851379462487975,-8.060994724679404,-0.8515873105875655,False,False,0.0,False,True,0.0,0.0,-0.0034604906781839345,0.0034604906781839345,1.063595735082414,1.063595735082414,1.276982975587151,0.037
1990-11-14,1166.0,78.9,-14.827743117111572,-3.9089319401030025,-0.4863431425673109,False,False,0.0,False,False,0.0,0.0,0.0017774934321296,0.0,1.063595735082414,1.063595735082414,1.276982975587151,0.037
1990-11-15,1179.0,79.12,-14.816915901964522,6.685613836566972,0.68856231611017,False,True,0.0,False,False,0.0,0.0,0.004505797199649158,0.0,1.063595735082414,1.063595735082414,1.276982975587151,0.037
1990-11-16,1243.0,78.97,-14.87894423357519,68.00977387456737,2.2356830716210565,False,False,0.0,True,False,-1.0,-1.0,0.025361624449684282,0.0,1.063595735082414,1.063595735082414,1.276982975587151,0.037
1990-11-17,1312.0,79.05,-15.01606162726146,124.98032836498169,1.9406965918245402,False,False,0.0,False,False,-1.0,-1.0,0.022797161277702364,-0.022797161277702364,1.0407985738047116,1.0407985738047116,1.276982975587151,0.037
1990-11-18,1312.0,79.05,-15.150028003309247,114.39028633840417,1.221106555017711,False,False,0.0,False,False,-1.0,-1.0,-0.004219796396598391,0.004219796396598391,1.04501837020131,1.04501837020131,1.276982975587151,0.037
1990-11-19,1312.0,79.05,-15.27229083076589,104.72540982795636,0.7919882768583824,False,False,0.0,False,False,-1.0,-1.0,-0.003836372798801495,0.003836372798801495,1.0488547430001114,1.0488547430001114,1.276982975587151,0.037
1990-11-20,1292.0,79.32,-15.357270508253054,73.86130328536797,0.07902059751587698,False,False,0.0,False,False,-1.0,-1.0,-0.012295777354050014,0.012295777354050014,1.0611505203541614,1.0611505203541614,1.276982975587151,0.037
1990-11-21,1308.0,79.12,-15.451071363170922,85.51123374591657,0.07385042420617378,False,False,0.0,False,False,-1.0,-1.0,0.004603826191962967,-0.004603826191962967,1.0565466941621986,1.0565466941621986,1.276982975587151,0.037
1990-11-22,1313.0,79.15,-15.542746360741393,82.79162554731852,-0.497088017055592,False,False,0.0,False,True,0.0,0.0,-0.0010693611368684383,0.0010693611368684383,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-11-23,1313.0,79.15,-15.626443263061747,76.16701572866259,-0.9215365971192833,False,False,0.0,False,False,0.0,0.0,-0.0025980563666404342,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-11-24,1313.0,79.35,-15.698865707563174,67.2950061048623,-1.1150001300145387,False,False,0.0,False,False,0.0,0.0,-0.003467382775649475,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-11-25,1313.0,79.35,-15.763897053299365,62.1347688206954,-1.2002316094368746,False,False,0.0,False,False,0.0,0.0,-0.0020126788340560846,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-11-26,1313.0,79.35,-15.822605944918765,57.47621827069611,-1.4123559657534006,False,False,0.0,False,False,0.0,0.0,-0.0018137073844271903,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-11-27,1310.0,79.75,-15.865777240663864,44.70426505705677,-1.5954383739985536,False,False,0.0,False,False,0.0,0.0,-0.004959412249375042,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-11-28,1280.0,79.1,-15.882768093923733,23.67304377063283,-1.7774994910927127,False,False,0.0,False,False,0.0,0.0,-0.008291999276658727,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-11-29,1284.0,78.75,-15.905521751165809,31.440162095692585,-1.05850485235875,False,False,0.0,False,False,0.0,0.0,0.0030620678483488516,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-11-30,1252.0,79.12,-15.887002606571102,-4.97964623190569,-1.7683394211201307,False,False,0.0,False,False,0.0,0.0,-0.014515784686533877,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-01,1245.0,78.55,-15.867594263939004,-1.3995294324088263,-1.1955820777250312,False,False,0.0,False,False,0.0,0.0,0.0014369902366933845,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-02,1245.0,78.55,-15.8496908004309,0.006787626153027304,-0.8770258214641607,False,False,0.0,False,False,0.0,0.0,0.0005647875068788378,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-03,1245.0,78.55,-15.833436476757184,1.2835647507231442,-0.6264669841793904,False,False,0.0,False,False,0.0,0.0,0.0005130263562719758,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-04,1217.0,78.7,-15.786591619055859,-25.40476041969623,-1.5328146214738751,False,False,0.0,False,False,0.0,0.0,-0.01085153838844527,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-05,1197.0,78.6,-15.720732631263257,-38.64958481729195,-1.499376432223584,False,False,0.0,False,False,0.0,0.0,-0.005444608413911984,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-06,1197.0,79.07,-15.650423199471597,-40.478962382218924,-1.3299656880306225,False,False,0.0,False,False,0.0,0.0,-0.0007514452140251255,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-07,1224.0,79.27,-15.610758078883057,-13.46479291305991,0.18806738069125925,False,True,0.0,False,False,0.0,0.0,0.010974834800374563,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-08,1188.0,79.92,-15.529138025986203,-53.08871103681736,-1.3692333371636347,False,False,0.0,False,True,0.0,0.0,-0.01631225650332244,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-09,1188.0,79.92,-15.449810114296412,-46.748824334569235,-0.8138091060619793,False,False,0.0,False,False,0.0,0.0,0.002616815510782234,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-10,1188.0,79.92,-15.377493880259845,-40.96931091036686,-0.29892774514654186,False,False,0.0,False,False,0.0,0.0,0.002391223338299437,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-11,1212.0,80.7,-15.3247894964997,-24.71051236752578,0.9026609499431472,False,True,0.0,False,False,0.0,0.0,0.006639738940443935,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-12,1210.0,80.72,-15.276384197249097,-23.109732401947213,0.8026140957621506,False,False,0.0,False,False,0.0,0.0,0.000655222294908857,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-13,1233.0,80.85,-15.254692189977177,-0.34186355965471193,1.5081680770967967,False,False,0.0,False,False,0.0,0.0,0.009231432664988215,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-14,1214.0,80.92,-15.216767565638289,-17.34083141145038,0.6567747630549385,False,False,0.0,False,False,0.0,0.0,-0.006951574043763817,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-15,1220.0,80.97,-15.185812867044826,-9.595267844619457,0.8329993727077355,False,False,0.0,False,False,0.0,0.0,0.003161976865527744,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-16,1220.0,80.97,-15.158282076379596,-7.3660997244558075,0.7604511051272657,False,False,0.0,False,False,0.0,0.0,0.0009108437517438142,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-17,1220.0,80.97,-15.133486071252355,-5.358367189303181,0.7730533253097788,False,False,0.0,False,False,0.0,0.0,0.0008210381603332506,0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-18,1169.0,81.1,-15.055805248676432,-52.02580566765846,-2.041191195846037,True,False,1.0,False,True,0.0,1.0,-0.0195259140582035,-0.0,1.057616055299067,1.057616055299067,1.276982975587151,0.037
1990-12-19,1156.0,80.95,-14.967799638831586,-55.64338076341687,-1.50456262917771,False,False,1.0,False,False,0.0,1.0,-0.001527922289796857,-0.001527922289796857,1.0560881330092702,1.0560881330092702,1.276982975587151,0.037
1990-12-20,1159.0,80.5,-14.896290506955527,-40.15138580991993,-0.6113015821240054,False,False,1.0,False,False,0.0,1.0,0.006569550643236644,0.006569550643236644,1.0626576836525068,1.0626576836525068,1.276982975587151,0.037
1990-12-21,1166.0,80.35,-14.842219243043521,-26.57231617854677,0.07120760594737553,False,True,0.0,False,False,0.0,0.0,0.005757325962925958,0.005757325962925958,1.0684150096154328,1.0684150096154328,1.276982975587151,0.037
1990-12-22,1176.0,76.57,-14.863585034485297,37.89529390946086,1.8047008447634092,False,False,0.0,False,False,0.0,0.0,0.027858553642077653,0.0,1.0684150096154328,1.0684150096154328,1.276982975587151,0.037
1990-12-23,1176.0,76.57,-14.89156045561059,35.75321591389729,1.296211730440576,False,False,0.0,False,False,0.0,0.0,-0.0009248055994209379,-0.0,1.0684150096154328,1.0684150096154328,1.276982975587151,0.037
1990-12-24,1176.0,76.57,-14.91809758786004,33.72126769755687,0.9963053203805112,False,False,0.0,False,False,0.0,0.0,-0.0008764900389360671,-0.0,1.0684150096154328,1.0684150096154328,1.276982975587151,0.037
