Date,CT,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_CT_pair,sharpe,CAGR
1990-11-08,74.18,77.6,-0.9419621270425163,1.083738941500755,-0.2963670487877429,False,False,1.0,False,False,0.0,1.0,0.012367416808663979,0.012367416808663979,1.037967497570053,1.037967497570053,1.3939909657234553,0.0371
1990-11-09,74.05,77.35,-0.9423052182683818,1.1626913669406775,-0.11538419700438765,False,False,1.0,False,False,0.0,1.0,0.0005373204816013561,0.0005373204816013561,1.0385048180516543,1.0385048180516543,1.3939909657234553,0.0371
1990-11-10,73.37,78.3,-0.940974236484232,-0.3082827167153539,-1.0696924815489284,False,False,1.0,False,False,0.0,1.0,-0.010003340783583472,-0.010003340783583472,1.0285014772680707,1.0285014772680707,1.3939909657234553,0.0371
1990-11-11,73.37,78.3,-0.9395642484904899,-0.19788065680535283,-0.7617385702885628,False,False,1.0,False,False,0.0,1.0,0.0007513519278793807,0.0007513519278793807,1.0292528291959502,1.0292528291959502,1.3939909657234553,0.0371
1990-11-12,73.37,78.3,-0.9382639747079589,-0.09606921963316495,-0.48792345459000197,False,False,1.0,False,False,0.0,1.0,0.0006933680376577042,0.0006933680376577042,1.029946197233608,1.029946197233608,1.3939909657234553,0.0371
1990-11-13,72.67,78.65,-0.9359883344134796,-0.9454825016201767,-1.2259611524856922,False,False,1.0,False,False,0.0,1.0,-0.005806545307581045,-0.005806545307581045,1.0241396519260269,1.0241396519260269,1.3939909657234553,0.0371
1990-11-14,73.66,78.9,-0.9346010746192621,-0.08002478745979147,-0.08499826324863759,False,False,1.0,False,False,0.0,1.0,0.005871489610726408,0.005871489610726408,1.0300111415367532,1.0300111415367532,1.3939909657234553,0.0371
1990-11-15,73.58,79.12,-0.9331286921859243,-0.249142125750339,-0.4109644817567704,False,False,1.0,False,False,0.0,1.0,-0.0011472649243578026,-0.0011472649243578026,1.0288638766123954,1.0288638766123954,1.3939909657234553,0.0371
1990-11-16,73.44,78.97,-0.931772034353552,-0.14203755290000686,-0.05996165837691299,False,False,1.0,False,False,0.0,1.0,0.0007284933240827577,0.0007284933240827577,1.0295923699364782,1.0295923699364782,1.3939909657234553,0.0371
1990-11-17,73.63,79.05,-0.9306664201962174,0.06081948348901278,1.0024730190617779,False,True,0.0,False,False,0.0,0.0,0.0013781125389231747,0.0013781125389231747,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-18,73.63,79.05,-0.9296829743307891,0.1385608791511288,0.9883902179545123,False,False,0.0,False,False,0.0,0.0,0.0005284164981438055,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-19,73.63,79.05,-0.9287966158683734,0.2086275156050874,0.96392091118589,False,False,0.0,False,False,0.0,0.0,0.00047647726961129916,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-20,73.65,79.32,-0.9277514981036477,0.06075117041868339,0.48903200070094605,False,False,0.0,False,False,0.0,0.0,-0.001004326946530134,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-21,73.26,79.12,-0.9265603740246725,-0.049456792832089036,-0.28344028357510265,False,False,0.0,False,True,0.0,0.0,-0.0007519162973125112,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-22,73.78,79.15,-0.9259751252532176,0.4890688362078208,1.8700641165186402,False,True,0.0,False,False,0.0,0.0,0.003661672804941695,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-23,73.78,79.15,-0.9255072702090628,0.5260995629526803,1.5251820042013244,False,False,0.0,False,False,0.0,0.0,0.00025185162492995456,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-24,73.93,79.35,-0.9250549443913367,0.5268901625474456,1.2008287500299992,False,False,0.0,False,False,0.0,0.0,5.366068737960399e-06,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-25,73.93,79.35,-0.9246426359126525,0.5596068403310426,1.0302970947304368,False,False,0.0,False,False,0.0,0.0,0.00022210855709076858,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-26,73.93,79.35,-0.9242696475223406,0.5892034691022872,0.8943155577088755,False,False,0.0,False,False,0.0,0.0,0.00020096739793917762,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-27,73.85,79.75,-0.9234575234539529,0.20426250454724482,-0.630178377721378,False,False,0.0,False,True,0.0,0.0,-0.0026098446713886223,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-28,74.03,79.1,-0.9234892698415577,0.9819987555327998,1.677123909611073,False,True,0.0,False,False,0.0,0.0,0.005287916917587374,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-29,73.91,78.75,-0.9238271604929745,1.1586111111782458,1.7603347087109176,False,False,0.0,False,False,0.0,0.0,0.0012042184857483443,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-11-30,73.18,79.12,-0.9230388309020663,0.14916769902852423,-1.2721929926438018,False,False,0.0,False,True,0.0,0.0,-0.006904026167307538,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-01,74.18,78.55,-0.9238031964421656,1.6152589194679052,1.7922777643682937,False,True,0.0,False,False,0.0,0.0,0.009990758167168691,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-02,74.18,78.55,-0.9246776048176067,1.546574141576997,1.2292530787569849,False,False,0.0,False,False,0.0,0.0,-0.00046783717149372496,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-03,74.18,78.55,-0.9254919617930045,1.4826064011595008,0.8728859487920807,False,False,0.0,False,False,0.0,0.0,-0.000435517943572775,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-04,73.76,78.7,-0.9256411254853241,0.9120434243049971,-0.16445531002386188,False,False,0.0,False,True,0.0,0.0,-0.003891759971157615,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-05,73.88,78.6,-0.9259283990217397,1.1020278368912528,-0.034909642891202214,False,False,0.0,False,False,0.0,0.0,0.001295425061345868,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-06,73.63,79.07,-0.9254825734140171,0.4520929201536745,-1.1355162862562198,False,False,0.0,False,False,0.0,0.0,-0.004427111111829214,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-07,73.77,79.27,-0.9249446366829704,0.4496386501409262,-0.9077262568582707,False,False,0.0,False,False,0.0,0.0,-1.668545777048423e-05,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-08,74.37,79.92,-0.9244407204336411,0.48869762294340546,-1.0224775387435077,False,False,0.0,False,False,0.0,0.0,0.0002634646183622603,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-09,74.37,79.92,-0.9239836092419339,0.5252299493846522,-0.7434415265674374,False,False,0.0,False,False,0.0,0.0,0.0002464823608927161,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-10,74.37,79.92,-0.9235706377212941,0.5582346333141714,-0.4924081400011712,False,False,0.0,False,False,0.0,0.0,0.000222731075229445,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-11,75.57,80.7,-0.9237028713798889,1.0271782796429534,1.2250877728170542,False,True,0.0,False,False,0.0,0.0,0.0031239413192989613,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-12,75.45,80.72,-0.9237384590922666,0.8858315820722424,0.7319855419040888,False,False,0.0,False,False,0.0,0.0,-0.0009422223184741463,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-13,75.0,80.85,-0.9231617320660854,0.36237396245699927,-0.9868034985600467,False,False,0.0,False,True,0.0,0.0,-0.0034981684318081303,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-14,75.08,80.92,-0.9225834326946397,0.4245486263497469,-0.6991873228201152,False,False,0.0,False,False,0.0,0.0,0.000415230082938721,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-15,75.65,80.97,-0.9226034471794379,0.9467988818809232,1.1369176663641645,False,True,0.0,False,False,0.0,0.0,0.0034734894345275088,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-16,75.65,80.97,-0.9226872996911382,0.9400093440085442,0.8652111877276601,False,False,0.0,False,False,0.0,0.0,-4.5155216110067433e-05,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-17,75.65,80.97,-0.9227709426540965,0.9332367732978071,0.6517267810509471,False,False,0.0,False,False,0.0,0.0,-4.504034379277267e-05,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-18,75.33,81.1,-0.9223880012113822,0.5243331017569091,-0.8561163872823392,False,False,0.0,False,True,0.0,0.0,-0.0027235611629716156,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-19,74.65,80.95,-0.9214218565703626,0.0609007106291557,-1.6947693791745002,False,False,0.0,False,False,0.0,0.0,-0.0031053014480419074,-0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-20,75.1,80.5,-0.9213760832824278,0.929225295764553,0.8414480696812007,False,True,0.0,False,False,0.0,0.0,0.0058171104615480996,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-21,75.9,80.35,-0.9224126736172088,1.7841416748572811,1.9029205251952004,False,False,0.0,False,False,0.0,0.0,0.005698840033563596,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-22,75.45,76.57,-0.9266607683038336,4.495584970975472,2.316041862402795,False,False,0.0,True,False,-1.0,-1.0,0.01852022902164972,0.0,1.0309704824754014,1.0309704824754014,1.3939909657234553,0.0371
1990-12-23,75.45,76.57,-0.9309339228708374,4.168389525779986,1.4524680544423956,False,False,0.0,False,False,-1.0,-1.0,-0.0022298906427730652,0.0022298906427730652,1.0332003731181745,1.0332003731181745,1.3939909657234553,0.0371
