Date,CT,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_CT_pair,sharpe,CAGR
1990-08-18,69.21,77.9,-0.8656653637048156,1.7746681673948501,,False,False,0.0,False,False,0.0,0.0,,,,,1.3939909657234553,0.0371
1990-08-19,69.21,77.9,-0.8706699081312653,1.3848141565744214,,False,False,0.0,False,False,0.0,0.0,-0.002844919050687247,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-20,69.21,77.9,-0.8731284139648914,1.193296552134953,,False,False,0.0,False,False,0.0,0.0,-0.0013956292735125676,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-21,70.1,77.3,-0.8783268481876682,2.2053346350932514,,False,False,0.0,False,False,0.0,0.0,0.007333892801450778,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-22,70.43,77.8,-0.8818818482108711,1.8195922091942407,,False,False,0.0,False,False,0.0,0.0,-0.0027743188618907263,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-23,70.52,78.22,-0.8837019199562914,1.3968358210188825,,False,False,0.0,False,False,0.0,0.0,-0.003027404818996438,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-24,70.43,76.72,-0.8871095690252567,2.370953864382315,,False,False,0.0,False,False,0.0,0.0,0.007033899579389921,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-25,72.35,76.17,-0.8939780517130429,4.2556918010175195,2.2503288602674894,False,False,0.0,False,False,0.0,0.0,0.013419824276288182,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-26,72.35,76.17,-0.9000389633958292,3.794032158139686,1.3024116393147438,False,False,0.0,False,False,0.0,0.0,-0.0032763668561998547,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-27,72.35,76.17,-0.9050286350803657,3.4139688659285383,0.7540471843340111,False,False,0.0,False,False,0.0,0.0,-0.0026900273803465518,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-28,72.99,76.95,-0.9090627237247958,3.0376234093769625,0.2507451504503525,False,False,0.0,False,False,0.0,0.0,-0.0026328473439993436,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-29,71.9,76.65,-0.9113511494792562,2.0449343924150156,-0.7108867328270653,False,False,0.0,False,True,0.0,0.0,-0.007002846866227477,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-30,72.38,76.07,-0.9144261643097351,2.8196016809584563,-0.07663446072110945,False,False,0.0,False,False,0.0,0.0,0.005457694199238539,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-08-31,72.86,76.2,-0.9176817837395115,2.9326480790492155,-0.20861830836644574,False,False,0.0,False,False,0.0,0.0,0.0007917115666753412,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-01,72.19,76.32,-0.9196446249477935,2.0027222239844065,-1.3185493923990386,False,False,0.0,False,False,0.0,0.0,-0.0065314203894791785,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-02,72.19,76.32,-0.9212394021355882,1.8810088290119182,-1.2226430360545777,False,False,0.0,False,False,0.0,0.0,-0.000854135134377487,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-03,72.19,76.32,-0.9226245120168858,1.7752972428712752,-1.1326287262014345,False,False,0.0,False,False,0.0,0.0,-0.0007412910240462498,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-04,72.19,76.32,-0.9238455996592867,1.682103834003243,-1.0536276324608262,False,False,0.0,False,False,0.0,0.0,-0.0006530818699641003,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-05,72.84,77.02,-0.9249311414696217,1.6018034840097357,-0.9678567872112035,False,False,0.0,False,False,0.0,0.0,-0.0005573386670244399,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-06,73.16,77.27,-0.9259963754268932,1.6082600707639614,-0.8022760464503301,False,False,0.0,False,False,0.0,0.0,4.46168828968744e-05,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-07,72.71,77.82,-0.9258769975839903,0.6582520480138783,-1.7810861650157,False,False,0.0,False,False,0.0,0.0,-0.006562562529054134,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-08,72.94,77.97,-0.9257292753831697,0.7608883983742487,-1.4568682065537433,False,False,0.0,False,False,0.0,0.0,0.0007072559170712331,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-09,72.94,77.97,-0.9255918937075751,0.7716000476203675,-1.1064706306683418,False,False,0.0,False,False,0.0,0.0,7.381825758973316e-05,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-10,72.94,77.97,-0.9254683013830323,0.7812365411649722,-0.8506704304888277,False,False,0.0,False,False,0.0,0.0,6.641334023041913e-05,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-11,72.06,78.55,-0.9238000772730286,-0.5044960697963887,-1.9636196424126495,False,False,0.0,False,False,0.0,0.0,-0.0088901441035332,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-12,71.84,78.95,-0.9214569577986599,-0.9090268182041967,-1.6814349033403326,False,False,0.0,False,False,0.0,0.0,-0.0027977970203536657,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-13,72.54,78.85,-0.9201094012253754,-0.010626286620848191,-0.4975979303955171,False,False,0.0,False,False,0.0,0.0,0.006191995682812709,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-14,72.46,78.7,-0.919060867500311,0.12990972772551856,-0.1226474883197753,False,False,0.0,False,False,0.0,0.0,0.0009706190118542779,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-15,71.59,78.62,-0.9172771484087228,-0.5263294078937832,-0.8794212232291239,False,False,0.0,False,False,0.0,0.0,-0.00456652910364611,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-16,71.59,78.62,-0.9155644454851068,-0.3916767040390994,-0.49983132945959097,False,False,0.0,False,False,0.0,0.0,0.0009378779084140603,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-17,71.59,78.62,-0.9140089197302889,-0.269381269195307,-0.11055774484329949,False,False,0.0,False,False,0.0,0.0,0.0008525337213849271,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-18,71.6,79.37,-0.9118810129707577,-0.7759959994890551,-1.0422166312973957,False,False,0.0,False,False,0.0,0.0,-0.0035187444044182613,-0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-19,72.3,79.47,-0.9105269149813305,-0.059573933566341,0.7872458978643719,False,True,0.0,False,False,0.0,0.0,0.004952469072332017,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-20,73.95,79.67,-0.9109499749657224,1.3746154944808922,2.20804480949703,False,False,0.0,True,False,-1.0,-1.0,0.00978799293301436,0.0,1.0,1.0,1.3939909657234553,0.0371
1990-09-21,73.8,79.4,-0.9116409383698654,1.4157094934326864,1.5550663996767478,False,False,0.0,False,False,-1.0,-1.0,0.00028111091013536827,-0.00028111091013536827,0.9997188890898646,0.9997188890898646,1.3939909657234553,0.0371
1990-09-22,73.04,79.57,-0.9113271817500075,0.5256961481519227,0.42778659815980924,False,False,0.0,False,False,-1.0,-1.0,-0.006114648084790818,0.006114648084790818,1.0058335371746554,1.0058335371746554,1.3939909657234553,0.0371
1990-09-23,73.04,79.57,-0.9109268435614858,0.5575510578125886,0.3210408606275177,False,False,0.0,False,False,-1.0,-1.0,0.0002189003132659013,-0.0002189003132659013,1.0056146368613896,1.0056146368613896,1.3939909657234553,0.0371
1990-09-24,73.04,79.57,-0.9105512022112153,0.5874408400536026,0.21952245030859713,False,False,0.0,False,False,-1.0,-1.0,0.00020543856272508656,-0.00020543856272508656,1.0054091982986644,1.0054091982986644,1.3939909657234553,0.0371
1990-09-25,71.14,79.25,-0.9085024729415281,-0.8588209806161018,-1.395986468596917,False,False,0.0,False,True,0.0,0.0,-0.010103910391057066,0.010103910391057066,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-09-26,71.82,78.55,-0.9078354227015372,0.5095275467942457,0.004098248018283272,False,True,0.0,False,False,0.0,0.0,0.009560148191767532,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-09-27,72.28,78.47,-0.9079447464754378,1.0335757440723938,0.5457478272187226,False,False,0.0,False,False,0.0,0.0,0.0036512314717999043,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-09-28,72.34,79.0,-0.9076853087341654,0.6328606100009324,0.12634653030093654,False,False,0.0,False,False,0.0,0.0,-0.0027818333343402886,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-09-29,71.92,79.05,-0.9069128652899012,0.2285379988333176,-0.3125391663335341,False,False,0.0,False,True,0.0,0.0,-0.0028153923477523693,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-09-30,71.92,79.05,-0.9061479774956842,0.289002378966174,-0.15066320000397462,False,False,0.0,False,False,0.0,0.0,0.00042120487586215716,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-01,71.92,79.05,-0.905448365284103,0.34430672429165554,-0.0027277176689155217,False,False,0.0,False,False,0.0,0.0,0.0003854077015344387,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-02,71.58,80.17,-0.9033831070052778,-0.8442236886131269,-1.4929920591780645,False,False,0.0,False,False,0.0,0.0,-0.008253441339851224,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-03,72.35,79.92,-0.9023951305776362,0.2305811642353035,-0.13505024493531093,False,False,0.0,False,False,0.0,0.0,0.007439670357297464,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-04,72.03,79.92,-0.9012738650050616,0.00019270879548116682,-0.44404084560487833,False,False,0.0,False,False,0.0,0.0,-0.0015992556131503902,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-05,71.94,79.75,-0.9002999181782759,0.14108152528248752,0.030719715411217298,False,True,0.0,False,False,0.0,0.0,0.0009801716750205516,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-06,72.8,79.77,-0.9003126310312388,0.9820614226380826,1.612330646150153,False,False,0.0,False,False,0.0,0.0,0.005815183825938173,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-07,72.8,79.77,-0.9004337996251426,0.9723958039023728,1.2248892109434553,False,False,0.0,False,False,0.0,0.0,-6.683107826777244e-05,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-08,72.8,79.77,-0.9005567419826076,0.9625886920473903,0.9762537444665907,False,False,0.0,False,False,0.0,0.0,-6.780480766557582e-05,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-09,73.76,79.52,-0.9019172207913316,2.039542602673322,1.7048077837763531,False,False,0.0,False,False,0.0,0.0,0.0074027393774589645,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-10,73.43,79.57,-0.9029056452985365,1.5857978035954687,1.004951321485424,False,False,0.0,False,False,0.0,0.0,-0.0031233680324357213,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-11,73.83,79.2,-0.9045428262336942,2.1902081622914125,1.3504969624609708,False,False,0.0,False,False,0.0,0.0,0.004154885705550786,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-12,73.8,78.52,-0.9067327459386433,2.6033447888977292,1.4354670792737478,False,False,0.0,False,False,0.0,0.0,0.0028492838404087766,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-13,73.5,79.0,-0.9080288215765265,1.7657230954544048,0.20436950475642152,False,False,0.0,False,False,0.0,0.0,-0.005767382957356868,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-14,73.5,79.0,-0.9091180911040094,1.6796708027832494,-0.07965785836507704,False,False,0.0,False,True,0.0,0.0,-0.0005921559161510862,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-15,73.5,79.0,-0.9100939164404543,1.6025806012041102,-0.413377426001738,False,False,0.0,False,False,0.0,0.0,-0.0005302033687936121,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-16,73.15,78.97,-0.910635892727957,1.237083551273244,-1.4158854529096772,False,False,0.0,False,False,0.0,0.0,-0.0025195760493347927,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-17,74.08,78.87,-0.9121613599815662,2.1378335382538722,0.6649838511405797,False,True,0.0,False,False,0.0,0.0,0.006168583913022551,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-18,73.88,79.02,-0.9133141838451148,1.7099131925590285,-0.3678918930951402,False,False,0.0,False,True,0.0,0.0,-0.002929956120183847,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-19,73.55,79.3,-0.9137117824616028,1.092655650794896,-1.330729083392866,False,False,0.0,False,False,0.0,0.0,-0.004227578718833763,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-20,73.63,79.3,-0.9140765083602904,1.1437328870289747,-1.1165614939666162,False,False,0.0,False,False,0.0,0.0,0.00034956570711314433,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-21,73.63,79.3,-0.9144070343142927,1.117522178876584,-0.9232578291389043,False,False,0.0,False,False,0.0,0.0,-0.00017935037466979573,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-22,73.63,79.3,-0.9147060873615773,1.0938072722269112,-0.7729021024514264,False,False,0.0,False,False,0.0,0.0,-0.0001622461816039805,-0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-23,74.53,76.75,-0.9183914393833176,4.043457027330376,2.300438369709098,False,True,0.0,True,False,-1.0,-1.0,0.020340091513968633,0.0,1.0155131086897216,1.0155131086897216,1.3939909657234553,0.0371
1990-10-24,74.94,77.32,-0.9220416441318137,3.6477400757281657,1.3697373511734696,False,False,0.0,False,False,-1.0,-1.0,-0.002706085181253011,0.002706085181253011,1.0182191938709746,1.0182191938709746,1.3939909657234553,0.0371
1990-10-25,74.38,77.62,-0.9245075929285157,2.6197206368886015,0.4584419448775336,False,False,0.0,False,False,-1.0,-1.0,-0.007034470190694435,0.007034470190694435,1.025253664061669,1.025253664061669,1.3939909657234553,0.0371
1990-10-26,74.58,77.87,-0.9266071016038239,2.4251049981102284,0.22696587740786642,False,False,0.0,False,False,-1.0,-1.0,-0.001326307820480375,0.001326307820480375,1.0265799718821493,1.0265799718821493,1.3939909657234553,0.0371
1990-10-27,74.1,77.87,-0.9279845630981362,1.837842071548124,-0.348936244689065,False,False,0.0,False,True,0.0,0.0,-0.004012395928523982,0.004012395928523982,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-10-28,74.1,77.87,-0.9291679675697299,1.7456903653451263,-0.5226377063665557,False,False,0.0,False,False,0.0,0.0,-0.0006292181256589821,-0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-10-29,74.1,77.87,-0.9302324126339583,1.6628020281936529,-0.7068038201856972,False,False,0.0,False,False,0.0,0.0,-0.0005656470732258791,-0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-10-30,75.13,77.32,-0.9328351391483942,3.0031870410461607,0.4263858621096645,False,True,0.0,False,False,0.0,0.0,0.009102363319693229,0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-10-31,74.97,77.05,-0.935498569498909,2.889835220109063,0.5854532338699097,False,False,0.0,False,False,0.0,0.0,-0.0007708377689121668,-0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-11-01,74.95,77.45,-0.937532763266398,2.3380874850174678,0.04392418034528906,False,False,0.0,False,False,0.0,0.0,-0.003739093141907972,-0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-11-02,74.8,77.0,-0.939619713480042,2.449282062036758,0.30555447477645475,False,False,0.0,False,False,0.0,0.0,0.0007556509310825688,0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-11-03,74.86,77.1,-0.9415070201511014,2.26980874635008,-0.00941269916163934,False,False,0.0,False,True,0.0,0.0,-0.0012171792668477517,-0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-11-04,74.86,77.1,-0.943217855159497,2.137903367202796,-0.3636903118004168,False,False,0.0,False,False,0.0,0.0,-0.0008937762923607265,-0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-11-05,74.86,77.1,-0.9447689638840576,2.0183128845391565,-0.743328690802439,False,False,0.0,False,False,0.0,0.0,-0.0008096758066829223,-0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-11-06,72.86,77.2,-0.9439355047980259,-0.011820970407597997,-2.3009174376237613,True,False,1.0,False,False,0.0,1.0,-0.01393061475131773,-0.0,1.0305923678106734,1.0305923678106734,1.3939909657234553,0.0371
1990-11-07,72.33,77.57,-0.9419580761251942,-0.7376879650313128,-1.8485656942143796,False,False,1.0,False,False,0.0,1.0,-0.004992287049284364,-0.004992287049284364,1.025600080761389,1.025600080761389,1.3939909657234553,0.0371
