Date,CC,CL,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,CL_CC_pair,sharpe,CAGR
1991-10-03,1222.0,22.33,-52.55413598214275,48.46614351875246,-0.33474365004679,False,False,0.0,False,False,0.0,0.0,0.0022536673783801957,0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-04,1298.0,22.67,-52.71665198355797,102.91349953274062,0.6442146921042615,False,True,0.0,False,False,0.0,0.0,0.02183933690378714,0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-05,1281.0,22.61,-52.89865345259404,84.96144543684886,0.28385940200750925,False,False,0.0,False,False,0.0,0.0,-0.007247385819982833,-0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-06,1281.0,22.61,-53.08052757692013,80.84927148583574,0.18217642167791892,False,False,0.0,False,False,0.0,0.0,-0.0016573656343223018,-0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-07,1281.0,22.61,-53.25340484626178,76.94051642602108,0.04799499180802035,False,False,0.0,False,False,0.0,0.0,-0.001572902011260168,-0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-08,1282.0,22.98,-53.373945889069724,55.46672346917762,-0.5075143522753071,False,False,0.0,False,True,0.0,0.0,-0.008560298225958019,-0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-09,1271.0,22.99,-53.4400887858707,42.412358812832736,-0.8480868963883849,False,False,0.0,False,False,0.0,0.0,-0.005222607297796039,-0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-10,1270.0,23.16,-53.45689126947424,31.93839819897653,-1.0962657580804975,False,False,0.0,False,False,0.0,0.0,-0.004176117766140561,-0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-11,1263.0,22.98,-53.45620086893171,34.5765040319493,-1.0290531341528963,False,False,0.0,False,False,0.0,0.0,0.0010588749111670895,0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-12,1266.0,23.09,-53.441570974933434,32.03412618878701,-1.082203640588452,False,False,0.0,False,False,0.0,0.0,-0.0010169650193210097,-0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-13,1266.0,23.09,-53.421423337484356,32.49933513748624,-1.0640094496969166,False,False,0.0,False,False,0.0,0.0,0.0001861207541326328,0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-14,1266.0,23.09,-53.39981359182639,32.99830416472878,-1.0423028545479016,False,False,0.0,False,False,0.0,0.0,0.00019966734239280353,0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-15,1219.0,23.46,-53.237049114182476,-29.94117221872102,-2.3769221593987053,True,False,1.0,False,False,0.0,1.0,-0.025502826846908244,-0.0,1.7052657769661375,1.7052657769661375,1.9047817571275214,0.0578
1991-10-16,1181.0,23.86,-52.893754702808415,-81.0449872090087,-3.1033320118601115,False,False,1.0,False,False,0.0,1.0,-0.020918081843703525,-0.020918081843703525,1.684347695122434,1.684347695122434,1.9047817571275214,0.0578
1991-10-17,1211.0,23.67,-52.57319747790338,-33.407584301972975,-2.0441561778432886,False,False,1.0,False,False,0.0,1.0,0.019401016438815862,0.019401016438815862,1.70374871156125,1.70374871156125,1.9047817571275214,0.0578
1991-10-18,1219.0,23.93,-52.26716012514836,-31.753141794800285,-1.9182301956603107,False,False,1.0,False,False,0.0,1.0,0.0006698817299490852,0.0006698817299490852,1.7044185932911988,1.7044185932911988,1.9047817571275214,0.0578
1991-10-19,1201.0,24.14,-51.92241175945177,-52.40701987316584,-2.164625403397598,True,False,1.0,False,False,0.0,1.0,-0.00841501752200532,-0.00841501752200532,1.6960035757691936,1.6960035757691936,1.9047817571275214,0.0578
1991-10-20,1201.0,24.14,-51.57899823348002,-44.117017356207725,-1.9160946412363682,False,False,1.0,False,False,0.0,1.0,0.003389045764424649,0.003389045764424649,1.6993926215336184,1.6993926215336184,1.9047817571275214,0.0578
1991-10-21,1201.0,24.14,-51.25434204084552,-36.27981686601083,-1.7065334667608818,False,False,1.0,False,False,0.0,1.0,0.003214233426362961,0.003214233426362961,1.7026068549599813,1.7026068549599813,1.9047817571275214,0.0578
1991-10-22,1188.0,24.04,-50.93847724499231,-36.5609929696152,-1.6232516833695507,False,False,1.0,False,False,0.0,1.0,-0.0001165467337090066,-0.0001165467337090066,1.7024903082262721,1.7024903082262721,1.9047817571275214,0.0578
1991-10-23,1177.0,23.48,-50.67982771434189,-12.962354732747599,-1.1953051442971134,False,False,1.0,False,False,0.0,1.0,0.009970009953762916,0.009970009953762916,1.7124603181800353,1.7124603181800353,1.9047817571275214,0.0578
1991-10-24,1194.0,23.26,-50.517822104313225,18.95545785367426,-0.641069847109866,False,False,1.0,False,False,0.0,1.0,0.013472863012320027,0.013472863012320027,1.7259331811923553,1.7259331811923553,1.9047817571275214,0.0578
1991-10-25,1186.0,23.49,-50.364774188281636,2.9314543172645244,-0.8774362999632559,False,False,1.0,False,False,0.0,1.0,-0.006763841242842478,-0.006763841242842478,1.7191693399495127,1.7191693399495127,1.9047817571275214,0.0578
1991-10-26,1186.0,23.12,-50.26232545646707,23.93503544648138,-0.48358615505780334,False,False,1.0,False,False,0.0,1.0,0.00894505963262846,0.00894505963262846,1.7281143995821413,1.7281143995821413,1.9047817571275214,0.0578
1991-10-27,1186.0,23.12,-50.18691994801125,25.678410801979908,-0.420429711419257,False,False,1.0,False,False,0.0,1.0,0.0007430248962992409,0.0007430248962992409,1.7288574244784405,1.7288574244784405,1.9047817571275214,0.0578
1991-10-28,1186.0,23.12,-50.12700092588153,27.063738593618837,-0.3623349483995804,False,False,1.0,False,False,0.0,1.0,0.0005907741777203254,0.0005907741777203254,1.729448198656161,1.729448198656161,1.9047817571275214,0.0578
1991-10-29,1170.0,23.21,-50.033810919643656,8.71524855507073,-0.6768304540783003,False,False,1.0,False,False,0.0,1.0,-0.007870548643693447,-0.007870548643693447,1.7215776500124673,1.7215776500124673,1.9047817571275214,0.0578
1991-10-30,1162.0,23.11,-49.92425728284113,8.250414193541474,-0.6536675712237586,False,False,1.0,False,False,0.0,1.0,-0.00020072738623307484,-0.00020072738623307484,1.7213769226262343,1.7213769226262343,1.9047817571275214,0.0578
1991-10-31,1188.0,23.11,-49.867232986093164,35.56824569138712,-0.08948279846582555,False,False,1.0,False,False,0.0,1.0,0.01167213333503741,0.01167213333503741,1.7330490559612717,1.7330490559612717,1.9047817571275214,0.0578
1991-11-01,1208.0,23.37,-49.85080238522189,42.9867482573643,0.07712712119980589,False,True,0.0,False,False,0.0,0.0,0.0031261951700140567,0.0031261951700140567,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-02,1204.0,23.82,-49.797611407163245,17.82089628137146,-0.40657709513032514,False,False,0.0,False,True,0.0,0.0,-0.0105288561584527,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-03,1204.0,23.82,-49.730987898786864,19.407868250896854,-0.35227970140884857,False,False,0.0,False,False,0.0,0.0,0.0006643963816305867,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-04,1204.0,23.82,-49.66187722744336,21.0540844422992,-0.29021773354419095,False,False,0.0,False,False,0.0,0.0,0.0006896746929507673,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-05,1200.0,23.8,-49.5888959805699,19.784275662436357,-0.27865754850065705,False,False,0.0,False,False,0.0,0.0,-0.0005334847454703887,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-06,1213.0,23.78,-49.54721093036777,34.7673240758545,0.09116998067223113,False,True,0.0,False,False,0.0,0.0,0.006265826226060419,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-07,1229.0,23.4,-49.59413433133896,68.49725664666857,0.9054414236439946,False,False,0.0,False,False,0.0,0.0,0.014115879408231542,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-08,1219.0,23.2,-49.67723635692059,66.48811651944243,0.9032827787308167,False,False,0.0,False,False,0.0,0.0,-0.0008471980010816665,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-09,1197.0,23.01,-49.74590682291483,52.346684004729696,0.6040069936684114,False,False,0.0,False,False,0.0,0.0,-0.006039080344693217,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-10,1197.0,23.01,-49.805026503844346,50.98634014654158,0.6091229210442322,False,False,0.0,False,False,0.0,0.0,-0.0005805957863144502,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-11,1197.0,23.01,-49.857154315081594,49.78687920997254,0.5950415607848354,False,False,0.0,False,False,0.0,0.0,-0.0005116688947482756,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-12,1199.0,22.58,-49.95269531458516,71.06813979666708,1.1191345325194226,False,False,0.0,False,False,0.0,0.0,0.009145631185278858,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-13,1204.0,22.5,-50.08177564908036,77.16004789569183,1.2597927297576892,False,False,0.0,False,False,0.0,0.0,0.002613610640029105,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-14,1199.0,22.35,-50.22499247528929,76.47141817728425,1.22298214903994,False,False,0.0,False,False,0.0,0.0,-0.00029662771494586335,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-15,1219.0,22.52,-50.392061373427474,84.1707778704133,1.3664045407690404,False,False,0.0,False,False,0.0,0.0,0.003270993333222021,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-16,1208.0,22.79,-50.510396629622214,56.86806081090981,0.6823350421059414,False,False,0.0,False,False,0.0,0.0,-0.011573204790270577,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-17,1208.0,22.79,-50.601424768768,54.793529519777394,0.6214159285843456,False,False,0.0,False,False,0.0,0.0,-0.0008785895333881996,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-18,1208.0,22.79,-50.67599367601166,53.09410412369448,0.5799690417883228,False,False,0.0,False,False,0.0,0.0,-0.0007192099351263704,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-19,1201.0,22.4,-50.76648624067,63.830708208992064,0.8265749264016778,False,False,0.0,False,False,0.0,0.0,0.004591884823306992,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-20,1230.0,22.0,-50.96346247076391,108.80382564319393,1.8228177773508172,False,False,0.0,False,False,0.0,0.0,0.01912776055213884,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-21,1221.0,22.22,-51.15670816133003,84.29794465524674,1.274942713224225,False,False,0.0,False,False,0.0,0.0,-0.010393968539151924,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-22,1215.0,21.78,-51.37402681247879,96.07369602421181,1.5371352073183175,False,False,0.0,False,False,0.0,0.0,0.0050454683804305915,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-23,1202.0,21.21,-51.626660122317396,106.99853880564797,1.7483008931884114,False,False,0.0,False,False,0.0,0.0,0.004756132273314123,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-24,1202.0,21.21,-51.884706168364474,101.52538216898938,1.5844843644475473,False,False,0.0,False,False,0.0,0.0,-0.002377075775026106,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-25,1202.0,21.21,-52.13431159606048,96.23125104755718,1.4171278405711025,False,False,0.0,False,False,0.0,0.0,-0.00229404749667199,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-26,1188.0,21.42,-52.31673918902096,67.3754465711711,0.7564714796394888,False,False,0.0,False,False,0.0,0.0,-0.012499132625757052,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-27,1178.0,21.02,-52.4835518780632,74.79573952311148,0.8936187006815899,False,False,0.0,False,False,0.0,0.0,0.003252796376239084,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-28,1185.0,21.35,-52.61442399631484,61.682047678678146,0.5901802738930786,False,False,0.0,False,False,0.0,0.0,-0.0056810595920054096,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-29,1185.0,21.35,-52.72302666730569,59.36338065302357,0.5252672250557163,False,False,0.0,False,False,0.0,0.0,-0.0010034754085693793,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-11-30,1185.0,21.48,-52.80202640106597,50.81247290510282,0.32952927652814357,False,False,0.0,False,False,0.0,0.0,-0.003687027309357747,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-12-01,1185.0,21.48,-52.86386586606949,49.48416119682747,0.292745829394597,False,False,0.0,False,False,0.0,0.0,-0.0005724208755930922,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-12-02,1185.0,21.48,-52.91502996110569,48.385156435449744,0.23843741716160974,False,False,0.0,False,False,0.0,0.0,-0.0004733794515589602,-0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-12-03,1178.0,21.08,-52.989178100286345,60.98812564596392,0.4916054633708399,False,False,0.0,False,False,0.0,0.0,0.005491461439196894,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-12-04,1205.0,20.51,-53.19264844816832,114.01878032806758,1.7058930877587313,False,False,0.0,False,False,0.0,0.0,0.023097163960984445,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-12-05,1229.0,20.76,-53.47044055153584,118.95365415011588,1.7551209351079828,False,False,0.0,False,False,0.0,0.0,0.0021097802661345874,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-12-06,1248.0,20.39,-53.85349049827523,149.92732874016815,2.408039610246738,False,False,0.0,True,False,-1.0,-1.0,0.013202350877485619,0.0,1.7361752511312858,1.7361752511312858,1.9047817571275214,0.0578
1991-12-07,1231.0,20.04,-54.27329457352231,143.3631767466129,2.1705977614566203,False,False,0.0,False,False,-1.0,-1.0,-0.0028310393105655833,0.0028310393105655833,1.7390062904418513,1.7390062904418513,1.9047817571275214,0.0578
1991-12-08,1231.0,20.04,-54.693504800505565,134.9421637978685,1.9076180919587722,False,False,0.0,False,False,-1.0,-1.0,-0.0036187381412435844,0.0036187381412435844,1.7426250285830949,1.7426250285830949,1.9047817571275214,0.0578
1991-12-09,1231.0,20.04,-55.09686146456963,126.8588962500246,1.676601163260854,False,False,0.0,False,False,-1.0,-1.0,-0.0034615756344929497,0.0034615756344929497,1.746086604217588,1.746086604217588,1.9047817571275214,0.0578
1991-12-10,1227.0,19.42,-55.53994195452017,148.41432724321817,2.1268701075106042,False,False,0.0,True,False,-1.0,-1.0,0.009349221435532172,-0.009349221435532172,1.7367373827820556,1.7367373827820556,1.9047817571275214,0.0578
1991-12-11,1241.0,19.41,-56.01623338692191,153.72490995984572,2.1144240887499515,False,False,0.0,False,False,-1.0,-1.0,0.0022809086174331583,-0.0022809086174331583,1.7344564741646225,1.7344564741646225,1.9047817571275214,0.0578
1991-12-12,1237.0,19.51,-56.4692104891814,135.28570335607083,1.5918849747198107,False,False,0.0,False,False,-1.0,-1.0,-0.007884334837408434,0.007884334837408434,1.7423408090020311,1.7423408090020311,1.9047817571275214,0.0578
1991-12-13,1255.0,19.96,-56.87746110690929,119.72587630609064,1.157970276733749,False,False,0.0,False,False,-1.0,-1.0,-0.0065096412565158685,0.0065096412565158685,1.748850450258547,1.748850450258547,1.9047817571275214,0.0578
1991-12-14,1280.0,20.05,-57.290116995642336,131.33315423737122,1.3819757209540646,False,False,0.0,False,False,-1.0,-1.0,0.004779279608288868,-0.004779279608288868,1.744071170650258,1.744071170650258,1.9047817571275214,0.0578
1991-12-15,1280.0,20.05,-57.68718441283138,123.37195252273091,1.1382886236560916,False,False,0.0,False,False,-1.0,-1.0,-0.0032673028297785685,0.0032673028297785685,1.7473384734800366,1.7473384734800366,1.9047817571275214,0.0578
1991-12-16,1280.0,20.05,-58.059761523962514,115.90178144455149,0.9200242072282528,False,False,0.0,False,False,-1.0,-1.0,-0.0030564119811005647,0.0030564119811005647,1.7503948854611373,1.7503948854611373,1.9047817571275214,0.0578
1991-12-17,1333.0,19.76,-58.55638592264531,175.92581416852863,2.2860076806059744,False,False,0.0,True,False,-1.0,-1.0,0.02410531905656227,-0.02410531905656227,1.726289566404575,1.726289566404575,1.9047817571275214,0.0578
1991-12-18,1313.0,19.45,-59.08738914539955,163.7502811219788,1.8743080233108804,False,False,0.0,False,False,-1.0,-1.0,-0.004944881485090756,0.004944881485090756,1.7312344478896657,1.7312344478896657,1.9047817571275214,0.0578
1991-12-19,1305.0,19.39,-59.60376340116051,149.2830276514976,1.456856738106649,False,False,0.0,False,False,-1.0,-1.0,-0.005879283815673313,0.005879283815673313,1.737113731705339,1.737113731705339,1.9047817571275214,0.0578
1991-12-20,1312.0,19.13,-60.14086130782516,161.50532318130468,1.6738993196195455,False,False,0.0,False,False,-1.0,-1.0,0.004963379472396298,-0.004963379472396298,1.7321503522329427,1.7321503522329427,1.9047817571275214,0.0578
1991-12-21,1298.0,18.52,-60.715268076552775,173.55323522224262,1.8685679313469543,False,False,0.0,False,False,-1.0,-1.0,0.00497344759691479,-0.00497344759691479,1.727176904636028,1.727176904636028,1.9047817571275214,0.0578
1991-12-22,1298.0,18.52,-61.28674461104352,162.96948980347406,1.5596627586892358,False,False,0.0,False,False,-1.0,-1.0,-0.0043500257700893625,0.0043500257700893625,1.7315269304061172,1.7315269304061172,1.9047817571275214,0.0578
1991-12-23,1298.0,18.52,-61.83532194835065,152.80983751654594,1.278878525887041,False,False,0.0,False,False,-1.0,-1.0,-0.004158355105932908,0.004158355105932908,1.7356852855120501,1.7356852855120501,1.9047817571275214,0.0578
1991-12-24,1313.0,18.78,-62.34984172254686,142.06997245056982,0.982935024702875,False,False,0.0,False,False,-1.0,-1.0,-0.004323738972861382,0.004323738972861382,1.7400090244849116,1.7400090244849116,1.9047817571275214,0.0578
1991-12-25,1306.0,18.97,-62.78588277621836,114.9518037351379,0.2979707221405562,False,False,0.0,False,False,-1.0,-1.0,-0.010860090228132504,0.010860090228132504,1.7508691147130442,1.7508691147130442,1.9047817571275214,0.0578
1991-12-26,1306.0,18.97,-63.16525684409129,107.75507766758824,0.1005669355828313,False,False,0.0,False,False,-1.0,-1.0,-0.0028738107855867195,0.0028738107855867195,1.7537429254986308,1.7537429254986308,1.9047817571275214,0.0578
1991-12-27,1328.0,18.5,-63.61444648831927,151.1327399660936,1.130694293719196,False,False,0.0,False,False,-1.0,-1.0,0.01731734970176351,-0.01731734970176351,1.7364255757968672,1.7364255757968672,1.9047817571275214,0.0578
1991-12-28,1297.0,18.76,-63.97632768962481,96.8040925426385,-0.2520142574315439,False,False,0.0,False,True,0.0,0.0,-0.02175586114858421,0.02175586114858421,1.7581814369454514,1.7581814369454514,1.9047817571275214,0.0578
1991-12-29,1297.0,18.76,-64.2801911849409,91.10361337050858,-0.42784531335493065,False,False,0.0,False,False,0.0,0.0,-0.0022775529992299956,-0.0,1.7581814369454514,1.7581814369454514,1.9047817571275214,0.0578
1991-12-30,1297.0,18.76,-64.54289259056473,86.17533500100558,-0.5676080304550339,False,False,0.0,False,False,0.0,0.0,-0.0019651606582731258,-0.0,1.7581814369454514,1.7581814369454514,1.9047817571275214,0.0578
1991-12-31,1284.0,18.65,-64.76126121720354,76.20247829915411,-0.8273874544559111,False,False,0.0,False,False,0.0,0.0,-0.004002274107345695,-0.0,1.7581814369454514,1.7581814369454514,1.9047817571275214,0.0578
1992-01-01,1245.0,19.12,-64.79482134297676,6.123015922284367,-2.459730601007253,True,False,1.0,False,False,0.0,1.0,-0.028213741190122113,-0.0,1.7581814369454514,1.7581814369454514,1.9047817571275214,0.0578
1992-01-02,1245.0,19.12,-64.73454930019653,7.275417380242288,-2.262529902719521,False,False,1.0,False,False,0.0,1.0,0.00046416806198531845,0.00046416806198531845,1.7586456050074368,1.7586456050074368,1.9047817571275214,0.0578
1992-01-03,1253.0,19.49,-64.59437707014364,-5.944409097099424,-2.406316966353729,False,False,1.0,False,False,0.0,1.0,-0.005262786242189765,-0.005262786242189765,1.753382818765247,1.753382818765247,1.9047817571275214,0.0578
1992-01-04,1229.0,19.23,-64.40472937367922,-9.502945855851294,-2.3344346887287255,False,False,1.0,False,False,0.0,1.0,-0.0014421610984207338,-0.0014421610984207338,1.7519406576668262,1.7519406576668262,1.9047817571275214,0.0578
1992-01-05,1229.0,19.23,-64.19864006099448,-5.539848372923871,-2.137252445735775,False,False,1.0,False,False,0.0,1.0,0.0016087003770387158,0.0016087003770387158,1.753549358043865,1.753549358043865,1.9047817571275214,0.0578
1992-01-06,1229.0,19.23,-63.9932365624273,-1.5899390954768933,-1.9561789998530275,False,False,1.0,False,False,0.0,1.0,0.0016059218712284906,0.0016059218712284906,1.7551552799150936,1.7551552799150936,1.9047817571275214,0.0578
1992-01-07,1227.0,19.21,-63.7954134624256,1.490107386804084,-1.7884406408248257,False,False,1.0,False,False,0.0,1.0,0.0012558752531673294,0.0012558752531673294,1.7564111551682609,1.7564111551682609,1.9047817571275214,0.0578
1992-01-08,1197.0,18.69,-63.61723800989056,7.993821595145391,-1.5926803974003423,False,False,1.0,False,False,0.0,1.0,0.0027257742528937257,0.0027257742528937257,1.7591369294211545,1.7591369294211545,1.9047817571275214,0.0578
1992-01-09,1186.0,17.87,-63.54761701151585,50.404084004211654,-0.8000586134347549,False,False,1.0,False,False,0.0,1.0,0.018267719251597443,0.018267719251597443,1.7774046486727522,1.7774046486727522,1.9047817571275214,0.0578
1992-01-10,1183.0,17.86,-63.52912744920393,48.369783757217874,-0.8093159288851167,False,False,1.0,False,False,0.0,1.0,-0.0008777501400942549,-0.0008777501400942549,1.7765268985326577,1.7765268985326577,1.9047817571275214,0.0578
1992-01-11,1205.0,18.23,-63.53360450349177,46.782389901344914,-0.8116255228205306,False,False,1.0,False,False,0.0,1.0,-0.0006717087114997814,-0.0006717087114997814,1.7758551898211579,1.7758551898211579,1.9047817571275214,0.0578
1992-01-12,1205.0,18.23,-63.549491639052256,46.49276742007737,-0.7929189220252548,False,False,1.0,False,False,0.0,1.0,-0.00012253928284001943,-0.00012253928284001943,1.775732650538318,1.775732650538318,1.9047817571275214,0.0578
1992-01-13,1205.0,18.23,-63.570508832592154,46.10962398184506,-0.7880423864730817,False,False,1.0,False,False,0.0,1.0,-0.00016208172854347583,-0.00016208172854347583,1.7755705688097745,1.7755705688097745,1.9047817571275214,0.0578
1992-01-14,1199.0,18.79,-63.50032225093561,5.828944904920036,-1.4384592596829706,False,False,1.0,False,False,0.0,1.0,-0.016838544631301047,-0.016838544631301047,1.7587320241784734,1.7587320241784734,1.9047817571275214,0.0578
1992-01-15,1193.0,18.47,-63.41907556378743,21.649674336846147,-1.138680740252972,False,False,1.0,False,False,0.0,1.0,0.006691364329644638,0.006691364329644638,1.765423388508118,1.765423388508118,1.9047817571275214,0.0578
1992-01-16,1176.0,18.85,-63.243323675098495,-16.13665127560671,-1.7023074708193418,False,False,1.0,False,False,0.0,1.0,-0.015956142392416033,-0.015956142392416033,1.7494672461157021,1.7494672461157021,1.9047817571275214,0.0578
1992-01-17,1200.0,18.91,-63.072620091434516,7.296754070973293,-1.2825346871156766,False,False,1.0,False,False,0.0,1.0,0.009793694803753817,0.009793694803753817,1.759260940919456,1.759260940919456,1.9047817571275214,0.0578
1992-01-18,1218.0,19.16,-62.91668738964005,12.51626961449665,-1.1719057781981506,False,False,1.0,False,False,0.0,1.0,0.0021537241938459763,0.0021537241938459763,1.7614146651133018,1.7614146651133018,1.9047817571275214,0.0578
1992-01-19,1218.0,19.16,-62.77513088802449,15.228492185450705,-1.10652234496539,False,False,1.0,False,False,0.0,1.0,0.001120395940797661,0.001120395940797661,1.7625350610540995,1.7625350610540995,1.9047817571275214,0.0578
1992-01-20,1218.0,19.16,-62.64703501751473,17.682809064417825,-1.0422118438862766,False,False,1.0,False,False,0.0,1.0,0.0010148862556849335,0.0010148862556849335,1.7635499473097844,1.7635499473097844,1.9047817571275214,0.0578
1992-01-21,1209.0,18.89,-62.54917911180794,27.446006577948083,-0.8552360797886858,False,False,1.0,False,False,0.0,1.0,0.004084073206627033,0.004084073206627033,1.7676340205164114,1.7676340205164114,1.9047817571275214,0.0578
1992-01-22,1202.0,18.47,-62.51382809312556,47.36959511997088,-0.5201077266557962,False,False,1.0,False,False,0.0,1.0,0.008454269494599457,0.008454269494599457,1.7760882900110109,1.7760882900110109,1.9047817571275214,0.0578
1992-01-23,1190.0,18.94,-62.41847538374661,7.794076231839199,-1.0939545838994476,False,False,1.0,False,False,0.0,1.0,-0.01668300314555637,-0.01668300314555637,1.7594052868654546,1.7594052868654546,1.9047817571275214,0.0578
1992-01-24,1190.0,18.72,-62.32786837548889,23.22230401084812,-0.8164627848601171,False,False,1.0,False,False,0.0,1.0,0.006546322890472542,0.006546322890472542,1.7659516097559271,1.7659516097559271,1.9047817571275214,0.0578
1992-01-25,1208.0,19.0,-62.244552907376864,25.353494759839577,-0.7496594613832978,False,False,1.0,False,False,0.0,1.0,0.0008914704638766163,0.0008914704638766163,1.7668430802198039,1.7668430802198039,1.9047817571275214,0.0578
1992-01-26,1208.0,19.0,-62.16852374860061,26.798048776588303,-0.6957749743056534,False,False,1.0,False,False,0.0,1.0,0.0006046177954982117,0.0006046177954982117,1.767447698015302,1.767447698015302,1.9047817571275214,0.0578
1992-01-27,1208.0,19.0,-62.099434421091445,28.110745999262463,-0.6430848715276661,False,False,1.0,False,False,0.0,1.0,0.0005497311989971184,0.0005497311989971184,1.767997429214299,1.767997429214299,1.9047817571275214,0.0578
1992-01-28,1176.0,19.36,-61.91473540173136,-22.669277377519165,-1.3974368419096816,False,False,1.0,False,False,0.0,1.0,-0.021384040236904423,-0.021384040236904423,1.7466133889773947,1.7466133889773947,1.9047817571275214,0.0578
1992-01-29,1179.0,19.17,-61.7135554447034,-4.048857874964369,-1.0545596834759308,False,False,1.0,False,False,0.0,1.0,0.007883164414857532,0.007883164414857532,1.754496553392252,1.754496553392252,1.9047817571275214,0.0578
1992-01-30,1191.0,18.89,-61.57864511699282,27.779393740005617,-0.5161740169232156,False,False,1.0,False,False,0.0,1.0,0.013519655520105898,0.013519655520105898,1.7680162089123581,1.7680162089123581,1.9047817571275214,0.0578
1992-01-31,1204.0,18.94,-61.5046551254168,39.101831924605904,-0.3062922124251299,False,False,1.0,False,False,0.0,1.0,0.0047796221623993135,0.0047796221623993135,1.7727958310747574,1.7727958310747574,1.9047817571275214,0.0578
1992-02-01,1177.0,18.9,-61.40941641775596,16.362029704412407,-0.6476443885371417,False,False,1.0,False,False,0.0,1.0,-0.009727683460462492,-0.009727683460462492,1.763068147614295,1.763068147614295,1.9047817571275214,0.0578
1992-02-02,1177.0,18.9,-61.30756252711522,18.287068237522362,-0.586429472943533,False,False,1.0,False,False,0.0,1.0,0.0008241759965157034,0.0008241759965157034,1.7638923236108108,1.7638923236108108,1.9047817571275214,0.0578
1992-02-03,1177.0,18.9,-61.20670273800283,20.193318251746632,-0.5233740548146177,False,False,1.0,False,False,0.0,1.0,0.0008167985931021069,0.0008167985931021069,1.7647091222039128,1.7647091222039128,1.9047817571275214,0.0578
