Date,FC,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_FC_pair,sharpe,CAGR
1990-09-07,87.0,77.82,-1.1282544235704604,-0.8007592422532213,-1.7082944079547442,False,False,0.0,False,False,0.0,0.0,-0.002490591207377386,-0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-08,87.37,77.97,-1.126008653370308,-0.42489470328290224,-0.43929554309739866,False,False,0.0,False,False,0.0,0.0,0.0021457754968939825,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-09,87.37,77.97,-1.1240200457212899,-0.26984296488896575,0.18154629258262103,False,True,0.0,False,False,0.0,0.0,0.0008859601023986031,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-10,87.37,77.97,-1.1222437715130333,-0.13134686487120462,1.037404069794341,False,False,0.0,False,False,0.0,0.0,0.0007919885247111499,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-11,87.7,78.55,-1.1203010621969578,-0.2996484355710294,0.3612925992252057,False,False,0.0,False,False,0.0,0.0,-0.0009578936110480658,-0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-12,87.75,78.95,-1.1180796810241729,-0.5223908168584472,-0.4871411760537892,False,False,0.0,False,True,0.0,0.0,-0.0012654207243393768,-0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-13,87.6,78.85,-1.1159845371849777,-0.3953807570354968,-0.40044555719618674,False,False,0.0,False,False,0.0,0.0,0.0007233109394756194,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-14,88.2,78.7,-1.1149240675340537,0.4554758850699727,1.8885931067773967,False,True,0.0,False,False,0.0,0.0,0.004835937045415946,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-15,88.75,78.62,-1.114769200386423,1.106845465619429,1.7104623775551129,False,False,0.0,False,False,0.0,0.0,0.0036927146196169347,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-16,88.75,78.62,-1.1147326357221043,1.1097201795281535,1.152715835381957,False,False,0.0,False,False,0.0,0.0,1.6297462148425953e-05,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-17,88.75,78.62,-1.1147128982658672,1.1112719383375236,0.8236396149254955,False,False,0.0,False,False,0.0,0.0,8.7973807987754e-06,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-18,89.17,79.37,-1.1142496463583025,0.7320055685415241,0.07638949397514135,False,False,0.0,False,False,0.0,0.0,-0.002135412716134036,-0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-19,89.25,79.47,-1.1137424862997956,0.7408846137552416,-0.4908205427349386,False,False,0.0,False,True,0.0,0.0,4.994987286263572e-05,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-20,89.37,79.67,-1.113164770095987,0.6841627664527152,-1.07155006421134,False,False,0.0,False,False,0.0,0.0,-0.0003185621330017227,-0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-21,89.47,79.4,-1.113057053245195,1.0932699723314983,0.8545791724508255,False,True,0.0,False,False,0.0,0.0,0.002300335833080182,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-22,89.47,79.57,-1.1128102759675231,0.9236863412641867,0.2253065250620279,False,False,0.0,False,False,0.0,0.0,-0.0009526297201750283,-0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-23,89.47,79.57,-1.112569085463749,0.942877869649493,0.5661796283519824,False,False,0.0,False,False,0.0,0.0,0.0001078193184002832,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-24,89.47,79.57,-1.1123492916696887,0.9603668618428856,0.4586148911882583,False,False,0.0,False,False,0.0,0.0,9.826400855549935e-05,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-25,89.25,79.25,-1.1122950667408416,1.1006159607883035,0.9888324785059159,False,False,0.0,False,False,0.0,0.0,0.000790583911578959,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-26,89.02,78.55,-1.112846426093523,1.605913230353778,1.948542712963943,False,False,0.0,False,False,0.0,0.0,0.0028639435769868818,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-27,89.17,78.47,-1.113673590619791,1.7800333440650036,1.4902911347137662,False,False,0.0,False,False,0.0,0.0,0.0009861811655783558,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-28,89.35,79.0,-1.1140272182256683,1.3418497601721953,0.15272353996637267,False,False,0.0,False,False,0.0,0.0,-0.0024706143095216447,-0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-29,86.97,79.05,-1.1117151337896527,-0.9110813260720505,-1.9390236060931083,False,False,0.0,False,True,0.0,0.0,-0.012884856468475902,-0.0,1.0,1.0,1.0854171707760347,0.0153
1990-09-30,86.97,79.05,-1.1092988104085608,-0.7200709627967257,-1.185335606315336,False,False,0.0,False,False,0.0,0.0,0.0010936120787218206,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-01,86.97,79.05,-1.1070743292773546,-0.5442257293748867,-0.7614841400210152,False,False,0.0,False,False,0.0,0.0,0.0010078001761292452,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-02,88.12,80.17,-1.1049654440778123,-0.46507965171821297,-0.4678980802758924,False,False,0.0,False,False,0.0,0.0,0.00044789927834937656,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-03,87.82,79.92,-1.1030257330323006,-0.33381658394146996,-0.07567310417845641,False,False,0.0,False,False,0.0,0.0,0.000745923855746625,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-04,87.75,79.92,-1.1011967361651358,-0.2576431543176483,1.1510918326774306,False,True,0.0,False,False,0.0,0.0,0.0004334003816661353,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-05,87.75,79.75,-1.0997332772912214,0.0462711360250978,1.6108089089088218,False,False,0.0,False,False,0.0,0.0,0.0017321620481395615,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-06,87.82,79.77,-1.0984851799383235,0.19383719631993301,1.4487661344086518,False,False,0.0,False,False,0.0,0.0,0.0008410902691554331,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-07,87.82,79.77,-1.0973667341742097,0.2830556149232848,1.2176727822544906,False,False,0.0,False,False,0.0,0.0,0.0005087817817321894,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-08,87.82,79.77,-1.0963573008858418,0.36357810833639803,1.0907740170920586,False,False,0.0,False,False,0.0,0.0,0.0004594028822820408,0.0,1.0,1.0,1.0854171707760347,0.0153
1990-10-09,88.15,79.52,-1.0960810312737423,0.989636393112022,1.7346306763464954,False,False,0.0,False,False,0.0,0.0,0.0035711424692466153,0.0,1.0,1.0,1.0854171707760347,0.0153
