Date,FC,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_FC_pair,sharpe,CAGR
1995-07-19,66.37,62.82,-1.039734603461229,1.0538722105656007,-0.8980578964332354,False,False,1.0,False,False,0.0,1.0,0.0040113030624879375,0.0040113030624879375,1.1446712301565585,1.1446712301565585,1.0854171707760347,0.0153
1995-07-20,66.1,61.75,-1.0406063488664132,1.8425579574989825,0.19834393485723076,False,True,0.0,False,False,0.0,0.0,0.006050178145381551,0.006050178145381551,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-21,66.62,62.82,-1.0408441828972244,1.234168430396366,-0.40320217459811764,False,False,0.0,False,True,0.0,0.0,-0.00460880795847134,-0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-22,66.45,63.02,-1.0404889911583053,0.8783837772035952,-0.6603915044263556,False,False,0.0,False,False,0.0,0.0,-0.0026948969674205282,-0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-23,66.45,63.02,-1.0400688259617998,0.9048625878873793,-0.3795088933603368,False,False,0.0,False,False,0.0,0.0,0.00020060444045838204,0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-24,66.45,63.02,-1.039671828339387,0.9298813780518316,-0.572394454172486,False,False,0.0,False,False,0.0,0.0,0.00018957920494201463,0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-25,66.1,62.42,-1.0396530560942034,1.2048562385998167,0.10669014390917118,False,True,0.0,False,False,0.0,0.0,0.0020991225525797763,0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-26,66.27,62.95,-1.039217521481361,0.8512570227483138,-0.8687884960773521,False,False,0.0,False,True,0.0,0.0,-0.0026851134566041436,-0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-27,66.9,63.35,-1.0390196539146146,1.0781049245091765,0.7509527735563719,False,True,0.0,False,False,0.0,0.0,0.001709197277750095,0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-28,67.02,63.85,-1.0383747683154712,0.7197710430571647,-1.3338636627173,False,False,0.0,False,True,0.0,0.0,-0.002687768272343273,-0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-29,66.75,63.82,-1.0374135596586667,0.5422666225838952,-1.4405787130042396,False,False,0.0,False,False,0.0,0.0,-0.001335043971977187,-0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-30,66.75,63.82,-1.0364806854666653,0.6018026535174243,-0.874523434297262,False,False,0.0,False,False,0.0,0.0,0.00044798223092756535,0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-07-31,66.75,63.82,-1.035627455549021,0.6562557868614789,-0.43506275685357354,False,False,0.0,False,False,0.0,0.0,0.0004099036327724119,0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-08-01,67.42,63.8,-1.0357168321442547,1.3412661091965532,1.638329174471276,False,True,0.0,False,False,0.0,0.0,0.005131212127415267,0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-08-02,67.3,63.92,-1.035640883004403,1.1018347583585495,0.857864891813084,False,False,0.0,False,False,0.0,0.0,-0.0017935179139324906,-0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-08-03,67.85,64.6,-1.0353534003766682,0.9661703356672291,0.30652156964388105,False,False,0.0,False,False,0.0,0.0,-0.0010069068995463579,-0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
1995-08-04,67.6,64.55,-1.0348102396796968,0.8029990286755719,-0.3859633056270349,False,False,0.0,False,True,0.0,0.0,-0.0012140993162970367,-0.0,1.15072140830194,1.15072140830194,1.0854171707760347,0.0153
