Date,PL,DC,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_PL_pair,sharpe,CAGR
1990-09-21,454.1,13.09,-33.16694004546039,19.94475480492349,,False,False,0.0,False,False,0.0,0.0,-0.0037955445898563726,-0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-22,452.3,13.09,-33.07639237637088,19.330023793305145,,False,False,0.0,False,False,0.0,0.0,-0.0006943994805431167,-0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-23,452.3,13.09,-32.98617977597061,20.510906732544697,,False,False,0.0,False,False,0.0,0.0,0.001335705810910067,0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-24,452.3,13.09,-32.89908458927436,21.650982726398638,,False,False,0.0,False,False,0.0,0.0,0.0012912138430985567,0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-25,460.7,13.09,-32.837208038750475,30.86094677275628,,False,False,0.0,False,False,0.0,0.0,0.010342010283525976,0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-26,451.8,13.09,-32.77068705067756,22.83170650663078,,False,False,0.0,False,False,0.0,0.0,-0.009116177688775925,-0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-27,448.0,13.09,-32.69424179674705,20.03237488058113,,False,False,0.0,False,False,0.0,0.0,-0.0031957021535676303,-0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-28,437.3,13.09,-32.588166980086385,10.720894230669217,,False,False,0.0,False,False,0.0,0.0,-0.010778684873526996,-0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-29,433.1,13.09,-32.4574936840185,8.231407676197819,,False,False,0.0,False,False,0.0,0.0,-0.002901605695994815,-0.0,1.0,1.0,1.0425251197289018,0.0436
1990-09-30,433.1,13.09,-32.31629102023135,10.079750545171692,,False,False,0.0,False,False,0.0,0.0,0.0021589757632188766,0.0,1.0,1.0,1.0425251197289018,0.0436
1990-10-01,433.1,12.5,-32.220079842399144,30.349001970010704,,False,False,0.0,False,False,0.0,0.0,0.024249838156096545,0.0,1.0,1.0,1.0425251197289018,0.0436
1990-10-02,426.8,12.5,-32.138125194992924,25.073435062588487,,False,False,0.0,False,False,0.0,0.0,-0.00636740827715131,-0.0,1.0,1.0,1.0425251197289018,0.0436
1990-10-03,443.6,12.5,-32.10808537467738,42.24893281653277,,False,False,0.0,False,False,0.0,0.0,0.02032720996636709,0.0,1.0,1.0,1.0425251197289018,0.0436
1990-10-04,439.6,12.5,-32.10045993000503,38.34425087493713,,False,False,0.0,False,False,0.0,0.0,-0.004643700118193384,-0.0,1.0,1.0,1.0425251197289018,0.0436
1990-10-05,442.1,12.5,-32.112700001350404,40.691249983119974,,False,False,0.0,False,False,0.0,0.0,0.0027824241398039734,0.0,1.0,1.0,1.0425251197289018,0.0436
1990-10-06,447.3,12.5,-32.14929236241488,45.433845469814,,False,False,0.0,False,False,0.0,0.0,0.005585002960130861,0.0,1.0,1.0,1.0425251197289018,0.0436
