Date,CT,NG,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,NG_CT_pair,sharpe,CAGR
1990-09-20,73.95,1.555,-28.195483865941807,30.106022588460498,,False,False,0.0,False,False,0.0,0.0,0.014742256788675532,0.0,1.0,1.0,1.107548716696175,0.044
1990-09-21,73.8,1.846,-28.210005765733623,21.724329356455726,,False,False,0.0,False,False,0.0,0.0,-0.06658707905310882,-0.0,1.0,1.0,1.107548716696175,0.044
1990-09-22,73.04,1.872,-28.202587774922165,20.24475568534571,,False,False,0.0,False,False,0.0,0.0,-0.011758022795349012,-0.0,1.0,1.0,1.107548716696175,0.044
1990-09-23,73.04,1.872,-28.176037874910357,20.29445709816782,,False,False,0.0,False,False,0.0,0.0,0.00039512818147073125,0.0,1.0,1.0,1.107548716696175,0.044
1990-09-24,73.04,1.872,-28.13309451444473,20.37484706895947,,False,False,0.0,False,False,0.0,0.0,0.0006395121354790476,0.0,1.0,1.0,1.107548716696175,0.044
1990-09-25,71.14,1.936,-28.06606896282627,16.804090487968338,,False,False,0.0,False,False,0.0,0.0,-0.028457706302967557,-0.0,1.0,1.0,1.107548716696175,0.044
1990-09-26,71.82,1.93,-27.981142811990118,17.816394372859065,,False,False,0.0,False,False,0.0,0.0,0.008045421046751239,0.0,1.0,1.0,1.107548716696175,0.044
1990-09-27,72.28,1.945,-27.881559958856375,18.05036588002435,,False,False,0.0,False,False,0.0,0.0,0.0018494362804290369,0.0,1.0,1.0,1.107548716696175,0.044
1990-09-28,72.34,1.94,-27.770853410283124,18.464544384050747,,False,False,0.0,False,False,0.0,0.0,0.0032815196998271395,0.0,1.0,1.0,1.107548716696175,0.044
1990-09-29,71.92,1.935,-27.650835088538606,18.415634103677796,,False,False,0.0,False,False,0.0,0.0,-0.0003899583627425383,-0.0,1.0,1.0,1.107548716696175,0.044
1990-09-30,71.92,1.935,-27.52387481546857,18.661302232068316,,False,False,0.0,False,False,0.0,0.0,0.0019625394158194792,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-01,71.92,1.935,-27.39203858005766,18.91640534758843,,False,False,0.0,False,False,0.0,0.0,0.0020420731266172372,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-02,71.58,1.909,-27.258382687560843,19.54374744944635,,False,False,0.0,False,False,0.0,0.0,0.005074916031784449,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-03,72.35,1.88,-27.12878074893603,21.34789219200026,,False,False,0.0,False,False,0.0,0.0,0.014625974169505883,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-04,72.03,1.915,-26.99965805239819,20.325654829657466,,False,False,0.0,False,False,0.0,0.0,-0.008261549054431891,-0.0,1.0,1.0,1.107548716696175,0.044
1990-10-05,71.94,1.898,-26.873049131977826,20.934952747506088,,False,False,0.0,False,False,0.0,0.0,0.004955855737704492,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-06,72.8,1.935,-26.74874617893317,21.04117614376431,,False,False,0.0,False,False,0.0,0.0,0.0008527970397410337,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-07,72.8,1.935,-26.627298379877512,21.276177634937007,,False,False,0.0,False,False,0.0,0.0,0.0018902370173484555,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-08,72.8,1.935,-26.509135724012314,21.504822374036166,,False,False,0.0,False,False,0.0,0.0,0.0018424949580903094,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-09,73.76,1.93,-26.397631140938778,22.812571897988164,,False,False,0.0,False,False,0.0,0.0,0.010486540728610378,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-10,73.43,1.94,-26.2908029771861,22.42584222425897,,False,False,0.0,False,False,0.0,0.0,-0.0031079060656814834,-0.0,1.0,1.0,1.107548716696175,0.044
1990-10-11,73.83,1.94,-26.18976480015037,23.02185628770828,,False,False,0.0,False,False,0.0,0.0,0.00478195555306984,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-12,73.8,1.96,-26.09265052414589,22.658404972674056,,False,False,0.0,False,False,0.0,0.0,-0.0029089697066436155,-0.0,1.0,1.0,1.107548716696175,0.044
1990-10-13,73.5,1.95,-25.999503182868168,22.800968793407073,,False,False,0.0,False,False,0.0,0.0,0.0011478658033642444,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-14,73.5,1.95,-25.910347347482144,22.97482267240982,,False,False,0.0,False,False,0.0,0.0,0.001401762793239516,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-15,73.5,1.95,-25.82517004139531,23.140918419279146,,False,False,0.0,False,False,0.0,0.0,0.0013410058007016377,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-16,73.15,1.9,-25.746784222857887,24.231109976570025,,False,False,0.0,False,False,0.0,0.0,0.008930953309083313,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-17,74.08,1.91,-25.676333729576648,25.038202576508603,,False,False,0.0,False,False,0.0,0.0,0.006555237308325603,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-18,73.88,1.9,-25.613185148566696,25.214948217723276,,False,False,0.0,False,False,0.0,0.0,0.0014422911300302293,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-19,73.55,1.89,-25.55639652361999,25.248410570358217,,False,False,0.0,False,False,0.0,0.0,0.0002746156434361758,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-20,73.63,1.9,-25.504777627743863,25.17092250728666,,False,False,0.0,False,False,0.0,0.0,-0.0006346846471682161,-0.0,1.0,1.0,1.107548716696175,0.044
1990-10-21,73.63,1.9,-25.457824179709583,25.26013405855179,,False,False,0.0,False,False,0.0,0.0,0.0007312430270041914,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-22,73.63,1.9,-25.415086249540625,25.341336125872807,,False,False,0.0,False,False,0.0,0.0,0.0006660347541607847,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-23,74.53,1.97,-25.373605625500137,24.54399691776473,,False,False,0.0,False,False,0.0,0.0,-0.006403507889515882,-0.0,1.0,1.0,1.107548716696175,0.044
1990-10-24,74.94,2.52,-25.294047147872686,11.199001187360828,,False,False,0.0,False,False,0.0,0.0,-0.09622800415818508,-0.0,1.0,1.0,1.107548716696175,0.044
1990-10-25,74.38,2.44,-25.185787221120627,12.926679180465669,,False,False,0.0,False,False,0.0,0.0,0.012719102961490593,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-26,74.58,2.446,-25.053616743068147,13.298853446455304,,False,False,0.0,False,False,0.0,0.0,0.002739372332935201,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-27,74.1,2.448,-24.900623066430388,13.143274733378405,,False,False,0.0,False,False,0.0,0.0,-0.001151950876713204,-0.0,1.0,1.0,1.107548716696175,0.044
1990-10-28,74.1,2.448,-24.731499275417033,13.557289773779097,,False,False,0.0,False,False,0.0,0.0,0.0030749161221211418,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-29,74.1,2.448,-24.550548291056003,14.000257783494902,,False,False,0.0,False,False,0.0,0.0,0.0033008111818960363,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-30,75.13,2.434,-24.365965032080343,15.823241111916438,,False,False,0.0,False,False,0.0,0.0,0.013560155299036482,0.0,1.0,1.0,1.107548716696175,0.044
1990-10-31,74.97,2.408,-24.182053425960007,16.739615350288304,,False,False,0.0,False,False,0.0,0.0,0.006879666607433097,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-01,74.95,2.36,-24.004585497428412,18.299178226068953,,False,False,0.0,False,False,0.0,0.0,0.011850707729315905,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-02,74.8,2.35,-23.834455734999928,18.789029022750164,,False,False,0.0,False,False,0.0,0.0,0.0037447225796252478,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-03,74.86,2.358,-23.67141168941436,19.04281123636094,,False,False,0.0,False,False,0.0,0.0,0.0019420544320845634,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-04,74.86,2.358,-23.515660930759605,19.410071525268847,,False,False,0.0,False,False,0.0,0.0,0.0028183599914961507,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-05,74.86,2.358,-23.367289422673757,19.759931541335277,,False,False,0.0,False,False,0.0,0.0,0.0026920578006444074,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-06,72.86,2.385,-23.218224009845134,17.484535736519362,,False,False,0.0,False,False,0.0,0.0,-0.01774388869634958,-0.0,1.0,1.0,1.107548716696175,0.044
1990-11-07,72.33,2.383,-23.068496216060918,17.35777351712683,,False,False,0.0,False,False,0.0,0.0,-0.00099575807033969,-0.0,1.0,1.0,1.107548716696175,0.044
1990-11-08,74.18,2.45,-22.919746510726824,18.026621048719285,,False,False,0.0,False,False,0.0,0.0,0.005131820696849066,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-09,74.05,2.435,-22.773986497669984,18.595342878173582,,False,False,0.0,False,False,0.0,0.0,0.004391516429554302,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-10,73.37,2.4290000000000003,-22.63048657602956,18.400548106824196,,False,False,0.0,False,False,0.0,0.0,-0.0015178089704756164,-0.0,1.0,1.0,1.107548716696175,0.044
1990-11-11,73.37,2.4290000000000003,-22.490131429651832,18.7414707573757,,False,False,0.0,False,False,0.0,0.0,0.002663488811697812,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-12,73.37,2.4290000000000003,-22.35360885540508,19.07308409022106,,False,False,0.0,False,False,0.0,0.0,0.0025974883976965933,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-13,72.67,2.41,-22.220810790723117,19.11784599435729,,False,False,0.0,False,False,0.0,0.0,0.0003546279533007264,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-14,73.66,2.411,-22.094990300472052,20.388978385561877,,False,False,0.0,False,False,0.0,0.0,0.010014355632193226,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-15,73.58,2.428,-21.97451982463327,20.225865865790425,,False,False,0.0,False,False,0.0,0.0,-0.0012850169962871523,-0.0,1.0,1.0,1.107548716696175,0.044
1990-11-16,73.44,2.4,-21.861078557827728,20.973411461213452,,False,False,0.0,False,False,0.0,0.0,0.005937303234871935,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-17,73.63,2.335,-21.759410998184613,22.821775319238924,,False,False,0.0,False,False,0.0,0.0,0.014853666248994958,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-18,73.63,2.335,-21.66812964606745,23.034917276432502,,False,False,0.0,False,False,0.0,0.0,0.0017157723103946184,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-19,73.63,2.335,-21.586044442348637,23.22658622711593,,False,False,0.0,False,False,0.0,0.0,0.001545300938297089,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-20,73.65,2.35,-21.511202105231593,23.098675052705758,,False,False,0.0,False,False,0.0,0.0,-0.0010298696448242616,-0.0,1.0,1.0,1.107548716696175,0.044
1990-11-21,73.26,2.38,-21.43987901725284,22.233087938938255,,False,False,0.0,False,False,0.0,0.0,-0.006964426900736285,-0.0,1.0,1.0,1.107548716696175,0.044
1990-11-22,73.78,2.38,-21.373473876863265,22.911132173065432,,False,False,0.0,False,False,0.0,0.0,0.005439634117404023,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-23,73.78,2.38,-21.31166793860672,23.05823030611601,,False,False,0.0,False,False,0.0,0.0,0.0011814943145968995,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-24,73.93,2.605,-21.2401811204549,18.599328181214993,,False,False,0.0,False,False,0.0,0.0,-0.034495427434820265,-0.0,1.0,1.0,1.107548716696175,0.044
1990-11-25,73.93,2.605,-21.161166283020666,18.805161832731173,,False,False,0.0,False,False,0.0,0.0,0.0015949316929086957,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-26,73.93,2.605,-21.07656989379386,19.025535426667005,,False,False,0.0,False,False,0.0,0.0,0.0017105174043735407,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-27,73.85,2.6180000000000003,-20.987011637540604,18.90600353291869,,False,False,0.0,False,False,0.0,0.0,-0.0009280859125981693,-0.0,1.0,1.0,1.107548716696175,0.044
1990-11-28,74.03,2.54,-20.899908555003126,20.944232270292062,,False,False,0.0,False,False,0.0,0.0,0.016034428881453573,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-29,73.91,2.505,-20.817574655315195,21.76197548843544,,False,False,0.0,False,False,0.0,0.0,0.006487038181915643,0.0,1.0,1.0,1.107548716696175,0.044
1990-11-30,73.18,2.49,-20.738759119367263,21.540489792775517,,False,False,0.0,False,False,0.0,0.0,-0.0017744477228937448,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-01,74.18,2.445,-20.669199079203725,23.643808251346904,,False,False,0.0,False,False,0.0,0.0,0.016864838711643085,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-02,74.18,2.445,-20.607756913380218,23.79403434678538,,False,False,0.0,False,False,0.0,0.0,0.001205996314087096,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-03,74.18,2.445,-20.55345154336522,23.926810976472048,,False,False,0.0,False,False,0.0,0.0,0.001067051569831273,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-04,73.76,2.475,-20.502439466913298,23.01646231938959,,False,False,0.0,False,False,0.0,0.0,-0.007311829639875622,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-05,73.88,2.44,-20.45700366849187,23.964911048879834,,False,False,0.0,False,False,0.0,0.0,0.0076614406720506905,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-06,73.63,2.402,-20.4180715665063,24.58579209725186,,False,False,0.0,False,False,0.0,0.0,0.00506121913470385,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-07,73.77,2.351,-20.38810181654445,25.837572629304,,False,False,0.0,False,False,0.0,0.0,0.010285583936952324,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-08,74.37,2.35,-20.36732980118766,26.506774967209005,,False,False,0.0,False,False,0.0,0.0,0.005474798997780525,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-09,74.37,2.35,-20.354236334865085,26.537544613067055,,False,False,0.0,False,False,0.0,0.0,0.0002517923699701786,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-10,74.37,2.35,-20.34754427827779,26.553270946047192,,False,False,0.0,False,False,0.0,0.0,0.00012870737355766826,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-11,75.57,2.355,-20.3490835267477,27.647908294509158,,False,False,0.0,False,False,0.0,0.0,0.008864027917451615,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-12,75.45,2.285,-20.360792196019236,28.925589832096044,,False,False,0.0,False,False,0.0,0.0,0.010474996647477886,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-13,75.0,2.204,-20.383724916499226,30.074270284035705,,False,False,0.0,False,False,0.0,0.0,0.00957826527018206,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-14,75.08,2.22,-20.41505159460201,29.758585459983536,,False,False,0.0,False,False,0.0,0.0,-0.0026219361729113997,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-15,75.65,2.262,-20.452470850408975,29.386510936374904,,False,False,0.0,False,False,0.0,0.0,-0.003051955337070622,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-16,75.65,2.262,-20.49469692320011,29.29099555972136,,False,False,0.0,False,False,0.0,0.0,-0.0007828551432881968,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-17,75.65,2.262,-20.540642254682005,29.18706721990931,,False,False,0.0,False,False,0.0,0.0,-0.0008510838077995517,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-18,75.33,2.175,-20.592676865670054,30.540927817167635,,False,False,0.0,False,False,0.0,0.0,0.01127098780115138,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-19,74.65,2.046,-20.653579078647176,32.39277720508789,,False,False,0.0,False,False,0.0,0.0,0.015840333416943058,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-20,75.1,2.046,-20.722392166095606,32.70198562816839,,False,False,0.0,False,False,0.0,0.0,0.0026316055188982555,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-21,75.9,1.92,-20.80435758544809,35.955633435939674,,False,False,0.0,False,False,0.0,0.0,0.028086370570053268,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-22,75.45,1.962,-20.893750810960736,34.45646090889504,,False,False,0.0,False,False,0.0,0.0,-0.012874673328776863,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-23,75.45,1.962,-20.988737843692622,34.27009635067508,,False,False,0.0,False,False,0.0,0.0,-0.0015979140202353704,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-24,75.45,1.962,-21.087837983188493,34.07566187698418,,False,False,0.0,False,False,0.0,0.0,-0.001664331909042492,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-25,75.45,1.962,-21.18984289736193,33.875528235375896,,False,False,0.0,False,False,0.0,0.0,-0.0017101862421632526,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-26,75.45,1.962,-21.29375699637699,33.671648773108345,,False,False,0.0,False,False,0.0,0.0,-0.001739165143361515,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-27,76.2,1.999,-21.399125621965382,33.4231478816912,,False,False,0.0,False,False,0.0,0.0,-0.0020886490690646183,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-28,75.57,1.96,-21.505144631030554,33.419916523180106,,False,False,0.0,False,False,0.0,0.0,-2.744950917173289e-05,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-29,76.19,1.95,-21.61290242681336,34.044840267713944,,False,False,0.0,False,False,0.0,0.0,0.005280964220166059,0.0,1.0,1.0,1.107548716696175,0.044
1990-12-30,76.19,1.95,-21.721589737509404,33.83290001185666,,False,False,0.0,False,False,0.0,0.0,-0.0017878147662699748,-0.0,1.0,1.0,1.107548716696175,0.044
1990-12-31,76.19,1.95,-21.83052243440133,33.6204812529174,,False,False,0.0,False,False,0.0,0.0,-0.001788646174894304,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-01,76.19,1.95,-21.939120119791145,33.40871576640727,,False,False,0.0,False,False,0.0,0.0,-0.0017799714265027443,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-02,76.19,1.95,-22.04688944475207,33.198565582733465,,False,False,0.0,False,False,0.0,0.0,-0.0017632795300822296,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-03,74.19,1.832,-22.153098913580916,33.60552279031976,,False,False,0.0,False,False,0.0,0.0,0.003545711707689414,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-04,75.05,1.7819999999999998,-22.26104618538923,35.38081569763639,,False,False,0.0,False,False,0.0,0.0,0.015475117942239899,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-05,75.05,1.743,-22.371157165276294,36.057073060923415,,False,False,0.0,False,False,0.0,0.0,0.005929849236930653,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-06,75.05,1.743,-22.482536210459216,35.86293938516958,,False,False,0.0,False,False,0.0,0.0,-0.0016993931278430465,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-07,75.05,1.743,-22.594472975508122,35.66783360368934,,False,False,0.0,False,False,0.0,0.0,-0.0017049907174223893,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-08,74.38,1.785,-22.703807010203757,33.85370448678629,,False,False,0.0,False,False,0.0,0.0,-0.01578790012157715,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-09,74.23,1.786,-22.810144233617944,33.49108239875836,,False,False,0.0,False,False,0.0,0.0,-0.0031540880404358706,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-10,73.97,1.7280000000000002,-22.91470612230639,34.37338782065455,,False,False,0.0,False,False,0.0,0.0,0.007769056459154091,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-11,74.13,1.6980000000000002,-23.018555173168664,35.0444933159596,,False,False,0.0,False,False,0.0,0.0,0.005927681772232467,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-12,74.58,1.695,-23.12236621679331,35.387589262535336,,False,False,0.0,False,False,0.0,0.0,0.0030156339691829797,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-13,74.58,1.695,-23.2257291408371,35.212389106281115,,False,False,0.0,False,False,0.0,0.0,-0.0015375500625250758,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-14,74.58,1.695,-23.328305454763722,35.03852225417549,,False,False,0.0,False,False,0.0,0.0,-0.0015235243666653882,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-15,74.55,1.7280000000000002,-23.428817211931296,34.06500385778271,,False,False,0.0,False,False,0.0,0.0,-0.008462802008435938,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-16,74.63,1.72,-23.527536587344,34.162637069768316,,False,False,0.0,False,False,0.0,0.0,0.0008482662808250838,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-17,74.83,1.719,-23.624740524125293,34.21907103902862,,False,False,0.0,False,False,0.0,0.0,0.0004888558136896452,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-18,76.5,1.621,-23.726398938696942,38.03950732037226,,False,False,0.0,False,False,0.0,0.0,0.03323260184688354,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-19,76.63,1.567,-23.833019772043478,39.28365801720787,,False,False,0.0,False,False,0.0,0.0,0.01091586793532512,0.0,1.0,1.0,1.107548716696175,0.044
1991-01-20,76.63,1.567,-23.943272020839597,39.11089274334435,,False,False,0.0,False,False,0.0,0.0,-0.0015135052565507054,-0.0,1.0,1.0,1.107548716696175,0.044
1991-01-21,76.63,1.567,-24.056098493169713,38.93409366120306,,False,False,0.0,False,False,0.0,0.0,-0.0015464481131456053,-0.0,1.0,1.0,1.107548716696175,0.044
