Date,PL,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_PL_pair,sharpe,CAGR
1990-08-30,484.5,76.07,-6.402158804883929,-2.5122202875204493,-0.6920456107872108,False,False,0.0,False,False,0.0,0.0,0.006740092461659474,0.0,1.0,1.0,1.1110778108817219,0.0382
1990-08-31,487.6,76.2,-6.391946424032114,0.5336824887529019,-0.4004889857673585,False,False,0.0,False,False,0.0,0.0,0.0031250723673830077,0.0,1.0,1.0,1.1110778108817219,0.0382
1990-09-01,484.3,76.32,-6.37865470441961,-2.5189270413045506,-0.4970297251878946,False,False,0.0,False,False,0.0,0.0,-0.0031433941251230663,-0.0,1.0,1.0,1.1110778108817219,0.0382
1990-09-02,484.3,76.32,-6.366420753745579,-1.5852319258625016,-0.23611807384318528,False,False,0.0,False,False,0.0,0.0,0.0009623885055316921,0.0,1.0,1.0,1.1110778108817219,0.0382
1990-09-03,484.3,76.32,-6.355581413598013,-0.757973485800278,0.08246481593102359,False,True,0.0,False,False,0.0,0.0,0.000853408609295709,0.0,1.0,1.0,1.1110778108817219,0.0382
1990-09-04,484.3,76.32,-6.345995883697021,-0.02640584375654953,0.7983382258715289,False,False,0.0,False,False,0.0,0.0,0.0007552629554905334,0.0,1.0,1.0,1.1110778108817219,0.0382
1990-09-05,486.4,77.02,-6.334812585291908,-1.5072653191827499,0.22510641645390345,False,False,0.0,False,False,0.0,0.0,-0.0015199101229539443,-0.0,1.0,1.0,1.1110778108817219,0.0382
1990-09-06,484.2,77.27,-6.320217649118157,-4.163217747359965,-1.7179306634942288,False,False,0.0,False,True,0.0,0.0,-0.0027308789595486688,-0.0,1.0,1.0,1.1110778108817219,0.0382
1990-09-07,482.2,77.82,-6.300435042180466,-8.099854982483805,-2.1031937202912716,True,False,1.0,False,False,0.0,1.0,-0.004047956629458566,-0.0,1.0,1.0,1.1110778108817219,0.0382
1990-09-08,482.3,77.97,-6.2809524654159725,-7.425863728483364,-1.3696723560705135,False,False,1.0,False,False,0.0,1.0,0.0006933881897084042,0.0006933881897084042,1.0006933881897084,1.0006933881897084,1.1110778108817219,0.0382
1990-09-09,482.3,77.97,-6.263313907053559,-6.050585332965966,-0.7404976608528793,False,False,1.0,False,False,0.0,1.0,0.0014168624799681454,0.0014168624799681454,1.0021102506696766,1.0021102506696766,1.1110778108817219,0.0382
1990-09-10,482.3,77.97,-6.247506944445846,-4.818116458442603,-0.23209112405427645,False,False,1.0,False,False,0.0,1.0,0.001271349125417543,0.001271349125417543,1.0033815997950941,1.0033815997950941,1.1110778108817219,0.0382
1990-09-11,457.5,78.55,-6.202104858743164,-29.675336654275497,-2.363657504586486,True,False,1.0,False,False,0.0,1.0,-0.026312976777682018,-0.026312976777682018,0.977068623017412,0.977068623017412,1.1110778108817219,0.0382
1990-09-12,452.8,78.95,-6.14949342234511,-32.702505694146396,-1.7182922072761961,False,False,1.0,False,False,0.0,1.0,-0.0032262186464390077,-0.0032262186464390077,0.973842404370973,0.973842404370973,1.1110778108817219,0.0382
1990-09-13,455.0,78.85,-6.103853055835056,-26.288813452594127,-0.9242538426583484,False,False,1.0,False,False,0.0,1.0,0.006850121617817455,0.006850121617817455,0.9806925259887905,0.9806925259887905,1.1110778108817219,0.0382
1990-09-14,457.7,78.7,-6.067017860457663,-19.774305618018104,-0.2519432722599785,False,False,1.0,False,False,0.0,1.0,0.006966089418240435,0.006966089418240435,0.9876586154070309,0.9876586154070309,1.1110778108817219,0.0382
1990-09-15,456.9,78.62,-6.034111472955716,-17.501844003778444,0.04781710315943976,False,True,0.0,False,False,0.0,0.0,0.0024400913934305925,0.0024400913934305925,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-16,456.9,78.62,-6.004538506055422,-15.176817346077314,0.3714183445423429,False,False,0.0,False,False,0.0,0.0,0.002502782216184168,0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-17,456.9,78.62,-5.977922562795002,-13.0842718869431,0.7323972730453124,False,False,0.0,False,False,0.0,0.0,0.002257612436204391,0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-18,458.9,79.37,-5.951297635855133,-13.454493357822003,0.9834610919892547,False,False,0.0,False,False,0.0,0.0,-0.0003975513391017275,-0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-19,461.6,79.47,-5.929263655718146,-9.598582719921069,1.1562067157336848,False,False,0.0,False,False,0.0,0.0,0.004133701218389068,0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-20,458.6,79.67,-5.905203889807202,-11.867593900939823,0.7515796009713146,False,False,0.0,False,False,0.0,0.0,-0.0024422455329560053,-0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-21,454.1,79.4,-5.879905829538205,-12.764522865333504,0.4287660950639695,False,False,0.0,False,False,0.0,0.0,-0.0009739017542208109,-0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-22,452.3,79.57,-5.853671796909316,-13.476664880074225,-0.04812470940834343,False,False,0.0,False,True,0.0,0.0,-0.0007756890486196441,-0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-23,452.3,79.57,-5.829598568752615,-11.561158115645469,0.6441799736669227,False,True,0.0,False,False,0.0,0.0,0.002090796741883882,0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-24,452.3,79.57,-5.807841885064117,-9.829978794551721,1.374517813371776,False,False,0.0,False,False,0.0,0.0,0.0018931786590985096,0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-25,460.7,79.25,-5.799100129775139,1.1213147153201817,2.3547648922855737,False,False,0.0,True,False,-1.0,-1.0,0.011899975175980763,0.0,0.9900987068004615,0.9900987068004615,1.1110778108817219,0.0382
1990-09-26,451.8,78.55,-5.7874217563887935,-2.801978964339696,1.1582068026905672,False,False,0.0,False,False,-1.0,-1.0,-0.004328425765511519,0.004328425765511519,0.994427132565973,0.994427132565973,1.1110778108817219,0.0382
1990-09-27,448.0,78.47,-5.772845469319438,-4.995183977496254,0.6094779339670479,False,False,0.0,False,False,-1.0,-1.0,-0.0024342028150189715,0.0024342028150189715,0.9968613353809921,0.9968613353809921,1.1110778108817219,0.0382
1990-09-28,437.3,79.0,-5.744566925703525,-16.52078713057847,-1.270954247599305,False,False,0.0,False,True,0.0,0.0,-0.01293382818528431,0.01293382818528431,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-09-29,433.1,79.05,-5.71237707743508,-18.463407971242987,-1.3003162928509628,False,False,0.0,False,False,0.0,0.0,-0.0021958869589954423,-0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-09-30,433.1,79.05,-5.6824626475069,-16.098672285420378,-0.8722155986749222,False,False,0.0,False,False,0.0,0.0,0.00268019862219358,0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-01,433.1,79.05,-5.65532316066505,-13.953295850572204,-0.5191833250848362,False,False,0.0,False,False,0.0,0.0,0.0024375031542373552,0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-02,426.8,80.17,-5.617438038366636,-23.550007535853183,-1.3481865115204168,False,False,0.0,False,False,0.0,0.0,-0.01094078732580837,-0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-03,443.6,79.92,-5.600846812630485,-4.019677265428356,1.1130798481044484,False,True,0.0,False,False,0.0,0.0,0.021914159627119845,0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-04,439.6,79.92,-5.583824710432055,-6.659270857729837,0.9026353610276429,False,False,0.0,False,False,0.0,0.0,-0.0029796985583790347,-0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-05,442.1,79.75,-5.571842724544458,-2.25445728242056,1.3811648213084715,False,False,0.0,False,False,0.0,0.0,0.004969024115252343,0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-06,447.3,79.77,-5.566801847682797,3.2362166103433196,1.4660094206068506,False,False,0.0,False,False,0.0,0.0,0.006159857507205507,0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-07,447.3,79.77,-5.562958611585088,3.542791553857512,1.1421699109321042,False,False,0.0,False,False,0.0,0.0,0.0003440575314449325,0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-08,447.3,79.77,-5.55957336828708,3.8128324117396346,0.909747704567703,False,False,0.0,False,False,0.0,0.0,0.0003031485720806216,0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-09,444.9,79.52,-5.555460845589087,3.1297535587557945,0.6438795764854468,False,False,0.0,False,False,0.0,0.0,-0.0007703865735040256,-0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-10,439.7,79.57,-5.545847836341164,-1.583112337666364,-0.3654773144207275,False,False,0.0,False,True,0.0,0.0,-0.0053495530509281705,-0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-11,432.1,79.2,-5.530590749896658,-5.922787391815291,-1.2791907286450355,False,False,0.0,False,False,0.0,0.0,-0.004987428345782164,-0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-12,417.0,78.52,-5.50402644813868,-15.176156707849088,-2.0880424246082057,True,False,1.0,False,False,0.0,1.0,-0.0108968783955357,-0.0,1.0097951635662763,1.0097951635662763,1.1110778108817219,0.0382
1990-10-13,416.9,79.0,-5.475509430139341,-15.665244981007959,-1.5123980991293662,False,False,1.0,False,False,0.0,1.0,-0.0005757601927196035,-0.0005757601927196035,1.0092194033735566,1.0092194033735566,1.1110778108817219,0.0382
1990-10-14,416.9,79.0,-5.449144447492171,-13.582411351881547,-0.9748516329560699,False,False,1.0,False,False,0.0,1.0,0.0024579618378006442,0.0024579618378006442,1.0116773652113573,1.0116773652113573,1.1110778108817219,0.0382
1990-10-15,416.9,79.0,-5.425208679397575,-11.691485672408476,-0.5699788569510906,False,False,1.0,False,False,0.0,1.0,0.002236481042702922,0.002236481042702922,1.0139138462540602,1.0139138462540602,1.1110778108817219,0.0382
1990-10-16,394.1,78.97,-5.37966781958327,-30.732367712490827,-1.869235821361478,False,False,1.0,False,False,0.0,1.0,-0.023250860255125714,-0.023250860255125714,0.9906629859989347,0.9906629859989347,1.1110778108817219,0.0382
1990-10-17,388.5,78.87,-5.330170163651928,-31.89052080722763,-1.5034230590363897,False,False,1.0,False,False,0.0,1.0,-0.001431779783475558,-0.001431779783475558,0.989231206215459,0.989231206215459,1.1110778108817219,0.0382
1990-10-18,392.5,79.02,-5.287718834351453,-25.33554229045177,-0.698128016389936,False,False,1.0,False,False,0.0,1.0,0.008089215114825033,0.008089215114825033,0.9973204213302841,0.9973204213302841,1.1110778108817219,0.0382
1990-10-19,396.2,79.3,-5.2519345882355255,-20.278412847077163,0.033692196237177154,False,True,0.0,False,False,0.0,0.0,0.006222792882682628,0.006222792882682628,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-20,407.7,79.3,-5.232013082290383,-7.198637425627339,1.360843532524155,False,False,0.0,False,False,0.0,0.0,0.015900555661487334,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-21,407.7,79.3,-5.21552158188057,-5.890861443129211,1.212766804728804,False,False,0.0,False,False,0.0,0.0,0.0015923420604001038,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-22,407.7,79.3,-5.200791744349881,-4.722785326945541,1.1090166207909646,False,False,0.0,False,False,0.0,0.0,0.0014242698009152511,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-23,412.3,76.75,-5.2063261254746545,12.714469869820277,1.7354494714155626,False,False,0.0,False,False,0.0,0.0,0.0214774799520936,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-24,422.4,77.32,-5.2212238714890145,18.69497025646939,1.5121809220631952,False,False,0.0,False,False,0.0,0.0,0.007239394715349687,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-25,422.4,77.62,-5.234308856569641,16.112946553064376,1.0983664184739819,False,False,0.0,False,False,0.0,0.0,-0.0031158007026476997,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-26,415.8,77.87,-5.237743543765191,7.936910247004562,0.42049853130763243,False,False,0.0,False,False,0.0,0.0,-0.009926432794884239,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-27,410.4,77.87,-5.2340864025998215,2.8216918295518667,-0.21670421605952958,False,False,0.0,False,True,0.0,0.0,-0.006253489079550016,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-28,410.4,77.87,-5.229931727767519,3.145216358743255,-0.35046733427641813,False,False,0.0,False,False,0.0,0.0,0.00039567374357016386,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-29,410.4,77.87,-5.226062008901074,3.4465513668732797,-0.5174276959844342,False,False,0.0,False,False,0.0,0.0,0.00036867160545288205,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-30,418.3,77.32,-5.233993210790952,13.607644941643684,0.6017588078294527,False,True,0.0,False,False,0.0,0.0,0.01234652243403878,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-10-31,437.0,77.05,-5.264019380025113,31.407306769065087,1.9356095927922266,False,False,0.0,False,False,0.0,0.0,0.02112487085446744,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-01,438.4,77.45,-5.293355714974363,28.42959987523551,1.3261142117140183,False,False,0.0,False,False,0.0,0.0,-0.0035099137044287076,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-02,435.7,77.0,-5.319884553959737,26.068889345100274,0.9380157226962083,False,False,0.0,False,False,0.0,0.0,-0.002792645982597675,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-03,420.6,77.1,-5.327261639606455,9.868127586342382,-0.4121511149655118,False,False,0.0,False,True,0.0,0.0,-0.019487718799618747,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-04,420.6,77.1,-5.33185845152338,9.513713387547455,-0.5441216002825876,False,False,0.0,False,False,0.0,0.0,-0.0004261392841265839,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-05,420.6,77.1,-5.3357632851105565,9.212650717976146,-0.6847546837238144,False,False,0.0,False,False,0.0,0.0,-0.00036185967230284834,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-06,425.6,77.2,-5.344045210436529,13.039709754299963,-0.49240974387727054,False,False,0.0,False,False,0.0,0.0,0.004566022848925407,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-07,431.7,77.57,-5.356553784283705,16.19212295311297,-0.19215888367649714,False,False,0.0,False,False,0.0,0.0,0.003720944155761838,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-08,419.1,77.6,-5.354861296044532,3.5627634269444,-1.2591874239253777,False,False,0.0,False,False,0.0,0.0,-0.015131555330581187,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-09,421.6,77.35,-5.355792151392203,7.329477089813167,-0.6602606668878567,False,False,0.0,False,False,0.0,0.0,0.004506336280114875,0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-10,410.3,78.3,-5.33942256345764,-7.776786718733206,-2.1242456322552057,True,False,1.0,False,False,0.0,1.0,-0.0182359815614625,-0.0,1.0035432142129668,1.0035432142129668,1.1110778108817219,0.0382
1990-11-11,410.3,78.3,-5.322457020214265,-6.4483846827769185,-1.3858702611722309,False,False,1.0,False,False,0.0,1.0,0.0016061962764921062,0.0016061962764921062,1.0051494104894587,1.0051494104894587,1.1110778108817219,0.0382
1990-11-12,410.3,78.3,-5.306852067424955,-5.226516879373946,-0.9670209149482574,False,False,1.0,False,False,0.0,1.0,0.0014795695929214717,0.0014795695929214717,1.0066289800823802,1.0066289800823802,1.1110778108817219,0.0382
1990-11-13,411.6,78.65,-5.292124307980823,-4.625576822691755,-0.7062145069334053,False,False,1.0,False,False,0.0,1.0,0.000725925935978786,0.000725925935978786,1.007354906018359,1.007354906018359,1.1110778108817219,0.0382
1990-11-14,419.8,78.9,-5.286079877436993,2.7282976702211954,0.24221519475997969,False,True,0.0,False,False,0.0,0.0,0.008787337978378761,0.008787337978378761,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-15,413.9,79.12,-5.274013261783165,-3.3799292722840732,-0.2997992503728258,False,False,0.0,False,True,0.0,0.0,-0.007348862415209128,-0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-16,415.7,78.97,-5.265049480530788,-0.08095747751633553,0.40909592122138283,False,True,0.0,False,False,0.0,0.0,0.003967585505236232,0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-17,421.7,79.05,-5.263130432335438,5.64953932388363,1.7058624942680112,False,False,0.0,False,False,0.0,0.0,0.006840338585758701,0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-18,421.7,79.05,-5.2621700622462795,5.725456579431636,1.3058458305475082,False,False,0.0,False,False,0.0,0.0,9.062858140347093e-05,0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-19,421.7,79.05,-5.261399186753461,5.786394287138933,1.0371916038286748,False,False,0.0,False,False,0.0,0.0,7.27515733885848e-05,0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-20,417.6,79.32,-5.254857426395659,0.7847089382964327,-0.19109981016651217,False,False,0.0,False,True,0.0,0.0,-0.005994239801715995,-0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-21,415.2,79.12,-5.246790892522425,0.07390458362573327,-0.6161224007851602,False,False,0.0,False,False,0.0,0.0,-0.0008560544569110048,-0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-22,416.0,79.15,-5.23991560664735,1.2606797338622187,-0.21132103218467319,False,False,0.0,False,False,0.0,0.0,0.0014285770774113437,0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-23,416.0,79.15,-5.233754427730336,1.7483370451438986,-0.3302388596543228,False,False,0.0,False,False,0.0,0.0,0.000587360836527702,0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-24,429.7,79.35,-5.2415886616892315,13.779939694959523,2.0943588999467484,False,True,0.0,True,False,-1.0,-1.0,0.01422814241832847,0.0,1.0161422439967378,1.0161422439967378,1.1110778108817219,0.0382
1990-11-25,429.7,79.35,-5.250326778852967,13.086570098017091,1.4265516411723462,False,False,0.0,False,False,-1.0,-1.0,-0.0008192822805880982,0.0008192822805880982,1.016961526277326,1.016961526277326,1.1110778108817219,0.0382
1990-11-26,429.7,79.35,-5.258427484504282,12.443779104585246,1.0475442410615696,False,False,0.0,False,False,-1.0,-1.0,-0.0007589424076161537,0.0007589424076161537,1.0177204686849421,1.0177204686849421,1.1110778108817219,0.0382
1990-11-27,427.0,79.75,-5.260695593848536,7.459526390579242,0.18669012517732825,False,False,0.0,False,False,-1.0,-1.0,-0.005887790211322669,0.005887790211322669,1.0236082588962647,1.0236082588962647,1.1110778108817219,0.0382
1990-11-28,423.8,79.1,-5.262352909425091,7.54788486447535,0.06628866065516033,False,False,0.0,False,False,-1.0,-1.0,0.00010518213370827934,-0.00010518213370827934,1.0235030767625564,1.0235030767625564,1.1110778108817219,0.0382
1990-11-29,427.5,78.75,-5.269658842281208,12.51436617035489,0.7459681806576244,False,False,0.0,False,False,-1.0,-1.0,0.005895033821886852,-0.005895033821886852,1.0176080429406695,1.0176080429406695,1.1110778108817219,0.0382
1990-11-30,427.9,79.12,-5.275348614062646,10.514417655363388,0.15361524837996834,False,False,0.0,False,False,-1.0,-1.0,-0.0023660033446259473,0.0023660033446259473,1.0199740462852955,1.0199740462852955,1.1110778108817219,0.0382
1990-12-01,424.4,78.55,-5.2798630891915765,9.666754344001674,-0.4892827965611348,False,False,0.0,False,True,0.0,0.0,-0.0010101653292249758,0.0010101653292249758,1.0209842116145205,1.0209842116145205,1.1110778108817219,0.0382
1990-12-02,424.4,78.55,-5.283873333548677,9.351749649751412,-0.43915531303679883,False,False,0.0,False,False,0.0,0.0,-0.00037525207077247606,-0.0,1.0209842116145205,1.0209842116145205,1.1110778108817219,0.0382
1990-12-03,424.4,78.55,-5.287495520073608,9.06722689821811,-0.3896944502484761,False,False,0.0,False,False,0.0,0.0,-0.0003388253509296057,-0.0,1.0209842116145205,1.0209842116145205,1.1110778108817219,0.0382
1990-12-04,420.6,78.7,-5.28591671387833,4.598354617775442,-1.800064354516543,False,False,0.0,False,False,0.0,0.0,-0.005341696738357405,-0.0,1.0209842116145205,1.0209842116145205,1.1110778108817219,0.0382
1990-12-05,426.0,78.6,-5.290158694497922,10.193526612463359,0.43503737654658575,False,True,0.0,False,False,0.0,0.0,0.006646625051684659,0.0,1.0209842116145205,1.0209842116145205,1.1110778108817219,0.0382
1990-12-06,425.2,79.07,-5.291222258062002,6.823056055037512,-0.9407619010529621,False,False,0.0,False,True,0.0,0.0,-0.003995451252690645,-0.0,1.0209842116145205,1.0209842116145205,1.1110778108817219,0.0382
1990-12-07,421.9,79.27,-5.287234264982218,2.7809398148595506,-1.7858085595116338,False,False,0.0,False,False,0.0,0.0,-0.0048062124053266245,-0.0,1.0209842116145205,1.0209842116145205,1.1110778108817219,0.0382
1990-12-08,413.4,79.92,-5.270414377691423,-7.811517065098542,-2.2235241175768232,True,False,1.0,False,False,0.0,1.0,-0.012691481801265265,-0.0,1.0209842116145205,1.0209842116145205,1.1110778108817219,0.0382
1990-12-09,413.4,79.92,-5.253600406900702,-6.467744519504151,-1.4189640699189496,False,False,1.0,False,False,0.0,1.0,0.0016126539811873604,0.0016126539811873604,1.0225968655957078,1.0225968655957078,1.1110778108817219,0.0382
1990-12-10,413.4,79.92,-5.238219227594743,-5.2384806693718815,-0.9635079369237998,False,False,1.0,False,False,0.0,1.0,0.0014774122575957444,0.0014774122575957444,1.0240742778533036,1.0240742778533036,1.1110778108817219,0.0382
1990-12-11,417.2,80.7,-5.224013668287532,-4.37790303080385,-0.6479315513178077,False,False,1.0,False,False,0.0,1.0,0.0010259898782007221,0.0010259898782007221,1.0251002677315044,1.0251002677315044,1.1110778108817219,0.0382
1990-12-12,420.3,80.72,-5.214314781852736,-0.5994891911528271,-0.001860746951330118,False,False,1.0,False,False,0.0,1.0,0.00449169773424865,0.00449169773424865,1.029591965465753,1.029591965465753,1.1110778108817219,0.0382
1990-12-13,415.9,80.85,-5.200618172597902,-4.569979254540328,-0.42426866243536665,False,False,1.0,False,False,0.0,1.0,-0.004747289072865114,-0.004747289072865114,1.024844676392888,1.024844676392888,1.1110778108817219,0.0382
1990-12-14,414.5,80.92,-5.185812335430544,-5.1359341830396374,-0.3543425289711135,False,False,1.0,False,False,0.0,1.0,-0.0006784924438648127,-0.0006784924438648127,1.024166183949023,1.024166183949023,1.1110778108817219,0.0382
1990-12-15,412.2,80.97,-5.169478879976595,-6.372704911704943,-0.6093012110564283,False,False,1.0,False,False,0.0,1.0,-0.0014886992812272889,-0.0014886992812272889,1.0226774846677957,1.0226774846677957,1.1110778108817219,0.0382
1990-12-16,412.2,80.97,-5.154381715887644,-5.150287535422535,-0.22430071020384917,False,False,1.0,False,False,0.0,1.0,0.0014735904437019555,0.0014735904437019555,1.0241510751114977,1.0241510751114977,1.1110778108817219,0.0382
1990-12-17,412.2,80.97,-5.140714120554252,-4.043622341277796,0.23050390290387163,False,True,0.0,False,False,0.0,0.0,0.0013358364580285799,0.0013358364580285799,1.0254869115695264,1.0254869115695264,1.1110778108817219,0.0382
1990-12-18,410.8,81.1,-5.1262136462186,-4.935926708328452,-0.3190352306520498,False,False,0.0,False,True,0.0,0.0,-0.001079571181623344,-0.0,1.0254869115695264,1.0254869115695264,1.1110778108817219,0.0382
1990-12-19,408.7,80.95,-5.1114737095267495,-5.073796786190371,-0.3458045118105793,False,False,0.0,False,False,0.0,0.0,-0.00016762853528057097,-0.0,1.0254869115695264,1.0254869115695264,1.1110778108817219,0.0382
1990-12-20,416.4,80.5,-5.1083886750181975,5.174711661035076,2.434891445711682,False,True,0.0,True,False,-1.0,-1.0,0.012383029604851846,0.0,1.0254869115695264,1.0254869115695264,1.1110778108817219,0.0382
1990-12-21,418.9,80.35,-5.110236350944842,8.292509201581993,1.870766977422159,False,False,0.0,False,False,-1.0,-1.0,0.003758612881899322,-0.003758612881899322,1.021728298687627,1.021728298687627,1.1110778108817219,0.0382
1990-12-22,407.2,76.57,-5.120441761664949,15.127774309314873,1.8258623015240554,False,False,0.0,False,False,-1.0,-1.0,0.00855186116573266,-0.00855186116573266,1.0131764375218943,1.0131764375218943,1.1110778108817219,0.0382
