Date,HG,DC,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_HG_pair,sharpe,CAGR
1990-09-03,1.3,13.09,-0.09051106374737188,0.11521017554690216,,False,False,0.0,False,False,0.0,0.0,-0.000699009639865691,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-04,1.3,13.09,-0.09065592237435195,0.11331397611973304,,False,False,0.0,False,False,0.0,0.0,-0.0007625407506052005,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-05,1.281,13.09,-0.0907542535434198,0.09302682111663474,,False,False,0.0,False,False,0.0,0.0,-0.008216838958239924,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-06,1.262,13.09,-0.09077330027825259,0.07377749935767364,,False,False,0.0,False,False,0.0,0.0,-0.007856152555090359,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-07,1.2819999999999998,13.09,-0.09079471505953322,0.09349717987070982,,False,False,0.0,False,False,0.0,0.0,0.007982051407658054,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-08,1.355,13.09,-0.09099942420750988,0.16381753712369562,,False,False,0.0,False,False,0.0,0.0,0.027617956795424687,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-09,1.355,13.09,-0.09130657256461899,0.15979696512913732,,False,False,0.0,False,False,0.0,0.0,-0.0015765693709802568,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-10,1.355,13.09,-0.09166450599763114,0.15511161649100846,,False,False,0.0,False,False,0.0,0.0,-0.0018338760582933197,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-11,1.338,13.09,-0.09199865673087905,0.1337375833927934,,False,False,0.0,False,False,0.0,0.0,-0.008407484986046375,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-12,1.348,13.09,-0.09233209552434349,0.13937286958634387,,False,False,0.0,False,False,0.0,0.0,0.002204187746626429,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-13,1.359,13.09,-0.09268114178012739,0.14580385409813257,,False,False,0.0,False,False,0.0,0.0,0.002500192110945666,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-14,1.328,13.09,-0.0929516821419066,0.11126248076244272,,False,False,0.0,False,False,0.0,0.0,-0.013573648784822012,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-15,1.3330000000000002,13.09,-0.09317858120407453,0.11329237203866449,,False,False,0.0,False,False,0.0,0.0,0.0007951914484789241,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-16,1.3330000000000002,13.09,-0.09337189146308138,0.11076194074826495,,False,False,0.0,False,False,0.0,0.0,-0.0009902917973680064,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-17,1.3330000000000002,13.09,-0.0935387544137954,0.10857770472341843,,False,False,0.0,False,False,0.0,0.0,-0.0008540771811056326,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-18,1.335,13.09,-0.09368922984135762,0.10860798137662875,,False,False,0.0,False,False,0.0,0.0,1.182039023709741e-05,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-19,1.3,13.09,-0.0937392367192235,0.07295339134536438,,False,False,0.0,False,False,0.0,0.0,-0.01410919367658453,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-20,1.27,13.09,-0.09365394757891476,0.044069826192005834,,False,False,0.0,False,False,0.0,0.0,-0.01157226490406638,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-21,1.255,13.09,-0.09345362720621657,0.03169201987062498,,False,False,0.0,False,False,0.0,0.0,-0.004994458485637729,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-22,1.288,13.09,-0.09327160068938338,0.0670747469759716,,False,False,0.0,False,False,0.0,0.0,0.014102742623639157,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-23,1.288,13.09,-0.0931064282037265,0.06923685481322028,,False,False,0.0,False,False,0.0,0.0,0.0008625098232356468,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-24,1.288,13.09,-0.09295669645920977,0.07119684334894405,,False,False,0.0,False,False,0.0,0.0,0.0007824920415480029,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-25,1.284,13.09,-0.09281127596381308,0.0691003976336868,,False,False,0.0,False,False,0.0,0.0,-0.0008389475564652666,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-26,1.2919999999999998,13.09,-0.09269268910060278,0.0786526996731094,,False,False,0.0,False,False,0.0,0.0,0.0038127656146420236,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-27,1.338,13.09,-0.09270643451924764,0.12447277214304853,,False,False,0.0,False,False,0.0,0.0,0.01795790065247463,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-28,1.276,13.09,-0.0926475286610569,0.06324384982676534,,False,False,0.0,False,False,0.0,0.0,-0.02460221838608866,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-29,1.266,13.09,-0.09252255098604685,0.05487980759264666,,False,False,0.0,False,False,0.0,0.0,-0.003376518531379865,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-09-30,1.266,13.09,-0.09236200793898319,0.05698131607871004,,False,False,0.0,False,False,0.0,0.0,0.0008490879279884328,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-01,1.266,12.5,-0.09231853121716191,0.11201835978547625,,False,False,0.0,False,False,0.0,0.0,0.02274275258629125,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-02,1.257,12.5,-0.09232434354333698,0.10294570570828765,,False,False,0.0,False,False,0.0,0.0,-0.003762940593527301,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-03,1.266,12.5,-0.092381559135639,0.1112305108045124,,False,False,0.0,False,False,0.0,0.0,0.0034223849619726115,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-04,1.3,12.5,-0.09255103882596666,0.1431120146754168,,False,False,0.0,False,False,0.0,0.0,0.01297637664449422,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-05,1.296,12.5,-0.09277350981959848,0.13633112725501917,,False,False,0.0,False,False,0.0,0.0,-0.002761319938391306,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-06,1.311,12.5,-0.09305803343788124,0.1477745820264844,,False,False,0.0,False,False,0.0,0.0,0.004625065561260731,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-07,1.311,12.5,-0.09337158516560656,0.14385518542991793,,False,False,0.0,False,False,0.0,0.0,-0.0015815849717589787,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-08,1.311,12.5,-0.09369328971754531,0.13983387853068363,,False,False,0.0,False,False,0.0,0.0,-0.0016200796813929162,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-09,1.305,12.5,-0.09399554234693804,0.13005572066327442,,False,False,0.0,False,False,0.0,0.0,-0.0039428941806807175,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-10,1.29,12.5,-0.09424011062616969,0.11199861717287884,,False,False,0.0,False,False,0.0,0.0,-0.007316488400711906,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-11,1.3,12.5,-0.09446676222593102,0.11916547217586237,,False,False,0.0,False,False,0.0,0.0,0.002888888768115201,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-12,1.266,12.5,-0.09459228343749122,0.08359645703135965,,False,False,0.0,False,False,0.0,0.0,-0.01452743165915207,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-13,1.248,12.5,-0.09460839254325831,0.06539509320927106,,False,False,0.0,False,False,0.0,0.0,-0.007488409066910395,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-14,1.248,12.5,-0.09455751324923804,0.06603108438452443,,False,False,0.0,False,False,0.0,0.0,0.0002617281114858552,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-15,1.248,12.5,-0.09446745900182377,0.06715676247720292,,False,False,0.0,False,False,0.0,0.0,0.00046346263739383437,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-16,1.264,12.5,-0.09439562090854187,0.08405473864322666,,False,False,0.0,False,False,0.0,0.0,0.006914220393235282,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-17,1.255,12.5,-0.0943149582827323,0.0760630214658462,,False,False,0.0,False,False,0.0,0.0,-0.0032834527959690603,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-18,1.232,12.5,-0.09417488916940797,0.054813885382400285,,False,False,0.0,False,False,0.0,0.0,-0.008820047548223025,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-19,1.24,12.5,-0.09402261737791068,0.06471728277611644,,False,False,0.0,False,False,0.0,0.0,0.004100305659082046,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-20,1.267,12.5,-0.0939339596799049,0.09282550400118872,,False,False,0.0,False,False,0.0,0.0,0.011514220417730422,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-21,1.267,12.5,-0.09388676492620228,0.09341543842247146,,False,False,0.0,False,False,0.0,0.0,0.00024171849259811237,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-22,1.267,12.5,-0.09386627536165193,0.09367155797935078,,False,False,0.0,False,False,0.0,0.0,0.00010495290407189884,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-23,1.27,12.5,-0.09387006234809782,0.09662422064877729,,False,False,0.0,False,False,0.0,0.0,0.0012084357610397999,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-24,1.3219999999999998,12.5,-0.09401642969421783,0.146794628822277,,False,False,0.0,False,False,0.0,0.0,0.020090621601473867,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-25,1.29,12.5,-0.09416644195531551,0.11291947555855608,,False,False,0.0,False,False,0.0,0.0,-0.01373086647481455,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-26,1.28,12.5,-0.0942894458669005,0.1013819266637439,,False,False,0.0,False,False,0.0,0.0,-0.004692696690037806,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-27,1.272,12.5,-0.09437250907407596,0.09234363657405043,,False,False,0.0,False,False,0.0,0.0,-0.0036866056044915505,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-28,1.272,12.5,-0.09442866367410371,0.09164170407370364,,False,False,0.0,False,False,0.0,0.0,-0.00028622754738277296,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-29,1.272,12.5,-0.09446668147329686,0.09116648158378937,,False,False,0.0,False,False,0.0,0.0,-0.0001937442905709815,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-30,1.197,12.5,-0.09430786775414221,0.018151653073222418,,False,False,0.0,False,False,0.0,0.0,-0.030732108219370804,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-10-31,1.175,12.5,-0.09397980383405857,0.00025245207426793925,,False,False,0.0,False,False,0.0,0.0,-0.007617499596820608,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-01,1.173,10.48,-0.09402076103404684,0.18766242436318914,,False,False,0.0,False,False,0.0,0.0,0.08683070452203309,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-02,1.147,10.48,-0.09422039688352891,0.15957024066061698,,False,False,0.0,False,False,0.0,0.0,-0.01316144678907908,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-03,1.164,10.48,-0.0945550777775101,0.17306278489169402,,False,False,0.0,False,False,0.0,0.0,0.0062612238242861825,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-04,1.164,10.48,-0.09496655177592932,0.16875053738826062,,False,False,0.0,False,False,0.0,0.0,-0.0019971048172532507,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-05,1.164,10.48,-0.09541696493693996,0.16403020746086905,,False,False,0.0,False,False,0.0,0.0,-0.002181328937061037,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-06,1.142,10.48,-0.09582764855382174,0.13772624315594806,,False,False,0.0,False,False,0.0,0.0,-0.012255642702168229,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-07,1.15,10.48,-0.09622340615732734,0.14157870347120927,,False,False,0.0,False,False,0.0,0.0,0.0017848509563247914,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-08,1.155,10.48,-0.09661272078022476,0.14249868622324446,,False,False,0.0,False,False,0.0,0.0,0.00042444391898991605,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-09,1.147,10.48,-0.09696889172441464,0.13076601472813465,,False,False,0.0,False,False,0.0,0.0,-0.005423671953653828,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-10,1.159,10.48,-0.09732507974167734,0.13903316430722157,,False,False,0.0,False,False,0.0,0.0,0.0037940685666555682,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-11,1.159,10.48,-0.0976725973323294,0.13539117995718786,,False,False,0.0,False,False,0.0,0.0,-0.0016686381529248439,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-12,1.159,10.48,-0.09800602402819508,0.13189686818451563,,False,False,0.0,False,False,0.0,0.0,-0.001598420368105106,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-13,1.151,10.48,-0.09830223875753426,0.12079253782104105,,False,False,0.0,False,False,0.0,0.0,-0.005090909762605386,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-14,1.17,10.48,-0.09861457332390329,0.13651927156549348,,False,False,0.0,False,False,0.0,0.0,0.007137223185802816,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-15,1.162,10.48,-0.09890941970072106,0.12542928153644306,,False,False,0.0,False,False,0.0,0.0,-0.005044181629418098,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-16,1.19,10.48,-0.09925558984058777,0.14980141847064,,False,False,0.0,False,False,0.0,0.0,0.010928236227952278,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-17,1.193,10.48,-0.09963349021542506,0.14884102254234532,,False,False,0.0,False,False,0.0,0.0,-0.0004292926600084882,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-18,1.193,10.48,-0.10002216216229201,0.14476774053917985,,False,False,0.0,False,False,0.0,0.0,-0.001817429668866805,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-19,1.193,10.48,-0.10040779035443109,0.14072635708556214,,False,False,0.0,False,False,0.0,0.0,-0.0017999514074248256,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-20,1.181,10.48,-0.1007513566374124,0.12512578243991812,,False,False,0.0,False,False,0.0,0.0,-0.006974274424183168,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-21,1.19,10.48,-0.10108150022979005,0.13066587759180015,,False,False,0.0,False,False,0.0,0.0,0.002462993424005256,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-22,1.179,10.48,-0.10136671012556782,0.11667687788404923,,False,False,0.0,False,False,0.0,0.0,-0.006241402486645663,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-23,1.179,10.48,-0.10161544265405291,0.11407016098552547,,False,False,0.0,False,False,0.0,0.0,-0.0011616748675478306,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-24,1.18,10.48,-0.10183660522374081,0.11275237725519616,,False,False,0.0,False,False,0.0,0.0,-0.000586398987362044,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-25,1.18,10.48,-0.10203413596418077,0.11068225509538543,,False,False,0.0,False,False,0.0,0.0,-0.0009203333608602791,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-26,1.18,10.48,-0.10221118411610013,0.10882679046327048,,False,False,0.0,False,False,0.0,0.0,-0.0008242211768754934,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-27,1.178,10.48,-0.10236526217760916,0.10521205237865594,,False,False,0.0,False,False,0.0,0.0,-0.001605987844583332,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-28,1.123,10.48,-0.10236147587314944,0.05025173284939388,,False,False,0.0,False,False,0.0,0.0,-0.02503033719825422,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-29,1.123,10.48,-0.10225552141994466,0.051362135518979946,,False,False,0.0,False,False,0.0,0.0,0.0005059616839558391,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-11-30,1.112,10.48,-0.10205835725764387,0.04242841593989244,,False,False,0.0,False,False,0.0,0.0,-0.004095084316445405,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-01,1.111,10.25,-0.1018644152640594,0.06688974354339106,,False,False,0.0,False,False,0.0,0.0,0.01135038336447689,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-02,1.111,10.25,-0.10167736523351523,0.06880700635646897,,False,False,0.0,False,False,0.0,0.0,0.0008904277594892284,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-03,1.111,10.25,-0.10149949027487319,0.07063022468254987,,False,False,0.0,False,False,0.0,0.0,0.0008474685974482796,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-04,1.125,10.25,-0.1013674568606093,0.08598356717875477,,False,False,0.0,False,False,0.0,0.0,0.007094836371546694,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-05,1.129,10.25,-0.10127872421477652,0.09089307679854075,,False,False,0.0,False,False,0.0,0.0,0.0022654671844863,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-06,1.118,10.25,-0.10119263989782476,0.08077544104729628,,False,False,0.0,False,False,0.0,0.0,-0.0046944694042280995,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-07,1.133,10.25,-0.10114844672415853,0.09622842107737517,,False,False,0.0,False,False,0.0,0.0,0.007121938631785328,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-08,1.101,10.25,-0.10105168820674255,0.0652201958808889,,False,False,0.0,False,False,0.0,0.0,-0.01451166149020649,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-09,1.101,10.25,-0.10092315191688167,0.06653769285196276,,False,False,0.0,False,False,0.0,0.0,0.0006169610049607531,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-10,1.101,10.25,-0.10077721294872025,0.06803356727561738,,False,False,0.0,False,False,0.0,0.0,0.000700983108597858,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-11,1.099,10.25,-0.10061863158832522,0.06765902621966635,,False,False,0.0,False,False,0.0,0.0,-0.0001758127269581624,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-12,1.097,10.25,-0.100450843865289,0.06737885038078772,,False,False,0.0,False,False,0.0,0.0,-0.0001317469446444631,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-13,1.111,10.25,-0.10031692741258387,0.08275149402101523,,False,False,0.0,False,False,0.0,0.0,0.007186001811973927,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-14,1.117,10.25,-0.10022384202946663,0.08970561919796705,,False,False,0.0,False,False,0.0,0.0,0.003243083244172267,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-15,1.112,10.25,-0.10014715574612484,0.08549165360222055,,False,False,0.0,False,False,0.0,0.0,-0.0019705163193983917,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-16,1.112,10.25,-0.1000831822440041,0.086147381998958,,False,False,0.0,False,False,0.0,0.0,0.00030672291963258395,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-17,1.112,10.25,-0.1000291847259727,0.0867008565587799,,False,False,0.0,False,False,0.0,0.0,0.0002589598005128901,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-18,1.119,10.25,-0.10000090199846516,0.09399075451573213,,False,False,0.0,False,False,0.0,0.0,0.0034001243102408625,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-19,1.119,10.25,-0.09999016288693406,0.09410083040892592,,False,False,0.0,False,False,0.0,0.0,5.134378274645248e-05,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-20,1.125,10.25,-0.10000642116415438,0.09993418306741764,,False,False,0.0,False,False,0.0,0.0,0.0027131042280435593,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-21,1.126,10.25,-0.10004244139594906,0.10056497569152212,,False,False,0.0,False,False,0.0,0.0,0.0002931962234403213,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-22,1.126,10.25,-0.10009043517380305,0.10007303946851875,,False,False,0.0,False,False,0.0,0.0,-0.00022860265800186182,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-23,1.126,10.25,-0.10014499768923223,0.09951377368536951,,False,False,0.0,False,False,0.0,0.0,-0.00025982316463264325,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-24,1.126,10.25,-0.1002024231472612,0.0989251627405725,,False,False,0.0,False,False,0.0,0.0,-0.00027338155395760874,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-25,1.126,10.25,-0.10026021322807266,0.09833281441225505,,False,False,0.0,False,False,0.0,0.0,-0.00027504172059704515,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-26,1.126,10.25,-0.10031672439092679,0.0977535749930003,,False,False,0.0,False,False,0.0,0.0,-0.000268882618316458,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-27,1.131,10.25,-0.10038363650202388,0.10206772585425528,,False,False,0.0,False,False,0.0,0.0,0.001997354691577644,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-28,1.125,10.25,-0.10044032459725269,0.09548667287816004,,False,False,0.0,False,False,0.0,0.0,-0.0030545427095996194,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-29,1.158,10.25,-0.1005728137557284,0.1271286590037839,,False,False,0.0,False,False,0.0,0.0,0.014455845591738943,0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-30,1.158,10.25,-0.10075139026424113,0.12529824979152848,,False,False,0.0,False,False,0.0,0.0,-0.0008355355593618473,-0.0,1.0,1.0,1.6355814677427152,0.0475
1990-12-31,1.158,10.25,-0.10095541118214811,0.12320703538298172,,False,False,0.0,False,False,0.0,0.0,-0.0009536761756767131,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-01,1.183,10.19,-0.10124962536641238,0.15126631751625785,,False,False,0.0,False,False,0.0,0.0,0.012669370748815578,0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-02,1.183,10.19,-0.1015951865141011,0.14774504942130995,,False,False,0.0,False,False,0.0,0.0,-0.0015874045920777902,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-03,1.2,10.19,-0.10200861523284342,0.1605322107773255,,False,False,0.0,False,False,0.0,0.0,0.005709910817897498,0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-04,1.171,10.19,-0.10238193350169549,0.12772809761772308,,False,False,0.0,False,False,0.0,0.0,-0.01481485319138509,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-05,1.167,10.19,-0.10270910379503347,0.12039423232860913,,False,False,0.0,False,False,0.0,0.0,-0.003313085553092334,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-06,1.167,10.19,-0.10299753742066245,0.11745509368344975,,False,False,0.0,False,False,0.0,0.0,-0.0013260000448371842,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-07,1.167,10.19,-0.1032530860484332,0.11485105316646593,,False,False,0.0,False,False,0.0,0.0,-0.0011734410710463937,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-08,1.179,10.19,-0.10351097487556422,0.12422316601800065,,False,False,0.0,False,False,0.0,0.0,0.0041956352617498055,0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-09,1.157,10.19,-0.10370766271705113,0.10021891691324902,,False,False,0.0,False,False,0.0,0.0,-0.010843099748273972,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-10,1.144,10.19,-0.10382603161250138,0.08601273786861086,,False,False,0.0,False,False,0.0,0.0,-0.006451526441114585,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-11,1.145,10.19,-0.10389255202072611,0.08633489490880097,,False,False,0.0,False,False,0.0,0.0,0.0001461914695866576,0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-12,1.143,10.19,-0.10391827618958548,0.08407276562812416,,False,False,0.0,False,False,0.0,0.0,-0.001027340615695738,-0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-13,1.143,10.19,-0.10391660161218254,0.08408982957185995,,False,False,0.0,False,False,0.0,0.0,7.749609391412023e-06,0.0,1.0,1.0,1.6355814677427152,0.0475
1991-01-14,1.143,10.19,-0.1038970206735751,0.08428935933626969,,False,False,0.0,False,False,0.0,0.0,9.062488081975355e-05,0.0,1.0,1.0,1.6355814677427152,0.0475
