Date,KC,SI,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,SI_KC_pair,sharpe,CAGR
1990-09-09,95.5,4.8,-16.482585156201193,16.383591250234275,,False,False,0.0,False,False,0.0,0.0,-0.0019496112774224426,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-10,95.5,4.8,-16.54048482935333,16.10567281910403,,False,False,0.0,False,False,0.0,0.0,-0.001589064869112595,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-11,94.75,4.755,-16.587443217925554,15.876707498763992,,False,False,0.0,False,False,0.0,0.0,-0.0013187477154795214,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-12,95.5,4.777,-16.6263751113538,16.07580609306291,,False,False,0.0,False,False,0.0,0.0,0.0011381992956608455,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-13,93.95,4.801,-16.653234770804193,13.997819865369067,,False,False,0.0,False,False,0.0,0.0,-0.011949167204718848,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-14,91.5,4.773,-16.664930088872296,11.958288685812533,,False,False,0.0,False,False,0.0,0.0,-0.011924174307459467,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-15,92.25,4.75,-16.667815791711096,13.07787498937229,,False,False,0.0,False,False,0.0,0.0,0.006531165702737295,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-16,92.25,4.75,-16.663841602679266,13.096752387273483,,False,False,0.0,False,False,0.0,0.0,0.00011013442372950153,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-17,92.25,4.75,-16.654605868988398,13.140622122305103,,False,False,0.0,False,False,0.0,0.0,0.000256010120805479,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-18,94.0,4.766,-16.64545656266726,14.667754022327841,,False,False,0.0,False,False,0.0,0.0,0.00881043161593519,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-19,93.2,4.79,-16.633223958353813,13.526857239485238,,False,False,0.0,False,False,0.0,0.0,-0.006599618452145074,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-20,97.1,4.769,-16.630359186855763,17.78981703788486,,False,False,0.0,False,False,0.0,0.0,0.024165043802007225,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-21,96.6,4.7780000000000005,-16.633028463276833,17.127390002463272,,False,False,0.0,False,False,0.0,0.0,-0.0037622378371675986,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-22,97.5,4.79,-16.641867008415343,17.785457029690505,,False,False,0.0,False,False,0.0,0.0,0.0037133917803658214,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-23,97.5,4.79,-16.655371635089292,17.720769867922286,,False,False,0.0,False,False,0.0,0.0,-0.0003648885530472226,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-24,97.5,4.79,-16.672310806486813,17.639631236928167,,False,False,0.0,False,False,0.0,0.0,-0.00045747892587271334,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-25,94.0,4.915,-16.676454081813542,12.035228187886446,,False,False,0.0,False,False,0.0,0.0,-0.03184957415809242,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-26,94.65,4.834,-16.676054328861213,14.03795337428491,,False,False,0.0,False,False,0.0,0.0,0.011427032976942409,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-27,94.35,4.798,-16.672963005612967,14.353123499068971,,False,False,0.0,False,False,0.0,0.0,0.001807718790892004,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-28,94.5,4.771,-16.669472080025482,14.969948706198423,,False,False,0.0,False,False,0.0,0.0,0.0035443603133122857,0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-29,93.0,4.761,-16.66208229109924,13.671826212076525,,False,False,0.0,False,False,0.0,0.0,-0.007532851219786262,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-09-30,93.0,4.761,-16.651773806899048,13.720904905353635,,False,False,0.0,False,False,0.0,0.0,0.0002848789822708748,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-01,93.0,4.761,-16.639342869515993,13.780088598234357,,False,False,0.0,False,False,0.0,0.0,0.00034365185999111943,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-02,92.4,4.64,-16.629307837655716,15.24001163327749,,False,False,0.0,False,False,0.0,0.0,0.008610068030233802,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-03,93.5,4.6789999999999985,-16.622465612376217,15.723483399691702,,False,False,0.0,False,False,0.0,0.0,0.0028227557169582325,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-04,94.1,4.69,-16.619316134231507,16.155407330454224,,False,False,0.0,False,False,0.0,0.0,0.0025105347634618155,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-05,93.15,4.668,-16.617487805314394,15.579566924792417,,False,False,0.0,False,False,0.0,0.0,-0.0033730022545580833,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-06,92.9,4.667,-16.616075098495152,15.35277751532314,,False,False,0.0,False,False,0.0,0.0,-0.001330555031424256,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-07,92.9,4.667,-16.615003316199967,15.357779523294766,,False,False,0.0,False,False,0.0,0.0,2.9347235430494966e-05,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-08,92.9,4.667,-16.61421028848862,15.361480583623617,,False,False,0.0,False,False,0.0,0.0,2.1714928887695714e-05,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-09,93.7,4.67,-16.615678524435175,16.10478129088773,,False,False,0.0,False,False,0.0,0.0,0.004339296291313069,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-10,93.45,4.593,-16.621668682745753,17.10667574014876,,False,False,0.0,False,False,0.0,0.0,0.005900670439361524,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-11,91.25,4.409,-16.633369584329664,17.913473502690522,,False,False,0.0,False,False,0.0,0.0,0.004901967249153602,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-12,91.55,4.235,-16.657842372608446,21.004037552003226,,False,False,0.0,False,False,0.0,0.0,0.019066261754077996,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-13,92.5,4.306,-16.69134654926406,20.627061758868948,,False,False,0.0,False,False,0.0,0.0,-0.002293417621952245,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-14,92.5,4.306,-16.731509710398726,20.454119187023082,,False,False,0.0,False,False,0.0,0.0,-0.0010510294818162752,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-15,92.5,4.306,-16.776426091091924,20.260709251758172,,False,False,0.0,False,False,0.0,0.0,-0.0011740364692991374,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-16,92.8,4.132,-16.832899454121378,23.246459455570474,,False,False,0.0,False,False,0.0,0.0,0.01839042249278958,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-17,91.85,4.142,-16.894868066630913,21.871456468014742,,False,False,0.0,False,False,0.0,0.0,-0.008496665406149217,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-18,93.0,4.198,-16.9611316317098,21.797169410082248,,False,False,0.0,False,False,0.0,0.0,-0.00045241033705454073,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-19,92.6,4.198,-17.028993862834632,21.1122837638202,,False,False,0.0,False,False,0.0,0.0,-0.004173899557942871,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-20,91.55,4.258,-17.09197605176817,18.77236597157112,,False,False,0.0,False,False,0.0,0.0,-0.014239344502728457,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-21,91.55,4.258,-17.150372444839846,18.523714129871934,,False,False,0.0,False,False,0.0,0.0,-0.0015108606952972802,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-22,91.55,4.258,-17.20446688718279,18.293379994375684,,False,False,0.0,False,False,0.0,0.0,-0.001397602447573946,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-23,93.0,4.194,-17.261247030193157,20.6063299553699,,False,False,0.0,False,False,0.0,0.0,0.013984513194308388,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-24,91.8,4.2189999999999985,-17.31519350522935,18.747198601437404,,False,False,0.0,False,False,0.0,0.0,-0.011277523573516341,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-25,92.0,4.223,-17.366638899937577,18.660683925563617,,False,False,0.0,False,False,0.0,0.0,-0.0005232553147542792,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-26,91.3,4.204,-17.414500299496243,18.089440740917794,,False,False,0.0,False,False,0.0,0.0,-0.003472380054013379,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-27,91.6,4.05,-17.466751459207586,20.85965659020927,,False,False,0.0,False,False,0.0,0.0,0.017064247808683666,0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-28,91.6,4.05,-17.52191270011335,20.636253564540922,,False,False,0.0,False,False,0.0,0.0,-0.0013742487520551953,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-29,91.6,4.05,-17.578790743717693,20.405897487943335,0.37030995051391447,False,False,0.0,False,False,0.0,0.0,-0.0014150148748817669,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-30,92.5,4.127,-17.635338193225135,19.718959276559872,0.25751550352460356,False,False,0.0,False,False,0.0,0.0,-0.004156182756211564,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-10-31,92.35,4.217,-17.686475343325714,17.766133477195467,-0.23371802502916503,False,False,0.0,False,True,0.0,0.0,-0.011698200251640567,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-01,90.5,4.1530000000000005,-17.730673851857855,16.864511493234318,-0.45746003726018863,False,False,0.0,False,False,0.0,0.0,-0.005493156855739851,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-02,88.85,4.23,-17.760841134747473,13.721642000018178,-1.2700444001922577,False,False,0.0,False,False,0.0,0.0,-0.019166367632590196,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-03,88.7,4.16,-17.782385059177056,14.725278153823453,-0.9762847266823551,False,False,0.0,False,False,0.0,0.0,0.006169588872906154,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-04,88.7,4.16,-17.796856521833153,14.665076869174086,-0.9661907120359197,False,False,0.0,False,False,0.0,0.0,-0.0003699346365928439,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-05,88.7,4.16,-17.805563609327972,14.628855385195635,-0.9505132488666819,False,False,0.0,False,False,0.0,0.0,-0.0002225301300434362,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-06,86.0,4.203,-17.800250030593663,11.185549121414823,-1.8095324957283623,False,False,0.0,False,False,0.0,0.0,-0.02141167192978513,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-07,85.85,4.234,-17.781968184804544,10.561146705537553,-1.902413875747556,False,False,0.0,False,False,0.0,0.0,-0.0038749339660264794,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-08,85.85,4.267,-17.752002375082473,10.102205865523075,-1.9433187245036374,False,False,0.0,False,False,0.0,0.0,-0.0028400192123449446,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-09,86.7,4.258,-17.715903414873882,11.26568325946701,-1.607953999962276,False,False,0.0,False,False,0.0,0.0,0.007176009479880026,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-10,84.3,4.22,-17.67074052165237,9.729474998626998,-1.9459234430298866,False,False,0.0,False,False,0.0,0.0,-0.00966956117773726,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-11,84.3,4.22,-17.61896861264232,9.94795245464941,-1.8320498682975672,False,False,0.0,False,False,0.0,0.0,0.0013770856374227451,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-12,84.3,4.22,-17.562607335165065,10.185797045603422,-1.7425128286989182,False,False,0.0,False,False,0.0,0.0,0.001501409510752526,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-13,84.4,4.189,-17.505118343654388,11.071059258431774,-1.4896907261057357,False,False,0.0,False,False,0.0,0.0,0.005612554098609041,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-14,84.1,4.197,-17.446209448052326,10.878258946524383,-1.5151683567176437,False,False,0.0,False,False,0.0,0.0,-0.0012255160069825027,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-15,84.3,4.163,-17.389104985743476,11.909155944349905,-1.2164265430899102,False,False,0.0,False,False,0.0,0.0,0.0065791782796153055,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-16,81.75,4.106,-17.32995077083806,10.593222134938927,-1.5466433445123797,False,False,0.0,False,False,0.0,0.0,-0.008606118236120825,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-17,81.35,4.14,-17.267099735181855,9.864207096347116,-1.7005382005030047,False,False,0.0,False,False,0.0,0.0,-0.004769923489397405,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-18,81.35,4.14,-17.202060956281365,10.13346764099515,-1.5955623365444578,False,False,0.0,False,False,0.0,0.0,0.0017648729409044728,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-19,81.35,4.14,-17.136052184197947,10.406743957420503,-1.479042489551246,False,False,0.0,False,False,0.0,0.0,0.0017944085216022151,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-20,84.45,4.13,-17.078939019606832,13.913981849023784,-0.4799410033731104,False,False,0.0,False,False,0.0,0.0,0.022629382530408537,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-21,82.7,4.102,-17.026114709956147,12.858877459759881,-0.7603574502286217,False,False,0.0,False,False,0.0,0.0,-0.006916852135958079,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-22,82.15,4.12,-16.97492863680375,12.21329401636855,-0.9209693115282964,False,False,0.0,False,False,0.0,0.0,-0.004244838095584848,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-23,82.15,4.12,-16.925632802142896,12.416392855171267,-0.846912066530596,False,False,0.0,False,False,0.0,0.0,0.0013372005222989718,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-24,82.15,4.126,-16.878122269046305,12.510867517914946,-0.8036554984184566,False,False,0.0,False,False,0.0,0.0,0.0006224072909490338,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-25,82.15,4.126,-16.832582530343117,12.698764479804296,-0.7447582540776768,False,False,0.0,False,False,0.0,0.0,0.001239415768905919,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-26,82.15,4.126,-16.789138233350553,12.878015649195618,-0.7009137746292973,False,False,0.0,False,False,0.0,0.0,0.0011837856316559954,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-27,85.3,4.149,-16.755340247285055,15.782093314014304,0.09091222474885204,False,True,0.0,False,False,0.0,0.0,0.01875802177527806,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-28,84.95,4.1,-16.730914634658024,16.35324999790211,0.2373265863556323,False,False,0.0,False,False,0.0,0.0,0.00371975755839836,0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-29,84.8,4.124,-16.71266453209145,15.876971469654876,0.09497996455549469,False,False,0.0,False,False,0.0,0.0,-0.003098290040214873,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-11-30,85.3,4.085,-16.702661543777733,17.06962759366796,0.41755699276587194,False,False,0.0,False,False,0.0,0.0,0.007768209672914824,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-01,84.0,4.122,-16.69407540202808,15.187021192840263,-0.11277571700486488,False,False,0.0,False,True,0.0,0.0,-0.012319676087221799,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-02,84.0,4.122,-16.686713543819938,15.21736677237422,-0.09473443110149171,False,False,0.0,False,False,0.0,0.0,0.00019861929914996595,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-03,84.0,4.122,-16.680408780337306,15.243355007449622,-0.08036059201413918,False,False,0.0,False,False,0.0,0.0,0.00017012834418214665,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-04,84.05,4.138,-16.674422835316637,15.051238307459755,-0.12398675828766381,False,False,0.0,False,False,0.0,0.0,-0.0012552646481113693,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-05,88.0,4.151,-16.67893290227384,18.765749522661295,0.9116836872204452,False,True,0.0,False,False,0.0,0.0,0.023624059032461835,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-06,88.0,4.148,-16.691846825500942,18.762219367822098,0.9034364562583814,False,False,0.0,False,False,0.0,0.0,-2.245105994884937e-05,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-07,90.0,4.121,-16.71792898095589,21.105414669480766,1.50776469445629,False,False,0.0,False,False,0.0,0.0,0.01474685431718487,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-08,88.5,4.055,-16.752953986578838,20.56677158442281,1.3196487909061767,False,False,0.0,False,False,0.0,0.0,-0.0034432779436540683,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-09,88.5,4.055,-16.79463227992208,20.397766104915974,1.2385181533431064,False,False,0.0,False,False,0.0,0.0,-0.001079202226579104,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-10,88.5,4.055,-16.84109118471704,20.20937524597241,1.1575013447470088,False,False,0.0,False,False,0.0,0.0,-0.0012015441563493364,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-11,88.4,4.05,-16.89074941591565,19.99246486554162,1.07011033607778,False,False,0.0,False,False,0.0,0.0,-0.0013832905430519933,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-12,91.0,4.067,-16.94867486395,22.06973932831535,1.569416658203169,False,False,0.0,False,False,0.0,0.0,0.012988626755496228,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-13,91.0,4.026,-17.014267739658685,22.50055808013414,1.6244124642708058,False,False,0.0,False,False,0.0,0.0,0.002701067455992971,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-14,92.45,4.006,-17.08997489953473,23.98756055246386,1.9260435757328433,False,False,0.0,False,False,0.0,0.0,0.009241065994866994,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-15,91.1,3.937,-17.172169445505638,23.4931688930443,1.7370677575910412,False,False,0.0,False,False,0.0,0.0,-0.0031151252656943444,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-16,91.1,3.937,-17.25861427614656,23.152835594810995,1.600085745990408,False,False,0.0,False,False,0.0,0.0,-0.0021398262553507085,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-17,91.1,3.937,-17.347501064175468,22.802888310341174,1.4692783312272046,False,False,0.0,False,False,0.0,0.0,-0.0021954430714601456,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-18,93.1,3.956,-17.441914709850046,24.09978540783321,1.7141025190989727,False,False,0.0,False,False,0.0,0.0,0.00800058840609768,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-19,92.45,3.96,-17.537766769514228,23.000443592723656,1.4139489659316025,False,False,0.0,False,False,0.0,0.0,-0.006790270705523351,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-20,91.6,4.095,-17.625523448416075,19.423481478736164,0.5770166313225282,False,False,0.0,False,False,0.0,0.0,-0.02184050647970685,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-21,90.75,4.199,-17.69871621760234,16.433090602287777,-0.11124166633066294,False,False,0.0,False,True,0.0,0.0,-0.018116234727842028,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-22,89.1,4.025,-17.76268220028009,17.605204143872626,0.15656350945694078,False,True,0.0,False,False,0.0,0.0,0.007298577362587235,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-23,89.1,4.025,-17.818602193421672,17.380126171477755,0.1065488720379013,False,False,0.0,False,False,0.0,0.0,-0.001399565657133057,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-24,89.1,4.025,-17.867499715887018,17.18331364355474,0.07379602718610499,False,False,0.0,False,False,0.0,0.0,-0.0012223113788798758,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-25,89.1,4.025,-17.91026390285548,17.011187791006677,0.04568344367334709,False,False,0.0,False,False,0.0,0.0,-0.0010678523539517715,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-26,89.1,4.025,-17.947668485366194,16.860634346401056,0.0222327084593392,False,False,0.0,False,False,0.0,0.0,-0.0009331476171095379,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-27,87.4,4.095,-17.972415314419102,13.802959287453788,-0.6727685409686763,False,False,0.0,False,True,0.0,0.0,-0.018992119640302115,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-28,87.95,4.093,-17.98836388969568,14.323626599475588,-0.5301456598431709,False,False,0.0,False,False,0.0,0.0,0.0032224223199461294,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-29,88.65,4.19,-17.99427521516596,13.25398684845463,-0.7617620061590252,False,False,0.0,False,False,0.0,0.0,-0.006520364198262026,-0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-30,88.65,4.19,-17.992074475374736,13.263207948179854,-0.7373649834564928,False,False,0.0,False,False,0.0,0.0,5.6213606776160206e-05,0.0,1.0,1.0,1.791720126286596,0.0589
1990-12-31,88.65,4.19,-17.983430655628293,13.299425552917455,-0.7070170944524258,False,False,0.0,False,False,0.0,0.0,0.00022083827974204594,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-01,88.65,4.192,-17.969670734685252,13.32114028019943,-0.683233637082922,False,False,0.0,False,False,0.0,0.0,0.00013242394366615027,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-02,88.65,4.192,-17.952024131891047,13.395114839112736,-0.6478628936813763,False,False,0.0,False,False,0.0,0.0,0.0004513261385753932,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-03,88.05,4.114,-17.933799481983584,14.270348931119528,-0.4226907999820495,False,False,0.0,False,False,0.0,0.0,0.00540836667585881,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-04,89.25,4.214,-17.913616926758344,13.762018270640326,-0.5268622775773317,False,False,0.0,False,False,0.0,0.0,-0.0030856919281329765,-0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-05,88.9,4.155,-17.894150655967803,14.549804024453778,-0.3212464542594412,False,False,0.0,False,False,0.0,0.0,0.004825634352876715,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-06,88.9,4.155,-17.875487912797748,14.627347722325354,-0.2895139576356282,False,False,0.0,False,False,0.0,0.0,0.0004752248418418676,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-07,88.9,4.155,-17.857687551252845,14.701308224544434,-0.2604067541428389,False,False,0.0,False,False,0.0,0.0,0.0004534708489317896,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-08,90.4,4.288,-17.8382639244747,13.909524291852492,-0.4360436845983118,False,False,0.0,False,False,0.0,0.0,-0.004744332648895958,-0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-09,90.45,4.127,-17.826036160659413,16.881948764958608,0.3184058810310206,False,True,0.0,False,False,0.0,0.0,0.01812254474872749,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-10,90.15,4.127,-17.818775389575535,16.61191396722178,0.26627351381798037,False,False,0.0,False,False,0.0,0.0,-0.0016496912162730813,-0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-11,89.95,4.099,-17.816334473475642,16.92084499322334,0.35676558253333623,False,False,0.0,False,False,0.0,0.0,0.001895524774249284,0.0,1.0,1.0,1.791720126286596,0.0589
1991-01-12,87.8,4.13,-17.810278104823606,14.2435514270785,-0.314712559997382,False,False,0.0,False,True,0.0,0.0,-0.01659241753164204,-0.0,1.0,1.0,1.791720126286596,0.0589
