Date,SI,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_SI_pair,sharpe,CAGR
1990-08-18,5.1789999999999985,77.9,-0.0647779355386106,0.13279882154223266,,False,False,0.0,False,False,0.0,0.0,,,,,1.0470086786314239,0.0306
1990-08-19,5.1789999999999985,77.9,-0.06515242673330186,0.10362595747578318,,False,False,0.0,False,False,0.0,0.0,-0.0028449190506872027,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-20,5.1789999999999985,77.9,-0.0653363972825339,0.08929465169060702,,False,False,0.0,False,False,0.0,0.0,-0.0013956292735126175,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-21,5.129,77.3,-0.06539940751603306,0.07362579901064414,,False,False,0.0,False,False,0.0,0.0,-0.0015385189478250645,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-22,5.091,77.8,-0.06526389548517061,0.013468931253726169,,False,False,0.0,False,False,0.0,0.0,-0.005915984063992736,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-23,5.129,78.22,-0.06516374540300683,0.03189183457680489,,False,False,0.0,False,False,0.0,0.0,0.0018015556871743995,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-24,5.126,76.72,-0.06526153540191844,0.1191350039648178,0.8722008180020911,False,False,0.0,False,False,0.0,0.0,0.008609921223873966,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-25,5.187,76.17,-0.06552251140120585,0.19615030657015087,1.7675514942640262,False,False,0.0,False,False,0.0,0.0,0.007566952246804066,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-26,5.187,76.17,-0.06575661396141784,0.17831871455880322,1.1288827036543125,False,False,0.0,False,False,0.0,0.0,-0.0017489358005737257,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-27,5.187,76.17,-0.06594986213000016,0.16359900155788765,0.7242939646947136,False,False,0.0,False,False,0.0,0.0,-0.0014416390701169797,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-28,4.848,76.95,-0.06557371474765346,-0.1978973498319343,-1.9484347653139484,False,False,0.0,False,True,0.0,0.0,-0.036537305634767134,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-29,4.84,76.65,-0.06519531781077641,-0.15722111019601215,-1.2541835974532425,False,False,0.0,False,False,0.0,0.0,0.004134931926432185,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-30,4.8260000000000005,76.07,-0.06489490000983096,-0.11055504374784064,-0.7916690893800234,False,False,0.0,False,False,0.0,0.0,0.004780107895837934,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-08-31,4.807,76.2,-0.06460537350085445,-0.11592946076510913,-0.6225928896244182,False,False,0.0,False,False,0.0,0.0,-0.00055235929910286,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-01,4.759,76.32,-0.06428197200285556,-0.1470001032579349,-0.5835469292888912,False,False,0.0,False,False,0.0,0.0,-0.0032147586301993197,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-02,4.759,76.32,-0.06398928363026632,-0.12466212666192433,-0.2189508581355032,False,False,0.0,False,False,0.0,0.0,0.0023165777564938352,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-03,4.759,76.32,-0.06373061496889491,-0.10492053442605886,0.9679945535008326,False,True,0.0,False,False,0.0,0.0,0.002051517745079552,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-04,4.759,76.32,-0.06350195642273813,-0.087469314183374,1.389025362573611,False,False,0.0,False,False,0.0,0.0,0.0018168003740240471,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-05,4.7189999999999985,77.02,-0.06320240303466473,-0.1488490817298791,-1.299658859405155,False,False,0.0,False,True,0.0,0.0,-0.006402496484843961,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-06,4.735,77.27,-0.06292348135010974,-0.12709740392297864,-0.21935639311501184,False,False,0.0,False,False,0.0,0.0,0.0022664850518250533,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-07,4.77,77.82,-0.06267404777091824,-0.10729439753285774,0.6074729850519986,False,True,0.0,False,False,0.0,0.0,0.002052700536969743,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-08,4.8,77.97,-0.06247467669737377,-0.07115054209423288,1.5002395697030861,False,False,0.0,False,False,0.0,0.0,0.0037372859910831373,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-09,4.8,77.97,-0.06229976445667858,-0.057512634687229,1.3641293759476054,False,False,0.0,False,False,0.0,0.0,0.0014121552746428853,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-10,4.8,77.97,-0.062143746360496625,-0.0453479037279223,1.2408607260991242,False,False,0.0,False,False,0.0,0.0,0.0012612018851704705,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-11,4.755,78.55,-0.06191503152590237,-0.10842572635963155,-0.3500196614175417,False,False,0.0,False,True,0.0,0.0,-0.0065580194125575315,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-12,4.777,78.95,-0.06169552168206768,-0.09386143679924341,-0.22105586993936538,False,False,0.0,False,False,0.0,0.0,0.0015095873480143963,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-13,4.801,78.85,-0.0615297657097122,-0.05062202621080658,0.9600208251617991,False,True,0.0,False,False,0.0,0.0,0.0044795507864105934,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-14,4.773,78.7,-0.06136466046497324,-0.056398778593394816,0.5340267522719002,False,False,0.0,False,False,0.0,0.0,-0.0006015947177143211,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-15,4.75,78.62,-0.06119460151415539,-0.061119571042897114,0.2723996463872173,False,False,0.0,False,False,0.0,0.0,-0.0004937489186726454,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-16,4.75,78.62,-0.06103884794196215,-0.04887422519706419,0.7099432374528676,False,False,0.0,False,False,0.0,0.0,0.001282386337597845,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-17,4.75,78.62,-0.06089829328532875,-0.03782381809254698,1.0626329236761003,False,False,0.0,False,False,0.0,0.0,0.0011585878828622737,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-18,4.766,79.37,-0.06073984498150943,-0.05492149618240383,0.15589155715182454,False,False,0.0,False,False,0.0,0.0,-0.0017834377903965621,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-19,4.79,79.47,-0.0606124627945073,-0.026872418279494603,1.7846768507445754,False,False,0.0,False,False,0.0,0.0,0.002919688810433122,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-20,4.769,79.67,-0.060464339875491685,-0.04819395788042247,-0.0380544431777691,False,False,0.0,False,True,0.0,0.0,-0.002224192384862012,-0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-21,4.7780000000000005,79.4,-0.060353797199320526,-0.014091497626049332,1.6685345495969688,False,True,0.0,False,False,0.0,0.0,0.003563441401039119,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-22,4.79,79.57,-0.060258936598048214,-0.0048035851066963176,1.5157431807063275,False,False,0.0,False,False,0.0,0.0,0.0009690248148417976,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-23,4.79,79.57,-0.06017404683948412,0.0019510929822486034,1.3026355575657549,False,False,0.0,False,False,0.0,0.0,0.0007052248484548693,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-24,4.79,79.57,-0.06009759130055201,0.008034660215076705,1.138853778172226,False,False,0.0,False,False,0.0,0.0,0.0006355609341315057,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-25,4.915,79.25,-0.06018177044784473,0.14559469200830488,2.1633131967521204,False,False,0.0,True,False,-1.0,-1.0,0.014204282805027984,0.0,1.0,1.0,1.0470086786314239,0.0306
1990-09-26,4.834,78.55,-0.0602356492335163,0.1024897527072941,1.0798299144521986,False,False,0.0,False,False,-1.0,-1.0,-0.004506287504444484,0.004506287504444484,1.0045062875044444,1.0045062875044444,1.0470086786314239,0.0306
1990-09-27,4.798,78.47,-0.060248527551679046,0.0702980430197453,0.4190645970936536,False,False,0.0,False,False,-1.0,-1.0,-0.003379458000358633,0.003379458000358633,1.0078857455048031,1.0078857455048031,1.0470086786314239,0.0306
1990-09-28,4.771,79.0,-0.060193196911047506,0.01573744402724664,-0.5595219524420473,False,False,0.0,False,True,0.0,0.0,-0.005727387700257157,0.005727387700257157,1.0136131332050602,1.0136131332050602,1.0470086786314239,0.0306
1990-09-29,4.761,79.05,-0.06012107677424261,0.008428880996121713,-0.7398092603481652,False,False,0.0,False,False,0.0,0.0,-0.0007682249850979379,-0.0,1.0136131332050602,1.0136131332050602,1.0470086786314239,0.0306
1990-09-30,4.761,79.05,-0.06005315372333273,0.013798198170547948,-0.693666541244228,False,False,0.0,False,False,0.0,0.0,0.0005647037459168291,0.0,1.0136131332050602,1.0136131332050602,1.0470086786314239,0.0306
1990-10-01,4.761,79.05,-0.059991422678359795,0.018678037275658532,-0.6478383883469204,False,False,0.0,False,False,0.0,0.0,0.0005134877176897906,0.0,1.0136131332050602,1.0136131332050602,1.0470086786314239,0.0306
1990-10-02,4.64,80.17,-0.05973655437222271,-0.14907956402109512,-2.0280458095760006,True,False,1.0,False,False,0.0,1.0,-0.01779151402400642,-0.0,1.0136131332050602,1.0136131332050602,1.0470086786314239,0.0306
1990-10-03,4.6789999999999985,79.92,-0.0595390068368704,-0.07935742640268373,-0.876532588477046,False,False,1.0,False,False,0.0,1.0,0.007387887781313798,0.007387887781313798,1.021001020986374,1.021001020986374,1.0470086786314239,0.0306
1990-10-04,4.69,79.92,-0.05937634406611115,-0.055357417763603145,-0.35435489954906946,False,False,1.0,False,False,0.0,1.0,0.0025436247485332818,0.0025436247485332818,1.0235446457349073,1.0235446457349073,1.0470086786314239,0.0306
1990-10-05,4.668,79.75,-0.05921885350517622,-0.054703567037803325,-0.198899331260139,False,False,1.0,False,False,0.0,1.0,6.962744815999668e-05,6.962744815999668e-05,1.0236142731830673,1.0236142731830673,1.0470086786314239,0.0306
1990-10-06,4.667,79.77,-0.059072992485581434,-0.04525261057483121,0.08638256208178388,False,True,0.0,False,False,0.0,0.0,0.0010076449430860238,0.0010076449430860238,1.0246219181261533,1.0246219181261533,1.0470086786314239,0.0306
1990-10-07,4.667,79.77,-0.058940780398363535,-0.03470605237745872,0.44298599808658556,False,False,0.0,False,False,0.0,0.0,0.0011257219661295846,0.0,1.0246219181261533,1.0246219181261533,1.0470086786314239,0.0306
1990-10-08,4.667,79.77,-0.05882126875080491,-0.025172608251707196,0.9198228690787634,False,False,0.0,False,False,0.0,0.0,0.001018620397848648,0.0,1.0246219181261533,1.0246219181261533,1.0470086786314239,0.0306
1990-10-09,4.67,79.52,-0.05873188027624716,-0.0003591195671734937,1.6562803964239161,False,False,0.0,False,False,0.0,0.0,0.0026565882924728,0.0,1.0246219181261533,1.0246219181261533,1.0470086786314239,0.0306
1990-10-10,4.593,79.57,-0.05856920108815878,-0.0673513305847937,-1.1955518052889313,False,False,0.0,False,True,0.0,0.0,-0.007239778175955893,-0.0,1.0246219181261533,1.0246219181261533,1.0470086786314239,0.0306
1990-10-11,4.409,79.2,-0.058241158496979084,-0.20369975296074383,-2.144539143818694,True,False,1.0,False,False,0.0,1.0,-0.015113385072608218,-0.0,1.0246219181261533,1.0246219181261533,1.0470086786314239,0.0306
1990-10-12,4.235,78.52,-0.05778036898973636,-0.3019145730740984,-1.8297196436022805,False,False,1.0,False,False,0.0,1.0,-0.011196508959951649,-0.011196508959951649,1.0134254091662018,1.0134254091662018,1.0470086786314239,0.0306
1990-10-13,4.306,79.0,-0.05738842576438261,-0.22768563538622644,-0.8797432618558758,False,False,1.0,False,False,0.0,1.0,0.008397237271733447,0.008397237271733447,1.0218226464379352,1.0218226464379352,1.0470086786314239,0.0306
1990-10-14,4.306,79.0,-0.05703667470440733,-0.19989730164817843,-0.4640134608131916,False,False,1.0,False,False,0.0,1.0,0.003153501770027492,0.003153501770027492,1.0249761482079627,1.0249761482079627,1.0470086786314239,0.0306
1990-10-15,4.306,79.0,-0.056718607095747595,-0.1747699605640598,-0.06701559273730844,False,False,1.0,False,False,0.0,1.0,0.0028596789487937836,0.0028596789487937836,1.0278358271567565,1.0278358271567565,1.0470086786314239,0.0306
1990-10-16,4.132,78.97,-0.05624907401220828,-0.30998937474408805,-1.1910465337260943,False,False,1.0,False,False,0.0,1.0,-0.0157708866048209,-0.0157708866048209,1.0120649405519355,1.0120649405519355,1.0470086786314239,0.0306
1990-10-17,4.142,78.87,-0.0558181691351125,-0.2603789996863224,-0.393392402040023,False,False,1.0,False,False,0.0,1.0,0.005806200200106636,0.005806200200106636,1.0178711407520422,1.0178711407520422,1.0470086786314239,0.0306
1990-10-18,4.198,79.02,-0.05547756713985081,-0.1858373553910102,0.9368691663759391,False,True,0.0,False,False,0.0,0.0,0.008685977280667756,0.008685977280667756,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-19,4.198,79.3,-0.055159054668561296,-0.17611303521691024,0.8532764081406715,False,False,0.0,False,False,0.0,0.0,0.0011344134327381623,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-20,4.258,79.3,-0.05493293982208066,-0.09818212789099601,1.5144674474555653,False,False,0.0,False,False,0.0,0.0,0.009046814447257804,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-21,4.258,79.3,-0.05473602420065992,-0.08256671911233138,1.2496727169076425,False,False,0.0,False,False,0.0,0.0,0.0018160478703916692,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-22,4.258,79.3,-0.054558838548693527,-0.06851589691139637,1.086166699775964,False,False,0.0,False,False,0.0,0.0,0.0016367634901800722,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-23,4.194,76.75,-0.05447765655359479,0.01283985951160016,1.4948333364310535,False,False,0.0,False,False,0.0,0.0,0.009713934427318573,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-24,4.2189999999999985,77.32,-0.05440720498473404,0.012234910580363412,1.2069101452724647,False,False,0.0,False,False,0.0,0.0,-7.179750738557763e-05,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-25,4.223,77.62,-0.054330584306096455,0.00586004616079272,0.8755520692692593,False,False,0.0,False,False,0.0,0.0,-0.0007553031649280799,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-26,4.204,77.87,-0.054224975129618935,-0.0184988133434274,0.31938651412751706,False,False,0.0,False,False,0.0,0.0,-0.00289074502279021,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-27,4.05,77.87,-0.05396142019746224,-0.151975790776385,-1.7750740479270193,False,False,0.0,False,True,0.0,0.0,-0.016175153783430995,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-28,4.05,77.87,-0.05370170837327322,-0.13175203102678612,-1.1897970023404623,False,False,0.0,False,False,0.0,0.0,0.002456798950378038,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-29,4.05,77.87,-0.05346374257052054,-0.11322163396643514,-0.7878624296559688,False,False,0.0,False,False,0.0,0.0,0.002256166689051351,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-30,4.127,77.32,-0.05336077701708416,0.0011447210390533868,0.7985426538865465,False,True,0.0,False,False,0.0,0.0,0.013857792380904019,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-10-31,4.217,77.05,-0.05339250723674422,0.10310731740885792,1.5920255027037904,False,False,0.0,False,False,0.0,0.0,0.012239096127462214,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-01,4.1530000000000005,77.45,-0.05334599816061494,0.02135244246037349,0.6696215727686571,False,False,0.0,False,False,0.0,0.0,-0.009868238133326697,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-02,4.23,77.0,-0.0534020863393637,0.11803935186899572,1.2521762508883063,False,False,0.0,False,False,0.0,0.0,0.011590429814636526,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-03,4.16,77.1,-0.053384884480824395,0.04402540652843978,0.3895327717966309,False,False,0.0,False,False,0.0,0.0,-0.008943230130133711,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-04,4.16,77.1,-0.05336074433081791,0.045886612093939405,0.18881188200678253,False,False,0.0,False,False,0.0,0.0,0.000224943202762978,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-05,4.16,77.1,-0.053337783459022715,0.047656895309349245,-0.1620137927691309,False,False,0.0,False,True,0.0,0.0,0.00021400021650528974,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-06,4.203,77.2,-0.05335710881471248,0.08383119950419715,0.49274899737021005,False,True,0.0,False,False,0.0,0.0,0.004346740021987151,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-07,4.234,77.57,-0.053391711239577415,0.09240495914598057,0.8139857827825149,False,False,0.0,False,False,0.0,0.0,0.0010236597638690508,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-08,4.267,77.6,-0.05345877238213868,0.11859926314603886,1.2053039893346904,False,False,0.0,False,False,0.0,0.0,0.003112662702483595,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-09,4.258,77.35,-0.05352866727461847,0.11755758630826207,1.1793444199086542,False,False,0.0,False,False,0.0,0.0,-0.00012403214625590194,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-10,4.22,78.3,-0.053498064137871795,0.03110157800463842,-1.282217443721037,False,False,0.0,False,True,0.0,0.0,-0.01028149038850066,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-11,4.22,78.3,-0.053458560409658615,0.03419471992373069,-1.0897672852709066,False,False,0.0,False,False,0.0,0.0,0.0003679768702736596,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-12,4.22,78.3,-0.053421367632830015,0.03710691434941005,-0.9352602848141967,False,False,0.0,False,False,0.0,0.0,0.00034657044853426034,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-13,4.189,78.65,-0.05333453472350707,-0.0057611560038308696,-1.3698158986858753,False,False,0.0,False,False,0.0,0.0,-0.005113226576420532,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-14,4.197,78.9,-0.05324373925397496,-0.003931027138624366,-0.9859976549390761,False,False,0.0,False,False,0.0,0.0,0.00021792616053790959,0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
1990-11-15,4.163,79.12,-0.05311153761264679,-0.039184855912614225,-1.2838553322260193,False,False,0.0,False,False,0.0,0.0,-0.0042143514317047066,-0.0,1.02655711803271,1.02655711803271,1.0470086786314239,0.0306
