Date,HE,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_HE_pair,sharpe,CAGR
1990-08-18,57.52,77.9,-0.7194490929099986,1.474915662311112,,False,False,0.0,False,False,0.0,0.0,,,,,1.2842245216314736,0.0408
1990-08-19,57.52,77.9,-0.7236083386174019,1.1509104217043884,,False,False,0.0,False,False,0.0,0.0,-0.002844919050687281,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-20,57.52,77.9,-0.7256515875055709,0.9917413333160283,,False,False,0.0,False,False,0.0,0.0,-0.0013956292735125898,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-21,56.67,77.3,-0.7255275297413596,0.58672195099291,,False,False,0.0,False,False,0.0,0.0,-0.0035920852087961527,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-22,49.3,77.8,-0.7072406257058428,-5.723320679914572,,False,False,0.0,False,False,0.0,0.0,-0.06048544649252484,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-23,48.55,78.22,-0.6897586902976819,-5.402924755084676,,False,False,0.0,False,False,0.0,0.0,0.003125724710738095,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-24,48.42,76.72,-0.6780995315713246,-3.6037960621520213,,False,False,0.0,False,False,0.0,0.0,0.017911795088064977,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-25,48.42,76.17,-0.6700971993075967,-2.621303671259639,-0.32084889686434387,False,False,0.0,False,False,0.0,0.0,0.009878137070671469,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-26,48.42,76.17,-0.6639605278720698,-2.1538734080155564,-0.020499031622535167,False,False,0.0,False,False,0.0,0.0,0.004721810018661567,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-27,48.42,76.17,-0.6590352044854512,-1.7787115256568171,0.27811594646460197,False,True,0.0,False,False,0.0,0.0,0.0038041653207072828,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-28,49.2,76.95,-0.6553475477938409,-1.2289938027360563,0.7141421541133073,False,False,0.0,False,False,0.0,0.0,0.005517648045399252,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-29,48.45,76.65,-0.6515847260525159,-1.4939692519253498,0.8636420500758056,False,False,0.0,False,False,0.0,0.0,-0.002693004979917593,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-30,48.82,76.07,-0.6492435295469267,-0.5679552926347071,1.1650660509690887,False,False,0.0,False,False,0.0,0.0,0.009429113522742193,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-08-31,48.72,76.2,-0.6471225256316245,-0.590736453129793,1.1294142017253863,False,False,0.0,False,False,0.0,0.0,-0.00023238793585905477,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-01,48.3,76.32,-0.6446619329545112,-0.9005987230882937,0.6976366367014731,False,False,0.0,False,False,0.0,0.0,-0.003178055048036591,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-02,48.3,76.32,-0.6424250971278925,-0.7298834128007599,0.7680725472522081,False,False,0.0,False,False,0.0,0.0,0.0017539865897453803,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-03,48.3,76.32,-0.6404469252500152,-0.578909335081164,0.8701403344575097,False,False,0.0,False,False,0.0,0.0,0.0015535683488587459,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-04,48.3,76.32,-0.6386980744686954,-0.44543704345083057,1.008463607094716,False,False,0.0,False,False,0.0,0.0,0.0013753587566468788,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-05,48.92,77.02,-0.6373465201100124,-0.16842897887314479,1.325536362734862,False,False,0.0,False,False,0.0,0.0,0.0028263698078192646,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-06,49.27,77.27,-0.6363900099033717,0.09614393476647365,1.8412469792225796,False,False,0.0,False,False,0.0,0.0,0.0026875513029914226,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-07,49.35,77.82,-0.6352678057332702,-0.08654064216308655,0.9888716880970359,False,False,0.0,False,False,0.0,0.0,-0.0018492861045848648,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-08,49.35,77.97,-0.6341250325291231,-0.09272878629573,0.7652083565031882,False,False,0.0,False,False,0.0,0.0,-6.263764761503239e-05,-0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-09,49.35,77.97,-0.6330858833713597,-0.011706326464917538,0.8137461165412279,False,False,0.0,False,False,0.0,0.0,0.0008207988985911197,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-10,49.35,77.97,-0.6321540460517667,0.060949029343753125,0.8930429646947067,False,False,0.0,False,False,0.0,0.0,0.0007365780093553882,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-11,50.17,78.55,-0.6318178564746474,0.5407073739164545,1.9823220309415965,False,False,0.0,False,False,0.0,0.0,0.0048072319146610035,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-12,50.72,78.95,-0.6319073921077621,0.8309113930921725,1.9429649928178108,False,False,0.0,False,False,0.0,0.0,0.0028844712062702517,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-13,50.67,78.85,-0.6320530080718705,0.8326203135330204,1.4055674284290436,False,False,0.0,False,False,0.0,0.0,1.7002934970335383e-05,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-14,50.62,78.7,-0.6322408299153774,0.8626466856597901,1.1234143748517147,False,False,0.0,False,False,0.0,0.0,0.00029913492571117704,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-15,51.87,78.62,-0.6338251057626818,2.038670184937949,2.0215264699864535,False,False,0.0,True,False,-1.0,-1.0,0.011563501690849956,0.0,1.0,1.0,1.2842245216314736,0.0408
1990-09-16,51.87,78.62,-0.6354323051826063,1.9123121665434866,1.3621335259262473,False,False,0.0,False,False,-1.0,-1.0,-0.001240900398338873,0.001240900398338873,1.001240900398339,1.001240900398339,1.2842245216314736,0.0408
