Date,QS,HO,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,HO_QS_pair,sharpe,CAGR
1990-08-30,226.0,0.7164,-123.96567139971933,137.19099300924108,,False,False,0.0,False,False,0.0,0.0,-0.024692039399753438,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-08-31,234.5,0.7554,-125.03849473803382,140.04592107488926,,False,False,0.0,False,False,0.0,0.0,0.008678804272550548,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-01,242.0,0.7589,-125.96091605465143,146.40826080612504,,False,False,0.0,False,False,0.0,0.0,0.018846254195757917,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-02,242.0,0.7589,-126.76334548215846,145.79929711358994,,False,False,0.0,False,False,0.0,0.0,-0.0018005985420427367,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-03,242.0,0.7589,-127.46842584810504,145.26421162387308,,False,False,0.0,False,False,0.0,0.0,-0.001579654432978639,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-04,260.0,0.7589,-128.15804524123496,162.7408594664268,,False,False,0.0,False,False,0.0,0.0,0.048918686353138556,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-05,261.0,0.8239,-128.80738974147184,154.87559159200134,,False,False,0.0,False,False,0.0,0.0,-0.02142398515133458,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-06,260.75,0.8337,-129.4150261167749,152.85669272644475,,False,False,0.0,False,False,0.0,0.0,-0.005476564542804653,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-07,268.25,0.8824,-129.9907688576637,153.54614555999754,,False,False,0.0,False,False,0.0,0.0,0.0018003548614518752,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-08,260.75,0.8398,-130.52841557437466,151.13223660064017,,False,False,0.0,False,False,0.0,0.0,-0.006517600066489868,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-09,260.75,0.8398,-131.03160024038212,150.70966211812708,,False,False,0.0,False,False,0.0,0.0,-0.0011396588296421822,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-10,260.75,0.8398,-131.50348996411043,150.31336912814007,,False,False,0.0,False,False,0.0,0.0,-0.0010676381017715715,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-11,248.25,0.8589,-131.90585318271073,134.95606270136977,,False,False,0.0,False,False,0.0,0.0,-0.04247701272912059,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-12,258.0,0.8303,-132.28465522861597,148.16405076368017,,False,False,0.0,False,False,0.0,0.0,0.03590727901862792,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-13,255.0,0.8259,-132.6353330053904,145.45647847084808,,False,False,0.0,False,False,0.0,0.0,-0.0074272950496407685,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-14,259.5,0.8348,-132.96974591752254,148.49685610805219,,False,False,0.0,False,False,0.0,0.0,0.008206077835849044,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-15,261.5,0.8279,-133.29594791191255,151.1442847237276,-0.5105132079034232,False,False,0.0,False,False,0.0,0.0,0.007119504977107818,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-16,261.5,0.8279,-133.61350886261366,150.88137601264216,-0.47460671827454176,False,False,0.0,False,False,0.0,0.0,-0.0007065185511767396,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-17,261.5,0.8279,-133.92214943532775,150.62585248249218,-0.4422747371089178,False,False,0.0,False,False,0.0,0.0,-0.0006862010476652986,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-18,269.0,0.8531,-134.23245733471592,154.48629064775386,-0.14912322656603466,False,False,0.0,False,False,0.0,0.0,0.01006597175308793,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-19,275.5,0.8643,-134.5547614072379,159.2043197157243,0.20620310815761794,False,True,0.0,False,False,0.0,0.0,0.012042065049178612,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-20,273.5,0.8853,-134.87496240744468,154.0951957806892,-0.09475275642438254,False,False,0.0,False,True,0.0,0.0,-0.01300346516552973,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-21,284.25,0.9186,-135.20762842031584,160.04827253309787,0.40478681601896077,False,True,0.0,False,False,0.0,0.0,0.014574737605660037,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-22,300.75,0.9721,-135.57314310345504,168.95934758913137,1.216754439522386,False,False,0.0,False,False,0.0,0.0,0.02060170531108577,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-23,300.75,0.9721,-135.96505660193367,168.57836847726028,1.2622745106844733,False,False,0.0,False,False,0.0,0.0,-0.0008800186549492697,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-24,300.75,0.9721,-136.37763442431913,168.1773015761194,1.289310624690943,False,False,0.0,False,False,0.0,0.0,-0.0009255617178598982,-0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-25,336.5,1.0392,-136.87229489287262,194.26231114732678,3.0471851130100647,False,False,0.0,True,False,-1.0,-1.0,0.054487060823896816,0.0,1.0,1.0,1.646639287800213,0.0466
1990-09-26,327.0,1.012,-137.4202296642696,187.93072757975915,2.5337615574073675,False,False,0.0,False,False,-1.0,-1.0,-0.013585069735853843,0.013585069735853843,1.013585069735854,1.013585069735854,1.646639287800213,0.0466
1990-09-27,322.25,1.0257,-137.99650712104412,180.70698264594503,1.79369077914107,False,False,0.0,False,False,-1.0,-1.0,-0.01557536371510221,0.01557536371510221,1.029160433450956,1.029160433450956,1.646639287800213,0.0466
1990-09-28,331.25,1.0437,-138.61107801446377,186.58161787630416,1.9996601869693231,False,False,0.0,False,False,-1.0,-1.0,0.012343787193393713,-0.012343787193393713,1.0168166462575623,1.0168166462575623,1.646639287800213,0.0466
1990-09-29,339.75,1.0498,-139.27430640639045,193.5398331345713,2.1907397952852126,False,False,0.0,True,False,-1.0,-1.0,0.01431848890650741,-0.01431848890650741,1.002498157351055,1.002498157351055,1.646639287800213,0.0466
1990-09-30,339.75,1.0498,-139.9760381457563,192.80315515458503,1.9211363764729128,False,False,0.0,False,False,-1.0,-1.0,-0.001513628016676896,0.001513628016676896,1.0040117853677317,1.0040117853677317,1.646639287800213,0.0466
1990-10-01,339.75,1.0498,-140.70722473922348,192.0355554687632,1.706656191943755,False,False,0.0,False,False,-1.0,-1.0,-0.0015746783061480242,0.0015746783061480242,1.0055864636738798,1.0055864636738798,1.646639287800213,0.0466
1990-10-02,313.0,1.05,-141.39534780198488,164.53488480791586,0.08052831983290491,False,False,0.0,False,False,-1.0,-1.0,-0.05959425697736702,0.05959425697736702,1.065180720651247,1.065180720651247,1.646639287800213,0.0466
1990-10-03,307.25,0.9203,-142.0615257842222,176.5107778207803,0.7497075151968091,False,False,0.0,False,False,-1.0,-1.0,0.02734289431433557,-0.02734289431433557,1.0378378263369112,1.0378378263369112,1.646639287800213,0.0466
1990-10-04,307.75,0.9941,-142.68911215827794,165.9027536034559,0.11006952209966726,False,False,0.0,False,False,-1.0,-1.0,-0.023594504420002944,0.023594504420002944,1.0614323307569142,1.0614323307569142,1.646639287800213,0.0466
1990-10-05,318.25,0.9992,-143.30402797516044,175.0606152472197,0.6019715467794711,False,False,0.0,False,False,-1.0,-1.0,0.019846293893335934,-0.019846293893335934,1.0415860368635783,1.0415860368635783,1.646639287800213,0.0466
1990-10-06,326.75,1.0270000000000001,-143.9180074425095,178.94620635654275,0.7758737267838345,False,False,0.0,False,False,-1.0,-1.0,0.008187883357734549,-0.008187883357734549,1.0333981535058439,1.0333981535058439,1.646639287800213,0.0466
1990-10-07,326.75,1.0270000000000001,-144.52809997047788,178.3196413303192,0.6877244463981083,False,False,0.0,False,False,-1.0,-1.0,-0.0013185835962952728,0.0013185835962952728,1.034716737102139,1.034716737102139,1.646639287800213,0.0466
1990-10-08,326.75,1.0270000000000001,-145.13181096900615,177.69963013483067,0.6024701665598118,False,False,0.0,False,False,-1.0,-1.0,-0.0013030910330402365,0.0013030910330402365,1.0360198281351793,1.0360198281351793,1.646639287800213,0.0466
1990-10-09,328.75,1.0296,-145.7310601395506,178.7053004803187,0.6117454262964278,False,False,0.0,False,False,-1.0,-1.0,0.002100420799346566,-0.002100420799346566,1.0339194073358327,1.0339194073358327,1.646639287800213,0.0466
1990-10-10,343.0,1.0615,-146.34872792359366,187.65082530910533,1.1018748733139683,False,False,0.0,False,False,-1.0,-1.0,0.01795031532727062,-0.01795031532727062,1.015969092008562,1.015969092008562,1.646639287800213,0.0466
1990-10-11,335.0,1.0105,-146.9732971555507,186.48348322431602,0.9633244996300395,False,False,0.0,False,False,-1.0,-1.0,-0.002414275509291179,0.002414275509291179,1.0183833675178533,1.0183833675178533,1.646639287800213,0.0466
1990-10-12,341.75,1.0485,-147.60703129681818,186.98402768528615,0.939674872236242,False,False,0.0,False,False,-1.0,-1.0,0.0010081135127166978,-0.0010081135127166978,1.0173752540051366,1.0173752540051366,1.646639287800213,0.0466
1990-10-13,326.0,1.0536,-148.20755160160022,169.848523632554,-0.28268597509858145,False,False,0.0,False,True,0.0,0.0,-0.03553966936248319,0.03553966936248319,1.0529149233676198,1.0529149233676198,1.646639287800213,0.0466
1990-10-14,326.0,1.0536,-148.77640347046503,169.24918130351804,-0.387995963012829,False,False,0.0,False,False,0.0,0.0,-0.0012415148888908897,-0.0,1.0529149233676198,1.0529149233676198,1.646639287800213,0.0466
1990-10-15,326.0,1.0536,-149.31512393272666,168.68158542447918,-0.5037848987646006,False,False,0.0,False,False,0.0,0.0,-0.0011743725501072802,-0.0,1.0529149233676198,1.0529149233676198,1.646639287800213,0.0466
1990-10-16,316.75,1.0207,-149.81260722780962,163.83627180257471,-0.9761455470512223,False,False,0.0,False,False,0.0,0.0,-0.010316559127316124,-0.0,1.0529149233676198,1.0529149233676198,1.646639287800213,0.0466
1990-10-17,313.5,1.04,-150.25973985992385,157.22987054567918,-1.5575852491756488,False,False,0.0,False,False,0.0,0.0,-0.014063050932100455,-0.0,1.0529149233676198,1.0529149233676198,1.646639287800213,0.0466
1990-10-18,312.0,0.9825,-150.67418121832696,163.96261695299376,-1.0185015758187275,False,False,0.0,False,False,0.0,0.0,0.014635215865982423,0.0,1.0529149233676198,1.0529149233676198,1.646639287800213,0.0466
1990-10-19,289.0,0.9651,-151.01206691925546,143.25825421622656,-2.5795595141386274,True,False,1.0,False,False,0.0,1.0,-0.04762451026974731,-0.0,1.0529149233676198,1.0529149233676198,1.646639287800213,0.0466
1990-10-20,280.75,0.884,-151.28909239734537,147.0104423207467,-2.1095242237696534,False,False,1.0,False,False,0.0,1.0,0.009052551590271232,0.009052551590271232,1.061967474957891,1.061967474957891,1.646639287800213,0.0466
1990-10-21,280.75,0.884,-151.5147049163947,146.8110008539071,-1.9270172284989264,False,False,1.0,False,False,0.0,1.0,-0.0004809422657709316,-0.0004809422657709316,1.0614865326921201,1.0614865326921201,1.646639287800213,0.0466
1990-10-22,280.75,0.884,-151.69673375402448,146.65008736144236,-1.77675560291561,False,False,1.0,False,False,0.0,1.0,-0.00038788363589446165,-0.00038788363589446165,1.0610986490562255,1.0610986490562255,1.646639287800213,0.0466
1990-10-23,237.25,0.7598,-151.78857303674226,121.92104220668323,-2.797771163224151,True,False,1.0,False,False,0.0,1.0,-0.07013760920257585,-0.07013760920257585,0.9909610398536497,0.9909610398536497,1.646639287800213,0.0466
1990-10-24,250.0,0.8106,-151.81791141091952,126.93640101030864,-2.2233010134360986,False,False,1.0,False,False,0.0,1.0,0.013443709912217956,0.013443709912217956,1.0044047497658677,1.0044047497658677,1.646639287800213,0.0466
1990-10-25,259.75,0.8512,-151.8025317408556,130.5356849821837,-1.8388687180783483,False,False,1.0,False,False,0.0,1.0,0.009253506897439177,0.009253506897439177,1.0136582566633068,1.0136582566633068,1.646639287800213,0.0466
1990-10-26,285.25,0.9167,-151.7789258186348,146.11425870205747,-0.994594276650158,False,False,1.0,False,False,0.0,1.0,0.03670852294006911,0.03670852294006911,1.050366779603376,1.050366779603376,1.646639287800213,0.0466
1990-10-27,286.75,0.8825,-151.7613003675409,152.82065242564516,-0.6146371208641649,False,False,1.0,False,False,0.0,1.0,0.015941818304741815,0.015941818304741815,1.0663085979081177,1.0663085979081177,1.646639287800213,0.0466
1990-10-28,286.75,0.8825,-151.74884684298277,152.83164266106772,-0.5621635023275683,False,False,1.0,False,False,0.0,1.0,2.6125652740025613e-05,2.6125652740025613e-05,1.0663347235608578,1.0663347235608578,1.646639287800213,0.0466
1990-10-29,286.75,0.8825,-151.7408648929536,152.83868673196847,-0.5100628756647914,False,False,1.0,False,False,0.0,1.0,1.6745231088694983e-05,1.6745231088694983e-05,1.0663514687919466,1.0663514687919466,1.646639287800213,0.0466
1990-10-30,295.75,0.9136,-151.74480103094348,157.11594977813004,-0.22801824640884524,False,False,1.0,False,False,0.0,1.0,0.009846731352076313,0.009846731352076313,1.076198200144023,1.076198200144023,1.646639287800213,0.0466
1990-10-31,298.0,0.9117,-151.76388626560566,159.63686489164732,-0.07743926720481005,False,False,1.0,False,False,0.0,1.0,0.005777103771360775,0.005777103771360775,1.0819753039153837,1.0819753039153837,1.646639287800213,0.0466
1990-11-01,286.0,0.8954,-151.7779849079514,150.09799231342032,-0.5654522614577314,False,False,1.0,False,False,0.0,1.0,-0.022609213524561342,-0.022609213524561342,1.0593660903908222,1.0593660903908222,1.646639287800213,0.0466
1990-11-02,297.0,0.9037,-151.80611299480697,159.81281568659296,-0.004836133413901896,False,False,1.0,False,False,0.0,1.0,0.022374735423236803,0.022374735423236803,1.081740825814059,1.081740825814059,1.646639287800213,0.0466
1990-11-03,289.0,0.8742,-151.83943027111505,156.26197005699123,-0.17138130629570889,False,False,1.0,False,False,0.0,1.0,-0.008419552844408092,-0.008419552844408092,1.073321272969651,1.073321272969651,1.646639287800213,0.0466
1990-11-04,289.0,0.8742,-151.87706782053354,156.22906731128958,-0.13143795574318623,False,False,1.0,False,False,0.0,1.0,-7.801093710251475e-05,-7.801093710251475e-05,1.0732432620325485,1.0732432620325485,1.646639287800213,0.0466
1990-11-05,289.0,0.8742,-151.91827383129922,156.19304501667824,-0.09104177594737842,False,False,1.0,False,False,0.0,1.0,-8.539995413960576e-05,-8.539995413960576e-05,1.0731578620784088,1.0731578620784088,1.646639287800213,0.0466
1990-11-06,283.5,0.8446,-151.96023445971053,155.15438597532847,-0.10975030207871572,False,False,1.0,False,False,0.0,1.0,-0.0025219621284774773,-0.0025219621284774773,1.0706358999499315,1.0706358999499315,1.646639287800213,0.0466
1990-11-07,280.0,0.8638,-151.99119262161153,148.71000781345197,-0.45882398683620035,False,False,1.0,False,False,0.0,1.0,-0.015668696745126578,-0.015668696745126578,1.0549672032048047,1.0549672032048047,1.646639287800213,0.0466
1990-11-08,290.25,0.9271,-152.01409151541262,149.31773575606096,-0.36355340948514003,False,False,1.0,False,False,0.0,1.0,0.001409445594137819,0.001409445594137819,1.0563766487989426,1.0563766487989426,1.646639287800213,0.0466
1990-11-09,301.0,0.943,-152.04540265410688,157.62118529717722,0.30883481705853105,False,True,0.0,False,False,0.0,0.0,0.01868552070077683,0.01868552070077683,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-10,304.0,0.9024,-152.10089844473967,166.74414924346692,1.1826627784058827,False,False,0.0,False,False,0.0,0.0,0.020674998259282866,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-11,304.0,0.9024,-152.1772707821585,166.67523084618017,1.2015077011431268,False,False,0.0,False,False,0.0,0.0,-0.0001561625408401453,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-12,304.0,0.9024,-152.2715504339353,166.5901528884168,1.2152407264366192,False,False,0.0,False,False,0.0,0.0,-0.0001927414132694995,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-13,288.0,0.8652,-152.3606719384605,156.17754663884398,0.3557830062719117,False,False,0.0,False,False,0.0,0.0,-0.02480240436453096,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-14,281.0,0.8827,-152.42739222939014,146.45234087911732,-0.4775926552144506,False,False,0.0,False,True,0.0,0.0,-0.023403346273929083,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-15,278.5,0.8664,-152.47425901783163,146.39630198695068,-0.44891028495518415,False,False,0.0,False,False,0.0,0.0,-0.00013647926805778352,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-16,274.75,0.8667,-152.4969039970871,142.5809333057246,-0.7438285495330975,False,False,0.0,False,False,0.0,0.0,-0.009376234719649074,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-17,264.0,0.8442,-152.48524659556537,135.2719548240237,-1.3642587370409551,False,False,0.0,False,False,0.0,0.0,-0.01861078823241627,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-18,264.0,0.8442,-152.44444445735706,135.30639998909916,-1.2853590507424724,False,False,0.0,False,False,0.0,0.0,8.771511701361423e-05,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-19,264.0,0.8442,-152.37892256833837,135.36171356780875,-1.2128544093926126,False,False,0.0,False,False,0.0,0.0,0.00014087668121264465,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-20,265.5,0.8676,-152.28817197268702,133.37478199649672,-1.3029159671921344,False,False,0.0,False,False,0.0,0.0,-0.004996995867838848,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-21,262.5,0.8445,-152.17752957614798,133.98607627294302,-1.3773085311280029,False,False,0.0,False,False,0.0,0.0,0.001563356799726162,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-22,262.5,0.8524,-152.04776834904624,132.894482259273,-1.545295550265808,False,False,0.0,False,False,0.0,0.0,-0.0027839292340482453,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-23,270.75,0.8524,-151.91662395690096,141.25626973913762,-0.8464689552827918,False,False,0.0,False,False,0.0,0.0,0.020891738827275977,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-24,276.0,0.8866,-151.78343488798419,141.42880662831323,-0.8063620802979717,False,False,0.0,False,False,0.0,0.0,0.00042023622689818654,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-25,276.0,0.8866,-151.64894191805436,141.548048095453,-0.7508235754145104,False,False,0.0,False,False,0.0,0.0,0.00029051260832474516,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-26,276.0,0.8866,-151.5138070335138,141.66785868408664,-0.6978059349873817,False,False,0.0,False,False,0.0,0.0,0.00029198441109052416,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-27,294.75,0.9238,-151.40137627210382,154.8854085998305,0.541781668879015,False,True,0.0,False,False,0.0,0.0,0.030412117258101574,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-28,289.5,0.9149,-151.30274030508744,151.0731228948755,0.20456383354470928,False,False,0.0,False,False,0.0,0.0,-0.008908731628975191,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-29,286.75,0.9271,-151.20769481380106,146.56534613812502,-0.1845121799532053,False,False,0.0,False,True,0.0,0.0,-0.0105584700515055,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-11-30,294.75,0.9352,-151.12917527265827,153.41399528500997,0.466139463461039,False,True,0.0,False,False,0.0,0.0,0.01570481297917593,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-01,277.25,0.8587,-151.05582545081398,147.53836268538603,-0.06146822177934583,False,False,0.0,False,True,0.0,0.0,-0.01443780460093246,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-02,277.25,0.8587,-150.98716541421373,147.59732105881466,-0.02648085876904917,False,False,0.0,False,False,0.0,0.0,0.0001448955155125573,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-03,277.25,0.8587,-150.92277395508466,147.6526140047688,0.008688426911137973,False,True,0.0,False,False,0.0,0.0,0.00013590586509208675,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-04,279.0,0.8467,-150.86917224063603,151.25907186385348,0.39528729994868567,False,False,0.0,False,False,0.0,0.0,0.00886671984452352,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-05,279.5,0.8690000000000001,-150.81928651117227,148.4380400217913,0.13178644564312167,False,False,0.0,False,False,0.0,0.0,-0.006871147639230663,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-06,271.0,0.8114,-150.77402919203564,148.66195271358228,0.15514217200115973,False,False,0.0,False,False,0.0,0.0,0.000569262732999584,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-07,257.75,0.7971,-150.7132080795658,137.6165018397781,-0.9320875402248953,False,False,0.0,False,True,0.0,0.0,-0.029229778298286352,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-08,253.5,0.7917,-150.63385834109081,134.2431743513584,-1.1894165854531178,False,False,0.0,False,False,0.0,0.0,-0.009049673289146912,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-09,253.5,0.7917,-150.53942399844948,134.31793802042756,-1.1405324511956418,False,False,0.0,False,False,0.0,0.0,0.00020060978699121992,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-10,253.5,0.7917,-150.4327464612696,134.40239462661287,-1.1091711751311373,False,False,0.0,False,False,0.0,0.0,0.0002266697503347542,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-11,267.5,0.8097,-150.33421399509032,145.77438692817537,0.3857232165795247,False,True,0.0,False,False,0.0,0.0,0.029216968050517277,0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-12,257.0,0.7768,-150.23507739678345,140.2973918781786,-0.3209009562139977,False,False,0.0,False,True,0.0,0.0,-0.014656025756746578,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-13,250.75,0.7463,-150.1344071866303,138.7046919166178,-0.5186420001386861,False,False,0.0,False,False,0.0,0.0,-0.00439007871952613,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-14,233.25,0.7457,-150.0060369499294,121.39049824643763,-2.5909554040849625,True,False,1.0,False,False,0.0,1.0,-0.0501701447865205,-0.0,1.0750621694997196,1.0750621694997196,1.646639287800213,0.0466
1990-12-15,241.5,0.7524,-149.86584286397095,128.74093982914826,-1.5069106424238046,False,False,1.0,False,False,0.0,1.0,0.020748775145413827,0.020748775145413827,1.0958109446451332,1.0958109446451332,1.646639287800213,0.0466
1990-12-16,241.5,0.7524,-149.71627157364622,128.85347726798858,-1.4222143169327555,False,False,1.0,False,False,0.0,1.0,0.0003177708423399632,0.0003177708423399632,1.0961287154874733,1.0961287154874733,1.646639287800213,0.0466
1990-12-17,241.5,0.7524,-149.5593260543131,128.97156307673484,-1.3448743256265392,False,False,1.0,False,False,0.0,1.0,0.00033354893683823765,0.00033354893683823765,1.0964622644243114,1.0964622644243114,1.646639287800213,0.0466
1990-12-18,240.75,0.7473,-149.39706987270316,129.10556968412894,-1.2724336701733132,False,False,1.0,False,False,0.0,1.0,0.00038027447617143426,0.00038027447617143426,1.096842538900483,1.096842538900483,1.646639287800213,0.0466
1990-12-19,237.75,0.7567,-149.22376715068475,124.83237539707685,-1.6576135474207958,False,False,1.0,False,False,0.0,1.0,-0.012185881978385726,-0.012185881978385726,1.0846566569220972,1.0846566569220972,1.646639287800213,0.0466
1990-12-20,242.25,0.7784,-149.0413516565479,126.23621187054312,-1.4283126940272945,False,False,1.0,False,False,0.0,1.0,0.0039184436718985435,0.0039184436718985435,1.0885751005939956,1.0885751005939956,1.646639287800213,0.0466
1990-12-21,245.0,0.7888,-148.8522213070559,127.58536783299431,-1.240335946212757,False,False,1.0,False,False,0.0,1.0,0.0037226862347806153,0.0037226862347806153,1.0922977868287764,1.0922977868287764,1.646639287800213,0.0466
1990-12-22,243.5,0.7894,-148.6553100584663,126.15149823984669,-1.2945685188244216,False,False,1.0,False,False,0.0,1.0,-0.003973605505228551,-0.003973605505228551,1.0883241813235478,1.0883241813235478,1.646639287800213,0.0466
1990-12-23,243.5,0.7894,-148.45209495884,126.3119162394917,-1.1941621111426257,False,False,1.0,False,False,0.0,1.0,0.0004447554739610442,0.0004447554739610442,1.0887689367975089,1.0887689367975089,1.646639287800213,0.0466
1990-12-24,243.5,0.7894,-148.24391502144812,126.47625348206886,-1.1029529277195302,False,False,1.0,False,False,0.0,1.0,0.0004558291767585082,0.0004558291767585082,1.0892247659742673,1.0892247659742673,1.646639287800213,0.0466
1990-12-25,254.75,0.7894,-148.04893407419308,137.88017144183198,0.011851534650425787,False,True,0.0,False,False,0.0,0.0,0.030687054574048692,0.030687054574048692,1.119911820548316,1.119911820548316,1.646639287800213,0.0466
1990-12-26,254.75,0.7894,-147.86622652478582,138.02440078133407,0.08667767351574537,False,False,0.0,False,False,0.0,0.0,0.00038826060124931745,0.0,1.119911820548316,1.119911820548316,1.646639287800213,0.0466
