Date,SI,DC,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_SI_pair,sharpe,CAGR
1990-09-17,4.75,13.09,-0.33985114767202435,0.30134847697320133,,False,False,0.0,False,False,0.0,0.0,0.00042521641542287147,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-18,4.766,13.09,-0.3395988867686196,0.3206505721987698,,False,False,0.0,False,False,0.0,0.0,0.002095468788461315,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-19,4.79,13.09,-0.33944153148632017,0.34671035284406937,,False,False,0.0,False,False,0.0,0.0,0.0028223722682983944,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-20,4.769,13.09,-0.3392947404958544,0.3276318469092665,,False,False,0.0,False,False,0.0,0.0,-0.002071416214606001,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-21,4.7780000000000005,13.09,-0.33918107116815843,0.3381197784088066,,False,False,0.0,False,False,0.0,0.0,0.0011377812737221325,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-22,4.79,13.09,-0.3391202954029034,0.3509153331759949,,False,False,0.0,False,False,0.0,0.0,0.001386438117009021,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-23,4.79,13.09,-0.339093185781588,0.35127019811901317,,False,False,0.0,False,False,0.0,0.0,3.845219771695524e-05,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-24,4.79,13.09,-0.3390871288109609,0.3513494838645217,,False,False,0.0,False,False,0.0,0.0,8.5912610267237e-06,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-25,4.915,13.09,-0.33939949087661114,0.47226066442516057,,False,False,0.0,False,False,0.0,0.0,0.012920981897943771,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-26,4.834,13.09,-0.3396945958359351,0.387397740507609,,False,False,0.0,False,False,0.0,0.0,-0.009144118188100566,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-27,4.798,13.09,-0.33988185231344664,0.348946553216984,,False,False,0.0,False,False,0.0,0.0,-0.0041582096947868205,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-28,4.771,13.09,-0.3399324599824371,0.3212840988298984,,False,False,0.0,False,False,0.0,0.0,-0.0030000332602781138,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-29,4.761,13.09,-0.3398751148463391,0.3120347466614213,,False,False,0.0,False,False,0.0,0.0,-0.0010042765541514126,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-09-30,4.761,13.09,-0.33975492810552205,0.3136079910987162,,False,False,0.0,False,False,0.0,0.0,0.0001708489859873603,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-01,4.761,12.5,-0.3400900714413112,0.5098741069836104,,False,False,0.0,False,False,0.0,0.0,0.021778004237266956,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-02,4.64,12.5,-0.34039307709904637,0.38508653626192046,,False,False,0.0,False,False,0.0,0.0,-0.014029093282403676,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-03,4.6789999999999985,12.5,-0.34076308953049156,0.4194613808688539,,False,False,0.0,False,False,0.0,0.0,0.0038456895552658873,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-04,4.69,12.5,-0.3411894420952846,0.4251319738089423,,False,False,0.0,False,False,0.0,0.0,0.0006332413748034214,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-05,4.668,12.5,-0.34158343977705363,0.39820700278682963,,False,False,0.0,False,False,0.0,0.0,-0.0030124854122833174,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-06,4.667,12.5,-0.3419436710768195,0.39270411153975626,,False,False,0.0,False,False,0.0,0.0,-0.0006154467222335722,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-07,4.667,12.5,-0.3422726676930241,0.3885916538371985,,False,False,0.0,False,False,0.0,0.0,-0.0004597283369765694,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-08,4.667,12.5,-0.3425728481923642,0.3848393975954467,,False,False,0.0,False,False,0.0,0.0,-0.00041928583120338675,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-09,4.67,12.5,-0.34285384966471383,0.384326879191077,,False,False,0.0,False,False,0.0,0.0,-5.722835095207544e-05,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-10,4.593,12.5,-0.34292610220220443,0.3064237224724442,,False,False,0.0,False,False,0.0,0.0,-0.008773296639817175,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-11,4.409,12.5,-0.3424185222096358,0.12876847237955236,,False,False,0.0,False,False,0.0,0.0,-0.020445450156113276,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-12,4.235,12.5,-0.34114762945505833,-0.029345368188228527,,False,False,0.0,False,False,0.0,0.0,-0.018603061026273526,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-13,4.306,12.5,-0.33962584998721307,0.060676875159836996,,False,False,0.0,False,False,0.0,0.0,0.010527288237602198,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-14,4.306,12.5,-0.3379979849504443,0.08102518811944659,,False,False,0.0,False,False,0.0,0.0,0.00238522717606337,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-15,4.306,12.5,-0.33635532697054993,0.10155841286812617,,False,False,0.0,False,False,0.0,0.0,0.0024127096741638687,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-16,4.132,12.5,-0.3343266365256195,-0.04708295657024397,,False,False,0.0,False,False,0.0,0.0,-0.017884717336489008,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-17,4.142,12.5,-0.3321497647877315,-0.009872059846643744,,False,False,0.0,False,False,0.0,0.0,0.004486553018312205,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-18,4.198,12.5,-0.33008702821996416,0.07191214725044848,,False,False,0.0,False,False,0.0,0.0,0.009825005279116299,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-19,4.198,12.5,-0.3281570558066289,0.09603680241713874,,False,False,0.0,False,False,0.0,0.0,0.002906597847773098,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-20,4.258,12.5,-0.3265146687799247,0.17656664025094138,,False,False,0.0,False,False,0.0,0.0,0.009656511942704204,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-21,4.258,12.5,-0.3250978902958247,0.1942763713021911,,False,False,0.0,False,False,0.0,0.0,0.0021281325650105696,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-22,4.258,12.5,-0.32386210313026387,0.20972371087170139,,False,False,0.0,False,False,0.0,0.0,0.0018597189681408245,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-23,4.194,12.5,-0.32261720970579894,0.16128487867751318,,False,False,0.0,False,False,0.0,0.0,-0.0058879919238532495,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-24,4.2189999999999985,12.5,-0.321466607551631,0.20066740560461138,,False,False,0.0,False,False,0.0,0.0,0.0047809805511427024,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-25,4.223,12.5,-0.3204187617011441,0.21776547873569907,,False,False,0.0,False,False,0.0,0.0,0.0020779759117099763,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-26,4.204,12.5,-0.3194190999092792,0.21126125113400995,,False,False,0.0,False,False,0.0,0.0,-0.0007935140793146506,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-27,4.05,12.5,-0.31810070379397737,0.07374120257528283,,False,False,0.0,False,False,0.0,0.0,-0.017133767055063243,-0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-28,4.05,12.5,-0.3166287204532926,0.09214099433384249,,False,False,0.0,False,False,0.0,0.0,0.0022977167487015487,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-29,4.05,12.5,-0.3151085611071178,0.11114298616102714,,False,False,0.0,False,False,0.0,0.0,0.0023785620138485138,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-30,4.127,12.5,-0.3137955072093914,0.2045561598826069,,False,False,0.0,False,False,0.0,0.0,0.011604922722240823,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-10-31,4.217,12.5,-0.3128708257763415,0.30611467779573065,,False,False,0.0,False,False,0.0,0.0,0.01249507268953215,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-11-01,4.1530000000000005,10.48,-0.31360391259000486,0.8664309960567493,,False,False,0.0,False,False,0.0,0.0,0.07531569610605533,0.0,1.0,1.0,1.8158425734557542,0.0518
1990-11-02,4.23,10.48,-0.3155127554562501,0.9234263228184991,,False,False,0.0,False,False,0.0,0.0,0.007562498451294206,0.0,1.0,1.0,1.8158425734557542,0.0518
