Date,HG,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_HG_pair,sharpe,CAGR
1990-08-29,1.29,76.65,-0.016732009244487207,0.007491491410055451,-0.0984008669722243,False,False,0.0,False,True,0.0,0.0,-0.003468700452030898,-0.0,1.0,1.0,1.3417122057418218,0.0327
1990-08-30,1.297,76.07,-0.01673975370499753,0.023606935660837935,1.6017289576166254,False,True,0.0,False,False,0.0,0.0,0.006269641975915347,0.0,1.0,1.0,1.3417122057418218,0.0327
1990-08-31,1.296,76.2,-0.016745240491409807,0.020012674554572785,0.6862868018856286,False,False,0.0,False,False,0.0,0.0,-0.0013974645484081778,-0.0,1.0,1.0,1.3417122057418218,0.0327
1990-09-01,1.3,76.32,-0.0167522557718202,0.02146783949468256,0.780815494757454,False,False,0.0,False,False,0.0,0.0,0.0005643384877637541,0.0,1.0,1.0,1.3417122057418218,0.0327
1990-09-02,1.3,76.32,-0.01675870103820487,0.020975936764204395,0.5456793717557329,False,False,0.0,False,False,0.0,0.0,-0.00019073212130521817,-0.0,1.0,1.0,1.3417122057418218,0.0327
1990-09-03,1.3,76.32,-0.016764410032557287,0.020540226315227894,0.3532305022279209,False,False,0.0,False,False,0.0,0.0,-0.0001689153881838157,-0.0,1.0,1.0,1.3417122057418218,0.0327
1990-09-04,1.3,76.32,-0.016769458444409753,0.020154931522647912,0.1844190230129559,False,False,0.0,False,False,0.0,0.0,-0.00014934803538701902,-0.0,1.0,1.0,1.3417122057418218,0.0327
1990-09-05,1.281,77.02,-0.016738662223288528,-0.008211764437682456,-2.2543514935346067,True,False,1.0,False,True,0.0,1.0,-0.011036715477230922,-0.0,1.0,1.0,1.3417122057418218,0.0327
1990-09-06,1.262,77.27,-0.016680180622633094,-0.026877556710859007,-1.886894601771372,False,False,1.0,False,False,0.0,1.0,-0.007317400329181034,-0.007317400329181034,0.992682599670819,0.992682599670819,1.3417122057418218,0.0327
1990-09-07,1.2819999999999998,77.82,-0.016636147132712727,-0.01262496986770456,-0.8666003159750764,False,False,1.0,False,False,0.0,1.0,0.0055314944975815555,0.0055314944975815555,0.9982140941684006,0.9982140941684006,1.3417122057418218,0.0327
1990-09-08,1.355,77.97,-0.01667682202532574,0.054708186685352045,1.6328188248258895,False,True,0.0,False,False,0.0,0.0,0.025358100460153733,0.025358100460153733,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-09,1.355,77.97,-0.01672379529164243,0.051045681110639896,1.1697927381857653,False,False,0.0,False,False,0.0,0.0,-0.001377423278276541,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-10,1.355,77.97,-0.016767218607298268,0.04765996518895399,0.871281553854921,False,False,0.0,False,False,0.0,0.0,-0.0012717067983114335,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-11,1.338,78.55,-0.01677690100269227,0.02017442623852239,0.06435863359723087,False,False,0.0,False,False,0.0,0.0,-0.010349150645275059,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-12,1.348,78.95,-0.01678533888494018,0.02279749503397288,0.012031972775871964,False,False,0.0,False,False,0.0,0.0,0.0009812458242791544,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-13,1.359,78.85,-0.016806683511030308,0.0337930051552604,0.11508033908153666,False,False,0.0,False,False,0.0,0.0,0.004096371905149411,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-14,1.328,78.7,-0.01679670594486075,0.006099242139459005,-1.5144511183480944,False,False,0.0,False,True,0.0,0.0,-0.010450867993320852,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-15,1.3330000000000002,78.62,-0.016790842016546893,0.012904000659083481,-0.8719919701930695,False,False,0.0,False,False,0.0,0.0,0.0025648369004796345,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-16,1.3330000000000002,78.62,-0.01678596695523828,0.013287277979166623,-0.6403432341764942,False,False,0.0,False,False,0.0,0.0,0.00014448504615726412,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-17,1.3330000000000002,78.62,-0.016781630036094602,0.013628246562242596,-0.43377551985351276,False,False,0.0,False,False,0.0,0.0,0.00012855233533310014,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-18,1.335,79.37,-0.016766354599748703,0.004254435417945457,-1.0841158639652537,False,False,0.0,False,False,0.0,0.0,-0.0035163937882296734,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-19,1.3,79.47,-0.016711838195029187,-0.028089781358969335,-1.9424930511334126,False,False,0.0,False,False,0.0,0.0,-0.012307120177678934,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-20,1.27,79.67,-0.016621942250890653,-0.05427013912845835,-1.8840816609380135,False,False,0.0,False,False,0.0,0.0,-0.010091608184752986,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-21,1.255,79.4,-0.01652462184663125,-0.057054974622521515,-1.347084802740942,False,False,0.0,False,False,0.0,0.0,-0.0010848367181823474,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-22,1.288,79.57,-0.016467061427823584,-0.02228407781192243,-0.12087222426508393,False,False,0.0,False,False,0.0,0.0,0.013382253737197392,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-23,1.288,79.57,-0.016418973567965248,-0.018457726802994623,0.1771157680634652,False,True,0.0,False,False,0.0,0.0,0.001474817249631123,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-24,1.288,79.57,-0.01637609509675569,-0.01504588684885011,0.5600294334627985,False,False,0.0,False,False,0.0,0.0,0.0013167809846447325,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-25,1.284,79.25,-0.016338789387087216,-0.010849058926661881,0.992194526640334,False,False,0.0,False,False,0.0,0.0,0.0016274034758494097,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-26,1.2919999999999998,78.55,-0.01632589329720092,0.009601081504867492,1.4085833347884464,False,False,0.0,False,False,0.0,0.0,0.007943656394745351,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-27,1.338,78.47,-0.01636703216913423,0.053678985688037084,1.8388829515325564,False,False,0.0,False,False,0.0,0.0,0.016808736971028172,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-28,1.276,79.0,-0.01633581842654635,-0.01452965569716147,-0.4462427930394011,False,False,0.0,False,True,0.0,0.0,-0.02657621400703069,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-29,1.266,79.05,-0.016287639733717992,-0.021537920950407186,-0.7137832425768144,False,False,0.0,False,False,0.0,0.0,-0.002744531497161904,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-09-30,1.266,79.05,-0.016241619551970083,-0.017900025583235113,-0.5819288809106713,False,False,0.0,False,False,0.0,0.0,0.001426681568168533,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-01,1.266,79.05,-0.016199717826454366,-0.014587694181217525,-0.4608900427596117,False,False,0.0,False,False,0.0,0.0,0.0013006940265933285,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-02,1.257,80.17,-0.01613312726915307,-0.03639281316800158,-1.0282627736385972,False,False,0.0,False,False,0.0,0.0,-0.008549710018865118,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-03,1.266,79.92,-0.016083276003206776,-0.01937541817628552,-0.3191511154230765,False,False,0.0,False,False,0.0,0.0,0.006669890628592807,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-04,1.3,79.92,-0.016075445258531017,0.015250414938201118,1.9894834797586642,False,True,0.0,False,False,0.0,0.0,0.013396204148595992,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-05,1.296,79.75,-0.01607162203123262,0.014288143009198562,1.3407988667538724,False,False,0.0,False,False,0.0,0.0,-0.00037330469128768484,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-06,1.311,79.77,-0.016084043514348813,0.02797584886039517,1.3765255845975042,False,False,0.0,False,False,0.0,0.0,0.005276630075006563,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-07,1.311,79.77,-0.01609721598951893,0.026925080516075006,0.9862378866133448,False,False,0.0,False,False,0.0,0.0,-0.00040490867390029976,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-08,1.311,79.77,-0.016109357167578574,0.025956578742257097,0.7127709618087938,False,False,0.0,False,False,0.0,0.0,-0.00037306840320439825,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-09,1.305,79.52,-0.016118283661020198,0.02327408327567393,0.4164863846379884,False,False,0.0,False,False,0.0,0.0,-0.0010370234624548543,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-10,1.29,79.57,-0.0161094686225548,0.008169581703314721,-1.5779071454093994,False,False,0.0,False,True,0.0,0.0,-0.005873055029173684,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-11,1.3,79.2,-0.01611622742318128,0.023594788084042806,0.2892212472584891,False,True,0.0,False,False,0.0,0.0,0.00598710416722727,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-12,1.266,78.52,-0.016099882121364806,0.0018372558304353692,-1.7275105082132258,False,False,0.0,False,True,0.0,0.0,-0.008599261965952537,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-13,1.248,79.0,-0.016055217130187118,-0.020362153284782414,-1.8919229662299484,False,False,0.0,False,False,0.0,0.0,-0.008822024717801193,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-14,1.248,79.0,-0.016011120584314607,-0.016878526160853946,-1.209331021916172,False,False,0.0,False,False,0.0,0.0,0.0013863094008172022,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-15,1.248,79.0,-0.01597075070204306,-0.01368930546140179,-0.7864762742030059,False,False,0.0,False,False,0.0,0.0,0.0012707631548303639,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-16,1.264,78.97,-0.015951520517326102,0.004308424746757744,0.38907882636562857,False,True,0.0,False,False,0.0,0.0,0.007131509406553983,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-17,1.255,78.87,-0.015928425972323933,-0.001274956437188779,0.12684958073576028,False,False,0.0,False,False,0.0,0.0,-0.002223325315149008,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-18,1.232,79.02,-0.01588004585067566,-0.02284122312039072,-1.1595138143288988,False,False,0.0,False,True,0.0,0.0,-0.008672152641953328,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-19,1.24,79.3,-0.01583664263517872,-0.015845760969672495,-0.3451076401293844,False,False,0.0,False,False,0.0,0.0,0.0028028423310903577,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-20,1.267,79.3,-0.015825893201475313,0.01200666912300763,1.5380119147499862,False,True,0.0,False,False,0.0,0.0,0.011043815918020205,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-21,1.267,79.3,-0.015819669945024307,0.01250017335957243,1.1382486488204728,False,False,0.0,False,False,0.0,0.0,0.0001957185288496854,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-22,1.267,79.3,-0.015814470224319036,0.012912511211500277,0.873744325614966,False,False,0.0,False,False,0.0,0.0,0.00016355555043668637,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-23,1.27,76.75,-0.01585557113720818,0.053084915219272055,1.8482721961208464,False,False,0.0,False,False,0.0,0.0,0.01615350851889412,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-24,1.3219999999999998,77.32,-0.01594401771169046,0.08920855053209342,1.7660907327717448,False,False,0.0,False,False,0.0,0.0,0.01413956325881118,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-25,1.29,77.62,-0.01599167335992128,0.04872631380291015,0.5222507503611058,False,False,0.0,False,False,0.0,0.0,-0.015992832758437346,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-26,1.28,77.87,-0.01601604208367266,0.03283080294440999,-0.15654192578969464,False,False,0.0,False,True,0.0,0.0,-0.006289848292318556,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-27,1.272,77.87,-0.016027317234213193,0.023952806971818674,-0.5529649004015922,False,False,0.0,False,False,0.0,0.0,-0.0035229482992035505,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-28,1.272,77.87,-0.01603619641261434,0.02326138534972122,-0.6711786284217854,False,False,0.0,False,False,0.0,0.0,-0.0002742932639183538,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-29,1.272,77.87,-0.01604407723188693,0.022647705952964614,-0.7959103313273523,False,False,0.0,False,False,0.0,0.0,-0.00024339295948666727,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-30,1.197,77.32,-0.015980859976346216,-0.03864009337108931,-1.7722458120488023,False,False,0.0,False,False,0.0,0.0,-0.025193944427316775,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-10-31,1.175,77.05,-0.015895912394133637,-0.049780049967996565,-1.5631628491333371,False,False,0.0,False,False,0.0,0.0,-0.004642074008847525,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-01,1.173,77.45,-0.01580650307686545,-0.051213663303229184,-1.1792382799244212,False,False,0.0,False,False,0.0,0.0,-0.0005980331904404296,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-02,1.147,77.0,-0.015703737426389457,-0.062187781831988254,-1.0833312599255418,False,False,0.0,False,False,0.0,0.0,-0.004657573820464534,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-03,1.164,77.1,-0.015624260024202651,-0.04063044786602443,-0.35160470457932597,False,False,0.0,False,False,0.0,0.0,0.009101180804876303,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-04,1.164,77.1,-0.015553907422112967,-0.035206262244909636,0.04432255866645613,False,True,0.0,False,False,0.0,0.0,0.0022952654229860298,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-05,1.164,77.1,-0.015490335931142414,-0.030304900291080017,1.248657837824563,False,False,0.0,False,False,0.0,0.0,0.0020783410801651033,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-06,1.142,77.2,-0.015407560682988134,-0.04746368472668405,-0.20542440661879308,False,False,0.0,False,True,0.0,0.0,-0.007359661893089084,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-07,1.15,77.57,-0.015331867428188787,-0.039292956404604285,0.41543777098397,False,True,0.0,False,False,0.0,0.0,0.003492819614452154,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-08,1.155,77.6,-0.015268111613813536,-0.029805461231930286,0.9638555730646607,False,False,0.0,False,False,0.0,0.0,0.004054822219142416,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-09,1.147,77.35,-0.015206518348951127,-0.029224194291369576,0.9885206128219742,False,False,0.0,False,False,0.0,0.0,0.0002501983846367474,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-10,1.159,78.3,-0.015147683058778057,-0.027063583502321853,0.9676769549666898,False,False,0.0,False,False,0.0,0.0,0.0009213442246290309,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-11,1.159,78.3,-0.015094124857019435,-0.02286997630462162,1.1327890920301538,False,False,0.0,False,False,0.0,0.0,0.0017914737854515127,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-12,1.159,78.3,-0.01504567857554091,-0.01907663246485325,1.1936649743482237,False,False,0.0,False,False,0.0,0.0,0.001623114872261433,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-13,1.151,78.65,-0.014987744783399289,-0.02778612721435403,0.013942726592249976,False,False,0.0,False,False,0.0,0.0,-0.003738323723265717,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-14,1.17,78.9,-0.014949915125449695,-0.009548303397981073,1.9332678865294532,False,False,0.0,False,False,0.0,0.0,0.007762268087869025,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-15,1.162,79.12,-0.01490556745930325,-0.01732849738007336,0.6412593953225413,False,False,0.0,False,False,0.0,0.0,-0.0033229826531382756,-0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-16,1.19,78.97,-0.014896438475413986,0.013628253596557505,2.042645851054452,False,False,0.0,True,False,-1.0,-1.0,0.013081947510436957,0.0,1.0235721946285543,1.0235721946285543,1.3417122057418218,0.0327
1990-11-17,1.193,79.05,-0.01489399207419678,0.015629926534744598,1.4449270178885707,False,False,0.0,False,False,-1.0,-1.0,0.0008444558765715592,-0.0008444558765715592,1.0227277387519826,1.0227277387519826,1.3417122057418218,0.0327
1990-11-18,1.193,79.05,-0.014892508182518437,0.01574722817191776,1.0643165232690202,False,False,0.0,False,False,-1.0,-1.0,4.94890834291448e-05,-4.94890834291448e-05,1.0226782496685536,1.0226782496685536,1.3417122057418218,0.0327
1990-11-19,1.193,79.05,-0.014891258564404068,0.015846010483858475,0.8022094391761558,False,False,0.0,False,False,-1.0,-1.0,4.167759241705684e-05,-4.167759241705684e-05,1.0226365720761366,1.0226365720761366,1.3417122057418218,0.0327
1990-11-20,1.181,79.32,-0.01487314262605904,0.001262326900997035,-0.27304577325411866,False,False,0.0,False,True,0.0,0.0,-0.006177595990035204,0.006177595990035204,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-21,1.19,79.12,-0.014867364175780813,0.013694146412221997,0.42892720071925833,False,True,0.0,False,False,0.0,0.0,0.00525368244023735,0.0,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-22,1.179,79.15,-0.014851328976088877,0.0035173115425652934,-1.2576755386171206,False,False,0.0,False,True,0.0,0.0,-0.004322323081646511,-0.0,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-23,1.179,79.15,-0.0148354966277317,0.004770441915035839,-0.8073094260898737,False,False,0.0,False,False,0.0,0.0,0.000532515142080032,0.0,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-24,1.18,79.35,-0.014818942364906319,0.0041169233446836095,-0.6754379534280739,False,False,0.0,False,False,0.0,0.0,-0.0002773985588792632,-0.0,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-25,1.18,79.35,-0.01480370820899413,0.00532575361631582,-0.29015114472654857,False,False,0.0,False,False,0.0,0.0,0.0005133747368616852,0.0,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-26,1.18,79.35,-0.014789909148891256,0.0064207090354788665,0.21261035059265612,False,True,0.0,False,False,0.0,0.0,0.00046522988342335487,0.0,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-27,1.178,79.75,-0.014769076168810394,0.00016617553737097168,-1.2716521559152203,False,False,0.0,False,True,0.0,0.0,-0.0026549128521552528,-0.0,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-28,1.123,79.1,-0.014701262320590904,-0.0398698495587404,-2.252084718219626,True,False,1.0,False,False,0.0,1.0,-0.017514568952313642,-0.0,1.0288141680661718,1.0288141680661718,1.3417122057418218,0.0327
1990-11-29,1.123,78.75,-0.014639303099564916,-0.02984511909073717,-1.1809089457991204,False,False,1.0,False,False,0.0,1.0,0.0044048386174927335,0.0044048386174927335,1.0332190066836644,1.0332190066836644,1.3417122057418218,0.0327
1990-11-30,1.112,79.12,-0.014565818364277205,-0.04044754898161251,-1.2203479592798545,False,False,1.0,False,False,0.0,1.0,-0.004682126506150942,-0.004682126506150942,1.0285368801775134,1.0285368801775134,1.3417122057418218,0.0327
1990-12-01,1.111,78.55,-0.014504886315599756,-0.028358820090360837,-0.48420111467213167,False,False,1.0,False,False,0.0,1.0,0.005371911707292202,0.005371911707292202,1.0339087918848058,1.0339087918848058,1.3417122057418218,0.0327
1990-12-02,1.111,78.55,-0.014450390592211659,-0.024078181018225786,-0.09653572103282988,False,False,1.0,False,False,0.0,1.0,0.001905828171214631,0.001905828171214631,1.0358146200560203,1.0358146200560203,1.3417122057418218,0.0327
1990-12-03,1.111,78.55,-0.014401121818839936,-0.020208118869877056,0.4262183630519237,False,True,0.0,False,False,0.0,0.0,0.001726004876968926,0.001726004876968926,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-04,1.125,78.7,-0.014369042522214699,-0.005843646498296939,1.7643477719550815,False,False,0.0,False,False,0.0,0.0,0.00636767197668057,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-05,1.129,78.6,-0.014347299022396467,0.0013022968396376733,1.5512734845193699,False,False,0.0,False,False,0.0,0.0,0.0031665487707667585,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-06,1.118,79.07,-0.014309758683803141,-0.0134726191283141,0.37325483057707093,False,False,0.0,False,False,0.0,0.0,-0.006568168842027138,-0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-07,1.133,79.27,-0.014286439342259866,0.0005139533390605688,1.12574057748845,False,False,0.0,False,False,0.0,0.0,0.0061737623535528885,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-08,1.101,79.92,-0.014223080986285825,-0.03570863242396305,-1.5920889526081514,False,False,0.0,False,True,0.0,0.0,-0.01618735577910609,-0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-09,1.101,79.92,-0.014160669441181585,-0.03072070173923236,-1.0781980481866051,False,False,0.0,False,False,0.0,0.0,0.0022340146176121445,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-10,1.101,79.92,-0.01410367910621896,-0.026166034169019303,-0.6858931198939233,False,False,0.0,False,False,0.0,0.0,0.0020441329328097805,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-11,1.099,80.7,-0.01403848488269373,-0.03390573003338404,-0.8932052960166448,False,False,0.0,False,False,0.0,0.0,-0.0034677521367575724,-0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-12,1.097,80.72,-0.01397561593613782,-0.031111718365044894,-0.5106859545331592,False,False,0.0,False,False,0.0,0.0,0.0012556725333288503,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-13,1.111,80.85,-0.013931217488960234,-0.0153389339824348,0.7168481867254123,False,True,0.0,False,False,0.0,0.0,0.007049796587830678,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-14,1.117,80.92,-0.013897949584270302,-0.007622080359152905,1.7376966475251256,False,False,0.0,False,False,0.0,0.0,0.003442531054139822,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-15,1.112,80.97,-0.013862803702377427,-0.01047121578150012,1.0835419637052128,False,False,0.0,False,False,0.0,0.0,-0.0012750826245710835,-0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-16,1.112,80.97,-0.0138304724364191,-0.007853353176854538,0.9836438957085043,False,False,0.0,False,False,0.0,0.0,0.0011729545764820415,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-17,1.112,80.97,-0.013801220920821774,-0.005484857958939049,0.8930128330337008,False,False,0.0,False,False,0.0,0.0,0.0010623508876771706,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-18,1.119,81.1,-0.013780247026120095,0.0014219661816603502,1.2051365325437993,False,False,0.0,False,False,0.0,0.0,0.003088121244224107,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-19,1.119,80.95,-0.013764125072757939,0.004794075360244898,1.536641606568219,False,False,0.0,False,False,0.0,0.0,0.0015099857748803497,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-20,1.125,80.5,-0.013762617226544623,0.0171093132631579,1.8777371263725964,False,False,0.0,False,False,0.0,0.0,0.005515378776070115,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
1990-12-21,1.126,80.35,-0.013766020560222405,0.01990024798612966,1.4294414915143776,False,False,0.0,False,False,0.0,0.0,0.0012503629017716132,0.0,1.0375406249329893,1.0375406249329893,1.3417122057418218,0.0327
