Date,CL,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_CL_pair,sharpe,CAGR
1990-08-18,28.63,77.9,-0.3580985314675462,0.7341243986781478,,False,False,0.0,False,False,0.0,0.0,,,,,1.1143368063648929,0.0379
1990-08-19,28.63,77.9,-0.3601687540788633,0.5728540572565457,,False,False,0.0,False,False,0.0,0.0,-0.0028449190506873,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-20,28.63,77.9,-0.361185760609953,0.49362924848465894,,False,False,0.0,False,False,0.0,0.0,-0.001395629273512644,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-21,28.56,77.3,-0.36211115795711196,0.568807489915244,,False,False,0.0,False,False,0.0,0.0,0.0013293838395570267,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-22,28.41,77.8,-0.3619545979164348,0.24993228210137275,,False,False,0.0,False,False,0.0,0.0,-0.005636818562848917,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-23,31.22,78.22,-0.36705715283485424,2.508789505257699,,False,False,0.0,False,False,0.0,0.0,0.03769083261474408,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-24,31.93,76.72,-0.3738508534287904,3.2481625249432042,1.7423830510246123,False,False,0.0,False,False,0.0,0.0,0.012198492084813875,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-25,30.91,76.17,-0.3781390915382069,2.1071453975347794,0.5944952444492673,False,False,0.0,False,False,0.0,0.0,-0.019108400276702204,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-26,30.91,76.17,-0.3813619184499514,1.8616626716672044,0.2470290955950476,False,False,0.0,False,False,0.0,0.0,-0.004094221701367529,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-27,30.91,76.17,-0.38393822374569414,1.665425497290478,-0.0751083491268564,False,False,0.0,False,True,0.0,0.0,-0.003262215317770843,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-28,26.91,76.95,-0.3801545482780742,-2.342892489997812,-1.9753356266613342,False,False,0.0,False,False,0.0,0.0,-0.07136950768698641,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-29,27.88,76.65,-0.3775463116133259,-1.0589247851614338,-1.0775602501112203,False,False,0.0,False,False,0.0,0.0,0.02259753611479275,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-30,25.92,76.07,-0.373187552003602,-2.4683770809139993,-1.242856902793958,False,False,0.0,False,False,0.0,0.0,-0.025952760356889763,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-08-31,26.77,76.2,-0.370128246914739,-1.433772414903114,-0.5850742662464017,False,False,0.0,False,False,0.0,0.0,0.018819968515211616,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-01,27.32,76.32,-0.3681854728598163,-0.7799152886611758,-0.07315625161216378,False,False,0.0,False,False,0.0,0.0,0.011798233953196176,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-02,27.32,76.32,-0.3665872350207079,-0.6579377767804218,0.255848630835556,False,True,0.0,False,False,0.0,0.0,0.0022058238839418767,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-03,27.32,76.32,-0.36519617393699444,-0.5517719948714124,0.9793417215825534,False,False,0.0,False,False,0.0,0.0,0.0019235798756175942,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-04,27.32,76.32,-0.3639694297527796,-0.458146878732137,0.851191141721101,False,False,0.0,False,False,0.0,0.0,0.0016992425597423247,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-05,29.12,77.02,-0.36465566232599683,1.0342208876517276,1.6926549525843402,False,False,0.0,False,False,0.0,0.0,0.026087709835276526,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-06,29.77,77.27,-0.3661408826777266,1.4782939954920664,1.5961629760499638,False,False,0.0,False,False,0.0,0.0,0.007648295897572504,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-07,31.43,77.82,-0.3692236034452723,2.6970191798889154,1.700900572260285,False,False,0.0,False,False,0.0,0.0,0.02025706119915949,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-08,30.04,77.97,-0.3705904549173919,1.1450622300909536,0.37497539230339516,False,False,0.0,False,False,0.0,0.0,-0.026333394222914728,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-09,30.04,77.97,-0.3716263819636479,1.064290998294375,0.1319775801450974,False,False,0.0,False,False,0.0,0.0,-0.0013686395226437823,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-10,30.04,77.97,-0.372528367178479,0.9939632110939947,-0.15401198331528615,False,False,0.0,False,True,0.0,0.0,-0.0011902606947837293,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-11,31.3,78.55,-0.37448026355842473,1.884575297485739,0.6587542821691879,False,True,0.0,False,False,0.0,0.0,0.01466862977168409,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-12,30.76,78.95,-0.37562359059037903,1.1045175228895765,-0.6073136671649477,False,False,0.0,False,True,0.0,0.0,-0.01291155416811746,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-13,30.97,78.85,-0.3768389198947545,1.256251166298611,-0.3085643251340476,False,False,0.0,False,False,0.0,0.0,0.002500399964162525,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-14,31.07,78.7,-0.37812427881099725,1.3116192575745167,0.2007392863776136,False,True,0.0,False,False,0.0,0.0,0.0009102345089598686,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-15,31.76,78.62,-0.38008423587306667,1.8777773756594982,1.391669913743448,False,False,0.0,False,False,0.0,0.0,0.009184583131196572,0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-16,31.76,78.62,-0.3819507495119143,1.7310320733732958,0.7496831591351631,False,False,0.0,False,False,0.0,0.0,-0.002374943411588616,-0.0,1.0,1.0,1.1143368063648929,0.0379
1990-09-17,31.76,78.62,-0.38364411919227004,1.5978993491037308,0.19127679992025812,False,False,0.0,False,False,0.0,0.0,-0.002150003356961987,-0.0,1.0,1.0,1.1143368063648929,0.0379
