Date,Price,Open,High,Low,Vol.,Change %
1989-08-25,359.9,370.0,375.0,360.0,12.27K,-2.86%
1989-07-25,370.5,381.0,386.5,365.8,54.46K,-1.09%
1989-06-25,374.6,363.0,381.0,356.5,23.46K,3.11%
1989-05-25,363.3,378.0,379.8,363.0,29.26K,-3.86%
1989-04-25,377.9,386.0,393.0,377.5,16.19K,-1.87%
1989-03-25,385.1,383.5,396.5,381.5,19.64K,-0.62%
1989-02-25,387.5,392.3,398.0,380.0,15.87K,-1.05%
1989-01-25,391.6,410.8,410.8,389.5,24.57K,-4.49%
1988-12-25,410.0,425.0,433.5,408.2,21.87K,-3.48%
1988-11-25,424.8,411.0,425.7,411.0,37.35K,2.93%
1988-10-25,412.7,394.7,414.3,393.3,2.62K,4.64%
1988-09-25,394.4,430.0,430.0,391.8,4.16K,-8.56%
1988-08-25,431.3,436.8,437.2,422.0,13.92K,-1.10%
1988-07-25,436.1,437.9,447.0,425.9,45.13K,0.18%
1988-06-25,435.3,457.5,469.5,434.5,14.58K,-4.33%
1988-05-25,455.0,445.6,459.3,444.8,21.05K,0.89%
1988-04-25,451.0,457.3,462.0,446.0,14.65K,-0.75%
1988-03-25,454.4,429.2,460.0,427.5,35.76K,5.55%
1988-02-25,430.5,454.8,457.5,424.0,14.95K,-5.22%
1988-01-25,454.2,479.2,484.0,450.0,26.60K,-6.56%
1987-12-25,486.1,488.0,502.3,475.0,18.55K,-1.00%
1987-11-25,491.0,469.9,497.0,456.0,9.01K,4.74%
1987-10-25,468.8,453.5,491.5,452.8,6.61K,3.56%
1987-09-25,452.7,454.2,465.3,452.2,8.28K,0.47%
1987-08-25,450.6,475.0,479.0,448.0,11.76K,-2.91%
1987-07-25,464.1,446.8,464.8,445.3,27.87K,3.27%
1987-06-25,449.4,445.0,465.5,434.0,14.93K,-0.18%
1987-05-25,450.2,455.0,475.0,448.8,47.16K,-0.86%
1987-04-25,454.1,417.6,478.5,415.0,11.52K,8.64%
1987-03-25,418.0,410.4,425.0,403.9,14.53K,3.11%
1987-02-25,405.4,405.5,409.0,389.0,10.28K,0.07%
1987-01-25,405.1,401.5,424.5,397.0,16.34K,0.05%
1986-12-25,404.9,399.0,400.0,383.0,14.49K,3.58%
1986-11-25,390.9,402.9,410.9,380.3,25.78K,-3.15%
1986-10-25,403.6,425.9,443.0,399.0,6.20K,-5.19%
1986-09-25,425.7,393.1,431.5,392.0,6.12K,9.83%
