Date,minor,Equal weighting,Inverse Variance weighting,Mean-Variance weighting,Robust Mean-Variance weighting,Min-Variance weighting,Robust Min-Variance weighting,Hierarchical weighting (by LdP),Robust Hierarchical weighting (by LdP)
1992-11-30,HO_QS_pair,0.02500000037252903,0.00925576500594616,2.2543360955751268e-08,2.254330055961873e-08,0.009225047193467617,0.02523176372051239,0.01110362634062767,0.021649235859513283
1992-11-30,NG_SB_pair,0.02500000037252903,0.0010197135852649808,1.7743364111311166e-08,1.77433836512364e-08,0.005901516880840063,0.005741676315665245,0.0008673648117110133,0.0025028972886502743
1992-11-30,NG_CC_pair,0.02500000037252903,0.0009519295999780297,1.7968533327916703e-08,1.7968787346944737e-08,0.006760808173567057,0.006504621356725693,0.0007849730900488794,0.00255678896792233
1992-11-30,NG_CT_pair,0.02500000037252903,0.0014734554570168257,8.616253488469283e-09,8.616362734414906e-09,0.008273815736174583,0.008476016111671925,0.0012727697612717748,0.004114282317459583
1992-11-30,CL_PA_pair,0.02500000037252903,0.014671072363853455,2.1058580657040693e-08,2.10585042736966e-08,0.011782366782426834,0.013946635648608208,0.012370539829134941,0.021278928965330124
1992-11-30,CL_PL_pair,0.02500000037252903,0.013849519193172455,1.778466973689774e-08,1.778458624812629e-08,0.0032543379347771406,0.015834294259548187,0.011677811853587627,0.0202906783670187
1992-11-30,CL_CC_pair,0.02500000037252903,0.0048721423372626305,9.115059818043392e-09,9.115104226964377e-09,0.007546891458332539,0.008980643935501575,0.0037072445265948772,0.010842195712029934
1992-11-30,SI_KC_pair,0.02500000037252903,0.005552056711167097,1.3380779151361821e-08,1.3380915042660035e-08,0.010697033256292343,0.01724313013255596,0.0049788993783295155,0.008455508388578892
1992-11-30,SI_CC_pair,0.02500000037252903,0.002226525219157338,2.7538291647033475e-08,2.753824901446933e-08,0.0073188054375350475,0.007967973127961159,0.0016941775102168322,0.005143291782587767
1992-11-30,SI_CT_pair,0.02500000037252903,0.009533903561532497,2.0042994819391424e-08,2.0042962844968315e-08,0.008590101264417171,0.015953898429870605,0.012240265496075153,0.01466688234359026
1992-11-30,SB_CT_pair,0.02500000037252903,0.016715865582227707,1.6386458412398497e-08,1.6386401568979636e-08,0.010089258663356304,0.04373450577259064,0.008328464813530445,0.03451468423008919
1992-11-30,VIX_US500_pair,0.02500000037252903,0.0013086464023217559,1.0552762219617762e-08,1.0552948737085899e-08,0.008110183291137218,0.008412297815084457,0.0017582719447091222,0.0032337382435798645
1992-12-31,ZR_ZS_pair,0.02500000037252903,0.006859967485070229,6.444992095566704e-08,6.444985700682082e-08,0.012247549369931221,0.021753612905740738,0.009655183181166649,0.014883174560964108
1992-12-31,LE_HE_pair,0.02500000037252903,0.002247222699224949,1.0742121858697828e-08,1.0742150280407259e-08,0.007060308940708637,0.022087544202804565,0.002803250215947628,0.004997494630515575
1992-12-31,LE_FC_pair,0.02500000037252903,0.45625314116477966,7.11539058784183e-08,7.115388456213623e-08,0.6328247785568237,0.1660579890012741,0.5691433548927307,0.16222308576107025
1992-12-31,LE_DC_pair,0.02500000037252903,0.02080416865646839,6.539223562640473e-08,6.539221431012265e-08,0.00033317270572297275,0.038219280540943146,0.014207251369953156,0.04343755543231964
1992-12-31,LE_HO_pair,0.02500000037252903,0.015147000551223755,6.724589951545568e-08,6.724587109374625e-08,0.012117873877286911,0.01594747230410576,0.007121277041733265,0.01839473284780979
1992-12-31,LE_CL_pair,0.02500000037252903,0.026208866387605667,7.253907341464583e-08,7.253905920379111e-08,0.009582554921507835,0.018744364380836487,0.015969328582286835,0.02816697396337986
1992-12-31,LE_QS_pair,0.02500000037252903,0.014175692573189735,6.461912249733359e-08,6.461907986476945e-08,0.011699647642672062,0.018400590866804123,0.006664622109383345,0.031487733125686646
1992-12-31,LE_HG_pair,0.02500000037252903,0.013381949625909328,7.25370341569942e-08,7.253704126242155e-08,0.009901780635118484,0.018507396802306175,0.009138588793575764,0.020922327414155006
1992-12-31,LE_PA_pair,0.02500000037252903,0.016967719420790672,7.273223445736221e-08,7.27322202465075e-08,0.008482733741402626,0.02070954442024231,0.010720157995820045,0.024378882721066475
1992-12-31,LE_SI_pair,0.02500000037252903,0.022206999361515045,6.776726024781965e-08,6.776722472068286e-08,0.0065682558342814445,0.02346891164779663,0.0207925233989954,0.04202742502093315
1992-12-31,LE_PL_pair,0.02500000037252903,0.014656349085271358,6.577341338243059e-08,6.577338496072116e-08,0.00814367737621069,0.014138749800622463,0.01076617743819952,0.029162609949707985
1992-12-31,LE_SB_pair,0.02500000037252903,0.016161100938916206,3.996565212105452e-08,3.9965598830349336e-08,0.008410440757870674,0.03683283179998398,0.02274622954428196,0.03159478306770325
1992-12-31,LE_KC_pair,0.02500000037252903,0.006218445021659136,7.224649323234189e-08,7.22464577052051e-08,0.008738874457776546,0.019878679886460304,0.007918842136859894,0.01527443714439869
1992-12-31,LE_CC_pair,0.02500000037252903,0.008024581708014011,5.3720675907698023e-08,5.3720611958851805e-08,0.01384009700268507,0.021104078739881516,0.007700297515839338,0.017547357827425003
1992-12-31,LE_CT_pair,0.02500000037252903,0.008125953376293182,6.197380741923553e-08,6.197377189209874e-08,0.008316021412611008,0.017845993861556053,0.005133954808115959,0.01944834552705288
1992-12-31,DC_HO_pair,0.02500000037252903,0.008164777420461178,5.720718476709408e-08,5.7207127923675216e-08,0.011710208840668201,0.016042621806263924,0.009104103781282902,0.015568694099783897
1992-12-31,DC_NG_pair,0.02500000037252903,0.00086587033001706,0.9999977946281433,0.9999977946281433,0.008346459828317165,0.007451014593243599,0.0009871659567579627,0.0014166050823405385
1992-12-31,DC_CL_pair,0.02500000037252903,0.027270451188087463,6.817863607011532e-08,6.817858633212381e-08,0.01346316747367382,0.03136719390749931,0.018522022292017937,0.041153013706207275
1992-12-31,DC_QS_pair,0.02500000037252903,0.021198846399784088,7.001902702086227e-08,7.001899149372548e-08,0.008937767706811428,0.024564523249864578,0.01694485731422901,0.04564397782087326
1992-12-31,DC_GC_pair,0.02500000037252903,0.0888117328286171,6.700067700649015e-08,6.700064147935336e-08,0.01453925110399723,0.07100289314985275,0.06620123237371445,0.08332331478595734
1992-12-31,DC_HG_pair,0.02500000037252903,0.012430389411747456,6.631236004750463e-08,6.631232452036784e-08,0.008775224909186363,0.03992876410484314,0.018426403403282166,0.016124624758958817
1992-12-31,DC_PA_pair,0.02500000037252903,0.004303855821490288,2.6983066447883175e-08,2.6983041578887423e-08,0.01002644095569849,0.010619455017149448,0.0026147388853132725,0.0070138294249773026
1992-12-31,DC_SI_pair,0.02500000037252903,0.017509164288640022,5.5487081596083954e-08,5.548702830537877e-08,0.01194978691637516,0.03566395863890648,0.012861782684922218,0.025001080706715584
1992-12-31,DC_PL_pair,0.02500000037252903,0.061474766582250595,6.871698587929131e-08,6.871695745758188e-08,0.012461484409868717,0.05719558149576187,0.04582396149635315,0.05932975560426712
1992-12-31,DC_SB_pair,0.02500000037252903,0.005861996673047543,3.5530355546598e-08,3.55303058086065e-08,0.009338594041764736,0.009123642928898335,0.0025892630219459534,0.008230162784457207
1992-12-31,DC_KC_pair,0.02500000037252903,0.0037415609695017338,3.721514119092717e-08,3.7215063031226236e-08,0.010658360086381435,0.01734943874180317,0.003322289790958166,0.009964536875486374
1992-12-31,DC_CC_pair,0.02500000037252903,0.012076469138264656,6.435528376869115e-08,6.435525534698172e-08,0.010029979981482029,0.01226825825870037,0.007963824085891247,0.017370425164699554
1992-12-31,DC_CT_pair,0.02500000037252903,0.00676107918843627,5.375028067078347e-08,5.375027356535611e-08,0.010650841519236565,0.010857374407351017,0.004160282202064991,0.014687538146972656
1992-12-31,HO_QS_pair,0.02500000037252903,0.010385192930698395,6.573152688815753e-08,6.573147715016603e-08,0.010083124041557312,0.02682691439986229,0.008301188237965107,0.024495715275406837
1992-12-31,NG_SB_pair,0.02500000037252903,0.0025745779275894165,5.5121621045373104e-08,5.512167078336461e-08,0.00687435083091259,0.009318750351667404,0.001137199462391436,0.0037935806903988123
1992-12-31,NG_CC_pair,0.02500000037252903,0.0009664152166806161,2.4723565417161808e-08,2.4723608049725954e-08,0.006932449992746115,0.006549634970724583,0.0005767703987658024,0.0024570522364228964
1992-12-31,NG_CT_pair,0.02500000037252903,0.0016028893878683448,6.860826573529266e-08,6.860833678956624e-08,0.009119397029280663,0.00964789092540741,0.0009863029699772596,0.003819606499746442
1992-12-31,CL_PA_pair,0.02500000037252903,0.007932097651064396,6.578169831072955e-08,6.578163436188333e-08,0.00980769656598568,0.008520002476871014,0.004733989015221596,0.012324433773756027
1992-12-31,CL_PL_pair,0.02500000037252903,0.017475338652729988,5.7466440495090865e-08,5.7466348124535216e-08,0.0032539470121264458,0.018002569675445557,0.016769135370850563,0.023158753290772438
1992-12-31,CL_CC_pair,0.02500000037252903,0.005382559262216091,4.454606283843532e-08,4.454596336245231e-08,0.007716878317296505,0.009584326297044754,0.0045571764931082726,0.012789932079613209
1992-12-31,SI_KC_pair,0.02500000037252903,0.006524895317852497,4.3723098031023255e-08,4.3723023424036e-08,0.011041338555514812,0.018662836402654648,0.005793729331344366,0.016074931249022484
1992-12-31,SI_CC_pair,0.02500000037252903,0.0022604065015912056,7.153705183782222e-08,7.153704473239486e-08,0.007520545274019241,0.007911121472716331,0.0014906245050951838,0.0036932695657014847
1992-12-31,SI_CT_pair,0.02500000037252903,0.008977185934782028,6.787005446540206e-08,6.787006157082942e-08,0.008792967535555363,0.017924295738339424,0.008474140428006649,0.017337650060653687
1992-12-31,SB_CT_pair,0.02500000037252903,0.016970232129096985,6.095014981610802e-08,6.095010718354388e-08,0.012190061621367931,0.04307032749056816,0.016019288450479507,0.028644001111388206
1992-12-31,VIX_US500_pair,0.02500000037252903,0.0010380820604041219,1.153500139849939e-08,1.153538597975512e-08,0.007511884439736605,0.0068495734594762325,0.0011575095122680068,0.002636596327647567
1993-01-29,ZR_ZS_pair,0.02500000037252903,0.005846635904163122,1.224174752678664e-07,1.2241687841196836e-07,0.011073821224272251,0.02364576794207096,0.005865840241312981,0.015942078083753586
1993-01-29,LE_HE_pair,0.02500000037252903,0.0029907231219112873,1.1510907427236816e-07,1.1510842057305126e-07,0.009797118604183197,0.023638524115085602,0.002586452988907695,0.008861066773533821
1993-01-29,LE_FC_pair,0.02500000037252903,0.5767182111740112,1.278658885439654e-07,1.2786556169430696e-07,0.6870988011360168,0.19378259778022766,0.6779386401176453,0.15169648826122284
1993-01-29,LE_DC_pair,0.02500000037252903,0.03251583129167557,1.263354221237023e-07,1.2633502421977028e-07,0.0036993995308876038,0.037560585886240005,0.011609804816544056,0.03421216085553169
1993-01-29,LE_HO_pair,0.02500000037252903,0.009942973032593727,1.273793088785169e-07,1.2737895360714901e-07,0.01132146269083023,0.01417920459061861,0.005046498961746693,0.01809329353272915
1993-01-29,LE_CL_pair,0.02500000037252903,0.022648271173238754,1.278642969282373e-07,1.278639985002883e-07,0.008607390336692333,0.02301405556499958,0.008086583577096462,0.026854127645492554
1993-01-29,LE_QS_pair,0.02500000037252903,0.01662706583738327,1.2758044931615586e-07,1.275801082556427e-07,0.011027032509446144,0.016515308991074562,0.010745970532298088,0.03536486253142357
1993-01-29,LE_HG_pair,0.02500000037252903,0.008910249918699265,1.2784693126377533e-07,1.278466186249716e-07,0.008111790753901005,0.02472943812608719,0.010474097914993763,0.023050561547279358
1993-01-29,LE_PA_pair,0.02500000037252903,0.009231984615325928,1.2786890124516503e-07,1.2786861702807073e-07,0.010170935653150082,0.01868578791618347,0.005966574884951115,0.024584371596574783
1993-01-29,LE_SI_pair,0.02500000037252903,0.016713229939341545,1.268808773602359e-07,1.2688047945630387e-07,0.003614639164879918,0.022396761924028397,0.015521013177931309,0.03915766626596451
1993-01-29,LE_PL_pair,0.02500000037252903,0.009848895482718945,1.2687182504578232e-07,1.2687145556355972e-07,0.009779144078493118,0.014059633016586304,0.00725445244461298,0.02147345244884491
1993-01-29,LE_SB_pair,0.02500000037252903,0.013298110105097294,1.1441819225410654e-07,1.1441753855478964e-07,0.0042468588799238205,0.036713674664497375,0.014571686275303364,0.0334630161523819
1993-01-29,LE_KC_pair,0.02500000037252903,0.003171298885717988,1.2768192902967712e-07,1.276815311257451e-07,0.00854483526200056,0.013278091326355934,0.0032661594450473785,0.008054612204432487
1993-01-29,LE_CC_pair,0.02500000037252903,0.00569881172850728,1.223297090291453e-07,1.2232919743837556e-07,0.012097900733351707,0.0237282607704401,0.006871214602142572,0.015347281470894814
1993-01-29,LE_CT_pair,0.02500000037252903,0.010831084102392197,1.210712810006953e-07,1.210707125665067e-07,0.008634635247290134,0.028102869167923927,0.009366994723677635,0.02476491779088974
1993-01-29,DC_HO_pair,0.02500000037252903,0.004987758118659258,1.195164145428862e-07,1.1951587453040702e-07,0.011263787746429443,0.015637192875146866,0.004262447822839022,0.01251333486288786
1993-01-29,DC_NG_pair,0.02500000037252903,0.0007791577372699976,0.9999953508377075,0.9999953508377075,0.008396332152187824,0.007217933423817158,0.00078171695349738,0.002388713415712118
1993-01-29,DC_CL_pair,0.02500000037252903,0.024701105430722237,1.2781733005340357e-07,1.278169889928904e-07,0.004564716946333647,0.03822669759392738,0.020511941984295845,0.050798576325178146
1993-01-29,DC_QS_pair,0.02500000037252903,0.015954483300447464,1.2756638056998781e-07,1.275659968769105e-07,0.005331288557499647,0.02521260641515255,0.009967024438083172,0.03684967756271362
1993-01-29,DC_GC_pair,0.02500000037252903,0.04406382516026497,1.2528961690350116e-07,1.2528917636700498e-07,0.0012174993753433228,0.04699818417429924,0.03714179992675781,0.07300729304552078
1993-01-29,DC_HG_pair,0.02500000037252903,0.00436435779556632,1.0807621464437034e-07,1.08075433047361e-07,0.009238638915121555,0.01985672302544117,0.0034975027665495872,0.011414894834160805
1993-01-29,DC_PA_pair,0.02500000037252903,0.0032391289714723825,9.587726879090042e-08,9.587643035047222e-08,0.010239623486995697,0.010908585973083973,0.00268979137763381,0.0062594059854745865
1993-01-29,DC_SI_pair,0.02500000037252903,0.01317758858203888,1.2034657004278415e-07,1.2034603003030497e-07,0.007362291682511568,0.030031481757760048,0.009706285782158375,0.032799895852804184
1993-01-29,DC_PL_pair,0.02500000037252903,0.0462665818631649,1.2720354902739928e-07,1.2720316533432197e-07,0.00032425043173134327,0.054596271365880966,0.038998525589704514,0.07558223605155945
1993-01-29,DC_SB_pair,0.02500000037252903,0.010684061795473099,1.1609385808242223e-07,1.1609326833195155e-07,0.010206284932792187,0.020142830908298492,0.007655635010451078,0.02698611468076706
1993-01-29,DC_KC_pair,0.02500000037252903,0.00201980653218925,1.2130222160067206e-07,1.2130165316648345e-07,0.008762950077652931,0.008654676377773285,0.0012685063993558288,0.006009451113641262
1993-01-29,DC_CC_pair,0.02500000037252903,0.009088882245123386,1.2543138439014e-07,1.2543095806449855e-07,0.010149047710001469,0.011885813437402248,0.00562726566568017,0.017290687188506126
1993-01-29,DC_CT_pair,0.02500000037252903,0.004673397168517113,1.1796799981311779e-07,1.1796751664405747e-07,0.01152649987488985,0.012826633639633656,0.0023825489915907383,0.01006949320435524
1993-01-29,HO_QS_pair,0.02500000037252903,0.006711752153933048,1.2738004784296209e-07,1.2737966414988477e-07,0.008739005774259567,0.019632812589406967,0.004192940425127745,0.016225220635533333
1993-01-29,NG_SB_pair,0.02500000037252903,0.01463437732309103,1.2776635571754014e-07,1.2776601465702697e-07,0.0035420542117208242,0.03509792312979698,0.016035929322242737,0.03263910114765167
1993-01-29,NG_CC_pair,0.02500000037252903,0.0007273346418514848,9.326065963932706e-08,9.325990646402715e-08,0.007709256839007139,0.006546726915985346,0.00045031995978206396,0.0019875711295753717
1993-01-29,NG_CT_pair,0.02500000037252903,0.0016817651921883225,1.2781758584878844e-07,1.2781724478827527e-07,0.010420833714306355,0.010826095938682556,0.0013649329775944352,0.0035881653893738985
1993-01-29,CL_PA_pair,0.02500000037252903,0.006207282654941082,1.2581161001889996e-07,1.2581114106069435e-07,0.010443374514579773,0.009047851897776127,0.004673301242291927,0.011414454318583012
1993-01-29,CL_PL_pair,0.02500000037252903,0.011628651060163975,1.1252425480279271e-07,1.125235016274928e-07,0.0037597124464809895,0.01553308591246605,0.0116674043238163,0.02188750170171261
1993-01-29,CL_CC_pair,0.02500000037252903,0.0032300620805472136,9.877804529878631e-08,9.877712869865718e-08,0.00867178663611412,0.008288227021694183,0.003391014877706766,0.006708646658807993
1993-01-29,SI_KC_pair,0.02500000037252903,0.00240637781098485,1.2732287757444283e-07,1.2732246545965609e-07,0.009328939951956272,0.009817223995923996,0.001511286129243672,0.006952967029064894
1993-01-29,SI_CC_pair,0.02500000037252903,0.0017012066673487425,1.2783266356564127e-07,1.2783235092683753e-07,0.008212918415665627,0.008001584559679031,0.0017068760935217142,0.0036572867538779974
1993-01-29,SI_CT_pair,0.02500000037252903,0.008606408722698689,1.251265331347895e-07,1.2512613523085747e-07,0.008009928278625011,0.020046019926667213,0.004387641325592995,0.01739894039928913
1993-01-29,SB_CT_pair,0.02500000037252903,0.01277198176831007,1.2366015766929195e-07,1.2365967450023163e-07,0.0067029171623289585,0.03427711874246597,0.010235192254185677,0.03277786821126938
1993-01-29,VIX_US500_pair,0.02500000037252903,0.000699257361702621,2.0469149930590902e-08,2.0469142825163544e-08,0.008050297386944294,0.006659134291112423,0.0007201737025752664,0.0018725463887676597
1993-02-26,ZR_ZS_pair,0.02500000037252903,0.004958485718816519,7.152662107046126e-08,7.152524261755389e-08,0.01532299630343914,0.039565954357385635,0.005377833265811205,0.028542878106236458
1993-02-26,LE_HE_pair,0.02500000037252903,0.0016334867104887962,5.2058581445635355e-08,5.205743747183078e-08,0.013574647717177868,0.026864485815167427,0.001607762067578733,0.009927191771566868
1993-02-26,LE_FC_pair,0.02500000037252903,0.8119137287139893,7.516591438161413e-08,7.516448619071525e-08,0.6143943071365356,0.18866455554962158,0.8663809895515442,0.18227681517601013
1993-02-26,LE_DC_pair,0.02500000037252903,0.017685217782855034,7.214236319441625e-08,7.214097053065416e-08,0.0013589045265689492,0.06357839703559875,0.011529939249157906,0.08438712358474731
1993-02-26,LE_HO_pair,0.02500000037252903,0.006205747835338116,6.982053690762768e-08,6.981913003301088e-08,0.011758603155612946,0.016256872564554214,0.004115770570933819,0.022790921851992607
1993-02-26,LE_CL_pair,0.02500000037252903,0.014494473114609718,7.460104001211221e-08,7.459959761035861e-08,0.013132716529071331,0.023479299619793892,0.009613011963665485,0.05679268389940262
1993-02-26,LE_QS_pair,0.02500000037252903,0.007007819600403309,7.284263148221726e-08,7.284119618589102e-08,0.0146538270637393,0.023341884836554527,0.004568771924823523,0.025064105167984962
1993-02-26,LE_HG_pair,0.02500000037252903,0.00463754590600729,7.341825636331123e-08,7.341682817241235e-08,0.016701163724064827,0.027330519631505013,0.004010030999779701,0.026168661192059517
1993-02-26,LE_PA_pair,0.02500000037252903,0.002717310795560479,7.294759285514374e-08,7.294619308595429e-08,0.00902587454766035,0.012647618539631367,0.0016931494465097785,0.00916968286037445
1993-02-26,LE_SI_pair,0.02500000037252903,0.009773382917046547,7.18190165116539e-08,7.181762384789181e-08,0.008190564811229706,0.025954557582736015,0.00961946789175272,0.03953198716044426
1993-02-26,LE_PL_pair,0.02500000037252903,0.0050083487294614315,6.824977560881962e-08,6.82484539993311e-08,0.0105720404535532,0.01577703095972538,0.0053285351023077965,0.019339924678206444
1993-02-26,LE_SB_pair,0.02500000037252903,0.005641077179461718,5.820919923849033e-08,5.820798421041218e-08,0.011846479028463364,0.028034847229719162,0.003392262617126107,0.03959668055176735
1993-02-26,LE_KC_pair,0.02500000037252903,0.0015737854409962893,6.978476818630952e-08,6.978345368224836e-08,0.007917875424027443,0.013540265150368214,0.0011409684084355831,0.012085369788110256
1993-02-26,LE_CC_pair,0.02500000037252903,0.0033600518945604563,6.447520206620538e-08,6.447386624586215e-08,0.012167139910161495,0.02601655386388302,0.0019155979389324784,0.014759117737412453
1993-02-26,LE_CT_pair,0.02500000037252903,0.009111782535910606,6.269029739769394e-08,6.268901131534221e-08,0.015024327673017979,0.034977056086063385,0.008505751378834248,0.04274999722838402
1993-02-26,DC_HO_pair,0.02500000037252903,0.002461126307025552,4.326351898953362e-08,4.326239633201112e-08,0.010082574561238289,0.015227816998958588,0.0017842758679762483,0.010580847039818764
1993-02-26,DC_NG_pair,0.02500000037252903,0.0006668244022876024,2.5114859454333782e-06,2.511541197236511e-06,0.007912092842161655,0.011130327358841896,0.0006443083984777331,0.00540511030703783
1993-02-26,DC_CL_pair,0.02500000037252903,0.006432443391531706,6.812581432313891e-08,6.812447139736832e-08,0.010759481228888035,0.023367201909422874,0.003557052230462432,0.025597603991627693
1993-02-26,DC_QS_pair,0.02500000037252903,0.006269511301070452,6.669446861451434e-08,6.669312568874375e-08,0.010177236050367355,0.018970949575304985,0.0036457963287830353,0.023527387529611588
1993-02-26,DC_GC_pair,0.02500000037252903,0.010823136195540428,7.133462531783152e-08,7.133321844321472e-08,0.011762508191168308,0.0363134890794754,0.0059850444085896015,0.037590689957141876
1993-02-26,DC_HG_pair,0.02500000037252903,0.0023939022794365883,4.322723867744571e-08,4.322627233932508e-08,0.011709999293088913,0.023655375465750694,0.0025120789650827646,0.015135115943849087
1993-02-26,DC_PA_pair,0.02500000037252903,0.0015430209459736943,1.1783475528659437e-08,1.1783431119738452e-08,0.007226570509374142,0.009632192552089691,0.0008411702001467347,0.005661131348460913
1993-02-26,DC_SI_pair,0.02500000037252903,0.00674692215397954,6.109999617365247e-08,6.10987669347196e-08,0.013101489283144474,0.03057229332625866,0.007199539802968502,0.024565251544117928
1993-02-26,DC_PL_pair,0.02500000037252903,0.014419753104448318,6.884567227416483e-08,6.884432224296688e-08,0.010165214538574219,0.04428040236234665,0.010294374078512192,0.0779009759426117
1993-02-26,DC_SB_pair,0.02500000037252903,0.003584484104067087,5.7843188017159264e-08,5.7842001410790544e-08,0.009286763146519661,0.014699087478220463,0.001732227043248713,0.011063510552048683
1993-02-26,DC_KC_pair,0.02500000037252903,0.0009614714072085917,3.33039587019357e-08,3.330336539875134e-08,0.006656886078417301,0.010744964703917503,0.0005902209086343646,0.007317005656659603
1993-02-26,DC_CC_pair,0.02500000037252903,0.00498536042869091,6.725871770640879e-08,6.725740320234763e-08,0.008923271670937538,0.014178408309817314,0.002468658145517111,0.016208503395318985
