Date,value
1980-02-29,340.8464866038357
1980-03-31,334.10334608363047
1980-04-30,320.5495353702827
1980-05-31,305.0188692624573
1980-06-30,259.57349858805696
1980-07-31,240.12746666100878
1980-08-31,219.97358354503422
1980-09-30,236.8816394020032
1980-10-31,235.6509103473403
1980-11-30,189.91645391361126
1980-12-31,223.93055792705792
1981-01-31,183.2567011795761
1981-02-28,191.11805506998502
1981-03-31,198.16382935998078
1981-04-30,159.9916177560412
1981-05-31,132.82171138831066
1981-06-30,59.175287642168634
1981-07-31,203.5523000893274
1981-08-31,125.51475789759898
1981-09-30,229.1870710632086
1981-10-31,165.57407756167962
1981-11-30,190.94834606157272
1981-12-31,198.1556731613732
1982-01-31,198.5174380475988
1982-02-28,199.8255126868588
1982-03-31,123.14072034013127
1982-04-30,152.29793135269455
1982-05-31,84.03731326673484
1982-06-30,94.27800566192658
1982-07-31,56.620162054345585
1982-08-31,60.79769395545757
1982-09-30,89.98181665951257
1982-10-31,62.0483051076603
1982-11-30,78.5665111466014
1982-12-31,95.89205595427278
1983-01-31,130.49088326947924
1983-02-28,115.00305140737292
1983-03-31,131.9315516265076
1983-04-30,165.02176123812453
1983-05-31,221.80763326048242
1983-06-30,202.60903005268975
1983-07-31,258.62981382530774
1983-08-31,208.60140225952128
1983-09-30,240.18425883125323
1983-10-31,204.6136283405886
1983-11-30,262.5781355893273
1983-12-31,286.21452171273825
1984-01-31,279.2245809633703
1984-02-29,274.4838669543844
1984-03-31,297.2203227721002
1984-04-30,283.9665655514189
1984-05-31,294.2240479438793
1984-06-30,248.3567019631697
1984-07-31,203.9151508680165
1984-08-31,279.2589334558014
1984-09-30,199.3545344608424
1984-10-31,264.85582543295095
1984-11-30,224.78444687655875
1984-12-31,204.61147536175991
1985-01-31,256.01834791139146
1985-02-28,212.5684018224981
1985-03-31,276.5283183659221
1985-04-30,237.65524910536482
1985-05-31,220.2624663573677
1985-06-30,191.13414200517732
1985-07-31,226.84696713877966
1985-08-31,227.3153510344408
1985-09-30,261.8308760843746
1985-10-31,259.8416012914786
1985-11-30,272.84000272923475
1985-12-31,326.92141258239553
1986-01-31,303.08191290786266
1986-02-28,314.1691615019166
1986-03-31,309.1185360297902
1986-04-30,276.8971971414029
1986-05-31,253.9906274459218
1986-06-30,229.2736337164272
1986-07-31,267.73193192658294
1986-08-31,278.29460645848957
1986-09-30,287.4227042951322
1986-10-31,261.06212915667226
1986-11-30,240.92531972814086
1986-12-31,239.65932157305056
1987-01-31,226.85642062776986
1987-02-28,242.69588880947282
1987-03-31,209.4206128159208
1987-04-30,237.47034333156816
1987-05-31,229.4545079182879
1987-06-30,234.39665299123777
1987-07-31,217.4924326919464
1987-08-31,242.24317094855687
1987-09-30,214.4767932464339
1987-10-31,244.92659635762172
1987-11-30,245.74186268440147
1987-12-31,255.14818587581965
1988-01-31,252.8239001970443
1988-02-29,217.86571757986817
1988-03-31,228.3887923075949
1988-04-30,211.67974856595904
1988-05-31,237.93861366514614
1988-06-30,237.26108076722295
1988-07-31,209.79717271912313
1988-08-31,155.3154158094387
1988-09-30,147.9193561614785
1988-10-31,170.64803768436886
1988-11-30,192.601042985852
1988-12-31,242.20770481961256
1989-01-31,208.10529757275808
1989-02-28,252.3611553063796
1989-03-31,214.1378054379251
1989-04-30,193.7952842838364
1989-05-31,153.57387421674693
1989-06-30,172.5616259891333
1989-07-31,130.19078946985337
1989-08-31,123.80769942215439
1989-09-30,90.41354515685008
1989-10-31,62.78972895049401
1989-11-30,50.236828547396584
1989-12-31,47.10385419540948
1990-01-31,67.20830330971998
1990-02-28,112.12114405238638
1990-03-31,143.01667652636604
1990-04-30,171.36713405984472
1990-05-31,199.98125635574334
1990-06-30,141.94468683398364
1990-07-31,174.51067726327418
1990-08-31,167.97894111849095
1990-09-30,166.5660635696974
1990-10-31,131.59280324148895
1990-11-30,154.44152261488333
1990-12-31,125.55166097221544
1991-01-31,121.2435121141876
1991-02-28,123.40060579553827
1991-03-31,128.34725048038908
1991-04-30,84.36986517431939
1991-05-31,102.5305476579962
1991-06-30,49.49298321668817
1991-07-31,108.01641549776635
1991-08-31,90.34209173762194
1991-09-30,156.78176321089296
1991-10-31,132.86125496622842
1991-11-30,145.87402101564743
1991-12-31,153.00117055094321
1992-01-31,125.0948119726818
1992-02-29,106.43264322944358
1992-03-31,78.28171690439277
1992-04-30,42.056340098701924
1992-05-31,39.98252939391339
1992-06-30,35.12607585238207
1992-07-31,65.0
1992-08-31,66.0479009816518
1992-09-30,62.51859589661068
1992-10-31,71.74198089248017
1992-11-30,85.28829184117977
1992-12-31,82.07619115114333
1993-01-31,42.58795938360514
1993-02-28,61.05201550467517
1993-03-31,62.904351796764445
1993-04-30,75.0251474612444
1993-05-31,64.4002609227104
1993-06-30,53.6964432797034
1993-07-31,102.1382700073123
1993-08-31,104.7481779299096
1993-09-30,159.19370537817247
1993-10-31,158.3956266297377
1993-11-30,194.70576721582123
1993-12-31,160.31171018743925
1994-01-31,162.55883971898288
1994-02-28,172.7130821731527
1994-03-31,192.93420434766236
1994-04-30,193.30970330170732
1994-05-31,307.6991089437561
1994-06-30,312.96036998797933
1994-07-31,388.84116099633195
1994-08-31,338.6462340430771
1994-09-30,372.0272288930242
1994-10-31,344.16344116082877
1994-11-30,312.8111088847554
1994-12-31,344.893984092002
1995-01-31,338.7435178156792
1995-02-28,377.7059941477678
1995-03-31,340.4566307734334
1995-04-30,376.33114393025477
1995-05-31,335.35787384492414
1995-06-30,312.8773657492936
1995-07-31,309.9919142981979
