Date,Price,Open,High,Low,Vol.,Change %
2008-06-25,471.2,431.55,475.0,423.0,0.19K,8.32%
2008-05-25,435.0,435.0,436.2,424.0,5.77K,-3.87%
2008-03-25,452.5,574.85,595.1,437.7,0.32K,-20.88%
2008-02-25,571.95,552.55,585.15,537.1,6.02K,56.68%
2007-12-25,365.05,343.65,359.5,343.15,0.51K,4.70%
2007-11-25,348.65,345.0,353.0,338.0,3.56K,1.97%
2007-09-25,341.9,335.0,338.0,330.5,0.37K,2.52%
2007-08-25,333.5,330.0,334.3,325.15,4.04K,-8.42%
2007-06-25,364.15,370.0,372.6,363.7,0.16K,-1.05%
2007-05-25,368.0,367.65,371.0,362.0,8.05K,3.85%
2007-03-25,354.35,351.1,353.1,340.0,0.56K,0.93%
2007-02-25,351.1,354.45,355.0,345.0,1.80K,7.57%
2006-12-25,326.4,325.85,330.15,320.0,0.20K,-0.90%
2006-11-25,329.35,324.0,330.15,315.0,6.16K,2.76%
2006-10-25,320.5,294.0,294.0,294.0,0.00K,1.36%
2006-09-25,316.2,341.0,351.0,302.0,0.32K,-7.87%
2006-08-25,343.2,337.0,342.0,330.0,5.96K,10.89%
2006-06-25,309.5,330.0,363.0,271.0,0.93K,-10.87%
2006-05-25,347.25,349.0,358.0,332.0,11.32K,3.77%
2006-03-25,334.65,290.0,345.0,275.5,0.77K,15.68%
2006-02-25,289.3,297.0,327.0,267.7,31.08K,-2.58%
2006-01-25,296.95,263.45,297.8,262.0,17.68K,13.56%
2005-12-25,261.5,255.25,297.1,247.0,1.94K,2.35%
2005-11-25,255.5,226.75,270.1,220.0,28.53K,12.48%
2005-10-25,227.15,199.0,233.75,192.1,12.89K,13.69%
2005-09-25,199.8,181.6,202.5,181.6,2.16K,9.81%
2005-08-25,181.95,195.0,197.0,180.1,25.19K,-6.50%
2005-07-25,194.6,181.1,205.0,170.2,15.88K,6.95%
2005-06-25,181.95,181.5,191.0,180.5,3.02K,-0.27%
2005-05-25,182.45,197.9,197.9,180.6,26.40K,-7.81%
2005-04-25,197.9,201.0,206.0,194.05,2.71K,1.98%
2005-03-25,194.05,182.25,215.0,182.0,0.47K,6.01%
2005-02-25,183.05,190.2,193.5,177.0,23.61K,-3.86%
2005-01-25,190.4,184.0,195.9,177.5,7.05K,2.78%
2004-12-25,185.25,206.0,213.5,178.3,1.85K,-12.04%
2004-11-25,210.6,213.6,223.5,208.0,19.43K,-0.75%
2004-10-25,212.2,216.0,219.0,211.0,1.76K,-6.04%
2004-09-25,225.85,215.0,215.0,205.0,0.35K,5.39%
2004-08-25,214.3,219.4,228.5,209.0,15.32K,-1.34%
2004-07-25,217.2,214.2,232.4,205.0,6.81K,1.05%
2004-06-25,214.95,256.4,256.4,213.0,2.76K,-16.51%
2004-05-25,257.45,256.4,270.0,227.0,17.71K,-0.33%
2004-04-25,258.3,291.0,344.7,232.0,28.77K,-10.92%
2004-03-25,289.95,228.25,293.5,228.25,3.19K,26.53%
2004-02-25,229.15,232.0,251.25,222.0,21.12K,-1.04%
2004-01-25,231.55,199.0,255.5,198.0,15.37K,17.24%
