Date,Open,High,Low,Last,Change,Price,Volume,Previous Day Open Interest
1/3/90,135.7,135.75,134,134.75,,134.75,102,4156
1/4/90,136.5,136.5,135,136.25,,136.25,95,4176
1/5/90,137,139,135.5,136.9,,136.9,275,4241
1/8/90,137,137.5,136.5,136.8,,136.8,0,4178
1/9/90,136.7,137.5,136.5,136.95,,136.95,257,4145
1/10/90,137,137.75,137,137.7,,137.7,94,4157
1/11/90,137.75,137.9,137,137.25,,137.25,124,4151
1/12/90,138,139,138,138.3,,138.3,324,4200
1/15/90,138.75,139.9,138.5,139.1,,139.1,400,3993
1/16/90,138,138.5,135,137.2,,137.2,253,4015
1/17/90,137.25,137.25,135.75,136.3,,136.3,236,3922
1/18/90,137,137.25,135.75,135.75,,135.75,235,3911
1/19/90,135.5,136.25,135.1,135.9,,135.9,184,3902
1/22/90,135.75,136,134.75,135.25,,135.25,124,3888
1/23/90,136,136.4,135.75,136.35,,136.35,112,3869
1/24/90,137,137.5,136,136.15,,136.15,259,3933
1/25/90,136.5,137,135.75,136.55,,136.55,104,3904
1/26/90,137.05,137.75,137,137.65,,137.65,112,3890
1/29/90,138,138.4,137.5,137.8,,137.8,131,3895
1/30/90,137,137.75,137,137.7,,137.7,111,3852
1/31/90,136.5,137.25,136.5,136.8,,136.8,142,3799
2/1/90,137,137.2,136.75,136.95,,136.95,183,3839
2/2/90,136.75,137,135,136.05,,136.05,282,3815
2/5/90,137,137.5,136.75,137,,137,100,3753
2/6/90,137,137.25,136.75,136.85,,136.85,254,3552
2/7/90,136.5,137.75,136,136.35,,136.35,209,3517
2/8/90,136.5,137.25,136.25,137,,137,178,3420
2/9/90,137,137,136,136.25,,136.25,277,3253
2/12/90,136,138,135.75,136.65,,136.65,421,3175
2/13/90,136.5,137.75,136.5,137.3,,137.3,376,2997
2/14/90,137,137.25,136.5,136.75,,136.75,145,2910
2/15/90,137.25,138,135,135.1,,135.1,3001,2907
2/16/90,136,136.25,134.5,134.95,,134.95,708,2128
2/20/90,135.75,137.75,135.75,136,,136,359,2046
